GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001EA,B12002A_001MA,B12002A_002EA,B12002A_002MA,B12002A_003EA,B12002A_003MA,B12002A_004MA,B12002A_004EA,B12002A_005EA,B12002A_005MA,B12002A_006EA,B12002A_006MA,B12002A_007EA,B12002A_007MA,B12002A_008EA,B12002A_008MA,B12002A_009MA,B12002A_009EA,B12002A_010MA,B12002A_010EA,B12002A_011EA,B12002A_011MA,B12002A_012EA,B12002A_012MA,B12002A_013EA,B12002A_013MA,state
0400000US01,2734000,5075,1331777,3656,357806,7371,760811,10004,21078,2892,39002,3092,153080,6345,1402223,2704,268391,5931,749323,10716,31987,3451,163979,4845,188543,7672,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,393492,2173,210221,1893,62629,3414,116067,4289,3131,946,3889,901,24505,2693,183271,1052,41183,2545,103041,3478,3582,1052,9797,1442,25668,2838,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4102203,17001,2024904,9378,652806,10688,1065785,13322,25022,2985,53778,4000,227513,7739,2077299,9409,525782,9886,1033154,13395,43619,3346,185645,5156,289099,8817,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1866120,4966,911217,3687,235073,6563,519267,8145,16469,2359,29360,2618,111048,4516,954903,3168,181460,6093,508237,8488,22524,2366,112660,3951,130022,6403,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18925089,52125,9410195,30684,3494885,25390,4670196,25287,170660,6948,223277,8142,851177,15643,9514894,25915,2797681,24744,4444076,23881,236191,8242,851073,11187,1185873,14492,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3417339,10880,1696169,6202,555357,8322,908108,11115,22796,3087,35184,2897,174724,6662,1721170,6221,437166,9057,895570,11430,29418,3107,124077,4560,234939,7247,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2327802,8229,1119825,4850,366983,6784,601246,8572,11089,1609,32865,2036,107642,4665,1207977,4328,313576,7013,600670,9013,16221,2297,123087,3685,154423,5866,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,533844,3163,257684,1773,81619,3275,136521,4441,4161,1094,8738,1443,26645,2869,276160,1840,71583,2965,135080,5104,4253,1229,30061,2078,35183,3319,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,220654,2972,108981,1739,63653,2546,37279,2352,1366,510,793,330,5890,971,111673,1680,63846,2698,34774,2270,1879,1098,3738,834,7436,1065,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12188950,23622,5926427,13677,1789803,18132,3094950,19389,111258,6001,206437,6626,723979,15353,6262523,13062,1412899,15187,3014788,24958,156147,7736,740227,11027,938462,16477,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4775816,11871,2342295,8292,668923,10214,1348438,13287,31469,2684,53794,3549,239671,7661,2433521,5800,529397,9355,1321410,12060,50275,4351,230529,5859,301910,8510,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,295603,3146,160606,2071,52571,2580,80729,3842,2382,999,3882,980,21042,2381,134997,1651,32072,2185,68637,2868,2298,884,10839,1314,21151,2347,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1127353,3951,561761,2495,154209,4587,324962,6062,7708,1418,14183,1833,60699,3927,565592,2531,121164,4359,318403,6475,8202,1538,43988,2325,73835,3974,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7629778,18559,3729371,10698,1246172,12903,2000727,14222,38554,3783,103564,4045,340354,8822,3900407,10134,1027825,11880,1976370,16302,61940,4430,398148,7215,436124,9453,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4466456,5995,2179183,4325,656784,8880,1192048,12071,21139,2745,56619,2773,252593,7624,2287273,3488,547132,7643,1186084,11489,34710,2855,216725,5290,302622,7479,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2274230,4389,1109021,2820,331897,5546,625761,9167,11214,1868,30877,2132,109272,5341,1165209,2586,269760,4911,623380,7423,15700,1870,124644,3469,131725,4867,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1954901,4912,958280,3141,285648,6589,534322,8480,11217,1811,25558,1943,101535,5061,996621,3018,227979,5228,531766,7331,14267,2259,96013,3091,126596,4971,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3125360,5073,1519037,4400,435422,8326,821679,9997,28891,2776,43191,2795,189854,6851,1606323,3132,355051,8105,814292,10405,38024,3293,175288,4487,223668,7322,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2344277,4541,1151187,3255,341851,6831,628642,8557,19050,2531,30466,2990,131178,5548,1193090,2587,269411,6511,609885,9020,26907,2838,129125,4021,157762,6672,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1062869,1105,514365,828,157340,3887,271993,4772,6198,1299,15103,1360,63731,3483,548504,710,130017,3527,272181,5333,8245,1487,55209,2512,82852,3671,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2829514,8548,1374992,5148,431969,8238,766243,10831,23406,2348,39928,2682,113446,5834,1454522,4565,364691,7639,765231,10074,28963,2707,145283,3877,150354,5615,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
