GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001MA,B20017G_001EA,B20017G_002MA,B20017G_002EA,B20017G_003EA,B20017G_003MA,B20017G_004EA,B20017G_004MA,B20017G_005EA,B20017G_005MA,B20017G_006MA,B20017G_006EA,B20017G_007MA,B20017G_007EA,state
0400000US01,15382,3199,19377,5500,35509,5981,8369,1346,9737,4449,35880,8798,4231,1532,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26014,4719,31818,6482,53484,12119,11318,1513,22371,5452,37935,9572,10097,4388,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,22551,2222,24158,3346,42093,5164,6623,1283,21486,2162,35122,2859,6597,1497,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18203,4823,19036,7145,34320,10375,6343,1792,17707,6350,25537,5538,8082,3910,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25639,794,28411,2073,47562,1562,9759,650,22817,1245,42214,1139,9998,492,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21604,1412,24932,2478,42198,5739,6790,949,17223,3955,33125,3366,6841,773,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23006,2373,24213,5005,46263,3558,7625,4629,21223,5142,36391,9505,8585,3172,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30301,10105,27150,15321,44707,6878,3381,2699,30836,10058,38942,6669,15625,13023,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51480,4417,51417,8635,64231,8260,20847,11065,51653,8482,62323,16345,20386,22795,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21331,1242,24186,2696,35508,2746,9628,1254,19360,1939,31019,1246,8142,1142,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,21847,1448,25143,4333,38607,3728,8967,2665,20201,1880,32770,5108,7988,1760,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,27606,1737,31679,1342,44088,3393,10994,1169,24185,1512,35128,2825,9607,1043,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,15526,2052,16175,4294,38441,10939,5918,1288,15168,2620,26175,7636,5238,1341,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,23416,2368,28478,4524,46953,3147,8448,2311,19978,2717,40486,4379,6359,948,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,17037,2704,20356,3007,42900,5489,7109,1633,13963,3264,26589,3641,5319,892,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15000,2835,18688,4433,32387,6795,7361,2127,10360,2572,30987,4001,6013,1093,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16086,2342,18927,2386,35469,4671,5842,1580,13429,3035,25382,4086,7080,2320,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,13912,3333,15470,5116,35632,3986,4751,1341,12060,5035,22850,3692,6240,1910,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,22658,4206,29963,6149,41383,1333,10515,2905,15061,4136,32446,2625,6295,1314,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17435,6771,20439,7520,33991,7866,9186,5435,15798,7123,31906,5240,4775,4410,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,26899,2705,27536,4783,49254,5446,7437,1822,26362,3739,44480,5356,7844,1311,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21868,2262,25268,3093,38489,4434,11072,1529,17487,2941,38838,5045,6739,1424,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,16404,1340,19644,3378,41605,5328,7514,1473,14355,2764,30454,1782,6264,981,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,19740,2055,21689,1768,41556,8168,9359,2795,17196,2593,36663,6074,6277,1495,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18993,2421,24624,11486,40522,9240,6076,5901,18044,4437,24114,4654,6420,6322,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16854,2719,15898,6266,34802,5096,6519,1755,17311,2935,32974,5279,6908,1192,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,19598,7129,25369,6344,27485,27364,11617,7696,12283,5913,34843,7351,5457,1962,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18808,3179,21789,2078,34628,6638,10907,1936,15725,1954,31235,5576,8637,4728,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26127,2285,27843,5206,41636,7430,12283,4830,23363,4355,34331,2506,10435,2892,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26328,4171,26749,6239,43484,7716,11860,5910,25260,10359,39540,9178,13125,6515,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,26341,1694,27830,4095,40109,2728,11132,2499,22384,5489,37238,3861,8880,1563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,21589,3272,25882,9046,42300,9729,7515,2708,17598,5184,36587,5377,6343,1858,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,24068,1895,25484,1721,40867,2106,9917,914,22084,1946,40518,2035,8767,945,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19739,2256,20549,1414,31752,5423,10106,2412,17520,3154,32344,3276,7464,1645,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11313,5104,13479,7142,30116,8115,5825,1333,8594,7125,25496,4993,2499,-333333333,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",38
0400000US39,18957,2508,21418,2462,36699,2569,6570,1069,17029,1622,33954,2772,7389,1315,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,20553,1206,23459,2475,36640,1971,10450,1197,17403,1524,30248,2543,6565,923,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,20708,1478,23527,5513,41642,3952,6464,1267,19772,3282,31655,2711,7757,1528,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,16998,1632,21709,2636,41317,1629,6904,1200,13493,2991,32405,4703,5572,1008,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,21638,5043,23580,11036,50225,6538,10242,12726,18713,7210,40075,11756,8102,4022,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,16529,1937,16988,4787,35669,4849,5938,2449,16178,2461,30129,1945,5710,2986,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12258,2078,11755,4014,31775,5951,6847,5154,12770,2177,32014,21338,11963,3918,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,18155,2886,21358,3125,36376,3074,9263,1660,13506,3065,33171,4357,7161,1867,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25032,1322,28402,3017,41180,1546,9016,1182,20777,1431,32492,2806,7333,1164,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,17145,2472,18737,5609,35339,11190,6510,2608,16385,3523,27918,4085,4151,918,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,17349,7495,24336,24142,49803,20501,10129,6471,14542,6705,35931,18261,8700,6116,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,27358,3379,32358,5483,50457,5510,6919,1199,23500,3105,38008,5047,9947,1522,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,24694,2073,30189,2605,48433,2206,11123,1785,21315,1944,36009,2431,8166,1820,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13725,4263,15901,10447,31035,6445,8880,4920,11567,4334,26298,6464,3502,1289,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18119,2170,21452,3904,39059,4478,5521,1417,13769,3857,35053,2971,5295,1415,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,20965,7409,41063,22047,60178,19744,6886,4308,17888,6445,27000,6395,9728,5405,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15862,478,16083,557,21313,1343,6597,478,15512,758,20557,983,6937,560,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
