GEO_ID,B13010_001E,B13010_001M,B13010_002E,B13010_002M,B13010_003E,B13010_003M,B13010_004E,B13010_004M,B13010_005E,B13010_005M,B13010_006E,B13010_006M,B13010_007E,B13010_007M,B13010_008E,B13010_008M,B13010_009E,B13010_009M,B13010_010E,B13010_010M,B13010_011E,B13010_011M,B13010_012E,B13010_012M,B13010_013E,B13010_013M,B13010_014E,B13010_014M,B13010_015E,B13010_015M,B13010_016E,B13010_016M,B13010_017E,B13010_017M,B13010_018E,B13010_018M,B13010_019E,B13010_019M,NAME,B13010_001EA,B13010_001MA,B13010_002EA,B13010_002MA,B13010_003MA,B13010_003EA,B13010_004EA,B13010_004MA,B13010_005EA,B13010_005MA,B13010_006MA,B13010_006EA,B13010_007EA,B13010_007MA,B13010_008EA,B13010_008MA,B13010_009MA,B13010_009EA,B13010_010MA,B13010_010EA,B13010_011EA,B13010_011MA,B13010_012EA,B13010_012MA,B13010_013MA,B13010_013EA,B13010_014EA,B13010_014MA,B13010_015EA,B13010_015MA,B13010_016MA,B13010_016EA,B13010_017EA,B13010_017MA,B13010_018MA,B13010_018EA,B13010_019MA,B13010_019EA,state
0400000US01,1142868,6639,65816,4214,36395,3172,5454,1385,8278,1734,22663,2523,29421,3028,17073,2144,6000,1488,6348,1569,1077052,7830,504451,10364,63625,4425,87428,5484,353398,9218,572601,12180,173254,7973,139451,8224,259896,8167,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,175346,1771,12469,1786,8507,1666,1073,575,1133,489,6301,1336,3962,760,2281,758,775,361,906,408,162877,2284,81453,3028,4898,1134,9570,1659,66985,3004,81424,3650,14192,2581,17345,2036,49887,3018,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1504822,4684,86002,4934,50567,3615,10394,2318,12957,1814,27216,2293,35435,3699,17979,2364,8375,1895,9081,2007,1418820,7110,653589,10424,79876,4926,123858,7038,449855,9152,765231,10652,201141,10071,178973,7680,385117,12442,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,677883,6466,37024,3172,22740,2505,5322,1330,5914,1232,11504,1380,14284,2127,7890,1651,3027,1060,3367,1198,640859,6684,318816,6988,39435,3366,64597,4512,214784,6524,322043,7143,99627,5813,85157,6001,137259,5504,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9396802,12665,506396,12843,335515,10285,53411,4248,68033,4919,214071,8346,170881,7897,83351,5512,41360,4274,46170,3649,8890406,18643,3970721,22836,449398,10903,724032,13749,2797291,18800,4919685,25398,1095190,17903,1060274,17571,2764221,24825,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233859,6408,68696,4399,48302,3693,5508,1301,9392,1959,33402,2844,20394,2464,11288,1901,3730,1045,5376,1449,1165163,7236,573850,8945,46830,3432,80263,4717,446757,7252,591313,9931,129779,6722,123631,5553,337903,10365,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,842398,3590,41902,3276,28557,2746,2278,670,4621,1281,21658,2342,13345,1988,6669,1544,2890,997,3786,1135,800496,5030,361175,7333,18524,2401,31499,3037,311152,7502,439321,7020,75100,5003,71988,5445,292233,7237,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,214319,1942,9863,1745,5676,1013,596,422,813,468,4267,826,4187,1204,2109,914,972,662,1106,506,204456,2461,90015,3531,6298,1330,10191,2010,73526,3626,114441,4159,18360,2107,23739,3157,72342,4387,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,172511,1788,9054,1634,4206,1009,82,137,388,298,3736,951,4848,1311,2137,749,1222,840,1489,720,163457,2448,37758,2771,3232,970,3563,1053,30963,2435,125699,3597,31838,2847,17468,2552,76393,3717,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4356975,8439,210874,10844,125846,6751,20033,2375,28516,3225,77297,5446,85028,6960,42055,4235,20586,3286,22387,3194,4146101,14411,1817451,18263,203820,8298,328167,10058,1285464,16331,2328650,21917,568393,13064,554350,15556,1205907,21298,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
