GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001MA,B24042_001EA,B24042_002EA,B24042_002MA,B24042_003EA,B24042_003MA,B24042_004EA,B24042_004MA,B24042_005EA,B24042_005MA,B24042_006MA,B24042_006EA,B24042_007EA,B24042_007MA,B24042_008EA,B24042_008MA,B24042_009EA,B24042_009MA,B24042_010EA,B24042_010MA,B24042_011EA,B24042_011MA,B24042_012MA,B24042_012EA,B24042_013EA,B24042_013MA,B24042_014EA,B24042_014MA,B24042_015EA,B24042_015MA,B24042_016EA,B24042_016MA,B24042_017MA,B24042_017EA,B24042_018MA,B24042_018EA,B24042_019MA,B24042_019EA,B24042_020EA,B24042_020MA,B24042_021MA,B24042_021EA,B24042_022EA,B24042_022MA,B24042_023EA,B24042_023MA,B24042_024EA,B24042_024MA,B24042_025EA,B24042_025MA,B24042_026MA,B24042_026EA,B24042_027EA,B24042_027MA,B24042_028EA,B24042_028MA,B24042_029MA,B24042_029EA,B24042_030EA,B24042_030MA,B24042_031EA,B24042_031MA,B24042_032EA,B24042_032MA,B24042_033EA,B24042_033MA,B24042_034MA,B24042_034EA,B24042_035EA,B24042_035MA,B24042_036MA,B24042_036EA,B24042_037EA,B24042_037MA,B24042_038EA,B24042_038MA,B24042_039MA,B24042_039EA,B24042_040MA,B24042_040EA,B24042_041MA,B24042_041EA,B24042_042MA,B24042_042EA,B24042_043EA,B24042_043MA,B24042_044EA,B24042_044MA,B24042_045MA,B24042_045EA,B24042_046MA,B24042_046EA,B24042_047MA,B24042_047EA,B24042_048EA,B24042_048MA,B24042_049EA,B24042_049MA,B24042_050MA,B24042_050EA,B24042_051EA,B24042_051MA,B24042_052MA,B24042_052EA,B24042_053EA,B24042_053MA,B24042_054EA,B24042_054MA,state
0400000US01,41888,385,41666,2366,31509,4528,51872,2304,32462,2780,42784,2533,43590,2702,32351,1611,50217,1710,45542,4477,63221,5770,52042,6704,55725,4812,65614,8630,40475,3167,54748,5048,71733,4772,101710,29341,30834,2690,49573,2070,46835,2154,51846,2709,23689,2768,35998,4670,21061,1891,35015,3410,50669,1486,31370,372,28859,9688,22695,6946,37650,11278,30835,4242,28176,1541,28248,2781,23837,1290,42363,6304,40365,6219,51338,13221,37220,5623,32195,1080,33488,1819,28301,3181,35093,1850,40713,985,63984,77669,26228,2348,35615,768,41534,705,31437,707,16899,690,23036,2751,16525,734,24409,2151,40855,1678,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,59843,2606,85855,17386,60826,12609,90053,8943,61175,4401,41101,5869,45247,16243,41118,2589,57111,6517,56155,7238,60718,5237,67871,18484,67001,8253,101925,60182,46563,24234,72451,7721,82179,8220,45772,18442,46250,20570,57218,2938,58231,4216,48097,13066,28906,2904,52023,22767,27051,2399,50786,11297,62488,4651,42630,1841,64224,16240,47243,25058,79630,31794,50331,7754,30620,17541,40178,7879,26951,2725,45400,8264,42399,17611,45614,3016,48482,2739,42447,9868,43333,13151,40665,21941,46358,8134,51237,10571,-666666666,-222222222,40687,6546,45224,2230,51222,2681,42446,2913,26061,5913,38941,8426,24403,7767,33200,9870,51763,2635,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44199,1138,44613,4473,31488,2250,61109,3181,40683,1061,55372,4916,47990,3736,34791,1920,50527,1945,42243,3128,72058,4593,53412,4616,52677,4598,60029,5863,41457,3278,46799,3219,67435,3916,86773,12429,30904,1420,47698,2022,43807,2248,52093,3775,26246,1562,32642,2399,22331,1149,32348,3502,54771,3132,35992,358,42371,7187,41657,7783,55559,14612,40864,3593,41119,1578,37129,3955,27574,1738,40275,3064,38516,4313,45354,7557,40620,3883,40476,994,41265,1136,36878,3415,36686,1409,44444,3340,49261,13755,26719,1177,37365,702,40013,1090,36116,947,23307,1434,25374,2073,22347,1228,28380,3119,40925,826,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39002,1177,31947,2582,28285,3361,52392,22182,34769,2946,37536,1728,39004,3509,35095,3938,45519,2376,45389,2624,45956,4869,46804,7344,50304,5476,58017,6099,30443,2748,40434,4301,64952,8567,64444,62685,27083,4615,44265,3823,42232,3340,46100,4969,20655,1869,24721,3961,19504,1752,34517,3728,42971,2662,29237,867,25426,4876,24606,5151,54121,18912,31996,2463,24923,988,31900,3231,23914,931,40205,4403,38555,4856,43483,12900,36231,2453,30533,1006,30782,1382,30214,5275,31327,1361,37246,5889,39658,9658,25320,2307,33569,1503,37191,1406,30418,1326,18066,1734,24260,9653,17425,1252,24987,4506,33118,2357,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50067,209,27060,673,25893,592,70430,8962,44870,1843,52173,532,44479,2208,37424,885,50672,461,45832,883,80859,1308,67282,3369,62913,3366,74096,3987,48826,2744,61346,630,86817,1536,55792,15329,30701,615,56682,867,58328,2278,55477,1441,28711,1145,40576,870,25543,512,36033,663,72660,1465,41383,184,20439,1516,19240,2986,46452,17254,44716,4096,41178,711,39845,2086,30197,484,45644,1237,41412,765,62400,4760,57446,3664,48362,1421,50222,746,42253,2523,50078,972,58312,2082,47467,7554,30472,995,45162,520,51819,494,41024,365,23783,763,33674,2581,21592,407,26828,778,51785,760,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50472,471,47955,5459,31456,1106,70258,6042,42556,3718,56820,3597,49804,2470,38133,1839,52304,1466,51719,1295,59208,6883,66130,3439,61197,2204,70096,4514,50725,1866,62046,1825,77841,4449,74017,91310,32518,2612,52381,2093,50606,2501,56855,5316,28001,2477,37474,3370,25321,1737,40065,1995,64221,4041,39821,737,50209,13341,31260,2179,77542,7243,42218,2710,41695,2379,42036,3706,28922,1834,47989,2404,46056,3642,55804,10166,48470,4366,43824,2620,45863,2121,40355,2528,46943,1981,52146,1514,61352,40735,31343,2650,40496,637,41611,962,39483,2040,22397,2474,31271,2046,20478,1816,30958,999,50044,1830,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,60403,522,43300,5501,42381,8984,51967,38041,51840,1271,62143,2385,62269,4892,42770,1942,61539,1299,58084,2872,81171,3457,66954,6414,99012,5413,102109,4474,47065,8988,67712,4783,86092,5777,74821,70297,38894,3934,60440,3459,61264,4244,58441,6128,32500,4220,39739,5190,29641,3763,45933,3503,70269,3795,46092,645,20794,14506,19839,11287,51594,57568,42440,6357,45067,3749,48750,4525,34694,2456,49782,4493,40780,4134,60423,5246,59478,4765,54930,3826,58231,4657,45004,9484,49584,1829,54143,3985,51160,16943,34504,5046,48972,2166,52456,1837,45259,2420,27345,2820,32381,5334,24338,2447,31809,1574,55633,2881,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,49303,2344,54043,17405,54847,20362,50625,58639,44780,3560,56222,6843,51129,2482,36614,2268,55144,6960,51501,5818,65681,7799,51320,6760,52201,4810,61012,9153,36471,2946,65817,6751,83241,17432,-666666666,-222222222,32472,8256,52244,5778,51746,3096,53602,22611,30179,2264,29928,3897,30322,3976,39307,5661,51784,3756,39744,1539,21965,3060,21965,3060,-666666666,-222222222,44196,7491,45826,5562,35548,8086,28479,5036,43889,12277,41851,7931,54972,8301,34545,18321,43615,2605,44724,3251,31552,9925,48328,5735,58739,6977,52624,12368,31128,13370,41218,1058,46662,4703,37901,2852,22467,4239,24037,8325,21622,4914,29895,4672,40501,1801,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61930,2844,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,41043,3578,47587,8788,43420,27068,30145,7811,47822,6111,47399,4217,60784,40882,77470,16690,51260,10269,80706,30865,40734,9021,78590,6303,88624,10056,-666666666,-222222222,31516,1190,62009,9636,62094,10973,61892,21136,31721,2671,52246,11355,30086,3198,65690,8188,82326,15769,56264,1686,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,40643,23140,85614,34360,77655,50816,38018,8387,41001,6062,41128,6647,39881,55552,61649,6787,66310,9158,67243,16814,65428,34029,66983,5812,75547,6778,250001,-333333333,30933,2213,47566,3986,52177,2406,42306,6394,31281,2765,51423,3095,25156,7488,50788,3144,73249,4833,District of Columbia,null,null,-,**,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"250,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40786,222,25143,2660,21786,2912,52385,14680,35845,805,45408,1722,44131,2683,32385,815,43759,2472,41555,636,53258,5002,50503,1294,48848,2718,58929,4478,36787,1530,46055,1456,68220,3580,72456,25332,29753,1397,47021,1155,45414,1008,50448,1497,26679,592,31740,1031,25109,1030,32267,1053,52126,840,32824,585,18957,1834,18430,1884,39802,22572,38676,1907,31405,988,34489,2869,26042,431,40263,1460,38443,2457,47444,4634,39779,1625,38390,1308,40010,1092,34851,1515,36627,515,42251,1008,45944,16717,28500,1548,36166,400,40226,506,32570,842,21940,431,27500,3009,20771,489,22987,1171,40736,698,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
