GEO_ID,B08128_001E,B08128_001M,B08128_002E,B08128_002M,B08128_003E,B08128_003M,B08128_004E,B08128_004M,B08128_005E,B08128_005M,B08128_006E,B08128_006M,B08128_007E,B08128_007M,B08128_008E,B08128_008M,B08128_009E,B08128_009M,B08128_010E,B08128_010M,B08128_011E,B08128_011M,B08128_012E,B08128_012M,B08128_013E,B08128_013M,B08128_014E,B08128_014M,B08128_015E,B08128_015M,B08128_016E,B08128_016M,B08128_017E,B08128_017M,B08128_018E,B08128_018M,B08128_019E,B08128_019M,B08128_020E,B08128_020M,B08128_021E,B08128_021M,B08128_022E,B08128_022M,B08128_023E,B08128_023M,B08128_024E,B08128_024M,B08128_025E,B08128_025M,B08128_026E,B08128_026M,B08128_027E,B08128_027M,B08128_028E,B08128_028M,B08128_029E,B08128_029M,B08128_030E,B08128_030M,B08128_031E,B08128_031M,B08128_032E,B08128_032M,B08128_033E,B08128_033M,B08128_034E,B08128_034M,B08128_035E,B08128_035M,B08128_036E,B08128_036M,B08128_037E,B08128_037M,B08128_038E,B08128_038M,B08128_039E,B08128_039M,B08128_040E,B08128_040M,B08128_041E,B08128_041M,B08128_042E,B08128_042M,B08128_043E,B08128_043M,B08128_044E,B08128_044M,B08128_045E,B08128_045M,B08128_046E,B08128_046M,B08128_047E,B08128_047M,B08128_048E,B08128_048M,B08128_049E,B08128_049M,B08128_050E,B08128_050M,B08128_051E,B08128_051M,B08128_052E,B08128_052M,B08128_053E,B08128_053M,B08128_054E,B08128_054M,B08128_055E,B08128_055M,B08128_056E,B08128_056M,B08128_057E,B08128_057M,B08128_058E,B08128_058M,B08128_059E,B08128_059M,B08128_060E,B08128_060M,B08128_061E,B08128_061M,B08128_062E,B08128_062M,B08128_063E,B08128_063M,B08128_064E,B08128_064M,B08128_065E,B08128_065M,B08128_066E,B08128_066M,B08128_067E,B08128_067M,B08128_068E,B08128_068M,B08128_069E,B08128_069M,B08128_070E,B08128_070M,NAME,B08128_001EA,B08128_001MA,B08128_002MA,B08128_002EA,B08128_003MA,B08128_003EA,B08128_004EA,B08128_004MA,B08128_005MA,B08128_005EA,B08128_006MA,B08128_006EA,B08128_007MA,B08128_007EA,B08128_008MA,B08128_008EA,B08128_009MA,B08128_009EA,B08128_010EA,B08128_010MA,B08128_011EA,B08128_011MA,B08128_012EA,B08128_012MA,B08128_013EA,B08128_013MA,B08128_014MA,B08128_014EA,B08128_015MA,B08128_015EA,B08128_016EA,B08128_016MA,B08128_017EA,B08128_017MA,B08128_018MA,B08128_018EA,B08128_019MA,B08128_019EA,B08128_020EA,B08128_020MA,B08128_021MA,B08128_021EA,B08128_022EA,B08128_022MA,B08128_023EA,B08128_023MA,B08128_024MA,B08128_024EA,B08128_025MA,B08128_025EA,B08128_026EA,B08128_026MA,B08128_027EA,B08128_027MA,B08128_028EA,B08128_028MA,B08128_029EA,B08128_029MA,B08128_030MA,B08128_030EA,B08128_031MA,B08128_031EA,B08128_032MA,B08128_032EA,B08128_033EA,B08128_033MA,B08128_034EA,B08128_034MA,B08128_035MA,B08128_035EA,B08128_036MA,B08128_036EA,B08128_037MA,B08128_037EA,B08128_038MA,B08128_038EA,B08128_039EA,B08128_039MA,B08128_040MA,B08128_040EA,B08128_041MA,B08128_041EA,B08128_042MA,B08128_042EA,B08128_043EA,B08128_043MA,B08128_044EA,B08128_044MA,B08128_045EA,B08128_045MA,B08128_046EA,B08128_046MA,B08128_047MA,B08128_047EA,B08128_048EA,B08128_048MA,B08128_049EA,B08128_049MA,B08128_050EA,B08128_050MA,B08128_051EA,B08128_051MA,B08128_052MA,B08128_052EA,B08128_053MA,B08128_053EA,B08128_054EA,B08128_054MA,B08128_055EA,B08128_055MA,B08128_056MA,B08128_056EA,B08128_057EA,B08128_057MA,B08128_058MA,B08128_058EA,B08128_059MA,B08128_059EA,B08128_060EA,B08128_060MA,B08128_061EA,B08128_061MA,B08128_062MA,B08128_062EA,B08128_063MA,B08128_063EA,B08128_064EA,B08128_064MA,B08128_065MA,B08128_065EA,B08128_066MA,B08128_066EA,B08128_067EA,B08128_067MA,B08128_068MA,B08128_068EA,B08128_069MA,B08128_069EA,B08128_070EA,B08128_070MA,state
0400000US01,1951769,16535,1373431,13406,1313855,13518,59576,4332,127578,5528,145159,6810,112576,5874,85673,4658,105471,5444,1881,760,1648706,17854,1169453,15096,1121547,14997,47906,3921,109400,5171,128770,6399,92313,5450,75878,4423,72051,4283,841,446,195292,9369,142048,7428,138305,7392,3743,976,10791,1683,13230,2007,12849,2012,4985,1152,10977,2180,412,343,7964,2010,5307,1760,5099,1704,208,250,658,354,345,206,1028,578,75,121,551,397,0,273,25853,3049,13244,2176,12294,2061,950,554,2960,1258,1174,627,3205,1428,2111,977,3143,836,16,30,18172,2027,12885,1803,12301,1735,584,384,820,423,780,415,1168,540,749,431,1770,759,0,273,55782,4508,30494,2999,24309,2937,6185,1121,2949,1056,860,451,2013,933,1875,913,16979,2599,612,435,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,184910,5961,174683,6044,10227,1854,31775,2882,30046,2742,31536,2433,45663,3716,18518,1993,976,681,230116,5965,123137,4925,117510,4986,5627,1069,21207,2230,19527,2224,22044,2182,34866,3726,9032,1204,303,320,45376,4438,24732,3064,23668,3020,1064,645,4379,1153,4458,1096,4051,1053,6502,1613,1099,495,155,173,4034,1011,2552,843,2552,843,0,246,261,185,345,227,646,438,230,202,0,246,0,246,27069,2322,15571,1936,14787,1983,784,440,2584,549,3559,668,2084,595,1610,844,1537,559,124,132,18024,1897,9093,1573,9047,1571,46,56,2480,704,1852,417,1826,883,1154,502,1610,608,9,15,18805,3141,9825,2028,7119,1618,2706,1043,864,438,305,172,885,498,1301,1679,5240,1005,385,526,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,1868424,21295,1772610,20726,95814,5680,171430,7077,205308,7431,120172,6055,97683,6062,155479,7706,3343,1319,2005289,19912,1448431,18926,1388084,18293,60347,4698,134482,6057,166844,6565,89138,5115,77306,5163,87688,6009,1400,880,305162,11371,221674,9871,213713,9877,7961,1770,18119,2616,23236,2760,16886,2461,10229,2267,14425,2304,593,364,46829,4262,34123,3701,33406,3681,717,455,3298,1002,3264,947,2512,724,2044,643,1588,799,0,305,52391,4528,33503,3825,31699,3642,1804,899,3499,1217,4653,996,2999,869,3241,1643,4365,1083,131,154,61279,5212,42725,4499,41220,4475,1505,728,4143,1230,4438,1186,5358,1275,2250,1109,2205,800,160,264,150889,6705,87968,4903,64488,4178,23480,2902,7889,2636,2873,855,3279,774,2613,1027,45208,3941,1059,661,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,843160,11525,803940,12089,39220,3205,85254,4597,74623,3902,103939,4515,39412,3216,77590,4547,1990,683,1005284,11655,705767,11270,674349,11337,31418,3095,68113,3888,61209,3576,86836,4664,34235,2654,47738,3684,1386,642,138346,6434,94068,6032,91078,5924,2990,996,9931,1483,10364,1722,11189,1774,3414,1111,9298,1698,82,127,6058,1619,4120,1265,4120,1265,0,273,135,153,536,463,753,541,396,362,118,152,0,273,22201,2959,11159,1914,10447,1875,712,411,2663,1147,865,440,2404,830,719,484,4330,1282,61,102,17820,2511,12670,2249,12077,2227,593,425,676,404,954,449,904,466,439,307,2127,866,50,88,36259,3465,15376,2233,11869,1949,3507,857,3736,1793,695,408,1853,829,209,272,13979,2321,411,242,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,11061919,44383,10518763,44991,543156,12791,1052156,18172,1295166,19489,668820,17130,495431,12064,1325204,23827,22779,3211,11650145,48881,8242488,44803,7878918,44463,363570,11265,769401,15072,1037319,17270,464230,11851,355019,10720,770689,15320,10999,1753,1831538,25012,1298115,21717,1243777,20961,54338,4335,116463,4972,130338,6352,75592,6551,62315,4371,143862,7626,4853,1548,820349,17602,599207,15028,592492,15236,6715,1315,64582,4133,50151,3078,41750,3203,20408,2580,43844,4246,407,303,429786,13246,277103,11402,265989,11682,11114,1962,36935,3547,27243,2552,25038,2744,26079,3286,37135,3772,253,211,365352,10897,256685,9197,249054,9141,7631,1291,28502,3293,19208,2420,22926,2732,10967,1498,26551,3027,513,385,824305,17515,388321,11484,288533,9647,99788,6228,36273,5150,30907,2894,39284,4603,20643,4076,303123,11298,5754,1506,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,1688829,14131,1565806,13788,123023,5954,178692,6556,180761,6269,97205,5854,107715,5212,171688,6753,3212,1366,1832425,17344,1290975,14660,1214730,14504,76245,4838,141717,6637,149411,5768,70525,4449,80581,4863,97311,4659,1905,1183,243835,10203,172828,8456,162431,7776,10397,1605,15041,2113,19419,2473,10672,1739,9315,1750,16041,1984,519,436,71917,4654,54118,4382,53760,4422,358,270,4523,1169,3160,887,3855,921,4457,960,1804,792,0,279,72320,5488,42890,4324,40967,4183,1923,646,5430,1548,2671,651,5366,1253,10462,2090,5255,1408,246,297,52473,3985,34001,2957,31454,2914,2547,890,3708,1067,3025,736,5123,1678,1866,692,4625,1394,125,207,155132,7501,94017,5517,62464,4178,31553,3398,8273,1442,3075,1022,1664,657,1034,464,46652,3154,417,300,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,1183392,13426,1124248,12822,59144,3231,167940,7035,132633,6285,74090,3828,35306,2699,112536,5809,1721,807,1360587,13792,943760,14263,898735,13605,45025,2990,134803,6532,118725,5305,62787,3571,27666,2734,71807,4098,1039,707,135921,6670,98589,6140,96083,5995,2506,808,12647,1829,6140,1295,5099,1272,2601,897,10719,2261,126,145,76791,5513,62179,4835,60974,4806,1205,456,6811,1262,3376,1688,1644,654,883,398,1898,714,0,281,48348,3538,28079,2527,26923,2591,1156,535,8631,1588,2958,943,2969,978,2522,867,2885,785,304,256,18756,2832,14612,2620,13644,2615,968,734,1603,719,443,247,475,477,502,418,1080,423,41,68,67215,4129,36173,2701,27889,2580,8284,1175,3445,882,991,496,1116,648,1132,625,24147,2556,211,186,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,289495,6990,275660,6843,13835,2060,36572,3170,16438,1912,33693,2992,12142,1784,15324,1980,380,396,324776,7163,232715,6731,224184,6716,8531,1407,30100,3001,14587,1755,28068,2745,10304,1662,8685,1516,317,382,38268,3154,27611,2626,26313,2513,1298,539,3246,920,1236,530,3546,1090,1303,619,1326,588,0,265,12113,1864,9580,1813,9464,1815,116,98,891,461,13,25,1132,540,433,419,64,108,0,265,9044,1863,6368,1509,5685,1456,683,557,1225,534,465,351,632,426,0,265,354,228,0,265,5081,1137,3819,1001,3175,931,644,497,488,401,64,82,77,120,49,74,584,502,0,265,14762,1986,9402,1586,6839,1310,2563,928,622,283,73,78,238,194,53,89,4311,1088,63,104,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,146008,4965,140025,4957,5983,1341,53910,3505,17119,2223,5796,1260,60205,4156,13493,1516,186,217,103239,4438,52996,3605,50680,3518,2316,740,17155,2123,8186,1747,2805,921,17514,2102,4583,988,0,292,17630,2165,8788,1423,8249,1366,539,370,3482,1117,1669,608,220,173,2872,880,599,423,0,292,113648,5057,54484,4065,53577,3975,907,496,21088,2737,5558,1263,2149,913,28660,2825,1638,641,71,117,34895,3374,17036,2303,16462,2374,574,432,8215,1405,760,449,385,251,7292,1727,1207,440,0,292,12435,2408,6342,1839,6254,1814,88,143,2677,925,537,485,237,237,2090,581,552,354,0,292,14870,2071,6362,1400,4803,1183,1559,707,1293,498,409,409,0,292,1777,915,4914,1217,115,184,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,5806133,33169,5347391,33089,458742,11734,493818,13070,608536,13363,249215,9763,237579,8430,461082,13161,9612,1823,6286833,33757,4659111,35103,4337188,34228,321923,10718,407725,10441,535093,13057,206461,9445,189651,6578,283325,10941,5467,1402,757260,18804,566936,17161,521451,15669,45485,4570,47105,3695,52458,3638,24906,3242,19433,2388,44306,4156,2116,807,161012,10861,124656,10046,122581,10000,2075,723,8021,2217,5768,1220,4394,1274,4384,1834,13734,2552,55,94,130004,9757,97155,8736,90848,8506,6307,1323,9752,1605,4071,1250,3901,1107,4762,1546,10040,1891,323,237,168035,9305,131807,8761,123699,8158,8108,1933,8518,1662,6584,1327,4651,1214,4674,1334,11413,2122,388,363,362831,11267,226468,8468,151624,6905,74844,4786,12697,2105,4562,1261,4902,1296,14675,2752,98264,5609,1263,553,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
