GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001EA,B18106_001MA,B18106_002MA,B18106_002EA,B18106_003EA,B18106_003MA,B18106_004MA,B18106_004EA,B18106_005EA,B18106_005MA,B18106_006EA,B18106_006MA,B18106_007EA,B18106_007MA,B18106_008MA,B18106_008EA,B18106_009MA,B18106_009EA,B18106_010EA,B18106_010MA,B18106_011EA,B18106_011MA,B18106_012EA,B18106_012MA,B18106_013EA,B18106_013MA,B18106_014EA,B18106_014MA,B18106_015MA,B18106_015EA,B18106_016EA,B18106_016MA,B18106_017EA,B18106_017MA,B18106_018EA,B18106_018MA,B18106_019EA,B18106_019MA,B18106_020EA,B18106_020MA,B18106_021MA,B18106_021EA,B18106_022EA,B18106_022MA,B18106_023MA,B18106_023EA,B18106_024MA,B18106_024EA,B18106_025EA,B18106_025MA,B18106_026MA,B18106_026EA,B18106_027MA,B18106_027EA,B18106_028EA,B18106_028MA,B18106_029EA,B18106_029MA,B18106_030EA,B18106_030MA,B18106_031EA,B18106_031MA,B18106_032EA,B18106_032MA,B18106_033EA,B18106_033MA,state
0400000US13,8837636,4314,4249086,8277,928966,5960,9317,1549,919649,6077,1068188,5591,9487,1950,1058701,6090,1823821,6092,41585,3644,1782236,6435,276157,2719,14000,1513,262157,3301,151954,2438,21262,2064,130692,3097,4588550,6985,881115,5002,7879,1359,873236,5157,1145198,4891,8175,1625,1137023,5354,1986820,5444,52703,3841,1934117,6659,326544,2663,16018,1923,310526,3115,248873,2466,46382,2745,202491,3151,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1228984,2471,599787,2876,112270,1182,980,535,111290,1303,138689,2292,1314,579,137375,2309,262349,2008,4433,1189,257916,2207,48995,941,1679,640,47316,940,37484,692,3301,767,34183,1147,629197,1829,104698,877,842,419,103856,901,144541,1681,868,459,143673,1690,272602,915,4874,1320,267728,1615,53003,547,1613,484,51390,649,54353,638,7610,1169,46743,1400,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1430927,1583,709275,2939,157645,2251,1280,536,156365,2153,177325,1935,2538,961,174787,1902,285299,2291,5927,1382,279372,2689,53520,791,1994,732,51526,1028,35486,733,4293,1307,31193,1527,721652,2649,149943,1876,1563,500,148380,1977,179514,1950,1140,467,178374,1994,288174,1992,7044,1400,281130,2541,56319,925,2101,547,54218,1072,47702,960,6325,1024,41377,1413,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11840314,3189,5763684,6412,1170458,3067,12342,1785,1158116,3721,1481555,4900,9712,1877,1471843,5331,2452985,4887,47182,2880,2405803,5899,385327,1955,15217,1592,370110,2438,273359,1988,30928,2733,242431,3049,6076630,5580,1118330,2647,8351,1483,1109979,3165,1494714,4651,9839,1609,1484875,4654,2572489,2983,54743,3494,2517746,5142,458627,1690,21903,2323,436724,2686,432470,3169,59843,3630,372627,4778,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5958155,2715,2909609,4437,598954,2593,7616,1413,591338,2868,723506,3655,5956,1210,717550,3758,1239137,3550,31408,2793,1207729,4282,207698,1390,8650,1267,199048,1789,140314,1234,15450,1519,124864,1743,3048546,4241,570051,2476,4305,1114,565746,2766,729611,2850,6092,1369,723519,3084,1290112,2857,35861,3049,1254251,4011,240706,1363,11563,1474,229143,1931,218066,2162,28466,2444,189600,2973,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2805220,1706,1382900,3344,266534,2182,2348,679,264186,2209,344283,2399,2306,710,341977,2470,585767,2461,10393,1883,575374,2880,104510,891,3134,754,101376,1117,81806,747,7048,953,74758,1146,1422320,3048,255563,2173,1134,433,254429,2213,336807,2615,2194,696,334613,2603,587959,2377,12945,1629,575014,2781,117507,868,3404,685,114103,952,124484,982,11889,1583,112595,1780,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2599361,2798,1275713,3646,267360,2886,2259,658,265101,3023,321430,2908,3947,1297,317483,3244,528841,2565,11561,1804,517280,3080,89875,1401,4599,985,85276,1629,68207,1350,7812,1082,60395,1742,1323648,3414,252977,2616,1578,649,251399,2742,323312,2322,3962,1138,319350,2493,544944,3096,14342,1831,530602,3512,101113,1113,4006,920,97107,1453,101302,1602,11680,1712,89622,2243,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3962959,4741,1922229,5569,382475,3683,4136,1041,378339,3715,455510,4294,4724,1197,450786,4130,842344,3747,29983,2920,812361,4667,149348,1488,9040,1348,140308,1795,92552,943,11755,1650,80797,1752,2040730,5437,356145,3486,2711,624,353434,3391,480969,3841,5260,1389,475709,3925,889157,3318,35841,2845,853316,4308,172097,1247,10397,1493,161700,1905,142362,1579,25361,2456,117001,2758,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4126306,2752,1987503,5002,409500,4222,5711,1211,403789,4380,516251,4565,7483,1547,508768,4900,830517,4800,24869,2597,805648,4807,142516,1817,8504,1316,134012,2342,88719,1585,11837,1384,76882,1945,2138803,4301,389821,3032,3403,1075,386418,3243,545244,3178,4972,1173,540272,3514,896412,2891,29655,2921,866757,3995,166395,1794,11034,1464,155361,2455,140931,1726,26936,2530,113995,2582,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1244521,1332,605423,2134,105056,1213,1553,552,103503,1296,127053,1723,1391,513,125662,1738,282807,1705,6102,1099,276705,1783,53626,380,1584,462,52042,546,36881,647,2929,775,33952,1002,639098,1559,99526,959,587,307,98939,998,130741,1418,1021,478,129720,1498,295878,1436,7591,1287,288287,1967,58324,506,2235,758,56089,933,54629,915,6837,1268,47792,1447,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5323070,3197,2542629,4212,501594,2604,5492,1158,496102,2702,628119,3439,5411,1355,622708,3761,1120775,3312,19338,2445,1101437,4092,176068,1373,6931,1236,169137,1761,116073,1563,13007,1656,103066,2028,2780441,3619,483489,2523,4602,1231,478887,2895,660654,2966,4063,1133,656591,3446,1241390,2701,22713,2272,1218677,3630,208956,1581,8421,1436,200535,1994,185952,1961,25465,2179,160487,2627,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6112070,1973,2940464,3283,535335,1917,6308,1277,529027,2155,742582,2233,6073,1355,736509,2685,1296755,2809,19867,2198,1276888,3677,207052,1594,6659,1176,200393,1926,158740,1576,15518,1653,143222,2202,3171606,2414,513414,1601,4142,1180,509272,2037,767154,1889,4790,1105,762364,2016,1393042,2045,28024,3087,1365018,3648,246209,1324,10422,1301,235787,1954,251787,2158,34134,2544,217653,3143,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9171303,2323,4468337,4409,891536,2682,10132,1441,881404,3196,1043878,3737,12083,2084,1031795,4204,1954095,3857,52889,3604,1901206,5142,338715,1566,14433,1590,324282,2200,240113,1515,24930,1875,215183,2160,4702966,4750,847559,3119,6971,1528,840588,3493,1057194,2892,9209,1598,1047985,3118,2051327,3100,64446,4154,1986881,5085,382622,1650,17712,1581,364910,2381,364264,2275,55880,2834,308384,3480,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4896011,2534,2420112,3733,473710,2393,5649,1116,468061,2583,605445,2545,4930,1132,600515,2557,1050762,3173,17412,2156,1033350,4003,166962,1122,4803,799,162159,1290,123233,1237,11621,1180,111612,1514,2475899,3833,451231,2519,4026,904,447205,2713,597355,2517,2851,738,594504,2741,1060738,2530,20322,1792,1040416,2981,186695,1251,6851,1286,179844,1665,179880,1886,22143,2513,157737,3224,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2693828,2334,1286813,5001,277803,3437,2490,952,275313,3554,318413,5045,3619,1152,314794,5097,534250,4793,20376,2599,513874,5531,97907,1900,5277,1142,92630,2103,58440,1518,9243,1304,49197,2066,1407015,4620,265103,2931,1820,702,263283,3002,341036,3016,3943,1076,337093,3140,587419,2919,24804,2358,562615,3281,116153,1654,8813,1595,107340,1877,97304,1921,20000,1894,77304,2190,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5492438,3727,2656812,4938,523881,2987,5281,1208,518600,3182,650757,4509,4705,1009,646052,4410,1132318,3830,32408,2960,1099910,4347,207691,1510,9281,1305,198410,1997,142165,1523,14848,1645,127317,2041,2835626,4409,502423,2833,3278,1047,499145,3157,677751,4407,4905,1031,672846,4516,1201685,3462,45794,3269,1155891,4507,238640,1821,11924,1475,226716,2367,215127,2104,31803,2309,183324,3002,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,913690,1687,459128,2530,84045,1548,676,487,83369,1579,108852,2210,213,144,108639,2229,199466,1785,4695,1117,194771,2040,39779,611,1089,460,38690,767,26986,409,2524,742,24462,806,454562,2537,75538,1334,567,321,74971,1395,102122,1516,435,304,101687,1628,201011,1877,3428,880,197583,2036,40366,639,1453,514,38913,814,35525,580,4280,934,31245,1020,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1670412,1756,821746,3123,166792,2014,2277,824,164515,2187,211026,2107,2531,990,208495,2194,341976,1959,6118,1048,335858,2268,57171,675,1956,444,55215,806,44781,1447,4620,865,40161,1562,848666,2708,160440,1627,296,218,160144,1632,208833,1696,2111,904,206722,2033,346444,2003,8209,1307,338235,2408,63931,1046,2417,560,61514,1138,69018,1403,6890,944,62128,1618,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2482261,2109,1243367,3813,243855,1667,1557,752,242298,1874,313069,2814,2615,904,310454,2924,532908,2463,10981,1525,521927,2699,97974,1175,3953,1105,94021,1534,55561,808,7537,1301,48024,1465,1238894,3461,233182,1571,1376,838,231806,1636,305584,2442,1692,594,303892,2498,530450,1821,14104,2159,516346,2372,101358,1109,5156,1161,96202,1338,68320,983,8651,1484,59669,1703,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1233766,849,604304,1879,110116,1042,1531,697,108585,1235,129852,1379,420,314,129432,1387,286576,1658,6168,1438,280408,2201,46680,670,1215,481,45465,770,31080,463,2979,862,28101,952,629462,1873,106741,1411,1052,484,105689,1534,133653,1354,1804,673,131849,1506,294470,1367,4831,1006,289639,1680,50518,657,1556,555,48962,883,44080,739,4395,916,39685,1225,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8154970,1631,3936361,3307,774577,3504,8849,1527,765728,3999,923017,3196,6073,1280,916944,3608,1754818,3074,27869,2545,1726949,3959,276037,1864,8491,1290,267546,2167,207912,2111,19750,1768,188162,2397,4218609,3134,744307,2047,4954,1101,739353,2446,922015,1733,6207,1487,915808,2427,1884116,2084,33593,3225,1850523,3735,334487,1757,12121,1800,322366,2789,333684,2372,54935,2465,278749,2563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1888683,2066,923461,3371,189951,2014,2241,851,187710,2201,229338,2799,2546,793,226792,2908,381406,2344,11071,1819,370335,2885,73686,1461,3664,1049,70022,1494,49080,1274,4943,1046,44137,1685,965222,2884,183691,2163,933,458,182758,2101,225791,2286,1514,832,224277,2421,408757,2637,12941,1920,395816,3030,81733,1592,5744,1318,75989,2155,65250,1145,11589,2058,53661,2299,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17983978,3634,8632621,5423,1611849,3165,18123,2224,1593726,3969,2251144,4564,16326,2303,2234818,4802,3711716,4460,70906,3763,3640810,5407,604655,2604,20100,1957,584555,3327,453257,1960,51570,3093,401687,3294,9351357,5438,1539509,2809,11979,1916,1527530,3223,2324222,4136,12012,1809,2312210,4259,4020852,3580,81127,4124,3939725,5737,742411,2094,31871,2593,710540,3189,724363,3379,118510,5154,605853,5798,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8728641,5249,4178397,8384,846200,5136,10134,1612,836066,5226,1005855,6134,7448,1340,998407,6308,1813842,6529,48703,3509,1765139,7298,318688,2515,15547,1807,303141,3220,193812,2079,23025,2340,170787,2847,4550244,6778,802429,5587,5465,1171,796964,5587,1087151,5416,9569,1564,1077582,5632,1974293,5061,57899,4444,1916394,6499,376630,2128,21065,2093,355565,2940,309741,2851,51069,3426,258672,4127,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,616170,1272,311609,1548,55427,986,259,198,55168,1024,86354,1386,452,324,85902,1448,128760,1096,1712,464,127048,1073,22091,320,303,179,21788,367,18977,435,1474,392,17503,564,304561,1395,50240,932,182,162,50058,925,78419,1120,367,221,78052,1138,125009,1036,2170,514,122839,1149,24152,373,623,273,23529,464,26741,650,2129,480,24612,832,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
