GEO_ID,C27001B_001E,C27001B_001M,C27001B_002E,C27001B_002M,C27001B_003E,C27001B_003M,C27001B_004E,C27001B_004M,C27001B_005E,C27001B_005M,C27001B_006E,C27001B_006M,C27001B_007E,C27001B_007M,C27001B_008E,C27001B_008M,C27001B_009E,C27001B_009M,C27001B_010E,C27001B_010M,NAME,C27001B_001MA,C27001B_001EA,C27001B_002EA,C27001B_002MA,C27001B_003MA,C27001B_003EA,C27001B_004MA,C27001B_004EA,C27001B_005MA,C27001B_005EA,C27001B_006MA,C27001B_006EA,C27001B_007MA,C27001B_007EA,C27001B_008MA,C27001B_008EA,C27001B_009EA,C27001B_009MA,C27001B_010EA,C27001B_010MA,state
0400000US01,1230424,5653,348460,3266,328042,4488,20418,3398,770674,4621,575768,8143,194906,6464,111290,2168,110622,2229,668,471,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22744,1729,7000,1232,6898,1275,102,107,14565,1064,11136,1218,3429,977,1179,413,1076,427,103,168,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,255000,5585,78892,4247,73211,4291,5681,1886,159223,3177,126133,4142,33090,3347,16885,808,16623,868,262,260,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,451341,4234,139699,2324,132704,2687,6995,1769,274419,3509,192016,6097,82403,5712,37223,1384,37067,1378,156,166,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2149314,14133,550855,10044,515566,9863,35289,4709,1382612,8712,1083200,10456,299412,10489,215847,2341,213356,2462,2491,857,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,184423,4881,54040,3604,48601,3784,5439,1831,116478,2959,85701,4260,30777,3174,13905,1113,13845,1112,60,98,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,346300,5474,96098,3487,90806,3454,5292,1647,220342,3125,178671,4321,41671,3964,29860,1100,29077,1147,783,484,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,186612,2689,54973,2031,53462,2218,1511,888,116234,1339,101245,2477,14989,2150,15405,454,15336,464,69,91,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,302446,2696,66780,889,65228,1105,1552,690,194665,2106,171616,3065,23049,2660,41001,860,40475,900,526,478,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2893523,15792,853801,8515,735812,11685,117989,9010,1795442,10604,1165470,14411,629972,14925,244280,4073,232954,4488,11326,2146,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2889830,11053,857175,6508,780497,9635,76678,6740,1829350,7722,1283951,13331,545399,13341,203305,3369,200644,3474,2661,1092,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,15880,1710,4186,805,4143,797,43,79,10579,1380,9795,1411,784,612,1115,479,697,340,418,443,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,8600,1648,3040,1096,2857,1052,183,326,5316,1052,2959,960,2357,932,244,343,244,343,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1811015,10638,528384,6183,498813,8130,29571,5388,1108690,7101,806012,10051,302678,9776,173941,1962,171883,2166,2058,857,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,567101,7762,174802,5439,163953,5859,10849,1939,346194,4031,249830,6449,96364,5999,46105,1685,45625,1699,480,325,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,91614,4327,33926,3213,32010,3293,1916,1339,53637,2606,41090,2267,12547,2106,4051,848,3973,838,78,130,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,156886,4200,47329,2969,43030,3176,4299,1910,95486,2375,68212,3142,27274,2912,14071,1223,13942,1215,129,215,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,317222,6378,91961,4133,87416,4382,4545,1907,199316,3744,145712,5027,53604,4406,25945,1454,25906,1442,39,64,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1405404,7083,423255,5093,398599,6684,24656,4542,863110,5980,578389,8672,284721,9098,119039,1993,117891,2089,1148,466,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14596,1666,6339,1073,6249,1082,90,91,7896,1029,6614,1035,1282,533,361,282,361,282,0,230,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1661162,7986,439631,5399,417825,6221,21806,3359,1076396,4575,890778,8225,185618,8004,145135,2271,142897,2311,2238,957,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,433348,6806,122080,3642,120310,3626,1770,993,278107,4394,249739,5585,28368,3424,33161,1277,32698,1281,463,357,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1347812,7668,382328,5253,365395,5738,16933,2474,837393,4370,636487,8363,200906,8402,128091,1883,127674,1935,417,240,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,265950,6295,95806,4349,86736,4497,9070,2389,160457,3334,124874,4268,35583,3418,9687,844,8511,904,1176,567,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079631,5758,331791,3863,305384,5506,26407,4160,657269,4121,449281,7958,207988,7941,90571,1633,90286,1662,285,235,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,678957,6889,200962,3852,188659,5064,12303,2770,417861,5847,296357,7148,121504,5819,60134,1567,59935,1529,199,238,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4386,1104,1635,745,1409,672,226,244,2556,780,1377,652,1179,597,195,175,195,175,0,237,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
