GEO_ID,C27001B_001E,C27001B_001M,C27001B_002E,C27001B_002M,C27001B_003E,C27001B_003M,C27001B_004E,C27001B_004M,C27001B_005E,C27001B_005M,C27001B_006E,C27001B_006M,C27001B_007E,C27001B_007M,C27001B_008E,C27001B_008M,C27001B_009E,C27001B_009M,C27001B_010E,C27001B_010M,NAME,C27001B_001MA,C27001B_001EA,C27001B_002EA,C27001B_002MA,C27001B_003MA,C27001B_003EA,C27001B_004MA,C27001B_004EA,C27001B_005MA,C27001B_005EA,C27001B_006MA,C27001B_006EA,C27001B_007MA,C27001B_007EA,C27001B_008MA,C27001B_008EA,C27001B_009EA,C27001B_009MA,C27001B_010EA,C27001B_010MA,state
0400000US31,77856,3795,25807,2531,24673,2659,1134,680,47197,1999,35685,2268,11512,1702,4852,426,4852,426,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,210653,5029,59671,2998,50130,3356,9541,2805,131689,2834,95277,3633,36412,3287,19293,725,19046,710,247,222,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15226,1481,4593,1177,4561,1173,32,60,10070,1283,8329,1491,1741,698,563,339,563,339,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1144427,10112,307265,5536,287469,6454,19796,2989,727649,6850,581604,9526,146045,8437,109513,1849,106369,2075,3144,1179,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38528,2979,9810,1665,9256,1744,554,451,24629,2027,18141,1834,6488,1344,4089,1049,4089,1049,0,285,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2940528,17106,750449,8794,710716,9290,39733,5354,1886114,11198,1529261,12555,356853,11987,303965,3791,297792,4043,6173,1222,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1989357,11347,546244,6399,513712,7430,32532,4031,1256533,6891,914122,11524,342411,11827,186580,2671,186047,2696,533,393,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,8041,1039,2991,844,2570,894,421,441,5025,849,3588,819,1437,724,25,48,25,48,0,211,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1361093,10630,396821,6277,379356,6729,17465,3519,833862,6411,627775,9618,206087,8585,130410,2345,129747,2411,663,461,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,254661,4978,75347,3570,70937,3745,4410,1406,158439,2871,112202,4669,46237,3710,20875,1280,20875,1280,0,253,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67790,3584,20153,2053,19088,1939,1065,692,43061,2044,30006,2124,13055,1949,4576,527,4576,527,0,277,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1318767,11634,379684,7112,360937,8135,18747,3562,814212,7260,640776,8142,173436,6877,124871,1648,124111,1722,760,411,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,61131,3776,18401,2330,17359,2518,1042,730,39196,2331,30169,2728,9027,1828,3534,613,3259,658,275,319,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1261748,6861,354711,4810,325459,6904,29252,5268,786257,4168,552944,9058,233313,9107,120780,1627,119621,1740,1159,480,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9983,1316,3934,1035,3144,1166,790,1073,5923,721,3339,1163,2584,933,126,211,126,211,0,223,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1039424,7899,302810,4931,288791,5709,14019,3185,653199,5310,490888,8322,162311,7617,83415,2415,82190,2577,1225,667,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2849319,14606,843567,8619,751985,9723,91582,7279,1794641,9872,1275730,17587,518911,13686,211111,3642,208347,3672,2764,832,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27908,2463,11142,1760,10079,1612,1063,645,15689,1314,11023,1280,4666,1224,1077,405,1077,405,0,267,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6406,1050,2242,934,2242,934,0,211,3956,562,3626,553,330,158,208,144,208,144,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1500206,10155,397953,6128,371106,6797,26847,4418,961839,7346,740153,9617,221686,8324,140414,3092,138856,3077,1558,656,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,224762,6419,65751,3918,63592,3643,2159,1069,145459,3942,109317,4225,36142,3392,13552,1238,13227,1227,325,247,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,52761,3551,12617,1740,12174,1800,443,397,34362,2356,26083,2588,8279,1653,5782,837,5782,837,0,269,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,335144,5232,115944,3740,109072,4245,6872,2445,198779,2788,154698,4620,44081,3512,20421,552,20421,552,0,218,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3892,1046,595,474,542,461,53,103,2502,959,2027,866,475,365,795,454,795,454,0,269,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,278399,11511,61031,4385,58048,4439,2983,914,178169,7888,149854,7121,28315,2864,39199,2777,38774,2758,425,268,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
