GEO_ID,C25116_001E,C25116_001M,C25116_002E,C25116_002M,C25116_003E,C25116_003M,C25116_004E,C25116_004M,C25116_005E,C25116_005M,C25116_006E,C25116_006M,C25116_007E,C25116_007M,C25116_008E,C25116_008M,C25116_009E,C25116_009M,C25116_010E,C25116_010M,C25116_011E,C25116_011M,C25116_012E,C25116_012M,C25116_013E,C25116_013M,C25116_014E,C25116_014M,C25116_015E,C25116_015M,NAME,C25116_001EA,C25116_001MA,C25116_002MA,C25116_002EA,C25116_003EA,C25116_003MA,C25116_004EA,C25116_004MA,C25116_005MA,C25116_005EA,C25116_006EA,C25116_006MA,C25116_007MA,C25116_007EA,C25116_008MA,C25116_008EA,C25116_009EA,C25116_009MA,C25116_010MA,C25116_010EA,C25116_011EA,C25116_011MA,C25116_012MA,C25116_012EA,C25116_013MA,C25116_013EA,C25116_014EA,C25116_014MA,C25116_015EA,C25116_015MA,state
0400000US13,3482420,15694,2304165,17073,515387,11911,331055,10261,184332,6180,1788778,16898,1459800,15064,328978,5246,1178255,14458,405618,10065,328014,9724,77604,4521,772637,12644,733898,12449,38739,3032,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,258533,5422,50222,3466,29775,2776,20447,1934,208311,5432,147441,4808,60870,2583,187279,5414,58650,3769,40803,3098,17847,1850,128629,4630,118944,4462,9685,1541,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,401532,6302,79134,4295,45178,3252,33956,2528,322398,6544,255035,5606,67363,2802,175177,5242,60775,3292,46819,2941,13956,1828,114402,4330,108387,4213,6015,1247,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3219338,16289,734116,11895,424343,9011,309773,7335,2485222,14134,1995129,14185,490093,5556,1533519,13202,606278,11450,458354,10705,147924,5791,927241,12893,868608,12901,58633,3571,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,1736751,11947,390042,8837,225642,7766,164400,4294,1346709,12008,1075169,11352,271540,4326,734154,9897,288418,7195,216293,6159,72125,2912,445736,9133,420271,8739,25465,2100,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,885284,8254,201299,5657,112031,4192,89268,3657,683985,7923,542550,7056,141435,2699,338155,6728,148437,5558,103356,4591,45081,2860,189718,5897,179175,5886,10543,1325,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,749907,8746,167999,5444,95840,4477,72159,2913,581908,8597,465521,8007,116387,3175,351751,6919,145391,5223,108490,5425,36901,2011,206360,5644,194148,5577,12212,1491,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,1156292,12036,270192,6504,151051,6048,119141,3881,886100,11351,701648,10419,184452,4109,528056,11015,199911,7187,154734,6693,45177,3020,328145,8095,311913,7683,16232,1978,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,1141504,11499,267027,7649,154169,6851,112858,4437,874477,11536,688970,10847,185507,3688,548318,11587,201826,7759,163445,7521,38381,2658,346492,9828,327241,9736,19251,2143,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,396395,5449,90000,3649,51675,3231,38325,2058,306395,5100,241547,4836,64848,2109,149022,5676,65623,4070,44488,3554,21135,2007,83399,4470,76976,4360,6423,1132,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,1426267,12068,309543,8267,191208,7346,118335,4160,1116724,12533,899854,11414,216870,4822,701172,11745,260845,7865,191245,7079,69600,4153,440327,10655,413221,9805,27106,2581,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,1568382,10691,341586,7681,195965,6867,145621,5451,1226796,11331,975554,10650,251242,5099,952037,10587,394734,8816,273920,7809,120814,5119,557303,9447,514369,9124,42934,2977,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,2769474,14635,657992,10474,385295,8771,272697,5507,2111482,14179,1661991,12943,449491,6512,1037147,11792,432134,10230,318382,9050,113752,4487,605013,11133,566691,10383,38322,2768,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,1527328,10448,334107,6773,208326,6397,125781,3989,1193221,9242,979407,8552,213814,3143,564220,7849,257017,7354,179322,6430,77695,3471,307203,7232,288670,7064,18533,1624,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,753374,9176,176092,4828,100446,4741,75646,2992,577282,9000,448074,8874,129208,3737,326625,7460,117093,5508,91106,5071,25987,2432,209532,6321,197203,6172,12329,1583,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,1621371,13182,382472,9165,222710,7736,159762,4789,1238899,13754,972616,12440,266283,4490,729257,11761,306889,8758,226248,7728,80641,4211,422368,9863,396525,9997,25843,2146,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,280633,4455,68613,3388,38270,2727,30343,2193,212020,4335,164257,4663,47763,1725,122114,4642,51149,2967,36350,2969,14799,1322,70965,3492,66480,3401,4485,937,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,484649,6026,106296,3941,58344,3330,47952,1898,378353,6331,302452,5751,75901,2247,234655,5829,98967,4749,73995,3941,24972,2214,135688,5304,126962,5070,8726,1128,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,565869,9281,130996,6019,81548,4602,49448,2753,434873,9157,337249,9032,97624,3410,423942,8805,135236,5813,105274,5699,29962,2653,288706,7933,270308,7461,18398,1993,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,369448,5293,75573,4150,44065,3405,31508,2057,293875,5802,239095,5556,54780,2008,145983,5144,54754,3296,37014,2952,17740,1839,91229,4377,84705,4121,6524,1150,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,2106728,14618,430357,8531,228839,7012,201518,5490,1676371,13538,1331253,12498,345118,5338,1065693,11891,396937,9301,276802,8733,120135,4242,668756,9660,619287,9135,49469,3288,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,519864,7374,124416,5766,72787,4589,51629,2952,395448,6153,304698,5947,90750,3059,245319,7043,92288,4806,72733,4692,19555,2269,153031,6132,143405,5929,9626,1731,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,3904123,16568,853590,12779,470769,8689,382821,8271,3050533,15912,2397198,14936,653335,9156,3292304,17577,1236226,15764,866401,14228,369825,8060,2056078,18740,1857732,18827,198346,5561,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,2465551,18417,582230,12269,338933,9217,243297,7829,1883321,15968,1485439,14480,397882,6776,1205308,14092,439787,10341,343373,9076,96414,4496,765521,12083,721205,11383,44316,3080,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,187673,3460,42646,2593,24843,2199,17803,1397,145027,3534,116692,3271,28335,1176,92739,3625,45237,2887,32228,2642,13009,1303,47502,2756,44686,2714,2816,521,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,3095197,18587,728374,12597,410533,9264,317841,7255,2366823,16877,1860405,14897,506418,6423,1429869,17019,586947,11720,429833,10888,157114,5525,842922,13257,788086,12043,54836,3623,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,971378,9238,229480,5824,127806,5221,101674,3454,741898,8263,577496,7709,164402,3071,461581,7782,171360,5667,130358,5163,41002,2851,290221,7550,275313,7516,14908,1645,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,942674,8824,205474,6823,113255,5149,92219,3753,737200,8757,568335,8418,168865,3726,564463,10492,211026,7030,157045,6325,53981,3334,353437,8565,331692,8545,21745,1927,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,3461678,15683,795778,11199,424727,8820,371051,5811,2665900,17214,2087601,15092,578299,6667,1474352,16039,662277,11236,454338,10833,207939,5911,812075,13330,739564,12435,72511,3211,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,244516,5053,57380,3223,31968,2593,25412,1962,187136,4794,150348,3958,36788,2153,157779,5612,67991,3733,44939,3316,23052,2005,89788,5153,82029,4677,7759,1311,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,1210160,11085,296537,8722,165102,6781,131435,5621,913623,11063,706216,10672,207407,5091,551233,10628,193458,7620,150778,7451,42680,3260,357775,9933,337029,9437,20746,2325,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,216821,3676,47426,2709,27160,2326,20266,1493,169395,4249,135095,3672,34300,1550,102134,3829,48184,3362,32653,2696,15531,1603,53950,3404,48934,3322,5016,867,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,1662768,15433,385780,9314,223950,7189,161830,6009,1276988,12685,996882,11673,280106,5173,777895,11156,289785,8249,221517,7800,68268,3587,488110,11191,460098,10930,28012,2548,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,5555903,27420,1068253,14809,638555,12095,429698,7476,4487650,28410,3648148,26459,839502,9060,3182761,25433,1098216,16366,891269,14748,206947,6778,2084545,23408,1990498,22976,94047,4520,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,615142,6267,93889,4405,54961,3731,38928,2759,521253,5975,429091,5564,92162,1904,264883,6277,70974,4186,52942,3928,18032,1984,193909,5773,187934,5574,5975,1074,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256922,2727,180847,3870,41333,2701,24722,2105,16611,1338,139514,3445,110885,3314,28629,1549,76075,3506,33910,2530,24630,2442,9280,1209,42165,2794,39412,2563,2753,849,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2992732,14604,2025240,16608,448854,10260,269255,8233,179599,5813,1576386,15070,1257511,14174,318875,5670,967492,13869,345681,9689,268978,9602,76703,4393,621811,12514,585593,12169,36218,2912,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2606863,9745,1644939,11518,363211,8372,221601,7265,141610,4767,1281728,11565,1027795,11123,253933,4627,961924,12195,368241,8946,280813,8502,87428,4503,593683,12506,559055,12208,34628,2679,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,741940,5724,553429,5834,137393,5161,67171,4251,70222,3582,416036,6031,315782,5684,100254,3113,188511,6311,82455,3996,62506,3668,19949,1802,106056,5254,99630,5288,6426,1087,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2279532,9375,1566039,12101,344740,8514,200355,6981,144385,4610,1221299,11519,983415,10986,237884,3601,713493,10686,324366,7072,231495,6823,92871,3904,389127,8853,363233,8798,25894,1758,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,222803,3575,155278,3397,35875,2791,21032,2336,14843,1683,119403,3569,98007,3392,21396,1213,67525,3690,25900,2630,19961,2281,5939,1140,41625,3316,39995,3327,1630,554,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1319448,9440,929831,9777,197255,6886,103856,5089,93399,4357,732576,8978,531769,8193,200807,4151,389617,7765,108781,4687,76426,4019,32355,2109,280836,7516,256304,7033,24532,1714,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
