GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001MA,C01001I_001EA,C01001I_002MA,C01001I_002EA,C01001I_003EA,C01001I_003MA,C01001I_004EA,C01001I_004MA,C01001I_005MA,C01001I_005EA,C01001I_006EA,C01001I_006MA,C01001I_007MA,C01001I_007EA,C01001I_008MA,C01001I_008EA,C01001I_009MA,C01001I_009EA,state
0400000US18,389550,1140,204824,2151,78304,1540,120849,1753,5671,797,184726,2118,75284,1493,102638,1518,6804,884,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,151736,1047,79320,1755,31773,1418,45983,1300,1564,477,72416,1808,30369,1474,40247,1350,1800,620,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,301140,561,156805,2066,63091,2069,89364,1244,4350,1063,144335,1975,58948,1881,79990,1179,5397,609,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,131063,2990,74817,3026,27599,2046,45416,2419,1802,839,56246,3014,21738,1918,32958,2053,1550,448,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,193732,1434,108210,2394,27949,2025,74332,2015,5929,868,85522,2038,25228,1900,53102,1572,7192,808,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,16490,910,8527,771,2695,589,5412,718,420,246,7963,917,2966,647,4362,643,635,297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,473721,180,248107,1561,75741,1291,165305,1252,7061,734,225614,1553,73096,1291,143451,1081,9067,613,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,631016,448,308667,1270,107377,1002,190695,834,10595,482,322349,1177,104430,1003,201475,877,16444,604,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,439282,1084,225406,2244,88307,1989,127588,1439,9511,869,213876,2176,82809,1784,120416,1601,10651,854,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,248297,1066,129839,2048,51775,1794,75422,1136,2642,516,118458,1972,48577,1828,66536,1338,3345,719,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73435,3496,42573,2152,12927,1328,28540,1893,1106,407,30862,2537,11530,1614,18076,1691,1256,591,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,213180,1267,109473,2248,41743,1643,63347,1601,4383,801,103707,2395,37795,1556,60638,1628,5274,891,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,28176,514,14697,1271,5720,956,8502,982,475,245,13479,1235,5187,895,7420,854,872,397,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,168298,179,87156,1704,35317,1665,49655,790,2184,489,81142,1719,34803,1581,43761,953,2578,622,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,720068,-555555555,368184,1415,133248,1100,221903,770,13033,506,351884,1416,129497,1201,206726,698,15661,460,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36941,649,17430,1125,6327,858,10063,528,1040,419,19511,1221,7013,1035,11303,1011,1195,524,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1564037,-555555555,788523,1301,238066,1264,510390,789,40067,761,775514,1300,225130,1263,494401,659,55983,681,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,959411,-555555555,476387,1599,154780,1600,283022,579,38585,578,483024,1601,148759,1600,286392,604,47873,603,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3434888,1840,1692533,2312,497700,1734,1096571,1894,98262,889,1742355,2427,476929,2039,1112095,1956,153331,910,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,804826,1735,426244,4874,157511,3916,261432,3075,7301,1258,378582,4661,153225,4420,216255,2444,9102,1051,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13919,1285,7506,1130,3532,668,3651,685,323,248,6413,867,2377,591,3629,622,407,265,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,355016,1895,181559,2935,68420,2130,106438,2029,6701,1216,173457,2681,65783,2114,98444,1881,9230,973,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,332611,545,171761,2232,65646,1525,101673,1484,4442,565,160850,2161,67760,2086,88795,1356,4295,418,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,451940,354,237905,1876,94537,1549,137727,1099,5641,845,214035,1924,86374,1538,120425,1240,7236,938,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,722111,1496,370315,2320,136231,1986,221998,1514,12086,823,351796,2050,126027,1805,208940,1619,16829,1059,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,131383,-555555555,65227,671,23613,454,39148,525,2466,398,66156,671,22421,453,40374,705,3361,323,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,231001,1427,128098,2428,40837,1836,84986,1596,2275,574,102903,2169,39976,2027,59017,1494,3910,740,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,20467,1596,11126,1135,4240,819,6412,746,474,432,9341,1126,3896,670,5077,857,368,331,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,287505,3000,153538,3245,53095,2561,96980,2432,3463,905,133967,3067,54191,2512,75016,2070,4760,1071,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9533880,1481,4799968,4100,1705644,3668,2865038,2183,229286,1897,4733912,4358,1636213,3799,2788254,2305,309445,1517,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,361956,-555555555,188237,939,76158,897,107248,682,4831,640,173719,939,69091,897,99024,635,5604,555,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9692,826,5148,764,1599,504,3194,669,355,317,4544,626,996,352,3326,627,222,177,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,630112,2058,329238,3858,106832,3125,215020,2734,7386,829,300874,4205,96888,3378,193076,2174,10910,1016,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,760434,1237,397787,2420,154529,1835,234346,1572,8912,945,362647,2186,145978,1803,204203,1747,12466,974,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22018,1963,10540,1288,3263,906,6250,1123,1027,449,11478,1437,4529,816,6230,1106,719,397,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,336567,1024,175485,1938,67885,1619,103078,1464,4522,608,161082,2036,66956,1708,88452,1184,5674,609,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,50693,-555555555,26118,1421,9678,970,15660,999,780,320,24575,1422,10112,1191,13028,702,1435,665,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3680273,3531,1763547,3837,457555,2995,1070213,2054,235779,533,1916726,3304,431106,2746,1180203,1773,305417,771,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
