GEO_ID,B01002F_001E,B01002F_001M,B01002F_002E,B01002F_002M,B01002F_003E,B01002F_003M,NAME,B01002F_001EA,B01002F_001MA,B01002F_002EA,B01002F_002MA,B01002F_003MA,B01002F_003EA,state
0400000US05,25.2,1.5,24.6,1.6,26.5,3.2,Arkansas,null,null,null,null,null,null,05
0400000US01,25.7,1.5,27.0,1.8,24.3,1.4,Alabama,null,null,null,null,null,null,01
0400000US02,32.9,9.1,31.6,4.8,39.1,12.2,Alaska,null,null,null,null,null,null,02
0400000US04,26.9,0.6,26.4,0.8,27.4,0.7,Arizona,null,null,null,null,null,null,04
0400000US06,27.4,0.2,27.1,0.3,27.8,0.3,California,null,null,null,null,null,null,06
0400000US08,27.4,1.1,27.6,1.4,27.1,1.5,Colorado,null,null,null,null,null,null,08
0400000US09,27.8,0.8,26.8,0.8,28.8,1.0,Connecticut,null,null,null,null,null,null,09
0400000US10,25.9,2.3,26.5,2.8,25.6,7.4,Delaware,null,null,null,null,null,null,10
0400000US11,26.6,2.1,25.7,3.4,27.0,2.5,District of Columbia,null,null,null,null,null,null,11
0400000US12,29.7,0.7,29.6,1.0,29.7,0.9,Florida,null,null,null,null,null,null,12
0400000US13,25.5,0.5,26.0,0.8,24.5,1.1,Georgia,null,null,null,null,null,null,13
0400000US15,26.8,3.1,28.7,4.5,25.6,4.1,Hawaii,null,null,null,null,null,null,15
0400000US16,24.8,2.1,26.3,4.5,24.3,2.1,Idaho,null,null,null,null,null,null,16
0400000US17,26.4,0.4,26.4,0.7,26.4,0.5,Illinois,null,null,null,null,null,null,17
0400000US21,26.6,2.5,27.6,2.8,23.8,3.7,Kentucky,null,null,null,null,null,null,21
0400000US18,25.3,1.1,25.8,1.3,24.4,1.6,Indiana,null,null,null,null,null,null,18
0400000US19,24.3,1.0,24.6,1.2,23.2,1.9,Iowa,null,null,null,null,null,null,19
0400000US20,26.1,1.7,25.8,2.0,26.6,2.8,Kansas,null,null,null,null,null,null,20
0400000US22,27.1,1.3,28.1,2.4,26.4,1.0,Louisiana,null,null,null,null,null,null,22
0400000US23,42.4,13.1,44.4,17.7,37.5,21.3,Maine,null,null,null,null,null,null,23
0400000US24,28.7,0.8,28.9,0.9,28.5,1.0,Maryland,null,null,null,null,null,null,24
0400000US25,28.8,0.8,27.7,1.2,29.8,1.0,Massachusetts,null,null,null,null,null,null,25
0400000US26,26.1,1.6,26.8,2.3,25.4,2.1,Michigan,null,null,null,null,null,null,26
0400000US27,25.6,1.5,26.1,2.6,25.3,1.7,Minnesota,null,null,null,null,null,null,27
0400000US28,27.4,1.6,27.4,2.5,27.2,4.3,Mississippi,null,null,null,null,null,null,28
0400000US29,26.7,1.8,27.6,1.9,25.7,1.3,Missouri,null,null,null,null,null,null,29
0400000US30,24.4,8.3,28.1,12.3,24.3,11.3,Montana,null,null,null,null,null,null,30
0400000US31,24.4,2.7,26.0,4.1,23.3,2.8,Nebraska,null,null,null,null,null,null,31
0400000US32,26.7,1.1,25.7,1.0,27.6,0.9,Nevada,null,null,null,null,null,null,32
0400000US33,24.0,3.6,21.6,10.5,24.1,6.3,New Hampshire,null,null,null,null,null,null,33
0400000US34,29.1,0.5,28.3,0.7,29.9,0.7,New Jersey,null,null,null,null,null,null,34
0400000US35,31.7,1.2,31.0,1.4,32.6,1.6,New Mexico,null,null,null,null,null,null,35
0400000US36,29.9,0.3,28.6,0.4,31.2,0.5,New York,null,null,null,null,null,null,36
0400000US37,24.6,0.7,25.4,0.9,23.7,1.1,North Carolina,null,null,null,null,null,null,37
0400000US38,27.1,8.5,22.5,3.9,32.2,5.7,North Dakota,null,null,null,null,null,null,38
0400000US39,26.0,1.3,26.7,1.8,25.6,1.7,Ohio,null,null,null,null,null,null,39
0400000US40,25.3,1.5,27.7,1.3,22.0,2.2,Oklahoma,null,null,null,null,null,null,40
0400000US41,24.7,1.1,25.0,1.3,24.0,2.0,Oregon,null,null,null,null,null,null,41
0400000US42,26.0,0.8,25.8,1.1,26.2,1.1,Pennsylvania,null,null,null,null,null,null,42
0400000US44,28.5,1.7,26.4,2.0,31.3,1.7,Rhode Island,null,null,null,null,null,null,44
0400000US45,27.2,1.2,28.2,1.5,25.6,2.1,South Carolina,null,null,null,null,null,null,45
0400000US46,24.8,2.0,25.9,1.5,21.1,5.5,South Dakota,null,null,null,null,null,null,46
0400000US47,24.8,1.1,26.9,1.9,23.5,1.9,Tennessee,null,null,null,null,null,null,47
0400000US48,27.2,0.4,26.8,0.5,27.7,0.5,Texas,null,null,null,null,null,null,48
0400000US49,26.3,1.2,25.6,1.8,26.9,1.2,Utah,null,null,null,null,null,null,49
0400000US50,21.1,3.0,26.6,5.1,19.1,2.7,Vermont,null,null,null,null,null,null,50
0400000US51,27.6,1.0,28.3,1.3,27.1,0.9,Virginia,null,null,null,null,null,null,51
0400000US53,24.7,0.7,25.0,1.1,24.5,0.9,Washington,null,null,null,null,null,null,53
0400000US54,23.6,7.6,23.9,8.2,22.6,8.4,West Virginia,null,null,null,null,null,null,54
0400000US55,25.7,1.4,26.2,2.1,25.3,1.6,Wisconsin,null,null,null,null,null,null,55
0400000US56,28.0,2.8,27.4,5.1,28.3,4.6,Wyoming,null,null,null,null,null,null,56
0400000US72,33.6,0.9,33.3,1.1,34.0,1.0,Puerto Rico,null,null,null,null,null,null,72
