GEO_ID,B08008_001E,B08008_001M,B08008_002E,B08008_002M,B08008_003E,B08008_003M,B08008_004E,B08008_004M,B08008_005E,B08008_005M,B08008_006E,B08008_006M,B08008_007E,B08008_007M,B08008_008E,B08008_008M,B08008_009E,B08008_009M,B08008_010E,B08008_010M,B08008_011E,B08008_011M,B08008_012E,B08008_012M,B08008_013E,B08008_013M,B08008_014E,B08008_014M,B08008_015E,B08008_015M,NAME,B08008_001MA,B08008_001EA,B08008_002MA,B08008_002EA,B08008_003EA,B08008_003MA,B08008_004EA,B08008_004MA,B08008_005MA,B08008_005EA,B08008_006EA,B08008_006MA,B08008_007MA,B08008_007EA,B08008_008EA,B08008_008MA,B08008_009MA,B08008_009EA,B08008_010MA,B08008_010EA,B08008_011EA,B08008_011MA,B08008_012MA,B08008_012EA,B08008_013MA,B08008_013EA,B08008_014EA,B08008_014MA,B08008_015EA,B08008_015MA,state
0400000US01,1951769,16535,1279382,16710,568689,10883,710693,12931,672387,11959,1029051,10587,658315,9988,272938,7054,385377,7777,370736,8051,922718,11872,621067,11351,295751,8308,325316,8865,301651,7733,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,343424,5810,334672,5318,245156,4910,89516,3519,8752,1419,192156,3687,187216,3570,135589,3745,51627,2537,4940,830,151268,4184,147456,3964,109567,3517,37889,2482,3812,779,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2621839,20723,2446752,20883,1143777,16309,1302975,18195,175087,7543,1399516,12270,1303926,13347,583630,13607,720296,13438,95590,5800,1222323,14093,1142826,13242,560147,11598,582679,12037,79497,4152,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1225968,11423,819016,11863,425087,10616,393929,11515,406952,9227,638640,7619,419791,8031,208549,6742,211242,8117,218849,6128,587328,8375,399225,7359,216538,7197,182687,6182,188103,6007,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15921475,45956,15109937,50296,5694208,42102,9415729,39159,811538,19296,8663138,32317,8204361,33606,2921167,30422,5283194,28085,458777,13042,7258337,30448,6905576,31166,2773041,24685,4132535,26555,352761,9772,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2428102,16248,2080156,15813,901648,13111,1178508,14272,347946,8731,1302095,10584,1109790,9765,454569,8521,655221,10476,192305,5559,1126007,11671,970366,12039,447079,9364,523287,9009,155641,4904,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1707618,10144,1010030,11061,317128,8910,692902,10123,697588,9728,880522,7624,522598,7934,156927,6287,365671,7443,357924,6510,827096,8017,487432,7514,160201,6446,327231,7352,339664,6735,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,404044,6800,168396,5822,41843,3013,126553,5093,235648,7431,202032,4319,82724,3373,19855,2219,62869,3364,119308,4454,202012,5137,85672,4067,21988,2340,63684,3450,116340,4818,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,296717,5055,296717,5055,219106,5150,77611,4396,0,292,145302,3187,145302,3187,103386,3901,41916,3396,0,292,151415,3848,151415,3848,115720,3629,35695,2830,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7865975,28271,6125726,26935,1966724,21848,4159002,28314,1740249,21566,4069941,22098,3154836,21071,997764,16581,2157072,21372,915105,15579,3796034,22701,2970890,21590,968960,15039,2001930,21048,825144,12530,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
