GEO_ID,B25126_001E,B25126_001M,B25126_002E,B25126_002M,B25126_003E,B25126_003M,B25126_004E,B25126_004M,B25126_005E,B25126_005M,B25126_006E,B25126_006M,B25126_007E,B25126_007M,B25126_008E,B25126_008M,B25126_009E,B25126_009M,B25126_010E,B25126_010M,B25126_011E,B25126_011M,B25126_012E,B25126_012M,B25126_013E,B25126_013M,B25126_014E,B25126_014M,B25126_015E,B25126_015M,B25126_016E,B25126_016M,B25126_017E,B25126_017M,B25126_018E,B25126_018M,B25126_019E,B25126_019M,B25126_020E,B25126_020M,B25126_021E,B25126_021M,B25126_022E,B25126_022M,B25126_023E,B25126_023M,B25126_024E,B25126_024M,B25126_025E,B25126_025M,B25126_026E,B25126_026M,B25126_027E,B25126_027M,B25126_028E,B25126_028M,B25126_029E,B25126_029M,B25126_030E,B25126_030M,B25126_031E,B25126_031M,B25126_032E,B25126_032M,B25126_033E,B25126_033M,B25126_034E,B25126_034M,B25126_035E,B25126_035M,B25126_036E,B25126_036M,B25126_037E,B25126_037M,B25126_038E,B25126_038M,B25126_039E,B25126_039M,B25126_040E,B25126_040M,B25126_041E,B25126_041M,B25126_042E,B25126_042M,B25126_043E,B25126_043M,B25126_044E,B25126_044M,B25126_045E,B25126_045M,B25126_046E,B25126_046M,B25126_047E,B25126_047M,B25126_048E,B25126_048M,B25126_049E,B25126_049M,B25126_050E,B25126_050M,B25126_051E,B25126_051M,B25126_052E,B25126_052M,B25126_053E,B25126_053M,B25126_054E,B25126_054M,B25126_055E,B25126_055M,B25126_056E,B25126_056M,B25126_057E,B25126_057M,B25126_058E,B25126_058M,B25126_059E,B25126_059M,B25126_060E,B25126_060M,B25126_061E,B25126_061M,B25126_062E,B25126_062M,B25126_063E,B25126_063M,NAME,B25126_001EA,B25126_001MA,B25126_002EA,B25126_002MA,B25126_003MA,B25126_003EA,B25126_004MA,B25126_004EA,B25126_005MA,B25126_005EA,B25126_006MA,B25126_006EA,B25126_007MA,B25126_007EA,B25126_008MA,B25126_008EA,B25126_009MA,B25126_009EA,B25126_010MA,B25126_010EA,B25126_011EA,B25126_011MA,B25126_012EA,B25126_012MA,B25126_013MA,B25126_013EA,B25126_014MA,B25126_014EA,B25126_015EA,B25126_015MA,B25126_016MA,B25126_016EA,B25126_017EA,B25126_017MA,B25126_018MA,B25126_018EA,B25126_019MA,B25126_019EA,B25126_020EA,B25126_020MA,B25126_021MA,B25126_021EA,B25126_022EA,B25126_022MA,B25126_023EA,B25126_023MA,B25126_024EA,B25126_024MA,B25126_025MA,B25126_025EA,B25126_026MA,B25126_026EA,B25126_027EA,B25126_027MA,B25126_028EA,B25126_028MA,B25126_029MA,B25126_029EA,B25126_030MA,B25126_030EA,B25126_031MA,B25126_031EA,B25126_032MA,B25126_032EA,B25126_033EA,B25126_033MA,B25126_034EA,B25126_034MA,B25126_035MA,B25126_035EA,B25126_036MA,B25126_036EA,B25126_037MA,B25126_037EA,B25126_038EA,B25126_038MA,B25126_039EA,B25126_039MA,B25126_040MA,B25126_040EA,B25126_041MA,B25126_041EA,B25126_042MA,B25126_042EA,B25126_043MA,B25126_043EA,B25126_044EA,B25126_044MA,B25126_045MA,B25126_045EA,B25126_046EA,B25126_046MA,B25126_047MA,B25126_047EA,B25126_048EA,B25126_048MA,B25126_049EA,B25126_049MA,B25126_050EA,B25126_050MA,B25126_051EA,B25126_051MA,B25126_052MA,B25126_052EA,B25126_053MA,B25126_053EA,B25126_054EA,B25126_054MA,B25126_055EA,B25126_055MA,B25126_056MA,B25126_056EA,B25126_057MA,B25126_057EA,B25126_058MA,B25126_058EA,B25126_059EA,B25126_059MA,B25126_060MA,B25126_060EA,B25126_061MA,B25126_061EA,B25126_062MA,B25126_062EA,B25126_063MA,B25126_063EA,state
0400000US01,1815152,10938,1272846,12811,145784,5536,28498,2690,19936,2371,27633,2529,18309,2151,17420,1967,13977,1978,11639,1603,3466,1075,4906,1165,772708,9750,67188,3868,74723,3361,183264,5936,129509,5614,126387,5030,74238,4458,54868,3533,27320,2597,35211,2389,354354,5986,14527,1768,19776,2130,50959,2836,42182,2394,67463,3294,69209,3210,44642,2715,20726,1934,24870,2086,542306,10228,204733,7223,18550,2566,14525,2258,36208,3021,40569,3402,40927,3215,21114,2540,15679,2079,8505,1650,8656,1595,270294,7397,15781,2454,18148,2451,42611,3540,45524,3432,52807,3909,31888,2591,28644,2797,17752,2245,17139,2517,67279,3573,4711,1162,4883,1140,10034,1658,11176,1380,12542,1657,7915,1158,6575,1114,4619,872,4824,913,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,162785,3878,20285,2104,2035,658,2856,826,2692,846,6251,1397,4468,1017,1292,547,504,342,12,23,175,229,116604,2854,7276,1182,12065,1456,19684,2191,33903,2872,26988,2307,7413,1315,5834,1015,1412,484,2029,710,25896,1328,1101,443,1378,521,3250,747,6229,817,7945,1013,3126,670,1443,457,671,351,753,355,91825,3849,38762,2379,4906,1244,1912,722,4497,1170,8878,1428,10290,1441,5142,1241,2248,747,802,438,87,102,46704,3041,4061,1046,1940,581,5099,1200,10936,1554,13932,1840,5024,971,3125,903,1784,577,803,443,6359,1162,484,267,210,179,669,365,1507,565,1845,718,641,360,567,313,209,203,227,202,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1522938,13309,175609,5743,53214,4016,29915,2981,25436,2702,23743,2372,21483,2438,9363,1681,8558,1666,2292,822,1605,691,903485,12376,110400,5156,138832,5769,211689,5896,155147,5753,147951,5097,59861,4157,52233,3496,14205,1741,13167,1774,443844,5979,29999,2865,50780,3204,107398,3984,82179,3605,87574,3723,42115,2939,28188,1868,8382,1194,7229,1343,811112,13574,316612,8434,43318,3292,40433,4184,60640,4154,67582,5324,50497,4260,23005,2467,20006,2725,5359,1501,5772,1364,404262,10018,38905,3435,48032,4199,74684,4261,82003,5693,77850,5807,35869,3406,28194,3597,9770,1568,8955,1743,90238,4676,9383,1605,9156,1562,16895,2050,18054,1868,17984,2180,8918,1707,5583,1025,1906,661,2359,697,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,751568,9191,89759,4305,18972,2270,14202,2025,16741,1863,10920,1543,12292,1805,6353,1019,5287,1063,2368,727,2624,911,445017,6568,37124,2905,46412,3127,95570,4916,78194,4540,82843,4599,41150,3248,29457,2581,17266,1846,17001,1713,216792,4334,8749,1350,11534,1299,33244,2364,30309,2354,49310,3003,35784,2598,22118,1813,11714,1551,14030,1573,363334,8761,137181,5913,12101,1947,13287,2285,26651,2879,24416,2956,29542,2878,12060,1893,8327,1601,3920,1054,6877,1263,179256,7275,13779,2296,12404,1869,25938,2563,31263,3334,38877,3269,21304,3110,15385,1920,8557,1515,11749,1918,46897,2949,3930,1038,3302,725,9230,1452,8977,1350,6901,1130,5877,1186,3796,634,2184,680,2700,763,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,6903175,27402,599575,11020,94739,4539,67867,3986,67655,4351,87190,4852,86320,4649,58207,3746,68650,4205,29868,2916,39079,3375,4491298,24068,246049,7660,380130,10295,583013,11135,742067,12197,717694,12693,529668,9520,655627,11801,280480,8328,356570,7834,1812302,15011,44141,3095,78041,3879,147866,5881,248115,7640,369635,8501,313878,8478,319921,7612,129657,4634,161048,5473,5503300,25377,1873696,17178,117306,5398,107150,5893,193947,6976,286430,8888,389605,9487,266670,9525,213995,7513,108515,5684,190078,7581,2980937,23857,122892,5729,137328,7185,255076,9232,422734,10287,588668,13690,473435,11920,417012,9496,220596,5868,343196,7873,648667,9267,29829,2641,40302,3013,68611,3974,96075,5227,122543,4857,95084,4333,83141,4089,46471,3147,66611,3808,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1292792,11248,166203,5697,26617,2334,26305,2872,25670,2829,23390,2555,25750,2845,9094,1494,11889,1860,4814,1053,12674,1561,849414,9444,65207,3393,112730,4878,180839,5723,130966,5513,153868,5909,62524,3268,60857,3574,21984,2357,60439,3422,277175,4290,11036,1133,20790,2218,41018,2624,34097,2698,62564,3060,39863,2598,35651,2654,9200,1309,22956,1856,667793,12023,289062,8138,20019,2380,29186,2991,39583,3395,47865,3631,66062,4484,31274,3264,21279,2756,7479,1294,26315,2789,309369,8341,16727,2192,25734,3307,40125,3491,46193,3629,71288,4345,38412,3280,30438,2925,11691,2012,28761,2897,69362,3479,5013,1084,4840,1145,9564,1544,12334,1456,12952,1562,9957,1401,6215,977,2994,898,5493,1037,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,923617,8286,77373,3881,4352,970,3582,857,4898,1257,11925,1725,10453,1657,8299,1366,14261,1831,5809,1131,13794,2060,609630,6559,21361,1941,35855,2588,61061,3448,89370,3942,79190,4208,76387,3445,104472,4913,39479,3077,102455,3859,236614,4079,4930,958,4900,1024,10599,1400,24802,2263,34723,2395,45141,3186,49979,2600,18106,1716,43434,2714,435192,8295,143716,5363,6860,1306,4307,1375,8337,1527,17097,1878,21781,2599,16919,2230,13305,1938,6962,1190,48148,3935,217753,6565,3708,942,5872,1324,9458,1668,21899,2531,30158,2813,27781,2607,24838,2262,16226,1897,77813,3794,73723,3877,1703,614,3726,788,6222,1371,12257,1524,13123,1948,9252,1618,7701,1413,5151,1094,14588,2099,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,239884,4113,23562,1883,2783,686,3771,1000,4219,1167,3300,793,1967,794,1905,580,2336,726,1289,587,1992,544,150727,3746,13674,1639,17942,1808,29981,2154,22658,2220,17555,2393,13013,1643,15947,1525,8797,1412,11160,1483,65595,2259,4565,768,5954,963,8716,1100,8976,1323,10430,1413,8602,1065,9424,1168,3492,710,5436,943,88881,3899,35459,2971,4101,1160,1573,591,5785,1231,5924,1391,3446,923,4400,1453,3605,963,1836,856,4789,1260,41320,3167,3489,1065,2675,890,5509,1095,5520,1404,5983,1282,5202,1215,5234,1469,3470,1179,4238,1034,12102,1268,713,423,876,505,1719,522,2317,771,1303,466,2641,685,754,370,348,247,1431,459,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,107193,3924,13913,1860,2560,829,643,362,113,132,250,197,607,395,672,342,1318,613,1367,669,6383,1107,64436,3332,2748,748,1208,425,1977,600,1960,586,1989,600,3980,1038,7508,1308,9347,1636,33719,2391,28844,1684,93,113,182,151,342,222,937,404,851,429,2886,648,5122,819,5670,1102,12761,1305,145195,4932,59507,3297,3861,949,2674,751,2172,839,2088,649,4516,1190,8009,1647,7801,1370,8897,1568,19489,2209,66407,3576,2503,819,2262,841,2334,916,2787,825,5883,1323,12066,1945,11584,1718,11991,1735,14997,1819,19281,1654,935,514,1162,583,337,246,1135,577,2206,624,3089,901,3414,812,3417,861,3586,905,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,4794130,25332,373968,10383,77426,5346,50943,3648,57679,4193,70379,4342,50693,3653,29566,3012,24985,2657,6137,1343,6160,979,2790937,22019,257802,8126,347732,9813,559362,11367,589450,10678,437996,8777,244054,7147,240088,7712,56580,3720,57873,3517,1629225,14245,79864,4199,156122,5925,293226,7709,387143,8789,344265,8210,174517,6309,128326,5102,32821,2241,32941,2933,2240938,20709,757587,13525,93401,5680,85740,5494,128202,6126,158018,8635,134350,7614,70222,5511,50351,4444,18507,2487,18796,2183,1171163,17658,101892,6183,103820,5298,171611,7192,240364,9387,238550,8637,136754,6511,102666,6534,43964,3861,31542,2781,312188,6836,17922,2058,24459,2191,49556,3942,65804,3846,67652,4518,38545,2979,24688,2182,12696,1650,10866,1408,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
