GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002EA,B16005_002MA,B16005_003MA,B16005_003EA,B16005_004EA,B16005_004MA,B16005_005EA,B16005_005MA,B16005_006MA,B16005_006EA,B16005_007MA,B16005_007EA,B16005_008EA,B16005_008MA,B16005_009MA,B16005_009EA,B16005_010EA,B16005_010MA,B16005_011EA,B16005_011MA,B16005_012MA,B16005_012EA,B16005_013MA,B16005_013EA,B16005_014EA,B16005_014MA,B16005_015EA,B16005_015MA,B16005_016EA,B16005_016MA,B16005_017EA,B16005_017MA,B16005_018MA,B16005_018EA,B16005_019EA,B16005_019MA,B16005_020EA,B16005_020MA,B16005_021EA,B16005_021MA,B16005_022MA,B16005_022EA,B16005_023MA,B16005_023EA,B16005_024EA,B16005_024MA,B16005_025MA,B16005_025EA,B16005_026EA,B16005_026MA,B16005_027EA,B16005_027MA,B16005_028MA,B16005_028EA,B16005_029EA,B16005_029MA,B16005_030MA,B16005_030EA,B16005_031MA,B16005_031EA,B16005_032EA,B16005_032MA,B16005_033EA,B16005_033MA,B16005_034MA,B16005_034EA,B16005_035MA,B16005_035EA,B16005_036EA,B16005_036MA,B16005_037MA,B16005_037EA,B16005_038EA,B16005_038MA,B16005_039EA,B16005_039MA,B16005_040MA,B16005_040EA,B16005_041EA,B16005_041MA,B16005_042MA,B16005_042EA,B16005_043MA,B16005_043EA,B16005_044EA,B16005_044MA,B16005_045EA,B16005_045MA,state
0400000US01,4477229,3071,4310550,8076,4216317,9744,67948,5334,51839,4683,7841,1463,6797,1658,1471,808,18238,2370,15851,2340,1538,527,849,402,0,273,5380,1492,4359,1267,696,462,325,246,0,273,2667,894,2667,894,0,273,0,273,0,273,166679,7211,30252,3349,84883,4719,17775,2514,14419,2612,34779,3543,17910,3086,20816,2717,15741,2474,3316,917,1520,823,239,217,26381,2688,10409,1476,9671,1493,5264,1414,1037,565,4347,1555,3196,1213,548,375,545,500,58,97,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,660403,1218,611349,4297,542635,5837,13621,2049,12017,1914,1092,525,485,302,27,44,9227,1720,8140,1615,894,439,193,141,0,246,13928,2350,11436,2253,1957,941,476,336,59,98,31938,2437,21897,2062,7649,954,2228,646,164,153,49054,3898,8524,1871,8329,2113,2785,982,2425,1006,1723,770,1396,798,7610,1942,5378,1530,1832,883,301,218,99,106,23062,2290,8984,1533,7826,1759,4981,1282,1271,1091,1529,762,847,436,402,342,252,230,28,49,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5957961,1719,5107715,17645,4235495,22491,674934,15078,574117,15793,70995,5475,24589,3005,5233,1581,42863,3937,36760,3713,3848,1120,2255,763,0,305,29049,3838,22616,3498,4850,1420,1474,602,109,135,125374,5691,94714,5559,20806,2377,6420,995,3434,691,850246,17288,129791,7546,539971,13281,173252,10139,113598,7734,153509,7805,99612,7116,68224,6023,47848,4492,15227,2582,3797,1081,1352,846,82453,5582,39781,4481,24654,2809,13151,2329,4867,2211,29807,5255,16289,2811,7600,2192,4962,1522,956,682,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US44,995774,935,862080,5639,768007,6126,54762,4063,42833,3125,7870,1931,3809,1501,250,213,32791,2896,28442,2803,3237,941,916,543,196,191,4969,1290,4038,1197,658,461,273,218,0,291,1551,752,1325,699,50,81,176,299,0,291,133694,5644,19322,2852,54246,4345,12788,2234,14234,2571,15052,2533,12172,2758,39349,4278,19745,2647,9682,1516,6614,1340,3308,1081,15668,1953,5416,1268,5436,1557,3225,953,1591,673,5109,1612,2121,828,1802,733,967,639,219,248,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4334519,2336,4117727,8028,3994785,8691,87975,5694,73394,4715,8694,1885,5005,1170,882,548,24015,2506,20856,2538,1727,607,1432,634,0,296,8768,2113,7557,2086,986,582,225,171,0,296,2184,1041,1586,886,354,311,244,311,0,296,216792,7470,44816,4355,106596,5135,26889,3329,25381,3348,35098,4030,19228,3842,32182,3842,22329,3088,6981,1661,2511,823,361,283,26329,2708,11279,1680,10655,2144,3588,1043,807,524,6869,2282,3713,1267,1214,552,959,603,983,1049,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,758975,1090,737509,2692,697574,4395,10947,1395,8380,1220,1606,676,883,366,78,116,11831,1941,10731,1797,925,383,175,134,0,223,1016,577,858,527,0,223,158,270,0,223,16141,2773,14359,2661,1699,982,83,119,0,223,21466,2591,4706,1356,4488,1034,1472,626,1146,751,1468,504,402,251,3559,1230,2424,996,698,468,379,329,58,96,4494,1525,1644,731,1105,505,1435,932,310,214,4219,1480,970,489,988,552,2038,1285,223,337,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5950484,2840,5664511,10014,5521928,11061,92442,6132,73345,5743,10223,1853,8440,1714,434,342,30077,3321,24873,3042,3411,1196,1547,660,246,200,13083,1798,10111,1932,2209,914,531,379,232,211,6981,1859,6092,1588,349,228,540,603,0,287,285973,9777,46311,4291,132008,6692,36993,4056,33189,4157,44523,4488,17303,3238,39445,4349,26996,3331,8919,1563,2947,795,583,472,44632,3489,19001,2726,14776,1958,9419,2043,1436,663,23577,4751,11228,2913,6030,2519,4821,1560,1498,816,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,23327776,4319,19213442,39966,14861736,35269,4035155,35881,3213303,37999,553530,16096,215511,8879,52811,4538,158595,7687,139982,7720,12639,1770,5756,1129,218,194,126793,7742,103674,7151,14807,2221,8114,1565,198,183,31163,4558,26951,4232,2300,753,1843,868,69,117,4114334,38901,346443,12289,2864351,35960,757573,20812,612559,14214,868519,17995,625700,15473,315317,13954,218403,10203,65207,5319,23431,2937,8276,1746,472941,11934,220791,10095,133368,7739,94243,4820,24539,3600,115282,10006,80353,7666,21728,3113,9519,2255,3682,1542,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2512866,1228,2291728,7766,2119782,10317,112910,6059,96143,6017,11315,1940,4437,1276,1015,623,26483,3039,23178,2704,2462,692,843,440,0,267,20005,2852,16697,2675,2430,850,878,471,0,267,12548,1762,10234,1668,1101,615,1097,472,116,137,221138,7835,35390,3353,126635,6194,42138,4181,37374,3203,36053,3399,11070,2364,22667,3568,15007,2477,5151,1489,2306,907,203,206,31673,2648,15181,2137,8816,1426,6174,1470,1502,686,4773,2035,2279,953,1100,579,933,726,461,602,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,593692,756,566455,2615,548849,3098,4973,1165,4068,1031,215,123,690,387,0,211,11245,1399,9468,1257,1216,467,561,225,0,211,902,508,786,536,70,82,46,57,0,211,486,285,450,273,0,211,36,65,0,211,27237,2436,11838,1508,1872,881,616,315,431,259,625,674,200,161,8621,1346,5103,903,1883,644,1264,604,371,322,3080,898,1202,468,956,440,870,420,52,75,1826,1388,777,568,677,719,372,318,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
