GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,NAME,B17022_001MA,B17022_001EA,B17022_002MA,B17022_002EA,B17022_003EA,B17022_003MA,B17022_004MA,B17022_004EA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008MA,B17022_008EA,B17022_009EA,B17022_009MA,B17022_010MA,B17022_010EA,B17022_011MA,B17022_011EA,B17022_012EA,B17022_012MA,B17022_013MA,B17022_013EA,B17022_014EA,B17022_014MA,B17022_015MA,B17022_015EA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018MA,B17022_018EA,B17022_019EA,B17022_019MA,B17022_020EA,B17022_020MA,B17022_021EA,B17022_021MA,B17022_022EA,B17022_022MA,B17022_023MA,B17022_023EA,B17022_024EA,B17022_024MA,B17022_025MA,B17022_025EA,B17022_026MA,B17022_026EA,B17022_027MA,B17022_027EA,B17022_028MA,B17022_028EA,B17022_029EA,B17022_029MA,B17022_030EA,B17022_030MA,B17022_031EA,B17022_031MA,B17022_032MA,B17022_032EA,B17022_033EA,B17022_033MA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036MA,B17022_036EA,B17022_037MA,B17022_037EA,B17022_038EA,B17022_038MA,B17022_039EA,B17022_039MA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043EA,B17022_043MA,B17022_044MA,B17022_044EA,B17022_045EA,B17022_045MA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048EA,B17022_048MA,B17022_049EA,B17022_049MA,B17022_050EA,B17022_050MA,B17022_051MA,B17022_051EA,B17022_052MA,B17022_052EA,B17022_053EA,B17022_053MA,B17022_054EA,B17022_054MA,B17022_055MA,B17022_055EA,B17022_056MA,B17022_056EA,B17022_057EA,B17022_057MA,B17022_058MA,B17022_058EA,B17022_059EA,B17022_059MA,B17022_060MA,B17022_060EA,B17022_061MA,B17022_061EA,B17022_062EA,B17022_062MA,B17022_063MA,B17022_063EA,B17022_064EA,B17022_064MA,B17022_065MA,B17022_065EA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068EA,B17022_068MA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,B17022_073MA,B17022_073EA,B17022_074EA,B17022_074MA,B17022_075EA,B17022_075MA,B17022_076EA,B17022_076MA,B17022_077EA,B17022_077MA,B17022_078MA,B17022_078EA,B17022_079EA,B17022_079MA,B17022_080MA,B17022_080EA,B17022_081EA,B17022_081MA,state
0400000US01,1227884,13886,247635,7108,90642,4341,53626,3739,9709,1792,14368,2228,29549,2874,37016,2775,156993,6351,22867,2704,14459,2489,3814,1119,2956,1074,7689,1827,8408,1643,134126,5415,110857,5367,21592,2450,24506,2457,64759,4069,23269,2613,48442,3316,26415,2286,14346,1792,2396,789,4280,1229,7670,1360,12069,1675,22027,2733,5200,1173,3340,987,848,519,585,468,1907,746,1860,657,16827,2361,11583,2029,2390,704,1338,553,7855,1785,5244,1135,79753,4725,49394,3662,21152,2299,3069,744,5989,1406,12094,1709,28242,2904,30359,2558,7529,1595,4657,1485,1022,667,532,452,3103,1287,2872,936,22830,2386,14096,2040,2459,743,2318,834,9319,1621,8734,1527,852054,12369,702495,11172,263623,7704,51612,3546,42521,3184,169490,6442,438872,8303,149559,6432,43712,3793,20453,2389,3582,918,1773,732,15098,2029,23259,2897,105847,4878,50332,3903,8004,1480,4493,1191,37835,3293,55515,3284,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,170859,4484,18676,1914,6073,1223,4351,1140,1207,622,1608,656,1536,738,1722,562,12603,1570,2327,704,2014,655,249,169,371,236,1394,638,313,227,10276,1444,9276,1414,3449,844,1706,648,4121,1024,1000,406,4528,1007,2479,677,1670,605,368,300,609,329,693,527,809,323,2049,756,317,316,183,257,16,27,17,28,150,250,134,156,1732,656,1732,656,337,327,601,475,794,471,0,246,8224,1312,4703,951,2757,821,587,336,827,407,1343,539,1946,488,3521,913,1241,602,987,583,193,206,198,191,596,505,254,200,2280,697,2029,657,238,218,301,240,1490,575,251,199,139431,4585,114714,4599,54941,3532,12163,2211,11970,1648,30808,2338,59773,3223,24717,2127,10326,1634,6213,1157,686,473,1309,574,4218,968,4113,1001,14391,1609,9050,1245,539,280,837,297,7674,1165,5341,1011,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548428,12546,283389,10365,131433,6129,89220,4352,14561,2493,34232,2776,40427,3130,42213,3464,151956,7418,32996,3303,25223,2819,6447,1605,5801,1204,12975,1982,7773,1691,118960,6941,101720,6388,16774,2808,30484,2741,54462,4843,17240,2200,61565,4111,36374,3537,21869,2675,3333,1158,8436,1875,10100,1748,14505,2124,25191,2725,6962,1508,4893,1330,1306,845,1118,631,2469,933,2069,840,18229,2308,13831,2165,1540,697,3177,989,9114,1759,4398,915,96915,5378,63987,4031,37872,3503,6379,1411,11658,2335,19835,2484,26115,2269,32928,3270,9849,1819,6750,1698,1836,858,1117,545,3797,1135,3099,905,23079,2668,16546,2299,3050,980,2769,1147,10727,1827,6533,1216,1106559,11736,902435,11651,326694,9315,64254,4594,64565,4464,197875,7033,575741,8747,204124,8624,73965,4961,39314,3351,7991,1712,4864,1269,26459,2942,34651,3502,130159,6669,73040,5060,10255,1935,8505,1758,54280,4253,57119,3819,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761361,9102,153060,5419,61555,3871,36751,3162,6532,1627,13098,2148,17121,2353,24804,2353,91505,4585,16886,2157,11865,1917,3121,991,3522,1140,5222,1118,5021,1216,74619,3815,64554,3433,13736,1907,17328,2024,33490,2545,10065,1484,35179,2983,21594,2249,11947,2005,2080,801,3872,1129,5995,1152,9647,1425,13585,2437,3000,935,1897,678,506,364,184,236,1207,556,1103,569,10585,1908,7452,1598,423,314,1335,697,5694,1380,3133,800,60607,3604,40214,2827,19250,2097,3810,960,4120,1014,11320,1780,20964,1842,20393,2302,4664,1233,3164,973,866,505,562,519,1736,637,1500,621,15729,2178,11277,1923,1658,771,1020,630,8599,1596,4452,1156,512515,7852,431583,7625,153393,4899,27583,2859,25682,2621,100128,4040,278190,5912,80932,4436,27070,2495,11250,1578,1548,652,1185,538,8517,1412,15820,1846,53862,3146,26804,2205,4721,1202,1997,676,20086,2166,27058,2461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8507856,27357,1455586,19223,702760,14455,505487,12186,67675,3971,187027,6923,250785,8563,197273,6824,752826,16279,172387,7667,131764,7083,29566,3454,39734,3919,62464,5007,40623,4206,580439,12298,488973,11258,81338,4939,147962,6516,259673,9765,91466,4587,307303,9497,180571,6620,121685,5517,13250,1939,39396,2958,69039,3936,58886,3521,126732,5765,39064,3835,25889,3019,6845,1478,6040,1335,13004,2138,13175,2276,87668,4726,62421,4365,8024,1864,13848,2167,40549,3097,25247,2700,526400,13544,334196,10490,217710,7882,30174,2948,66186,4675,121350,5387,116486,6368,192204,6773,55661,3859,37491,3411,8989,1831,8052,1737,20450,2621,18170,2446,136543,5444,90912,4361,15335,2191,16483,2283,59094,3765,45631,3135,6218567,25296,4865039,24160,2219120,19135,445853,9947,402187,9061,1371080,15062,2645919,18900,1353528,17290,469514,11109,217281,8574,46131,3583,30457,3003,140693,6272,252233,8552,884014,14395,434206,12285,64375,4198,50967,4010,318864,10540,449808,10459,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1258885,11852,169399,6535,74152,4694,47579,4037,10349,1967,19477,2420,17753,2261,26573,2475,95247,5577,18195,2761,14542,2273,3732,1097,3348,1220,7462,1543,3653,1010,77052,4477,67725,4052,16314,2216,16018,2188,35393,3481,9327,1278,34210,3001,19053,2182,11638,1773,2327,761,4924,1305,4387,1101,7415,1299,15157,1979,3605,1051,2915,891,413,343,62,102,2440,761,690,545,11552,1770,8045,1413,857,491,1158,559,6030,1347,3507,988,68205,4780,41736,3591,25599,3118,4140,1182,8755,1757,12704,1818,16137,2044,26469,3112,6600,1383,4048,1030,1030,502,252,251,2766,839,2552,913,19869,2610,14719,2301,1993,749,2829,1165,9897,1778,5150,1001,987071,9994,824683,9748,345682,7593,73515,3955,61200,3527,210967,6079,479001,8868,162388,5334,62118,3862,34296,3239,6337,1406,3141,1137,24818,2797,27822,2133,100270,4424,52664,3022,8156,1564,5457,1233,39051,2641,47606,2997,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,890770,9681,91286,4849,28800,2999,17159,2297,2981,836,5846,1250,8332,1753,11641,1896,62486,3761,8839,1781,7008,1572,1867,901,2045,891,3096,931,1831,766,53647,3430,45638,3374,8921,1847,12646,2019,24071,2549,8009,1419,19169,2248,9116,1566,5626,1326,1066,500,1867,886,2693,935,3490,786,10053,1611,2437,970,1840,898,681,516,698,542,461,342,597,533,7616,1390,5876,1356,1399,773,636,378,3841,1094,1740,485,34550,3126,18218,2386,9678,1729,2367,867,2225,879,5086,1320,8540,1330,16332,2092,3360,1180,1993,881,451,445,255,223,1287,670,1367,657,12972,1577,9314,1369,1522,584,2220,812,5572,1044,3658,896,745765,10019,600495,8646,260361,6712,48636,3114,42011,3274,169714,5445,340134,6895,145270,6411,43689,3893,18894,2590,3569,1129,1244,592,14081,1932,24795,2578,101581,6091,55502,4568,6061,1391,5404,1200,44037,3978,46079,3504,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,221233,4976,24751,2625,8953,1552,5486,1276,651,322,2682,988,2153,806,3467,904,15798,1955,2481,842,2218,818,741,508,730,404,747,395,263,221,13317,1719,11861,1607,1747,671,2620,941,7494,1358,1456,456,6704,1686,2844,951,1865,804,313,395,600,463,952,539,979,393,3860,1271,673,475,500,356,111,134,141,227,248,288,173,305,3187,1195,2675,1141,340,262,384,342,1951,1032,512,345,12894,1825,6172,1216,3229,1058,216,174,883,401,2130,972,2943,788,6722,1314,1354,622,952,562,328,336,186,181,438,352,402,258,5368,1312,4011,1162,238,261,1369,746,2404,924,1357,689,176884,4665,143606,4544,56046,3036,10098,1454,9768,1433,36180,2498,87560,3113,33278,2975,9616,1619,4641,1044,904,492,383,291,3354,807,4975,1163,23662,2588,12769,1943,2098,691,805,406,9866,1737,10893,1593,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,101519,4051,17788,2025,3091,850,1867,658,563,456,822,413,482,343,1224,566,14697,1775,1816,682,924,420,45,76,0,292,879,411,892,541,12881,1534,10564,1389,2477,851,3314,945,4773,1084,2317,728,3113,947,964,465,432,342,0,292,91,146,341,308,532,341,2149,859,413,354,296,295,132,156,164,255,0,292,117,198,1736,762,1259,642,0,292,118,137,1141,620,477,358,4864,1109,1256,634,1021,606,359,341,285,281,377,278,235,172,3608,908,747,513,642,483,38,63,0,292,604,478,105,169,2861,799,2125,729,499,373,237,234,1389,555,736,438,75754,3545,51964,2664,19040,1598,7667,1237,3281,781,8092,1265,32924,2674,23790,2106,5764,1144,2416,715,670,420,152,187,1594,551,3348,904,18026,1868,7891,1270,1535,558,805,398,5551,1029,10135,1415,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4556930,26451,778259,13842,336085,9948,188106,7527,30922,3254,53302,4150,103882,5990,147979,6551,442174,11612,82836,5293,56832,4769,14147,2193,10953,2041,31732,3372,26004,2650,359338,9944,292266,9661,51228,4268,70143,4198,170895,6721,67072,3635,167156,6550,93960,5163,49893,4089,8738,2114,13731,2278,27424,2700,44067,3223,73196,4993,15121,2204,10887,1895,2230,775,1367,578,7290,1621,4234,1202,58075,4442,40570,3834,6152,1369,5960,1302,28458,3163,17505,1780,312824,10237,193915,7896,91920,5079,17252,2296,20828,2268,53840,4323,101995,5445,118909,5943,28191,3024,17968,2433,4634,1400,4338,1238,8996,1628,10223,1735,90718,5078,60447,4531,9351,1676,7226,1647,43870,3992,30271,2643,3298691,23311,2683924,24285,904759,14518,176086,6607,144131,6268,584542,11866,1779165,17372,614767,12850,187157,8127,79671,5532,17939,2353,7529,1793,54203,4253,107486,6503,427610,10345,207874,8095,30489,3020,17662,2427,159723,6970,219736,7940,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
