GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001EA,B17001I_001MA,B17001I_002EA,B17001I_002MA,B17001I_003EA,B17001I_003MA,B17001I_004MA,B17001I_004EA,B17001I_005EA,B17001I_005MA,B17001I_006MA,B17001I_006EA,B17001I_007MA,B17001I_007EA,B17001I_008EA,B17001I_008MA,B17001I_009MA,B17001I_009EA,B17001I_010EA,B17001I_010MA,B17001I_011MA,B17001I_011EA,B17001I_012MA,B17001I_012EA,B17001I_013EA,B17001I_013MA,B17001I_014EA,B17001I_014MA,B17001I_015EA,B17001I_015MA,B17001I_016EA,B17001I_016MA,B17001I_017MA,B17001I_017EA,B17001I_018MA,B17001I_018EA,B17001I_019MA,B17001I_019EA,B17001I_020MA,B17001I_020EA,B17001I_021EA,B17001I_021MA,B17001I_022MA,B17001I_022EA,B17001I_023EA,B17001I_023MA,B17001I_024EA,B17001I_024MA,B17001I_025MA,B17001I_025EA,B17001I_026EA,B17001I_026MA,B17001I_027MA,B17001I_027EA,B17001I_028MA,B17001I_028EA,B17001I_029EA,B17001I_029MA,B17001I_030EA,B17001I_030MA,B17001I_031EA,B17001I_031MA,B17001I_032MA,B17001I_032EA,B17001I_033EA,B17001I_033MA,B17001I_034EA,B17001I_034MA,B17001I_035EA,B17001I_035MA,B17001I_036EA,B17001I_036MA,B17001I_037MA,B17001I_037EA,B17001I_038EA,B17001I_038MA,B17001I_039EA,B17001I_039MA,B17001I_040MA,B17001I_040EA,B17001I_041EA,B17001I_041MA,B17001I_042MA,B17001I_042EA,B17001I_043MA,B17001I_043EA,B17001I_044MA,B17001I_044EA,B17001I_045MA,B17001I_045EA,B17001I_046MA,B17001I_046EA,B17001I_047MA,B17001I_047EA,B17001I_048EA,B17001I_048MA,B17001I_049EA,B17001I_049MA,B17001I_050MA,B17001I_050EA,B17001I_051EA,B17001I_051MA,B17001I_052EA,B17001I_052MA,B17001I_053EA,B17001I_053MA,B17001I_054MA,B17001I_054EA,B17001I_055EA,B17001I_055MA,B17001I_056MA,B17001I_056EA,B17001I_057EA,B17001I_057MA,B17001I_058EA,B17001I_058MA,B17001I_059MA,B17001I_059EA,state
0400000US01,178770,2687,55063,6497,25176,3238,4104,1167,331,371,3790,1051,1292,680,264,208,869,543,4036,1086,5702,1339,3552,1012,908,476,319,272,0,273,9,19,29887,4600,4625,1220,1636,1011,5348,1524,1758,790,578,354,667,409,3760,1320,7398,1959,2420,842,1091,588,302,352,99,117,205,263,123707,6120,71159,4157,8184,1281,1513,841,5990,1435,3022,856,566,510,2384,1042,10755,1599,17037,2157,11220,2017,5926,1321,2662,795,1184,505,716,479,52548,3945,6751,1413,938,472,7599,1591,1667,571,863,528,1460,620,6207,1718,9959,1860,8630,1613,4728,1120,1810,567,716,341,1220,628,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39791,1587,3407,1209,1738,666,271,205,47,55,326,370,89,139,50,84,83,103,350,264,145,173,117,143,152,141,108,122,0,246,0,246,1669,750,344,338,0,246,175,217,47,82,0,246,129,150,344,330,262,223,116,117,108,118,53,74,37,67,54,95,36384,1970,19507,1841,2030,436,712,454,1851,703,1404,500,176,174,521,267,2977,691,3041,1174,3089,542,2055,458,1254,467,283,241,114,139,16877,1067,2102,488,183,196,2017,556,1208,456,299,249,468,287,2173,383,2326,461,2578,634,2033,566,1002,367,335,291,153,174,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1860757,3971,494637,22142,232012,12613,38931,3547,6893,1580,35191,3801,20021,2631,3863,953,9006,1698,30293,3000,29748,2824,26091,3029,17465,2697,7326,1287,5046,1099,2138,713,262625,12297,34926,3554,6388,1371,39479,3884,17014,2510,5000,1284,11138,2199,34327,2999,43286,3656,31520,3369,18789,2389,11003,1604,5307,1161,4448,981,1366120,22790,688479,13119,64181,3531,14590,2869,79358,5252,39703,3467,13852,2137,29038,2160,80612,3547,110884,3339,96775,3279,76982,2643,47534,1450,22140,1358,12830,1235,677641,11917,64361,3480,11557,1810,77965,4516,36355,4012,13054,1622,25359,2438,75551,3154,100784,3656,98647,3638,79298,2654,49922,1631,27646,1269,17142,1225,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,178066,2088,56748,7036,27599,3999,6176,1618,800,439,4832,1146,853,450,320,225,780,542,3209,1106,6213,1699,2814,1025,1036,524,467,387,56,114,43,92,29149,3946,3708,1017,1688,826,5139,1199,1843,725,319,226,943,493,4540,1280,5562,1309,2724,989,1604,764,656,413,53,69,370,414,121318,7203,66926,4488,6888,1687,1891,838,7753,1526,3449,1101,1238,509,2177,669,9758,1475,11810,1573,11443,1687,6071,1218,3299,619,663,361,486,345,54392,4406,5966,1254,1284,614,5852,1007,3279,970,1063,581,2908,709,5896,1434,8557,1277,9349,1450,5569,1184,2906,689,1224,516,539,277,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13838308,7969,3169807,58769,1471998,31709,213210,8336,44809,4371,230190,10164,111511,6226,38212,3802,74001,4330,182567,7827,187432,6454,186447,7530,112042,4727,50233,3752,25867,2576,15477,2131,1697809,32018,212164,8280,37472,3253,237395,9915,103759,5511,38548,3190,73567,4503,211311,6246,281160,8495,234369,8451,124632,6145,70793,4771,40332,2330,32307,2205,10668501,59801,5472453,31859,462482,8391,97122,5630,545691,11153,277137,8062,94066,4538,204253,6035,701297,8320,956363,7201,835474,7597,651770,5266,374548,3967,165824,3437,106426,2392,5196048,33318,434101,8486,90812,4924,521215,11191,268468,8519,93237,4834,188301,5448,613459,6510,809290,8417,770999,8679,650816,6461,397879,4740,206317,2744,151154,3118,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1017539,3420,253560,13218,120849,7585,21304,2416,3546,995,19604,2180,7368,1435,3399,1153,4223,1084,14500,2187,17572,2295,13297,2057,7919,1383,3750,757,3230,894,1137,426,132711,7653,19330,2034,3843,1056,17051,2229,7587,1345,1788,479,4865,1138,19982,2092,21831,2568,16084,1833,9195,1619,5531,1162,2551,749,3073,601,763979,14345,392130,8596,37157,2668,7583,1328,44676,2817,21680,2269,6664,1306,13873,1629,42383,2300,67857,3077,58481,2599,45017,2024,27234,1263,12297,1088,7228,911,371849,8024,32896,2250,7764,1499,46494,2989,17498,2432,5943,1059,13845,1329,37669,2266,59701,3077,55105,2419,43643,1777,28193,1397,14516,1101,8582,895,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,467527,1939,110433,8998,50290,4642,7067,1289,734,477,7356,1353,4228,1225,1518,729,2128,745,6341,1102,6658,1355,7387,1547,3109,817,1873,735,1412,528,479,376,60143,5244,6060,1107,1204,637,8074,1594,3321,974,844,485,2266,688,7748,1508,11283,1929,7231,1225,5297,1080,3529,835,2052,726,1234,595,357094,8755,179511,4520,15495,1290,3099,726,18806,1920,9522,1529,3106,821,6346,939,22113,1254,32840,1546,26855,1490,22671,1053,11934,793,5476,673,1248,519,177583,5271,17697,1224,3049,851,18365,1980,8155,1462,3995,971,5529,1039,18880,1664,28623,1956,29625,1321,22808,1285,11881,840,5963,827,3013,643,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,71973,546,15610,4020,6951,1953,1456,668,96,114,996,554,14,25,332,242,137,123,445,315,2005,895,860,461,310,446,64,114,236,353,0,265,8659,2358,1436,785,153,249,1766,822,130,123,41,72,294,289,1007,639,1926,765,1479,571,145,161,17,30,173,194,92,119,56363,4151,29840,2362,2750,989,268,306,3935,791,1877,584,983,497,908,521,4746,328,5242,1013,3789,684,3278,619,1210,427,722,362,132,157,26523,2403,2700,1000,595,407,3153,938,1237,754,433,265,923,480,3462,688,4248,912,4203,980,2556,793,1870,529,403,289,740,353,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,53759,433,7899,2443,4195,1589,541,548,274,314,388,371,232,233,0,292,299,344,1199,731,502,440,150,247,309,286,130,175,106,122,65,104,3704,1399,277,304,0,292,399,376,79,134,0,292,0,292,500,465,1145,604,102,121,441,313,270,187,239,185,252,193,45860,2458,23789,1560,1750,548,513,315,1098,415,558,410,106,187,721,405,2432,717,6682,450,4812,247,2786,289,1453,219,802,192,76,129,22071,1526,1967,304,377,387,1728,566,323,261,0,292,573,477,2860,558,5160,580,3868,121,2360,313,1626,187,857,339,372,269,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4192395,3831,913141,29211,428767,15083,49039,4347,9721,1821,53022,4732,22794,2700,9043,1627,16703,1983,57565,5962,54032,4587,54637,4504,40589,3681,28306,3851,18063,2199,15253,1969,484374,18325,48970,3949,9729,2126,46708,5577,22588,2455,6155,1425,16206,2435,54458,4200,69288,5545,70353,4394,46022,3866,33711,3610,30911,2389,29275,2933,3279254,29620,1632407,14504,107644,4510,24124,2834,133323,4899,65602,4657,23191,2331,49212,3089,177863,5384,263208,4927,268568,4254,235472,4017,136420,3879,86581,2561,61199,2219,1646847,18276,102816,4008,20226,2810,126139,5550,67836,4627,22688,2096,43288,2579,160668,4528,236047,5539,262288,5062,246776,4368,164324,3568,106563,2453,87188,3112,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
