GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003EA,B27001I_003MA,B27001I_004MA,B27001I_004EA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007MA,B27001I_007EA,B27001I_008EA,B27001I_008MA,B27001I_009MA,B27001I_009EA,B27001I_010MA,B27001I_010EA,B27001I_011EA,B27001I_011MA,B27001I_012MA,B27001I_012EA,B27001I_013EA,B27001I_013MA,B27001I_014EA,B27001I_014MA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017MA,B27001I_017EA,B27001I_018MA,B27001I_018EA,B27001I_019EA,B27001I_019MA,B27001I_020EA,B27001I_020MA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023MA,B27001I_023EA,B27001I_024EA,B27001I_024MA,B27001I_025EA,B27001I_025MA,B27001I_026MA,B27001I_026EA,B27001I_027EA,B27001I_027MA,B27001I_028MA,B27001I_028EA,state
0400000US01,180566,2377,28771,1961,25001,1955,3770,1332,38444,2062,28359,2702,10085,2547,26333,2229,8636,1805,17697,2080,39921,3268,9386,2209,30535,3367,25461,2728,8553,1650,16908,2328,12394,1837,7322,1512,5072,1143,5093,1006,4049,876,1044,588,1999,609,1952,609,47,75,2150,948,1651,724,499,601,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38470,1724,5758,666,5157,594,601,437,9081,758,8044,938,1037,675,5052,847,2981,613,2071,715,5467,1325,3733,984,1734,778,5453,914,3864,819,1589,747,4266,720,2935,625,1331,613,2417,537,1771,569,646,308,655,377,532,357,123,184,321,304,321,304,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1872157,3543,246140,3851,215708,4892,30432,3799,461501,3946,372322,7405,89179,6968,223366,2895,130876,5264,92490,4732,284121,2509,172068,5867,112053,5679,252083,2475,157842,5216,94241,4918,192464,2089,131670,4097,60794,4142,115785,695,86909,2868,28876,2812,60139,1435,56508,1888,3631,1128,36558,1128,35257,1427,1301,685,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,180477,1812,29479,2237,27460,2241,2019,935,43432,2086,36812,2495,6620,1452,24261,2108,8165,1626,16096,2194,32082,2504,10374,1850,21708,3103,26243,2481,13071,1738,13172,1934,14218,2064,7939,1402,6279,1630,7328,1043,4692,973,2636,783,1996,717,1796,723,200,201,1438,688,1438,688,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13931538,4982,1627989,7007,1491570,11162,136419,7832,3140410,6962,2690072,16461,450338,14981,1734453,2715,942423,14421,792030,14156,2227023,3497,1245521,15529,981502,15843,2025449,3402,1218531,14875,806918,14920,1539092,2990,980684,11647,558408,11458,893418,2023,595816,8507,297602,8452,438340,2175,410561,3675,27779,3381,305364,2425,294027,2892,11337,1996,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1025931,2631,136308,2472,119296,3764,17012,3046,240342,2545,192618,5890,47724,5072,117295,2301,60553,3211,56742,3261,166178,2934,88727,4749,77451,4830,142925,2522,87284,4734,55641,4520,105561,2074,71807,3576,33754,3034,64708,1252,49543,2040,15165,1739,32594,1174,31538,1259,1056,518,20020,1363,19759,1372,261,244,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,473701,990,55652,1285,53274,1623,2378,897,105323,1281,98108,2164,7215,1675,58621,965,37300,2002,21321,2032,79169,1476,46959,2773,32210,2746,70957,1235,50432,3180,20525,3093,53885,1176,39853,1886,14032,1937,29217,579,25172,1054,4045,930,14903,781,13941,928,962,519,5974,750,5898,729,76,132,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73052,181,10201,559,9884,647,317,347,17159,558,14676,1268,2483,1195,10026,648,5416,858,4610,1134,13387,812,6924,1541,6463,1211,10331,980,6937,1238,3394,1250,6289,1030,4844,1073,1445,779,3161,560,2633,597,528,339,1534,532,1534,532,0,265,964,454,964,454,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54795,208,5699,435,5699,435,0,292,6559,435,6253,561,306,319,7897,104,6282,726,1615,714,13564,105,10833,1202,2731,1206,8932,3,7180,891,1752,891,5896,89,4570,521,1326,524,3479,88,2635,513,844,510,2004,309,1793,354,211,192,765,309,699,309,66,119,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4206942,3056,376988,4708,333377,6196,43611,4958,732007,5534,586825,9308,145182,8380,457507,4693,219828,6933,237679,6997,620166,4015,296681,9789,323485,9479,654411,3827,350458,9231,303953,8861,568069,3232,333276,8274,234793,8335,362761,1921,228967,5702,133794,5763,242118,2020,228317,2870,13801,2259,192915,2239,188070,2908,4845,1685,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
