GEO_ID,B25027_001E,B25027_001M,B25027_002E,B25027_002M,B25027_003E,B25027_003M,B25027_004E,B25027_004M,B25027_005E,B25027_005M,B25027_006E,B25027_006M,B25027_007E,B25027_007M,B25027_008E,B25027_008M,B25027_009E,B25027_009M,B25027_010E,B25027_010M,B25027_011E,B25027_011M,B25027_012E,B25027_012M,B25027_013E,B25027_013M,B25027_014E,B25027_014M,B25027_015E,B25027_015M,B25027_016E,B25027_016M,B25027_017E,B25027_017M,NAME,B25027_001MA,B25027_001EA,B25027_002EA,B25027_002MA,B25027_003EA,B25027_003MA,B25027_004EA,B25027_004MA,B25027_005EA,B25027_005MA,B25027_006MA,B25027_006EA,B25027_007EA,B25027_007MA,B25027_008EA,B25027_008MA,B25027_009MA,B25027_009EA,B25027_010EA,B25027_010MA,B25027_011EA,B25027_011MA,B25027_012MA,B25027_012EA,B25027_013MA,B25027_013EA,B25027_014EA,B25027_014MA,B25027_015MA,B25027_015EA,B25027_016EA,B25027_016MA,B25027_017MA,B25027_017EA,state
0400000US01,1272846,12811,774408,11811,120405,5163,167929,5689,203211,5764,92581,4312,77771,3866,83569,3615,28942,1893,498438,9912,25379,2637,39300,3145,78054,4148,50946,3479,62916,4059,118887,4390,122956,3617,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,162785,3878,112659,3658,18413,1997,26715,1767,32594,2228,14917,1919,9513,1327,7902,1125,2605,582,50126,2618,1872,563,4145,981,12149,1335,7939,1039,8632,1295,9663,1213,5726,915,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1522938,13309,1065003,11608,157617,5694,226537,6776,269560,6215,119951,5337,112841,5299,125058,4124,53439,3488,457935,8752,17992,2677,22871,2424,54866,3508,42919,3645,53940,3200,124626,3999,140721,4265,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,751568,9191,433218,8521,74418,4171,98011,4594,113664,4535,48504,2740,40158,2213,42880,2204,15583,1989,318350,6991,15341,2192,22332,2391,48360,2905,33045,2452,40943,3054,80570,3198,77759,3045,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6903175,27402,5183554,27183,545277,10549,1126199,13563,1505129,14142,651068,9386,549577,8990,556934,9668,249370,6277,1719621,18951,54298,3508,89188,5105,206840,6303,156729,6658,206568,6611,408478,9221,597520,9931,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1292792,11248,974765,10769,152601,5386,231021,5661,266246,5407,119737,4295,91828,4018,83707,3387,29625,2415,318027,6814,13602,1933,17297,2229,44295,2767,37118,2679,41872,2686,77916,3317,85927,2726,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,923617,8286,660057,8447,73621,3574,156094,4874,208407,4674,78877,3576,62913,2826,58044,2586,22101,1968,263560,6166,3752,1060,10652,1490,32537,2996,26539,1973,33611,2276,65596,2899,90873,3586,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,239884,4113,170847,3770,21239,1862,38520,2370,46290,2462,21997,2110,17403,1830,19060,1525,6338,1052,69037,2701,2323,870,3214,979,8768,1231,6299,1040,8236,1282,18231,1431,21966,1482,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,107193,3924,82658,3696,13418,1798,20408,1866,18179,1857,8525,1225,9144,1278,8680,1093,4304,731,24535,1627,495,341,893,384,2965,745,1846,560,2476,777,6000,1037,9860,1062,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4794130,25332,3064955,23728,322876,9759,637445,11796,835936,12247,368273,8415,325387,7890,391917,9894,183121,6798,1729175,14629,51092,4077,84044,4569,201101,6932,142174,4994,196577,7067,476166,9424,578021,8807,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2304165,17073,1639846,15202,237269,6509,418188,9784,460897,9022,178996,5749,156937,6621,144365,4314,43194,2923,664319,10312,32097,3788,50142,3993,102398,4734,70365,3362,83566,4109,161645,5305,164106,5050,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258533,5422,175138,5017,15121,2091,32897,2663,49128,3050,23699,1946,22274,1993,21635,1428,10384,1210,83395,3201,1805,600,3558,803,9436,1280,9129,1236,10169,1500,18693,1746,30605,1708,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,401532,6302,275925,6274,53412,3026,64368,3125,69044,2986,30445,1998,24511,2072,25066,2183,9079,1370,125607,4245,6302,1321,6606,1183,18072,2062,11969,1447,15484,1360,32123,2070,35051,1883,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3219338,16289,2223670,14753,341074,7952,540158,8650,629590,8007,260782,6024,197065,7012,189460,5849,65541,3453,995668,12614,31504,2916,55810,3742,137002,5575,107725,4879,118762,4468,234910,5402,309955,5281,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1736751,11947,1218452,11476,195710,5939,281007,6493,335138,6315,140354,4332,110107,4718,113107,3138,43029,2732,518299,8388,22477,2369,30077,3023,70992,3771,54497,3251,60452,3190,125363,3937,154441,3805,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,885284,8254,553055,8328,111552,4523,130321,3318,151121,3940,59913,2600,48875,2536,38845,2237,12428,1356,332229,6008,12348,1367,17406,1779,45169,2668,35709,2281,42167,2365,78932,2500,100498,2440,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,749907,8746,480190,8870,89013,4105,107313,3735,133001,3861,57627,2612,41825,2662,38317,2327,13094,1321,269717,5310,10739,1397,18346,1990,42025,2622,27549,2094,33923,2259,61758,2326,75377,2729,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1156292,12036,717861,10476,121190,5432,164141,5531,196141,4836,81016,3801,68945,3688,63503,3587,22925,1933,438431,8379,18704,1995,33773,2941,67388,3434,48011,2551,53390,3275,105709,3280,111456,3580,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1141504,11499,637183,11302,110514,5087,149321,6047,174879,6012,77162,3866,52730,3388,54804,3185,17773,1821,504321,9287,27192,2981,44063,3433,86970,4621,57875,3464,62433,3461,109724,3485,116064,3472,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,396395,5449,258025,5141,32181,2552,56015,2326,76981,3151,33818,2156,27593,1964,24132,1823,7305,915,138370,3634,4926,1037,7941,1158,19741,1743,14944,1435,19082,1554,34433,1950,37303,1849,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1426267,12068,1090776,11617,134706,4561,250199,6485,322446,5995,126517,5061,113791,5013,105925,3326,37192,2521,335491,6633,8610,1756,15825,1747,42155,2772,36230,2674,40583,3254,86110,3407,105978,3258,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1568382,10691,1132001,10169,123763,4480,266142,5748,347789,6012,139261,4448,115263,4564,100637,4124,39146,2599,436381,7726,7550,1122,19117,1977,53583,3532,42020,3090,57031,3114,107940,3895,149140,4002,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2769474,14635,1828046,14919,255670,5969,414131,7567,521542,7334,229367,5866,171208,5154,173774,4177,62354,2872,941428,11991,47398,3304,60534,3434,130216,4614,100674,3866,116546,3864,215985,4822,270075,4993,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1527328,10448,1076735,8953,199969,5088,255905,4100,306885,4721,120468,3525,88574,3244,78153,3061,26781,2111,450593,6597,15962,1469,23261,2084,67670,2750,51698,2353,57341,2790,108320,3470,126341,3659,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,753374,9176,411111,7879,64673,3794,99689,3870,111626,4346,47222,2996,36064,2622,38575,2259,13262,1549,342263,7114,22222,2751,29559,3007,55660,3549,38818,2610,42987,2989,77558,3063,75459,2904,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1621371,13182,1067865,11356,184563,6585,236071,5973,297065,5909,120733,4422,96340,4046,99315,3542,33778,2640,553506,8148,20323,2186,36648,2731,80663,3331,55285,3080,67635,3603,134534,3566,158418,4118,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,280633,4455,165561,4571,27305,2005,34070,2206,46352,2121,20721,2118,15994,1620,15872,1507,5247,1031,115072,3363,5180,1040,6234,988,18525,1565,14237,1598,13909,1428,28275,1782,28712,1497,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484649,6026,309474,5919,59882,3168,73119,3038,82800,2643,35555,1999,27460,1894,23549,1702,7109,1050,175175,4188,7609,1148,9800,1384,25112,1677,18541,1495,20918,1576,41627,1906,51568,2094,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,565869,9281,429984,9713,62398,4267,93602,4912,108615,4910,44988,3147,47028,2949,52811,3062,20542,1686,135885,5034,6343,1376,9290,1364,15926,2017,12262,2092,18345,2105,37801,2725,35918,2022,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369448,5293,257120,5334,29514,2435,60519,2523,82525,3267,33357,2014,23993,1848,20248,1802,6964,1059,112328,3780,2385,800,5398,1030,16568,1602,12981,1414,15920,1757,30107,1606,28969,1539,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
