GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002MA,B25115_002EA,B25115_003MA,B25115_003EA,B25115_004EA,B25115_004MA,B25115_005EA,B25115_005MA,B25115_006MA,B25115_006EA,B25115_007EA,B25115_007MA,B25115_008EA,B25115_008MA,B25115_009MA,B25115_009EA,B25115_010MA,B25115_010EA,B25115_011EA,B25115_011MA,B25115_012EA,B25115_012MA,B25115_013MA,B25115_013EA,B25115_014EA,B25115_014MA,B25115_015MA,B25115_015EA,B25115_016EA,B25115_016MA,B25115_017EA,B25115_017MA,B25115_018MA,B25115_018EA,B25115_019EA,B25115_019MA,B25115_020MA,B25115_020EA,B25115_021MA,B25115_021EA,B25115_022EA,B25115_022MA,B25115_023MA,B25115_023EA,B25115_024MA,B25115_024EA,B25115_025EA,B25115_025MA,B25115_026MA,B25115_026EA,B25115_027EA,B25115_027MA,state
0400000US01,1815152,10938,1272846,12811,931996,11844,739556,10639,252405,6580,487151,7756,192440,7485,48982,4136,20615,2420,28367,2954,143458,5773,56732,3993,86726,3890,340850,8561,542306,10228,295888,9400,129390,7213,68542,4447,60848,4285,166498,6633,30326,3273,15736,2448,14590,2243,136172,5516,97362,4988,38810,2559,246418,8250,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,254610,2804,162785,3878,120175,4338,98653,4332,43084,2929,55569,3006,21522,2063,8770,1377,4408,936,4362,1022,12752,1612,6752,1084,6000,1116,42610,3126,91825,3849,50684,2988,29316,2945,18091,2576,11225,1693,21368,2048,5441,1280,4139,1091,1302,571,15927,1828,12451,1748,3476,902,41141,3008,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2334050,12895,1522938,13309,1097603,10182,894944,10839,303947,8487,590997,8826,202659,6786,64776,4556,30348,3375,34428,3294,137883,5773,61337,3771,76546,4071,425335,9804,811112,13574,450825,11670,239285,7876,137396,6471,101889,5278,211540,8349,58996,4376,35060,3428,23936,2873,152544,7674,112536,6405,40008,3329,360287,9456,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1114902,8104,751568,9191,556712,8891,459612,8769,152997,5122,306615,6584,97100,4422,27956,2468,10956,1564,17000,2057,69144,3657,28670,2606,40474,2936,194856,6431,363334,8761,204649,6960,95334,5165,49671,3765,45663,3168,109315,5537,23664,2721,14041,2149,9623,1694,85651,4502,62431,4069,23220,2864,158685,5693,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12406475,16820,6903175,27402,5220056,25987,4221423,22178,1755653,18497,2465770,16723,998633,17304,325061,9728,116879,5935,208182,6932,673572,12458,228135,8241,445437,9637,1683119,18823,5503300,25377,3287800,26353,1861143,20163,1103330,17715,757813,13763,1426657,19383,411565,10480,220421,7582,191144,7568,1015092,16639,679025,15112,336067,9636,2215500,23640,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1960585,9151,1292792,11248,933524,11081,788417,10088,316408,6802,472009,8399,145107,5541,48332,3563,24758,2525,23574,2380,96775,4577,43689,2732,53086,3574,359268,8444,667793,12023,325361,10102,171207,8196,94900,5855,76307,4523,154154,6313,42186,3861,24414,2808,17772,2426,111968,5329,83085,4442,28883,3044,342432,9588,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1358809,7109,923617,8286,681219,8448,563717,7650,233167,5489,330550,6153,117502,5541,34446,3122,13641,2083,20805,2387,83056,4867,35252,3077,47804,3366,242398,6972,435192,8295,209551,6591,92912,4730,47223,3370,45689,3086,116639,4892,23879,2840,11749,2130,12130,1945,92760,4537,66931,4250,25829,2782,225641,6683,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,328765,4178,239884,4113,172997,4568,141120,4606,50811,2886,90309,3534,31877,2946,8125,1362,3847,1002,4278,983,23752,2640,10619,1544,13133,1834,66887,3804,88881,3899,48236,3062,20455,2466,11337,1963,9118,1479,27781,2253,5999,1277,3610,1047,2389,784,21782,2068,16236,1944,5546,1199,40645,3062,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,252388,3730,107193,3924,53231,3069,38763,2633,14435,1492,24328,2248,14468,1600,3274,984,1053,454,2221,769,11194,1290,3118,721,8076,1068,53962,3319,145195,4932,48288,3073,18512,2154,6297,1343,12215,1798,29776,2681,5466,1331,2529,873,2937,932,24310,2035,14631,1720,9679,1401,96907,4778,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7035068,25739,4794130,25332,3341445,24249,2692783,23378,823472,14092,1869311,18705,648662,11557,174265,7266,65126,4234,109139,6048,474397,9210,189154,6838,285243,7749,1452685,19648,2240938,20709,1215485,17068,615101,10987,317586,9425,297515,8734,600384,13588,139040,7287,75318,5287,63722,3925,461344,11989,319570,10377,141774,7012,1025453,13411,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
