GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001MA,B17002_001EA,B17002_002EA,B17002_002MA,B17002_003MA,B17002_003EA,B17002_004MA,B17002_004EA,B17002_005EA,B17002_005MA,B17002_006MA,B17002_006EA,B17002_007MA,B17002_007EA,B17002_008MA,B17002_008EA,B17002_009EA,B17002_009MA,B17002_010EA,B17002_010MA,B17002_011MA,B17002_011EA,B17002_012MA,B17002_012EA,B17002_013EA,B17002_013MA,state
0400000US01,4666970,2567,380317,15567,240290,16454,267683,13346,269227,14269,263338,13701,223047,13924,108198,10309,130847,10622,815718,25574,615773,17265,440575,19393,911957,18123,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,696822,1573,28642,3910,17572,2613,23065,4000,28844,3896,29751,4381,26371,3903,14147,3148,15785,3205,110307,8246,103018,7484,81255,7948,218065,9177,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6272686,3673,518499,23574,267648,16260,308102,18111,382501,19176,351807,19020,319057,19899,129802,11925,161212,12641,1102640,33699,821164,28043,573320,21463,1336934,27686,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2839798,2045,221777,10162,146298,12500,166823,11260,173406,12017,180403,11354,173905,12753,63434,6188,78272,7040,538505,19409,361717,13070,256425,11360,478833,17633,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36593372,8519,2501263,54253,1426919,42681,1854861,39680,1946590,46042,1889854,43847,1850350,46885,745882,27252,953728,31301,5784389,76731,4398763,65259,3326345,48334,9914428,69173,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4934178,2454,297920,13549,165036,11023,196830,14541,220458,14221,208283,15042,210672,15414,101669,9649,109974,10470,802806,18112,671553,19918,531521,21038,1417456,24651,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3466977,2302,164365,12705,89191,8783,96589,8823,105683,8962,112480,10195,118010,8885,48375,6096,66416,7323,474523,18369,460816,17890,398012,18970,1332517,18725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,874321,1107,46917,5378,22643,4742,33867,5926,24643,4332,38774,6780,40481,5030,17225,3564,18665,4354,150451,10399,129473,8926,99778,9012,251404,10255,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,570953,564,60988,6401,27531,4222,20904,4011,18777,3619,22188,4052,20313,4577,7823,2341,9471,2669,63638,7668,63352,6387,49099,4295,206869,7610,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18436788,6230,1356324,36158,751592,27827,939427,26895,983490,32219,978004,29550,997433,31119,431536,24112,495759,22228,3308231,52790,2552693,46936,1762935,37980,3879364,47931,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9446906,4877,770279,24609,435616,21538,483037,20364,510225,24428,493383,21088,509847,19783,211710,13577,253565,13939,1611525,34210,1238936,31505,860555,26708,2068228,28922,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326373,1510,74002,7919,31117,4930,37066,5998,42496,6345,43668,5769,47795,6763,21666,4314,27971,5857,218123,13917,209743,11237,180421,11691,392305,14309,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1541860,1275,97868,8805,56263,6068,88141,7617,91039,7830,98489,9840,90295,7387,36572,4759,47936,6518,314033,14535,226831,10057,142079,9459,252314,11527,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12543457,3191,764391,24556,471154,20554,496166,19584,534043,22231,571758,24100,556349,19505,245733,15054,312898,17907,2079734,34591,1721609,33971,1364670,28883,3424952,39640,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6294417,3609,439555,19202,237441,14420,285779,14125,297939,13864,332221,15094,334888,17419,139946,9974,182349,11059,1176088,33557,964355,27392,671530,20684,1232326,23118,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2950251,2192,157108,9028,100999,7228,112400,7974,128967,7130,125854,8548,135799,8287,63873,6749,81565,6142,558254,17204,492636,15861,343802,11775,648994,14234,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2775355,2167,163768,9929,102364,8615,111398,9885,142841,11114,130510,10030,131134,10869,51882,5924,75148,6937,484523,14652,429591,14472,314118,13089,638078,16817,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4215643,2986,346810,16179,213922,11793,239494,12863,238622,12846,227821,12681,219414,12185,93396,8217,126244,9241,749462,23174,576593,20139,406674,15899,777191,19348,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4413890,3449,355972,15454,232565,13773,236607,12944,241103,13866,238605,14709,229767,13958,97704,10042,123373,10120,721525,24793,590938,20271,433695,19273,912036,24599,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293012,1146,60853,5840,48444,4789,57945,5424,63875,6679,63349,5369,66684,6032,27329,3151,38161,4661,235632,12526,194955,8237,156108,9181,279677,9973,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5643821,3530,275335,14285,130065,10458,151740,10806,164106,11859,177152,14520,187156,13318,90579,9673,116209,11270,791154,23199,710248,21429,648321,20886,2201756,26846,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6333611,2630,333283,15969,174070,12020,217790,13714,224555,14641,210169,11559,202667,12944,95847,8293,116732,10524,845259,26584,831846,25151,746172,21255,2335221,28577,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9656449,3934,733180,18698,429100,20066,455977,18792,453066,17436,464752,16902,454982,17256,200012,11179,253885,14061,1713704,30123,1396983,27295,1008702,26150,2092106,24887,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5189200,2281,260981,13132,148527,10534,190008,10192,207059,9886,204887,11137,205963,10482,88226,6960,119354,7700,851545,18345,795667,20950,634265,15932,1482718,22397,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2875594,2515,278168,13455,177726,12315,187989,12500,186110,12269,180024,12162,156455,11377,62839,6425,86981,9450,518250,18907,358275,15247,247584,12553,435193,12825,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
