GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003MA,B09010_003EA,B09010_004MA,B09010_004EA,B09010_005EA,B09010_005MA,B09010_006MA,B09010_006EA,B09010_007MA,B09010_007EA,B09010_008EA,B09010_008MA,B09010_009MA,B09010_009EA,B09010_010EA,B09010_010MA,B09010_011MA,B09010_011EA,B09010_012MA,B09010_012EA,B09010_013MA,B09010_013EA,state
0400000US01,1133299,2219,373813,13286,371268,13144,117205,8218,26686,4307,227377,10353,2545,1193,759486,13191,753957,13099,572548,12796,49000,4356,132409,8274,5529,1582,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,187619,678,42291,3684,42011,3677,18312,2709,4417,1376,19282,2919,280,295,145328,3706,144065,3724,111675,4636,11809,2337,20581,2958,1263,647,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1627948,2106,496061,16507,491231,16551,230315,13955,53756,7779,207160,12356,4830,1790,1131887,16825,1124762,16804,811869,18261,97452,9781,215441,13261,7125,2553,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,708436,2354,234083,9442,231027,9253,86979,7304,18550,3814,125498,7416,3056,1480,474353,9939,472168,9845,353736,8843,31311,3605,87121,7132,2185,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9278568,4417,2214524,36785,2200768,36558,1027218,28967,237919,14014,935631,29375,13756,2995,7064044,36765,7027600,36934,5259331,41691,549818,16777,1218451,24518,36444,4867,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1225751,2015,228493,11475,225925,11649,98861,9295,22908,3594,104156,7785,2568,1447,997258,11623,993512,11417,760764,12573,72058,6363,160690,9295,3746,1076,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,812691,1549,157151,8742,156723,8745,47021,6609,14278,3271,95424,7434,428,366,655540,8966,652668,8887,507217,9514,33723,3890,111728,7441,2872,1099,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,205907,636,57950,5543,57117,5918,21295,4224,5741,2066,30081,4286,833,1018,147957,5527,146735,5522,110433,4952,10072,2589,26230,3919,1222,785,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,100923,453,39033,4225,39033,4225,4404,1861,2678,1555,31951,3848,0,292,61890,4257,61517,4086,36957,3430,5683,1824,18877,3749,373,519,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3987311,5124,1123756,24341,1112363,23771,429490,16906,107666,10274,575207,19362,11393,3172,2863555,23675,2842583,23513,2020758,27343,201707,11080,620118,18506,20972,3427,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2490343,3847,732472,21615,727429,21747,268456,13791,56516,7397,402457,15511,5043,1940,1757871,21123,1744331,20759,1295772,20754,110905,8981,337654,13926,13540,2680,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,302447,995,67035,6128,66704,6184,30872,4403,6373,2191,29459,5045,331,341,235412,5971,232967,5966,182513,6498,14063,2546,36391,4647,2445,1103,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,428042,1378,109986,6980,109062,6974,56922,5787,8883,2197,43257,5159,924,554,318056,7003,316210,6904,262266,7647,17745,3013,36199,4548,1846,913,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3120916,2677,785414,18097,779144,17944,289368,14302,70944,7190,418832,15215,6270,1554,2335502,18092,2325360,18055,1824300,20606,143032,9721,358028,11874,10142,2012,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1601663,2728,420923,13512,413983,13412,161893,9832,37261,5139,214829,11316,6940,2265,1180740,13199,1170579,13256,887338,15245,81395,5401,201846,11013,10161,2135,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,721443,2153,171517,9027,169791,9057,71557,6167,14399,2539,83835,6633,1726,867,549926,8896,545061,8920,443420,9795,34385,3918,67256,5396,4865,1360,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,725010,2507,146637,9378,145278,9389,58954,6059,14631,3071,71693,7325,1359,884,578373,9349,574620,9577,446128,10539,39072,4909,89420,6417,3753,1178,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1017472,3224,330502,12146,325165,12002,132295,8402,29489,4410,163381,10029,5337,1895,686970,11222,682551,11321,531983,11525,45568,4853,105000,7575,4419,1744,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112922,4824,387257,14033,384046,14434,104309,8822,32164,5377,247573,11510,3211,1970,725665,13496,721115,13290,520818,11845,45248,5269,155049,10265,4550,1419,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,272450,1330,90625,5136,89787,5052,37669,3816,9371,1733,42747,5334,838,484,181825,5228,180906,5238,141259,5248,13636,2058,26011,3085,919,480,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1347951,2034,273958,13025,270310,12908,84146,9331,26642,5369,159522,9995,3648,2097,1073993,12851,1067570,13039,795639,14934,70548,6548,201383,11487,6423,2440,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1411797,1646,310939,11254,308912,11145,101511,8874,24573,4041,182828,10162,2027,1036,1100858,11146,1095863,11483,870029,13206,55645,5616,170189,9491,4995,1555,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2328416,2327,772192,15666,760559,15614,307273,13216,63832,6522,389454,11877,11633,3082,1556224,15197,1547461,15440,1224988,16583,99853,7288,222620,9846,8763,1614,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1280518,2253,228966,9627,226139,9867,90065,7043,22708,3628,113366,7452,2827,1152,1051552,9890,1044414,9890,833517,11799,67040,5336,143857,6375,7138,1903,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,751766,2037,286775,10772,284534,10748,87675,9183,21873,3942,174986,8421,2241,1021,464991,10473,463460,10398,332155,9739,28511,4219,102794,6379,1531,757,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1413164,3813,406314,13543,399568,13223,157924,10921,37105,4950,204539,10295,6746,2060,1006850,13703,1000528,13784,780715,13920,66515,6383,153298,9156,6322,1953,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,220400,1329,48087,4099,47724,4086,20633,3032,4521,1301,22570,3569,363,296,172313,4262,170749,4353,135656,5138,11954,1842,23139,3963,1564,864,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,458109,2121,99710,7006,97449,6916,37482,5580,9774,2418,50193,4801,2261,1298,358399,7054,355744,7056,287978,7121,24452,4120,43314,3806,2655,1028,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,663628,1101,151903,9832,151233,9782,65019,8040,18942,4061,67272,7300,670,733,511725,9538,507452,9556,362926,10799,51553,5268,92973,7620,4273,1396,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
