GEO_ID,B09010_001E,B09010_001M,B09010_002E,B09010_002M,B09010_003E,B09010_003M,B09010_004E,B09010_004M,B09010_005E,B09010_005M,B09010_006E,B09010_006M,B09010_007E,B09010_007M,B09010_008E,B09010_008M,B09010_009E,B09010_009M,B09010_010E,B09010_010M,B09010_011E,B09010_011M,B09010_012E,B09010_012M,B09010_013E,B09010_013M,NAME,B09010_001MA,B09010_001EA,B09010_002EA,B09010_002MA,B09010_003MA,B09010_003EA,B09010_004MA,B09010_004EA,B09010_005EA,B09010_005MA,B09010_006MA,B09010_006EA,B09010_007MA,B09010_007EA,B09010_008EA,B09010_008MA,B09010_009MA,B09010_009EA,B09010_010EA,B09010_010MA,B09010_011MA,B09010_011EA,B09010_012MA,B09010_012EA,B09010_013MA,B09010_013EA,state
0400000US33,285445,1069,46229,4498,45755,4541,20111,3427,5063,1753,20581,3263,474,380,239216,4426,236895,4383,187407,5404,17310,3304,32178,4346,2321,894,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2056391,2499,319855,13478,319040,13454,116781,10695,28204,4347,174055,9851,815,596,1736536,13047,1726025,13342,1343788,13826,101849,7168,280388,12022,10511,2368,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,517658,1752,167995,9327,167449,9282,69363,7599,20053,4156,78033,7647,546,578,349663,9068,346415,9296,236405,9445,39217,4786,70793,6109,3248,1439,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4286055,4848,1122878,22381,1115846,22541,411364,12202,92240,7695,612242,17766,7032,2230,3163177,23169,3148321,22740,2377489,25043,204386,10590,566446,17750,14856,3094,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2279109,3417,648238,17867,641047,18259,224771,13986,56178,5744,360098,15885,7191,2148,1630871,17702,1620408,17476,1228831,19353,106006,7997,285571,12044,10463,2311,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,149962,1021,28916,2580,28726,2580,11722,1907,2645,850,14359,2331,190,214,121046,2741,120182,2771,99709,3200,5767,1437,14706,2176,864,500,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2713210,3252,787880,16768,780000,16953,271980,12703,68009,7255,440011,16026,7880,2180,1925330,17224,1913123,17351,1484134,18419,122603,7209,306386,12098,12207,2655,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,928792,2171,278828,10069,277596,10072,113103,7307,25176,3460,139317,8733,1232,639,649964,10230,645482,10119,498788,10403,43393,4205,103301,6285,4482,1535,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,864909,1558,289074,11270,285487,11452,130347,7685,33499,5633,121641,8726,3587,1358,575835,11200,571805,11385,459420,11866,33981,3752,78404,8661,4030,1623,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2774559,2789,720395,16594,712740,16358,247250,10327,64982,6456,400508,13082,7655,2212,2054164,16749,2041669,16311,1594050,15179,126181,8262,321438,12274,12495,2485,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,223376,800,61543,4657,61294,4654,21610,4671,4668,1425,35016,3806,249,400,161833,4719,161196,4689,122312,4706,9547,1991,29337,3587,637,483,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1077886,1776,352852,13265,349472,12917,111185,7602,25945,4969,212342,11139,3380,1494,725034,13377,720695,13496,532208,13316,44586,5644,143901,9177,4339,1823,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,200594,1436,48146,4437,47330,4408,19300,3115,4413,1481,23617,3458,816,712,152448,4217,151526,4137,122224,4469,9385,2096,19917,2587,922,490,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1492060,2961,520819,15355,516181,15373,208711,9692,47670,6123,259800,12260,4638,1805,971241,15046,962925,14805,732864,14775,56183,5620,173878,9642,8316,2179,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6873252,4082,2056602,31302,2040572,30989,912568,24326,159276,13184,968728,27466,16030,3740,4816650,31214,4792847,31634,3609062,35704,313154,13729,870631,26730,23803,4470,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,870114,1080,153604,8112,152545,8084,92181,7326,11226,2751,49138,5910,1059,677,716510,8067,714327,8054,617627,9213,28924,4269,67776,6353,2183,1019,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,129255,1103,33057,3169,32148,3210,13657,2227,2622,988,15869,2864,909,845,96198,3222,95166,3198,76091,3421,7756,1484,11319,1696,1032,477,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1849027,3664,358754,13253,356200,13190,124774,9073,31639,4744,199787,8731,2554,1070,1490273,12976,1483156,12816,1145903,16433,90123,8178,247130,13172,7117,1668,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1582616,2190,434386,13777,429346,13769,213187,13084,44298,5438,171861,10768,5040,1388,1148230,13783,1139785,13815,908142,14261,72424,5980,159219,10032,8445,1831,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,384385,2646,132726,7233,130574,7279,61160,5228,12974,2620,56440,5657,2152,918,251659,7187,248514,7560,200614,7001,15996,2813,31904,3187,3145,1256,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1332009,2764,340735,11305,335979,11170,129885,8480,34649,4562,171445,9536,4756,1398,991274,10775,982796,10666,781747,11553,66067,5706,134982,7556,8478,1672,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,136193,1440,22139,4036,22090,4013,10622,2892,1476,903,9992,2546,49,77,114054,3900,113555,3887,92018,4172,6838,2033,14699,2564,499,382,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,897137,528,441045,9273,439021,9229,137204,8177,47931,5157,253886,9366,2024,1007,456092,9186,454629,9338,288957,9860,37398,4608,128274,7064,1463,724,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
