GEO_ID,B25015_001E,B25015_001M,B25015_002E,B25015_002M,B25015_003E,B25015_003M,B25015_004E,B25015_004M,B25015_005E,B25015_005M,B25015_006E,B25015_006M,B25015_007E,B25015_007M,B25015_008E,B25015_008M,B25015_009E,B25015_009M,B25015_010E,B25015_010M,B25015_011E,B25015_011M,B25015_012E,B25015_012M,B25015_013E,B25015_013M,B25015_014E,B25015_014M,B25015_015E,B25015_015M,B25015_016E,B25015_016M,B25015_017E,B25015_017M,B25015_018E,B25015_018M,B25015_019E,B25015_019M,B25015_020E,B25015_020M,B25015_021E,B25015_021M,B25015_022E,B25015_022M,B25015_023E,B25015_023M,B25015_024E,B25015_024M,B25015_025E,B25015_025M,B25015_026E,B25015_026M,B25015_027E,B25015_027M,NAME,B25015_001EA,B25015_001MA,B25015_002MA,B25015_002EA,B25015_003MA,B25015_003EA,B25015_004MA,B25015_004EA,B25015_005EA,B25015_005MA,B25015_006EA,B25015_006MA,B25015_007EA,B25015_007MA,B25015_008EA,B25015_008MA,B25015_009MA,B25015_009EA,B25015_010MA,B25015_010EA,B25015_011MA,B25015_011EA,B25015_012EA,B25015_012MA,B25015_013EA,B25015_013MA,B25015_014MA,B25015_014EA,B25015_015MA,B25015_015EA,B25015_016EA,B25015_016MA,B25015_017MA,B25015_017EA,B25015_018EA,B25015_018MA,B25015_019EA,B25015_019MA,B25015_020MA,B25015_020EA,B25015_021EA,B25015_021MA,B25015_022MA,B25015_022EA,B25015_023EA,B25015_023MA,B25015_024EA,B25015_024MA,B25015_025MA,B25015_025EA,B25015_026MA,B25015_026EA,B25015_027EA,B25015_027MA,state
0400000US13,3482420,15694,2304165,17073,269366,7032,262731,7102,5358,1390,1277,572,1521489,13650,1499900,13370,16957,1906,4632,1163,513310,6393,511124,6368,1428,692,758,449,1178255,14458,457196,9720,425014,8958,23227,3127,8955,1595,604716,12179,574268,11824,23176,2534,7272,1414,116343,5189,115064,5320,453,331,826,591,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445812,4223,258533,5422,16926,2045,15199,1920,1370,568,357,275,160290,5063,147713,5052,8910,1387,3667,884,81317,2812,78580,2844,1752,681,985,526,187279,5414,60598,3347,53559,3394,4332,1210,2707,940,99149,3950,86465,3456,7240,1580,5444,1161,27532,2321,26309,2139,662,446,561,472,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,576709,5739,401532,6302,59714,3271,57214,3302,2085,924,415,256,240499,4860,234662,5035,5223,1181,614,319,101319,2563,101137,2572,154,139,28,55,175177,5242,76403,4383,70722,4367,4214,1156,1467,839,78803,4056,75180,4130,2797,662,826,488,19971,2059,19434,2006,240,229,297,456,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4752857,13579,3219338,16289,372578,8864,362146,8717,8844,1341,1588,628,2046894,14625,2013928,14228,26774,2733,6192,1343,799866,7791,796208,7851,2865,678,793,434,1533519,13202,582605,9994,546157,10227,26389,2840,10059,2194,744357,10519,703324,10347,29164,3117,11869,2062,206557,6244,204267,6163,1292,531,998,524,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2470905,11185,1736751,11947,218187,6344,213843,6494,3301,874,1043,491,1082624,9426,1068927,9410,12461,1822,1236,535,435940,5700,434845,5753,704,406,391,256,734154,9897,293574,6629,278550,6665,10490,2055,4534,1166,342990,7827,331368,7549,8398,1399,3224,1150,97590,3758,97220,3786,314,254,56,93,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1223439,6610,885284,8254,123900,4619,121189,4595,2492,699,219,164,530681,5877,525335,5916,4531,970,815,396,230703,3306,230354,3310,195,197,154,175,338155,6728,143599,5098,138628,5084,3726,1024,1245,533,138932,5160,135844,5120,2018,686,1070,601,55624,3140,55402,3115,179,174,43,71,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1101658,6952,749907,8746,99752,4159,97742,4096,1506,468,504,304,461609,5802,455758,5898,5289,1171,562,338,188546,3554,188128,3583,379,280,39,69,351751,6919,154216,4803,147296,4722,3712,1054,3208,1054,148422,5211,143084,5088,4138,1143,1200,601,49113,2487,49043,2484,0,248,70,93,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1684348,9801,1156292,12036,139894,5713,137367,5560,2271,790,256,233,712805,9055,704118,9055,7149,1586,1538,592,303593,4700,303068,4622,286,220,239,214,528056,11015,200766,5566,190006,5503,8087,1565,2673,936,265881,8635,257831,8405,5798,1340,2252,865,61409,3467,60909,3433,364,255,136,113,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1689822,9615,1141504,11499,137706,5819,132732,5715,4287,982,687,440,705433,8857,689949,9024,12998,2067,2486,832,298365,4617,296663,4587,1535,563,167,148,548318,11587,227002,7646,210069,7664,12599,1845,4334,1216,263684,8262,249553,8210,9753,1772,4378,1131,57632,3550,56736,3555,297,235,599,468,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545417,5576,396395,5449,37107,2542,36542,2583,512,383,53,75,256115,4439,254014,4390,1529,615,572,333,103173,2387,102833,2385,123,115,217,230,149022,5676,48277,3188,45754,3156,1927,834,596,466,73187,4206,71242,4103,1048,487,897,466,27558,2192,27464,2185,43,73,51,61,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2127439,8728,1426267,12068,143316,4626,140916,4692,2106,938,294,289,947746,10329,937412,10122,8882,1610,1452,642,335205,4855,333900,4949,1063,528,242,304,701172,11745,247256,5835,234804,5805,9123,1724,3329,941,357210,10914,343340,10980,10179,1974,3691,1121,96706,4532,96211,4503,119,150,376,273,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2520419,10488,1568382,10691,131313,4584,129298,4477,1428,520,587,440,1040206,8907,1031292,8830,6736,1307,2178,790,396863,5397,396225,5406,355,235,283,247,952037,10587,322463,7903,311227,7804,6880,1212,4356,1092,465826,8725,451307,8902,10923,1884,3596,997,163748,5467,162341,5603,746,555,661,454,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3806621,12287,2769474,14635,303068,7025,297161,6965,5156,1118,751,362,1744218,11946,1723495,11910,18454,1979,2269,573,722188,6986,720375,6958,1259,418,554,324,1037147,11792,376004,7646,362145,7217,9751,1548,4108,1093,509069,9168,492329,9377,12049,1882,4691,1298,152074,4918,151060,4826,150,147,864,599,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2091548,8178,1527328,10448,215931,5122,212850,5175,2674,750,407,248,971802,6760,959770,6749,9397,1237,2635,758,339595,4822,339000,4812,407,219,188,143,564220,7849,234424,6323,222933,6156,8488,1608,3003,976,233568,6332,222617,6526,7860,1434,3091,867,96228,3693,95757,3649,235,188,236,251,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1079999,8323,753374,9176,86895,4128,83341,4110,2871,1018,683,357,461625,7146,451252,6888,7414,1705,2959,1134,204854,3523,203198,3400,1060,571,596,316,326625,7460,127178,4635,116495,4579,9393,2064,1290,603,161131,5488,152621,5184,6355,1329,2155,805,38316,2797,37545,2807,349,251,422,388,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2350628,10288,1621371,13182,204886,6464,201205,6468,3167,760,514,348,990440,9198,977624,9246,10291,1778,2525,935,426045,5426,424823,5446,1094,491,128,135,729257,11761,286978,7740,275550,7594,8542,1757,2886,925,335795,8249,325091,7920,7385,1452,3319,989,106484,4870,105899,4804,188,168,397,419,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,402747,4175,280633,4455,32485,2293,31101,2174,1236,670,148,149,170042,3436,167600,3378,2217,705,225,175,78106,2395,77999,2403,76,109,31,60,122114,4642,46496,2976,44524,2975,1399,622,573,461,56334,3700,54093,3475,1066,470,1175,708,19284,1466,19228,1471,24,42,32,39,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,719304,4689,484649,6026,67491,3299,65941,3246,1331,587,219,202,293305,4540,290126,4554,2611,739,568,430,123853,2553,123731,2541,107,86,15,26,234655,5829,100705,4315,95916,4479,4198,1181,591,340,100252,4425,96248,4451,2836,943,1168,541,33698,2376,33441,2349,190,246,67,114,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,989811,6963,565869,9281,68741,4304,66276,4118,2003,717,462,308,350056,7628,341706,7268,6510,1347,1840,728,147072,3953,146427,3849,474,314,171,174,423942,8805,148285,5700,133864,5133,10902,1912,3519,900,227297,7130,211704,7054,9333,2042,6260,1502,48360,3360,47582,3274,452,317,326,366,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,515431,4523,369448,5293,31899,2514,31509,2508,390,304,0,257,251261,4814,249407,4745,1442,677,412,325,86288,2101,86018,2104,49,82,221,209,145983,5144,47912,3545,45467,3530,1332,570,1113,729,73807,4095,71907,4033,1260,558,640,426,24264,1858,24264,1858,0,257,0,257,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3172421,11815,2106728,14618,175430,6758,171622,6680,2291,576,1517,773,1384662,11308,1361658,11370,15203,1821,7801,1586,546636,6563,544707,6525,1316,529,613,425,1065693,11891,305630,7544,276083,7073,14266,1972,15281,2131,590459,10416,534120,10023,26430,2810,29909,2945,169604,4993,166924,4781,560,334,2120,857,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,765183,5603,519864,7374,54612,2834,51976,2777,2102,648,534,318,322873,6061,312448,5946,8402,1683,2023,711,142379,4246,141107,4203,647,331,625,306,245319,7043,96173,4775,88717,4562,5008,1386,2448,927,119965,5457,114436,5293,3576,1119,1953,694,29181,2730,29023,2699,49,66,109,134,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7196427,16507,3904123,16568,333893,7878,322937,7669,8733,1606,2223,788,2534074,14778,2479320,14696,41632,3005,13122,2116,1036156,10440,1031132,10333,3019,809,2005,693,3292304,17577,986338,12357,890849,12773,57301,4020,38188,3681,1737795,17631,1558994,15931,118094,6045,60707,4301,568171,8788,553585,8553,6656,1332,7930,1466,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3670859,14413,2465551,18417,268386,6544,260658,6260,6488,1677,1240,656,1555986,13413,1533311,13734,16682,2170,5993,1571,641179,7761,639700,7793,1223,442,256,201,1205308,14092,475434,8963,447235,8916,21548,2935,6651,1735,589144,10942,564955,10964,18402,2272,5787,1506,140730,5394,139753,5378,480,342,497,318,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,280412,3191,187673,3460,26393,2021,26029,2028,268,221,96,109,115142,2301,114656,2308,404,247,82,81,46138,1489,46138,1489,0,211,0,211,92739,3625,44268,2369,43143,2337,757,341,368,269,32646,2686,31675,2669,767,248,204,131,15825,1368,15788,1357,0,211,37,63,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4525066,15956,3095197,18587,340643,7775,335739,7797,4340,921,564,359,1930295,13270,1914832,13367,13536,1934,1927,506,824259,7900,823027,7869,796,380,436,311,1429869,17019,519237,11772,500717,12014,13765,2163,4755,1250,698682,11215,680195,11194,13831,1971,4656,1275,211950,6116,210930,6081,495,296,525,284,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1432959,7544,971378,9238,131811,5034,126765,5087,4201,982,845,346,573491,7187,562234,6885,9686,1302,1571,530,266076,4061,265095,4060,657,247,324,191,461581,7782,188179,6138,178421,6159,7057,1348,2701,877,217492,6519,209104,6589,6717,1349,1671,510,55910,3074,55620,3087,101,130,189,187,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1507137,8164,942674,8824,95053,4505,90807,4265,3588,1016,658,454,586537,7300,575247,7275,9034,1641,2256,783,261084,4745,260597,4802,272,193,215,164,564463,10492,223449,6896,210055,6473,9479,1936,3915,1214,265288,8514,253097,8484,8823,1840,3368,1001,75726,3590,75253,3662,242,212,231,293,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4936030,14212,3461678,15683,338933,7883,334977,7672,3331,779,625,353,2173395,11803,2155634,12020,14003,2143,3758,785,949350,6707,948096,6819,1124,523,130,127,1474352,16039,507534,10399,492815,10331,9583,1635,5136,1340,686368,10504,670507,10117,10746,1670,5115,1122,280450,6194,277452,6180,694,289,2304,1005,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,402295,4265,244516,5053,20963,1926,20006,1914,957,564,0,291,161353,3800,159422,3943,1658,633,273,224,62200,2119,62104,2118,96,113,0,291,157779,5612,46942,2982,45063,3140,1297,655,582,559,80026,4332,77563,4259,1893,774,570,426,30811,2190,30811,2190,0,291,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1761393,10691,1210160,11085,131346,6027,128688,5993,2166,740,492,403,739972,9450,731018,9810,6450,1308,2504,951,338842,5262,337500,5394,848,556,494,379,551233,10628,208188,6681,193656,6703,8640,1462,5892,1372,279619,8774,268526,8678,7582,1806,3511,1305,63426,4027,62793,3923,221,224,412,367,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,318955,3470,216821,3676,30448,2263,30053,2231,388,242,7,20,131807,2889,129423,2868,1603,570,781,456,54566,1733,54433,1732,133,182,0,223,102134,3829,39045,2796,37215,2777,1152,607,678,368,42542,2907,40710,2908,1274,562,558,444,20547,1690,20454,1692,0,223,93,85,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2440663,12796,1662768,15433,189533,6765,186010,6549,2864,1067,659,377,1031299,11356,1018652,11247,9504,1422,3143,930,441936,6522,440194,6532,1172,480,570,404,777895,11156,289869,7747,273300,7757,12510,1946,4059,1224,391746,9439,377632,9558,11036,1743,3078,988,96280,4220,95814,4187,145,136,321,300,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8738664,20291,5555903,27420,695791,11149,653115,10806,33086,3360,9590,1529,3590912,20530,3451439,21298,106438,4986,33035,3112,1269200,9880,1257260,9946,8090,1436,3850,913,3182761,25433,1346849,16041,1220637,14867,85441,5851,40771,4011,1534918,20312,1405142,19445,97669,5052,32107,3728,300994,7824,297246,7854,2147,816,1601,535,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,880025,4985,615142,6267,116331,4190,112197,3969,3653,874,481,286,367721,4412,357425,4798,9008,1474,1288,582,131090,2817,130776,2839,116,124,198,171,264883,6277,136620,4579,123325,4356,11304,1872,1991,664,104256,4864,96459,4855,5909,1337,1888,669,24007,2191,23627,2222,254,287,126,160,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
