GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001MA,B17020A_001EA,B17020A_002MA,B17020A_002EA,B17020A_003MA,B17020A_003EA,B17020A_004EA,B17020A_004MA,B17020A_005EA,B17020A_005MA,B17020A_006MA,B17020A_006EA,B17020A_007EA,B17020A_007MA,B17020A_008MA,B17020A_008EA,B17020A_009EA,B17020A_009MA,B17020A_010EA,B17020A_010MA,B17020A_011MA,B17020A_011EA,B17020A_012EA,B17020A_012MA,B17020A_013EA,B17020A_013MA,B17020A_014MA,B17020A_014EA,B17020A_015EA,B17020A_015MA,B17020A_016EA,B17020A_016MA,B17020A_017EA,B17020A_017MA,state
0400000US01,3259636,8234,451050,17906,37919,4053,7838,1538,45544,4661,40835,4351,278044,10373,20638,2423,20232,2132,2808586,18612,146761,4462,28623,2390,193373,5706,205847,4972,1758797,12079,275122,2699,200063,2242,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,471648,2756,32157,4253,4022,1324,356,258,2455,934,1928,731,21342,2671,1370,920,684,396,439491,5541,25675,1604,5885,1290,29696,1886,35021,2418,305476,3380,24943,1170,12795,783,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4995980,24595,773330,27539,81308,6701,15420,2712,86691,6553,81297,6318,456704,14784,27994,3234,23916,2896,4222650,32795,242213,7186,50260,4382,304603,9271,313858,8289,2566170,19031,421309,3479,324237,3540,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2229836,7460,338668,13786,32121,3117,7637,1431,37955,3638,29658,3703,199097,8422,14805,2106,17395,1833,1891168,14621,101820,3368,22405,2648,132128,4498,137139,4828,1168547,8614,191976,2154,137153,2397,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22881667,67621,3198975,52083,303289,10276,62949,3793,344446,13676,342370,12409,1896820,31123,122138,5083,126963,6495,19682692,75367,1099075,11520,226848,8545,1389384,17195,1511475,18166,12612928,49621,1514746,8296,1328236,9139,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4123278,16864,479526,19771,47049,3740,7656,1446,44219,4606,35467,4038,308382,12208,18606,2473,18147,1780,3643752,21311,213318,4066,44958,3094,280116,7892,266014,7161,2383461,12956,262660,2725,193225,2216,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2721763,10885,196593,11747,16051,2327,1676,721,14214,2307,15019,2223,124697,7434,11423,1838,13513,1858,2525170,15425,118666,3099,26607,2572,183790,4835,200996,4764,1582442,10510,212141,2020,200528,2391,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,621871,4998,56268,6056,6418,1670,1069,473,4793,1347,3193,881,33601,3542,4166,1228,3028,634,565603,6738,25847,1545,5236,1204,35968,2308,41281,2350,358563,4361,55348,1263,43360,840,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,224091,4390,20769,2823,658,587,274,314,649,698,0,292,18123,2442,413,262,652,453,203322,4268,9637,711,1609,516,6773,1056,4994,770,158741,3207,12669,507,8899,554,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14156654,33831,1937858,31775,147724,8132,27399,3397,163673,9529,153891,7817,1195336,20631,125491,6320,124344,6443,12218796,39230,548743,8719,121872,6428,711157,10293,798763,12065,7422298,25064,1384785,7048,1231178,6975,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5764848,18600,721138,22788,69215,5142,14362,2047,70553,5341,61036,5459,450914,15527,27881,2870,27177,2570,5043710,26456,286785,5833,61024,4735,380193,7258,383739,7394,3218852,18194,423552,3187,289565,3288,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,322283,4249,38197,3850,1715,1090,51,87,1713,818,1704,723,29674,3414,1499,549,1841,658,284086,5641,12436,1584,1816,654,13500,1591,11814,1399,198978,4262,27408,823,18134,918,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1423647,5791,208016,11217,24259,2957,3928,908,19319,2615,16623,2369,129378,7104,6395,1423,8114,1658,1215631,11163,82389,2997,18037,2091,108037,3569,106415,3614,728249,7349,99875,1511,72629,1712,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9112534,28327,900057,23927,81398,6049,16224,2082,85698,6431,75976,5304,553263,12678,37918,2597,49580,3444,8212477,31208,448297,7191,91387,4853,582921,9034,639554,8631,5249903,18567,644774,3361,555641,4621,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5369465,9092,705834,21269,71097,4667,15158,2222,74350,5284,64688,4750,433164,13308,22744,2275,24633,2198,4663631,21335,261592,4131,57437,3275,349385,7346,364659,6221,2930470,13436,389607,2705,310481,3463,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2705869,6889,295017,11228,25623,2337,4987,913,25813,2434,24404,2839,186632,7225,11208,1497,16350,1599,2410852,13033,140884,2660,30433,1870,174678,4636,189764,4077,1482966,8639,204993,1688,187134,1758,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2371518,7396,273853,14024,27968,3308,5384,1249,28296,3386,22798,2788,166897,8301,10403,1508,12107,1359,2097665,15851,127546,3601,26416,2371,162595,5215,169775,4302,1299136,9322,164257,1898,147940,1876,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3736250,8152,645423,18300,63627,4199,12157,1757,64628,5060,55744,4043,393581,10561,28932,3019,26754,2432,3090827,19175,162196,4150,31266,2313,220134,6022,232616,6225,1977370,11806,273435,3010,193810,2510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2792226,6240,326626,11724,29687,3086,4748,1178,26496,3508,23675,2884,207287,8122,17823,1934,16910,2025,2465600,12024,136169,3172,30634,2785,175068,5045,179658,5329,1572339,8954,209896,2214,161836,2566,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1234182,1596,150349,7279,13013,2049,2077,751,13217,2195,11940,1679,91239,4418,10321,1538,8542,1275,1083833,7361,47457,2101,11970,1340,68037,2886,78029,2838,696248,4479,99906,1466,82186,1360,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3336045,12449,226808,12540,16514,2917,3095,1081,17786,2457,14066,2328,143025,8309,13672,1569,18650,2394,3109237,17277,164881,3612,35809,3217,218010,5020,228605,4666,1993176,11076,253156,2106,215600,3480,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5147976,14065,461150,17776,31636,3991,6832,1523,35621,4008,35934,4066,291966,10939,24311,2930,34850,3039,4686826,18870,228173,4240,49426,3182,320270,5855,352709,5993,3007870,12735,382956,2709,345422,3638,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7682858,11990,1027837,24456,88999,5294,16701,1944,102962,6067,86845,5589,651202,15075,40135,2706,40993,2809,6655021,24234,326491,5497,70536,4167,459900,8430,525678,7366,4191057,14806,587097,3232,494262,3581,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4477966,7562,401047,12126,32217,3121,6520,1574,30799,3068,29846,3250,253925,8156,17254,1458,30486,2511,4076919,13758,234679,3474,47088,2760,294201,5828,319206,5352,2600849,9499,317022,1802,263874,2962,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1719645,5743,240374,15570,24829,3603,3764,983,24134,3514,18546,3467,147615,8846,10103,1440,11383,1476,1479271,16389,78958,3683,17251,2400,104580,4239,110732,5328,913919,9289,146989,1766,106842,2190,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4849443,8533,623291,17863,66812,4354,9058,1408,57723,3971,49265,4190,382033,11473,26229,2603,32171,2523,4226152,17706,222153,4493,49565,3386,299751,6948,333351,6028,2651916,12233,374396,3249,295020,2844,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,867723,2736,116363,8055,11121,1734,2020,684,8820,1762,10544,1772,74447,5407,3083,731,6328,1137,751360,7716,38806,1912,7531,1270,51374,2447,52953,2643,473434,5128,73121,826,54141,1188,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1582108,5508,173705,10485,18698,2379,4174,1187,16793,2300,15283,2278,102647,6138,5076,891,11034,1178,1408403,10332,87491,2861,16378,1750,106273,3541,113051,3179,874648,6138,110992,1152,99570,2193,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1945803,12995,255313,14657,27211,3090,6343,1567,28998,3722,21851,3129,151758,8942,10599,1763,8553,1608,1690490,18809,93738,3931,19339,2244,119889,5387,122329,5358,1086729,12114,151934,1916,96532,1933,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1200387,3605,93865,7534,8476,1769,1151,609,7266,1789,6689,1585,59906,4795,4105,816,6272,1514,1106522,8116,52104,1837,11571,1709,78846,3822,89314,3678,715849,5286,90604,1074,68234,1677,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6004158,20424,442249,17897,40016,4326,6902,1168,41363,3404,39541,4170,256942,11110,24074,2939,33411,3387,5561909,23419,285426,4707,65870,3681,392193,7189,435558,7392,3488801,15735,456523,3951,437538,4353,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1488318,12284,265612,15321,28476,3525,6056,1455,32730,3813,26092,3377,148120,8853,11825,1702,12313,2303,1222706,17943,65216,3355,12778,1975,86853,4198,88810,4992,764325,10843,117578,1965,87146,2725,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12445883,26686,1355403,32360,116213,6773,21774,2461,124945,6404,117547,7712,807738,17299,72577,4465,94609,5500,11090480,35129,553265,7023,115693,5384,717982,10208,796724,10616,7100210,21607,938072,5143,868534,6182,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6516284,15759,859782,25394,75654,5786,15798,2386,80952,6127,68610,5538,540232,14854,37878,2839,40658,3253,5656502,23699,303694,5111,64912,4136,393293,8180,404921,7193,3585563,15561,522884,2988,381235,4462,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,587094,1331,62921,4699,4750,1127,2169,760,4461,1029,3568,969,37283,2848,3777,812,6913,920,524173,4851,30899,1238,7673,1139,33060,1756,36998,1740,336708,3072,41033,822,37802,1066,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9341169,12853,1205186,30156,117555,5088,24313,2792,126424,7561,105314,6426,736461,18486,43001,3429,52118,3810,8135983,30016,410417,5623,88654,4743,567468,10274,628335,8684,5132253,17991,706839,4510,602017,5636,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
