GEO_ID,B10001_001E,B10001_001M,B10001_002E,B10001_002M,B10001_003E,B10001_003M,B10001_004E,B10001_004M,NAME,B10001_001EA,B10001_001MA,B10001_002EA,B10001_002MA,B10001_003EA,B10001_003MA,B10001_004MA,B10001_004EA,state
0400000US01,111920,7320,47400,4681,38051,4011,26469,3053,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,11778,2118,6387,1172,3438,972,1953,719,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,139684,8770,69513,6050,39858,3846,30313,2838,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,64653,5541,27179,3043,21084,2534,16390,2579,Arkansas,null,null,null,null,null,null,null,null,05
0400000US06,731853,20281,364515,12711,209494,9766,157844,7922,California,null,null,null,null,null,null,null,null,06
0400000US08,66767,5826,29324,3263,20991,2514,16452,2680,Colorado,null,null,null,null,null,null,null,null,08
0400000US09,49557,4456,23452,2454,15406,2138,10699,1924,Connecticut,null,null,null,null,null,null,null,null,09
0400000US10,15117,2680,7582,1652,3712,990,3823,1151,Delaware,null,null,null,null,null,null,null,null,10
0400000US11,12479,2396,4766,1157,3570,943,4143,1368,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US12,320096,12793,158691,7860,94706,6201,66699,5620,Florida,null,null,null,null,null,null,null,null,12
0400000US13,212626,10626,99303,6526,62476,4875,50847,4631,Georgia,null,null,null,null,null,null,null,null,13
0400000US15,43195,4967,18044,2432,15415,2308,9736,2245,Hawaii,null,null,null,null,null,null,null,null,15
0400000US16,20733,3131,11229,2265,5963,1463,3541,1027,Idaho,null,null,null,null,null,null,null,null,16
0400000US17,211919,10405,104588,5894,63299,4504,44032,4410,Illinois,null,null,null,null,null,null,null,null,17
0400000US18,101970,7043,46758,3816,32304,3836,22908,2516,Indiana,null,null,null,null,null,null,null,null,18
0400000US19,27828,3157,13548,1776,7088,1452,7192,1311,Iowa,null,null,null,null,null,null,null,null,19
0400000US20,41626,4541,20182,2755,11501,1795,9943,1818,Kansas,null,null,null,null,null,null,null,null,20
0400000US21,78167,6060,35254,3865,26132,3003,16781,2297,Kentucky,null,null,null,null,null,null,null,null,21
0400000US22,129077,8475,63466,5341,38212,4058,27399,3563,Louisiana,null,null,null,null,null,null,null,null,22
0400000US23,15508,2390,6932,1553,4935,1062,3641,914,Maine,null,null,null,null,null,null,null,null,23
0400000US24,108117,7997,53235,5342,28551,2671,26331,3252,Maryland,null,null,null,null,null,null,null,null,24
0400000US25,71498,5142,32988,3104,18577,2509,19933,2646,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,146011,6900,68623,4282,43090,3046,34298,3256,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,43064,3763,22776,2407,11983,1755,8305,1424,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,96885,5681,46073,3738,30395,3000,20417,2292,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,91017,6257,44099,3801,27307,3483,19611,2052,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,13474,2075,5908,1159,4566,1148,3000,852,Montana,null,null,null,null,null,null,null,null,30
0400000US31,21522,2965,10944,1590,6052,1252,4526,1094,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,49071,6088,22901,3462,12984,2208,13186,2383,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,14761,2828,6924,1565,4492,1366,3345,1092,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,121938,7961,57978,4726,32956,3478,31004,3333,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,56968,5415,27434,3290,18693,2710,10841,1833,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,290605,11214,140236,6419,84111,5794,66258,4838,New York,null,null,null,null,null,null,null,null,36
0400000US37,175019,8671,74747,5407,56332,4423,43940,3956,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,4841,1042,2728,819,1160,400,953,411,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,173753,7184,79613,4422,53272,4013,40868,3248,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,68412,4613,29849,2342,22827,2481,15736,1898,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,47118,4517,20123,2969,15099,2066,11896,1874,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,177290,7808,89812,5865,47170,3814,40308,3399,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,12727,2378,6883,1849,3400,1093,2444,791,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,102506,7524,48888,4376,31789,3864,21829,2639,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,12586,1991,5822,1187,4625,1250,2139,788,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,126898,8804,58364,4248,39438,4460,29096,3060,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,589450,20445,307332,12938,161832,8751,120286,6761,Texas,null,null,null,null,null,null,null,null,48
0400000US49,49520,4354,25282,2774,14778,1987,9460,1546,Utah,null,null,null,null,null,null,null,null,49
0400000US50,6240,1225,3305,829,1883,743,1052,465,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,137461,9323,63475,5032,42530,4227,31456,3977,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,81796,5080,39194,3359,23573,2695,19029,2169,Washington,null,null,null,null,null,null,null,null,53
0400000US54,35098,3729,16510,2208,9858,1789,8730,1587,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,55498,4953,28775,3002,15171,2220,11552,1928,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,9272,2148,5589,1815,2514,824,1169,543,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,120358,6506,54656,3940,35610,3279,30092,3383,Puerto Rico,null,null,null,null,null,null,null,null,72
