GEO_ID,C23002A_001E,C23002A_001M,C23002A_002E,C23002A_002M,C23002A_003E,C23002A_003M,C23002A_004E,C23002A_004M,C23002A_005E,C23002A_005M,C23002A_006E,C23002A_006M,C23002A_007E,C23002A_007M,C23002A_008E,C23002A_008M,C23002A_009E,C23002A_009M,C23002A_010E,C23002A_010M,C23002A_011E,C23002A_011M,C23002A_012E,C23002A_012M,C23002A_013E,C23002A_013M,C23002A_014E,C23002A_014M,C23002A_015E,C23002A_015M,C23002A_016E,C23002A_016M,C23002A_017E,C23002A_017M,C23002A_018E,C23002A_018M,C23002A_019E,C23002A_019M,C23002A_020E,C23002A_020M,C23002A_021E,C23002A_021M,C23002A_022E,C23002A_022M,C23002A_023E,C23002A_023M,C23002A_024E,C23002A_024M,C23002A_025E,C23002A_025M,C23002A_026E,C23002A_026M,C23002A_027E,C23002A_027M,NAME,C23002A_001EA,C23002A_001MA,C23002A_002EA,C23002A_002MA,C23002A_003EA,C23002A_003MA,C23002A_004EA,C23002A_004MA,C23002A_005MA,C23002A_005EA,C23002A_006EA,C23002A_006MA,C23002A_007MA,C23002A_007EA,C23002A_008EA,C23002A_008MA,C23002A_009EA,C23002A_009MA,C23002A_010MA,C23002A_010EA,C23002A_011MA,C23002A_011EA,C23002A_012EA,C23002A_012MA,C23002A_013EA,C23002A_013MA,C23002A_014EA,C23002A_014MA,C23002A_015EA,C23002A_015MA,C23002A_016EA,C23002A_016MA,C23002A_017MA,C23002A_017EA,C23002A_018EA,C23002A_018MA,C23002A_019EA,C23002A_019MA,C23002A_020EA,C23002A_020MA,C23002A_021EA,C23002A_021MA,C23002A_022MA,C23002A_022EA,C23002A_023EA,C23002A_023MA,C23002A_024MA,C23002A_024EA,C23002A_025EA,C23002A_025MA,C23002A_026EA,C23002A_026MA,C23002A_027MA,C23002A_027EA,state
0400000US01,2691915,5736,1309021,3860,1078915,3810,840028,8378,10569,1258,829459,8454,749170,8456,80289,5102,238887,8243,230106,765,46333,2920,43406,2921,2927,783,183773,2870,1382894,3243,1081078,3326,693244,8784,1438,508,691806,8737,626085,8818,65721,4494,387834,8569,301816,633,31183,2220,29244,2185,1939,575,270633,2333,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,386647,2361,206373,2058,185729,2010,157101,2762,13913,1658,143188,2842,130938,3329,12250,1630,28628,2500,20644,297,5796,805,5381,881,415,293,14848,884,180274,1113,159817,1129,115307,3428,945,393,114362,3392,107213,3333,7149,1387,44510,3152,20457,239,4460,840,4460,840,0,246,15997,856,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4037242,17299,1991608,9382,1621633,8936,1262303,11214,13591,1552,1248712,11280,1106420,12140,142292,7019,359330,9227,369975,1679,61733,3285,55395,3030,6338,1030,308242,3526,2045634,9944,1607729,9502,1078401,10935,1622,689,1076779,10945,970312,11103,106467,5563,529328,12002,437905,1651,49473,3866,45527,3780,3946,894,388432,3596,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1836353,5307,895851,3948,731032,3855,556112,6504,5360,1152,550752,6499,503900,7100,46852,3320,174920,6226,164819,457,30233,2597,28300,2466,1933,728,134586,2653,940502,3309,730483,3219,489948,6609,485,367,489463,6585,450057,6677,39406,3166,240535,7029,210019,524,26274,2284,24647,2160,1627,662,183745,2427,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18613583,50227,9251674,30481,7864526,29463,6238530,31148,86563,4573,6151967,31737,5359281,32720,792686,16082,1625996,20482,1387148,4747,310798,6386,280053,6669,30745,2209,1076350,7506,9361909,24740,7586909,23569,5121389,28107,10434,1621,5110955,27951,4516436,29271,594519,13429,2465520,26002,1775000,5079,226481,6677,205197,6521,21284,1944,1548519,7364,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3364747,11229,1669696,6486,1444107,6202,1206132,8699,20139,1940,1185993,8614,1066156,9428,119837,6640,237975,7232,225589,1515,51323,2639,46996,2558,4327,894,174266,2879,1695051,6516,1413777,6170,1035837,8956,4751,1092,1031086,9139,952941,10089,78145,4091,377940,9649,281274,1465,41427,2734,38059,2510,3368,855,239847,2916,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2291661,8007,1101074,4705,907426,4768,759943,6639,5815,1023,754128,6723,682704,7029,71424,4020,147483,5460,193648,965,50137,2194,44562,2103,5575,1023,143511,2428,1190587,4397,925782,4240,700788,6447,539,303,700249,6477,640647,6681,59602,4023,224994,6061,264805,1094,39626,2788,36115,2791,3511,800,225179,3124,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,524872,3262,253115,1918,204936,1887,162502,3551,2159,619,160343,3488,146096,3867,14247,1837,42434,3085,48179,379,8761,1125,7972,1103,789,366,39418,1177,271757,2047,210679,1972,152340,3991,309,301,152031,3952,141410,4182,10621,1558,58339,4146,61078,537,9258,1348,8436,1317,822,378,51820,1388,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,220004,2945,108582,1711,97757,1668,81639,2403,1687,405,79952,2470,76463,2353,3489,1071,16118,1846,10825,237,5058,718,5007,719,51,84,5767,705,111422,1659,99149,1526,77191,2409,341,246,76850,2391,73178,2700,3672,1085,21958,2281,12273,342,2614,532,2614,532,0,292,9659,617,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12031378,24542,5842857,15064,4533126,14604,3540691,18067,35163,3391,3505528,17599,3046917,17828,458611,11861,992435,14889,1309731,2928,243105,5871,216300,5392,26805,2541,1066626,5947,6188521,12928,4577564,11595,3171155,20231,5930,1397,3165225,20539,2803909,20949,361316,10547,1406409,17686,1610957,3442,181429,6183,162683,6205,18746,2266,1429528,6699,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4701490,11775,2302658,7987,1959948,7992,1560771,10735,31705,2756,1529066,10625,1376268,11932,152798,5661,399177,8567,342710,1193,72827,3388,66971,3226,5856,1026,269883,3491,2398832,6152,1952617,5885,1301814,12191,2908,766,1298906,12358,1172032,11822,126874,6473,650803,11037,446215,1375,52690,2795,49178,2761,3512,872,393525,3121,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,293414,2989,159790,2019,134907,1937,111568,3105,19328,2909,92240,3842,84777,3733,7463,1644,23339,2508,24883,481,7618,1081,7431,1065,187,178,17265,1280,133624,1564,109065,1482,76537,2559,2144,875,74393,2741,69408,3061,4985,1250,32528,2450,24559,352,5096,756,4716,743,380,292,19463,848,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1105842,4223,551075,2722,463228,2663,367403,4567,2532,950,364871,4682,325438,5657,39433,3564,95825,4533,87847,646,16526,1605,15225,1634,1301,526,71321,1620,554767,2679,451894,2805,311725,4532,100,165,311625,4530,285534,4960,26091,2920,140169,5153,102873,715,11723,1273,10912,1240,811,389,91150,1458,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7508870,18894,3667809,10618,3097930,10224,2566626,12152,6559,1525,2560067,12275,2281273,13445,278794,8921,531304,9693,569879,1682,119626,4540,111894,4455,7732,1161,450253,4478,3841061,10349,3066159,10101,2250636,12077,700,310,2249936,12093,2058266,11609,191670,6095,815523,12388,774902,1698,95980,3926,89462,3910,6518,1119,678922,4433,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4396085,7008,2143788,4492,1810061,4640,1435289,9307,2946,724,1432343,9312,1275645,11410,156698,7540,374772,9205,333727,870,67126,3155,63616,3091,3510,763,266601,3042,2252297,4618,1805540,4668,1274266,10189,590,471,1273676,10159,1159121,10318,114555,4198,531274,10698,446757,815,53850,2974,50348,2928,3502,706,392907,2925,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2238387,4851,1090668,3086,901044,3037,756295,5257,1330,454,754965,5261,701502,5830,53463,3407,144749,4652,189624,427,42071,2333,40485,2275,1586,493,147553,2359,1147719,2824,893164,2915,701765,5371,244,199,701521,5364,661330,5488,40191,2782,191399,5593,254555,599,33643,2062,32729,2028,914,386,220912,2091,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1922349,5336,941668,3622,789684,3507,652460,6071,10552,1602,641908,6302,591709,7116,50199,3302,137224,5800,151984,854,36162,2059,34553,2025,1609,542,115822,2057,980681,3020,780649,3059,591333,5982,864,410,590469,5989,552467,6351,38002,3140,189316,5115,200032,758,30444,1745,29374,1738,1070,390,169588,1832,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3075127,5973,1492684,4173,1258033,4077,935510,8200,18831,3172,916679,8776,808797,9493,107882,5833,322523,7662,234651,703,39263,2322,36559,2370,2704,578,195388,2646,1582443,3503,1272456,3513,828734,8493,2247,1910,826487,8329,749119,8572,77368,4195,443722,8357,309987,437,35161,2357,33009,2257,2152,689,274826,2347,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2310015,4713,1132817,3444,949576,3416,753281,7606,10916,1543,742365,7871,685048,7675,57317,4287,196295,6841,183241,872,43177,2482,40899,2492,2278,724,140064,2504,1177198,2979,938803,2950,619042,7859,773,366,618269,7777,573484,7491,44785,3800,319761,8131,238395,830,31344,2191,29903,2208,1441,431,207051,2396,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1047693,1631,505922,1237,414710,1177,326267,4047,1634,709,324633,4214,292024,4220,32609,2417,88443,4101,91212,200,18118,1628,17064,1569,1054,354,73094,1648,541771,1236,424679,1276,315586,3587,200,193,315386,3562,295378,3740,20008,1863,109093,3651,117092,288,15203,1414,14388,1378,815,344,101889,1447,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2785193,8756,1352111,5327,1129666,5210,948257,6959,18060,2103,930197,7244,861933,8218,68264,4144,181409,5810,222445,1019,59484,2804,56423,2626,3061,888,162961,2813,1433082,4708,1139194,4478,853143,7777,3873,995,849270,7873,795425,7649,53845,4085,286051,6682,293888,863,43970,2404,41425,2296,2545,794,249918,2734,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
