GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,NAME,C06001_001EA,C06001_001MA,C06001_002MA,C06001_002EA,C06001_003EA,C06001_003MA,C06001_004MA,C06001_004EA,C06001_005MA,C06001_005EA,C06001_006EA,C06001_006MA,C06001_007EA,C06001_007MA,C06001_008MA,C06001_008EA,C06001_009MA,C06001_009EA,C06001_010MA,C06001_010EA,C06001_011MA,C06001_011EA,C06001_012MA,C06001_012EA,C06001_013EA,C06001_013MA,C06001_014MA,C06001_014EA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017EA,C06001_017MA,C06001_018EA,C06001_018MA,C06001_019EA,C06001_019MA,C06001_020MA,C06001_020EA,C06001_021MA,C06001_021EA,C06001_022MA,C06001_022EA,C06001_023EA,C06001_023MA,C06001_024MA,C06001_024EA,C06001_025EA,C06001_025MA,C06001_026MA,C06001_026EA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030EA,C06001_030MA,C06001_031MA,C06001_031EA,C06001_032EA,C06001_032MA,C06001_033MA,C06001_033EA,C06001_034MA,C06001_034EA,C06001_035MA,C06001_035EA,C06001_036MA,C06001_036EA,C06001_037MA,C06001_037EA,C06001_038MA,C06001_038EA,C06001_039EA,C06001_039MA,C06001_040EA,C06001_040MA,C06001_041MA,C06001_041EA,C06001_042EA,C06001_042MA,C06001_043MA,C06001_043EA,C06001_044MA,C06001_044EA,C06001_045MA,C06001_045EA,state
0400000US01,4785298,-555555555,308069,3071,827359,3228,488349,5182,1222747,6249,689027,4300,591773,2649,369627,2026,288347,1954,3349147,20249,272854,4299,659450,7942,331559,5752,776163,10129,445255,8048,401163,6343,255277,3967,207426,3996,1232381,19046,32744,2987,146724,7762,127936,4507,350283,8831,214275,6593,176970,5801,107764,4069,75685,3443,35174,3633,554,378,4651,1465,4742,1288,12937,2136,7717,1613,3261,1119,977,456,335,294,168596,7164,1917,807,16534,3248,24112,2638,83364,4775,21780,2630,10379,1530,5609,899,4901,995,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713985,-555555555,53582,1218,134803,1314,75023,1675,197150,2540,112229,1934,87859,1247,34197,986,19142,937,278256,6383,43500,1948,91187,3111,35350,2177,60302,3615,23282,1891,15760,1556,6089,1192,2786,421,370753,7333,8936,1653,38016,3261,32366,2433,114171,4220,76234,2261,62450,1861,24874,1225,13706,805,15657,2038,881,472,3381,1230,2305,699,4449,993,2296,819,1808,645,218,202,319,323,49319,3920,265,236,2219,869,5002,1238,18228,1801,10417,1212,7841,1124,3016,746,2331,689,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6413737,-555555555,455776,1719,1176635,1749,634568,2871,1683210,4295,843493,3423,733260,1441,501788,2157,385007,1686,2418217,27347,400792,4810,820969,11471,313530,8547,509144,13620,176809,6918,110488,4634,48802,3091,37683,2948,3063059,23668,45419,3963,285804,10887,236389,8116,784618,12152,503899,5937,516959,5159,383150,4341,306821,3385,75798,5405,3148,1029,12084,2103,9223,1872,25881,2827,12415,1854,7703,1521,3174,774,2170,786,856663,17503,6417,1511,57778,5357,75426,5994,363567,9726,150370,5096,98110,3970,66662,3090,38333,2211,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2921606,-555555555,194451,2544,516679,2853,291054,4853,739890,5002,405044,3426,354413,2025,235270,2394,184805,2088,1792240,13611,164816,3291,384670,6009,175055,6465,406724,6486,212623,5430,197355,4478,136423,4472,114574,3160,979040,15063,26679,2577,115434,6495,95303,4771,265662,7040,169517,5488,145815,4438,93595,4155,67035,3530,18659,2654,603,477,4219,1283,2945,1014,6102,1548,3222,880,1247,510,265,196,56,99,131667,5865,2353,834,12356,2059,17751,2812,61402,4366,19682,2243,9996,1696,4987,1263,3140,1075,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37349363,-555555555,2528898,2428,6778331,3238,3944934,5387,10514518,8662,5245537,5771,4067650,3422,2291045,3081,1978450,2923,20077790,65902,2374564,7512,5807558,22436,2785638,19015,4600977,32733,2027319,20082,1415677,14492,605833,11871,460224,10651,6662148,39308,90677,5710,375565,13673,355422,10955,1592992,15471,1160520,13554,1252101,12214,907569,9140,927302,10946,458996,12516,20602,2460,67029,4918,45543,4650,143736,7391,82562,4268,58881,3898,22613,2813,18030,2290,10150429,60461,43055,3670,528179,17149,758331,16099,4176813,31918,1975136,17918,1340991,12920,755030,8985,572894,8683,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5049071,-555555555,342277,1540,886401,2296,492348,3623,1431805,4125,741051,3633,603551,1896,310844,1921,240794,1941,2144996,20704,298470,4066,618577,8224,242261,7276,467188,10121,213115,6002,158377,5577,81077,4238,65931,2916,2334351,21841,37320,3243,216514,7878,190986,6529,704595,10626,434142,6043,394824,5387,201547,4655,154423,3523,72619,5017,2458,1036,10287,1731,9475,1789,26963,2573,15064,2072,6043,1204,1566,691,763,425,497105,13504,4029,1263,41023,3569,49626,3753,233059,7854,78730,3984,44307,3582,26654,2932,19677,2474,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3577073,-555555555,201685,930,613603,884,327402,1539,905867,2481,575026,1797,445337,1170,258657,1333,249496,1210,1970061,17825,172702,2901,457694,6533,193784,5399,433779,9257,281290,6101,203889,4519,112060,3585,114863,2966,992351,16163,21937,2383,107072,5667,85664,4671,237288,7216,182629,5689,162808,4805,95949,3620,99004,3092,127541,6895,3190,1185,17442,3114,9585,1855,38435,3406,22447,2035,18329,1662,11428,1462,6685,1117,487120,13988,3856,1192,31395,3212,38369,3021,196365,7978,88660,4563,60311,3510,39220,3218,28944,2385,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,899769,-555555555,56095,492,149974,653,92921,1133,226752,1774,132954,1413,111603,715,72670,802,56800,656,407450,9287,45420,1996,100559,3697,44276,2916,89368,4026,50287,2957,40222,2704,20687,1891,16631,1697,406309,9625,9657,1909,42234,3752,38789,3203,98690,4205,70834,3066,63798,2684,46230,1840,36077,1661,14142,2895,399,439,2109,933,1608,1223,4770,1246,2599,1094,1081,549,867,518,709,431,71868,3587,619,372,5072,1126,8248,1499,33924,2346,9234,1399,6502,918,4886,1018,3383,745,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,604453,-555555555,32861,205,68406,163,86362,535,207726,871,75377,529,64294,478,37510,622,31917,583,225610,5170,26087,1398,53727,2097,27610,2381,50351,2334,31891,1906,21322,1892,8774,1209,5848,963,286482,6716,5892,1272,10157,1851,49766,2420,111977,3895,30749,1739,32236,2052,23208,1362,22497,1066,10627,1777,228,219,1150,701,1110,517,6043,1211,1101,493,804,486,150,148,41,66,81734,4445,654,359,3372,1338,7876,1875,39355,3327,11636,1447,9932,1333,5378,989,3531,843,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18843326,-555555555,1067986,3060,2931533,5076,1766628,7478,4708941,8557,2739968,5913,2355071,4101,1738684,4055,1534515,3406,6635477,41220,958499,7042,2069109,19201,920014,15676,1410789,19431,598129,12453,374281,9573,178912,6031,125744,5374,7961693,41941,84324,6007,574015,15947,510438,15040,1829174,18785,1353291,13606,1397909,12840,1134623,9595,1077919,7151,588113,16459,9422,2152,80068,7240,56274,4597,188061,8278,92311,5428,75389,4593,49472,3057,37116,3077,3658043,37365,15741,2349,208341,12020,279902,11454,1280917,18511,696237,12191,507492,9977,375677,8844,293736,5657,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
