GEO_ID,B18005_001E,B18005_001M,B18005_002E,B18005_002M,B18005_003E,B18005_003M,B18005_004E,B18005_004M,B18005_005E,B18005_005M,B18005_006E,B18005_006M,B18005_007E,B18005_007M,B18005_008E,B18005_008M,B18005_009E,B18005_009M,B18005_010E,B18005_010M,B18005_011E,B18005_011M,B18005_012E,B18005_012M,B18005_013E,B18005_013M,B18005_014E,B18005_014M,B18005_015E,B18005_015M,B18005_016E,B18005_016M,B18005_017E,B18005_017M,B18005_018E,B18005_018M,B18005_019E,B18005_019M,B18005_020E,B18005_020M,B18005_021E,B18005_021M,B18005_022E,B18005_022M,B18005_023E,B18005_023M,B18005_024E,B18005_024M,B18005_025E,B18005_025M,B18005_026E,B18005_026M,B18005_027E,B18005_027M,B18005_028E,B18005_028M,B18005_029E,B18005_029M,B18005_030E,B18005_030M,B18005_031E,B18005_031M,B18005_032E,B18005_032M,B18005_033E,B18005_033M,NAME,B18005_001MA,B18005_001EA,B18005_002EA,B18005_002MA,B18005_003MA,B18005_003EA,B18005_004MA,B18005_004EA,B18005_005MA,B18005_005EA,B18005_006MA,B18005_006EA,B18005_007EA,B18005_007MA,B18005_008MA,B18005_008EA,B18005_009MA,B18005_009EA,B18005_010MA,B18005_010EA,B18005_011MA,B18005_011EA,B18005_012MA,B18005_012EA,B18005_013EA,B18005_013MA,B18005_014MA,B18005_014EA,B18005_015MA,B18005_015EA,B18005_016MA,B18005_016EA,B18005_017MA,B18005_017EA,B18005_018EA,B18005_018MA,B18005_019MA,B18005_019EA,B18005_020MA,B18005_020EA,B18005_021MA,B18005_021EA,B18005_022MA,B18005_022EA,B18005_023MA,B18005_023EA,B18005_024EA,B18005_024MA,B18005_025MA,B18005_025EA,B18005_026MA,B18005_026EA,B18005_027MA,B18005_027EA,B18005_028MA,B18005_028EA,B18005_029EA,B18005_029MA,B18005_030EA,B18005_030MA,B18005_031EA,B18005_031MA,B18005_032MA,B18005_032EA,B18005_033MA,B18005_033EA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,29152,2344,329212,3900,175078,4913,11714,1803,163364,5313,1252364,5177,85457,3868,1166907,7075,144955,1791,17184,1559,127771,2017,98048,1466,20530,1749,77518,2214,2198624,3769,333072,3204,12135,1548,320937,3537,166515,5464,8364,1314,158151,5162,1358031,4644,93905,4829,1264126,6324,176461,1798,18721,1612,157740,1839,164545,1951,39927,2672,124618,2823,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,2879,778,54716,1609,28227,2183,1869,581,26358,2187,200259,2423,8354,1275,191905,2791,12918,506,735,383,12183,495,6858,571,1318,411,5540,550,299208,1647,51951,1390,2270,856,49681,1585,25907,1993,843,428,25064,1930,198051,1885,10014,1740,188037,2486,13062,662,1039,345,12023,729,10237,779,2338,692,7899,776,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,32438,3255,464791,3818,221313,5255,10144,1628,211169,5544,1715641,5067,70815,4455,1644826,6686,187879,1216,12808,1675,175071,1881,159844,1194,23082,2318,136762,2586,2823588,2265,471787,3040,13769,2059,458018,3192,202117,4793,5332,1223,196785,4711,1721163,3993,76314,4126,1644849,5612,214483,1263,14954,2034,199529,2248,214038,1461,37322,3013,176716,3335,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,22415,1862,191175,2911,102494,3945,6049,1092,96445,4072,769848,4568,58942,4016,710906,6227,92533,1121,10452,1116,82081,1438,64884,907,14233,1562,50651,1593,1318610,2596,201611,2673,9322,1390,192289,2900,95431,3864,4366,896,91065,3924,809389,3640,55842,3357,753547,4818,107805,1082,11556,1463,96249,1763,104374,1462,25440,2095,78934,2470,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,138483,6116,2810075,8709,1376487,11063,58066,3076,1318421,11217,10469924,10407,411360,9994,10058564,13089,910392,2743,78153,4814,832239,5266,729412,2709,129742,5565,599670,5935,16776348,6260,2817252,6773,68092,4527,2749160,8404,1321474,10900,37285,3318,1284189,11951,10469327,10073,434566,10889,10034761,13605,1069078,2312,103147,4304,965931,4675,1099217,3237,240813,6893,858404,7098,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,19370,2406,337635,3245,163254,5042,9674,1448,153580,5033,1439040,4781,58723,4266,1380317,6002,119527,1445,8677,1457,110850,1929,83295,1282,10912,1321,72383,1773,2174566,2883,342671,2884,10297,1546,332374,3065,154746,4545,4651,1059,150095,4476,1418892,4209,55772,3784,1363120,5343,134570,1458,8804,1418,125766,1936,123687,1638,21252,2247,102435,2471,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,15194,1637,247595,2718,123996,3134,5976,1185,118020,3163,993249,2668,39161,2872,954088,3428,102307,847,6416,1203,95891,1280,83496,987,10912,1296,72584,1561,1675755,1996,252320,2225,6871,1476,245449,2520,118748,3359,3235,883,115513,3054,1046862,2872,40551,3491,1006311,4592,120160,1009,6565,1108,113595,1532,137665,1291,21238,1796,116427,2007,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,5134,1393,57891,1644,31207,1703,1407,489,29800,1796,234722,1697,11832,1917,222890,2440,27086,586,1849,678,25237,884,20497,497,3212,695,17285,737,405426,1210,60642,1223,2193,798,58449,1271,30532,1888,1012,521,29520,1948,251811,1662,12005,1652,239806,2279,33002,620,2315,733,30687,775,29439,565,3901,825,25538,907,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,2787,835,31302,1233,18224,1933,1085,512,17139,2013,165455,2582,7847,1543,157608,2897,14839,526,1127,487,13712,530,11007,468,1233,523,9774,596,287525,1221,32685,876,1596,704,31089,1040,21730,2034,1426,659,20304,1857,190702,1469,6799,1208,183903,1928,20367,524,1038,476,19329,724,22041,602,3463,1103,18578,1301,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,82006,5518,1153246,7494,586931,9116,32842,3079,554089,8860,4963880,10054,227700,8652,4736180,14156,658836,2522,46713,3165,612123,3785,632515,2557,89122,4380,543393,4527,8576346,6918,1186390,4852,36593,3274,1149797,6408,557378,8152,19065,2688,538313,8434,5172170,7891,249072,8863,4923098,10151,779786,2714,54269,3856,725517,4847,880622,2883,151826,6503,728796,6435,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
