GEO_ID,C17003_001E,C17003_001M,C17003_002E,C17003_002M,C17003_003E,C17003_003M,C17003_004E,C17003_004M,C17003_005E,C17003_005M,C17003_006E,C17003_006M,C17003_007E,C17003_007M,C17003_008E,C17003_008M,C17003_009E,C17003_009M,C17003_010E,C17003_010M,C17003_011E,C17003_011M,NAME,C17003_001EA,C17003_001MA,C17003_002EA,C17003_002MA,C17003_003MA,C17003_003EA,C17003_004EA,C17003_004MA,C17003_005EA,C17003_005MA,C17003_006EA,C17003_006MA,C17003_007EA,C17003_007MA,C17003_008MA,C17003_008EA,C17003_009MA,C17003_009EA,C17003_010MA,C17003_010EA,C17003_011EA,C17003_011MA,state
0400000US01,2961153,4903,383630,12063,163645,7972,131748,6695,66241,3946,21996,2324,2577523,13615,404978,11421,834074,13545,725100,13714,613371,12620,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,410749,2214,35254,3393,8516,1800,14210,2416,8731,1503,3797,1020,375495,3969,33374,2561,103047,4627,131462,5062,107612,4992,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3897755,4159,414250,13416,143428,7159,131295,8056,99962,5382,39565,3826,3483505,13647,478711,12063,903600,18742,1137806,17268,963388,17919,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1807039,4231,241154,8094,91313,4653,92074,4278,45258,3963,12509,1696,1565885,9560,250571,6379,564344,10597,428482,8853,322488,7961,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22748784,6544,2300930,33770,917884,20345,615449,18598,489047,11132,278550,9243,20447854,34282,3541532,32110,4620935,37746,5888207,35736,6397180,34000,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3072838,4197,277311,8820,84091,6334,81340,5501,73540,4029,38340,3750,2795527,9184,274242,8926,667600,12596,825784,13155,1027901,11187,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2317853,2196,154658,6908,48291,3353,53044,4377,34566,3670,18757,2038,2163195,7157,216908,6908,631641,12509,540819,9392,773827,13209,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,555981,1108,45762,4121,14031,2027,19593,2946,8685,1354,3453,1037,510219,4238,63740,4298,168904,6332,129225,5432,148350,5607,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,386645,882,55531,4406,19966,2477,16583,2456,9616,1788,9366,1785,331114,4411,39024,3194,63274,4256,58679,4022,170137,4861,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12233026,7338,1233777,22414,409875,13985,427328,13032,251910,10124,144664,6177,10999249,23603,1422377,21632,3367669,29612,3214174,28148,2995029,29160,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5844098,8541,653554,16464,262818,9763,222057,8413,115781,6859,52898,3990,5190544,17887,748727,15416,1546385,18323,1370442,17291,1524990,18880,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,852327,1527,68897,5444,15600,2611,24973,3103,17152,2310,11172,1924,783430,5761,75753,4854,225640,6497,237699,6360,244338,6600,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,901797,2308,88224,4754,25676,2737,28214,2843,25422,2802,8912,1549,813573,5030,84895,4823,243129,6515,281511,6940,204038,5783,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8170358,5041,762115,16284,260101,8157,254674,10039,163770,7686,83570,5198,7408243,17346,923638,17656,2095865,22388,2080718,19237,2308022,20611,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4030150,4746,371337,10474,121352,6142,141642,5817,81361,4782,26982,3009,3658813,11844,456352,10564,1349141,14963,995167,13173,858153,13122,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1910252,3133,152857,6424,41823,3184,56697,3582,38943,3113,15394,1591,1757395,7002,162477,5420,620077,7544,524655,9697,450186,9131,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1728402,3711,153015,6228,45198,3719,56164,3847,37442,3243,14211,1904,1575387,6944,146583,5705,462013,8731,478751,9109,488040,8399,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2756162,3840,379389,10650,169079,7151,129963,6468,61352,3967,18995,2354,2376773,11500,380970,10733,827534,11903,629266,10578,539003,11235,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2663850,5805,380376,12062,156197,7911,134637,7858,67699,4620,21843,2234,2283474,13173,372977,10170,804729,13583,576774,9779,528994,10539,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,910034,1534,94385,5058,24092,2742,39276,3420,20989,2030,10028,1355,815649,5247,75289,4081,293320,6625,219938,5552,227102,6131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3656360,3865,231591,7456,81010,4493,79905,4562,44100,3951,26576,2861,3424769,8369,374281,9247,898412,14576,881679,16172,1270397,14765,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4269498,3204,348739,10967,105939,6038,121224,6274,66107,4716,55469,4689,3920759,11476,394143,12658,1073793,14643,909537,13867,1543286,16573,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6527746,4102,680312,14485,194952,7389,263802,8439,164634,5858,56924,3738,5847434,15779,619320,11327,1845063,15909,1821622,18163,1561429,18854,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3327509,2922,244436,6731,67317,3514,88953,4020,61346,3610,26820,2472,3083073,6734,228863,6387,857323,10846,997795,10770,999092,13328,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1792328,4171,288635,10254,123932,5963,93388,5426,55348,4184,15967,1989,1503693,10475,259110,8610,480301,10699,437355,9900,326927,10531,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3766519,4361,396264,11454,132118,6207,143707,6192,85426,4934,35013,3442,3370255,12508,420731,10675,1117616,12806,939346,13455,892562,13547,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,619642,1533,63694,3950,13906,1916,22665,2303,18323,2287,8800,1603,555948,4000,45463,3008,174434,5041,173597,5037,162454,5781,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1112142,2191,94932,5111,26278,2288,33037,2620,25051,2641,10566,1847,1017210,5425,86474,4132,307410,6989,330118,5703,293208,6098,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1626812,3177,132975,7235,41278,4188,44359,4145,31502,3236,15836,2346,1493837,7977,218989,7733,469607,11504,481015,10985,324226,9331,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
