GEO_ID,B18008_001E,B18008_001M,B18008_002E,B18008_002M,B18008_003E,B18008_003M,B18008_004E,B18008_004M,B18008_005E,B18008_005M,B18008_006E,B18008_006M,B18008_007E,B18008_007M,B18008_008E,B18008_008M,B18008_009E,B18008_009M,B18008_010E,B18008_010M,B18008_011E,B18008_011M,B18008_012E,B18008_012M,B18008_013E,B18008_013M,B18008_014E,B18008_014M,B18008_015E,B18008_015M,NAME,B18008_001MA,B18008_001EA,B18008_002EA,B18008_002MA,B18008_003EA,B18008_003MA,B18008_004MA,B18008_004EA,B18008_005MA,B18008_005EA,B18008_006MA,B18008_006EA,B18008_007MA,B18008_007EA,B18008_008EA,B18008_008MA,B18008_009MA,B18008_009EA,B18008_010MA,B18008_010EA,B18008_011MA,B18008_011EA,B18008_012MA,B18008_012EA,B18008_013EA,B18008_013MA,B18008_014MA,B18008_014EA,B18008_015MA,B18008_015EA,state
0400000US01,2951988,4297,1427442,3763,175078,4913,5991,1437,169087,5151,1252364,5177,141669,5158,1110695,6935,1524546,3722,166515,5464,4536,1103,161979,5213,1358031,4644,161549,5705,1196482,7599,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,452444,2307,228486,2076,28227,2183,1107,659,27120,2156,200259,2423,12421,1596,187838,2890,223958,2030,25907,1993,358,270,25549,1998,198051,1885,14443,2169,183608,2752,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3860234,5265,1936954,4703,221313,5255,4448,1227,216865,5491,1715641,5067,113346,4811,1602295,7007,1923280,3362,202117,4793,4304,1177,197813,4937,1721163,3993,126668,6285,1594495,7021,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777162,4762,872342,4383,102494,3945,2837,718,99657,3917,769848,4568,95667,4239,674181,6120,904820,2917,95431,3864,2643,948,92788,3899,809389,3640,100529,4667,708860,5819,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23637212,11405,11846411,8943,1376487,11063,31389,2821,1345098,11533,10469924,10407,640898,14238,9829026,17279,11790801,8460,1321474,10900,22865,2714,1298609,11141,10469327,10073,699435,11487,9769892,14883,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3175932,4473,1602294,3307,163254,5042,3663,1053,159591,4976,1439040,4781,82731,4597,1356309,6991,1573638,3457,154746,4545,2481,745,152265,4613,1418892,4209,82429,4565,1336463,6153,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2282855,3703,1117245,2770,123996,3134,1683,561,122313,3233,993249,2668,55902,3511,937347,3782,1165610,2280,118748,3359,1639,729,117109,3412,1046862,2872,63860,3854,983002,4567,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,548272,1494,265929,1329,31207,1703,524,343,30683,1759,234722,1697,17808,2059,216914,2574,282343,1325,30532,1888,609,377,29923,1823,251811,1662,18047,2235,233764,2843,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,396111,4501,183679,3548,18224,1933,227,176,17997,1926,165455,2582,10651,1705,154804,3048,212432,1486,21730,2034,297,237,21433,2012,190702,1469,10433,1341,180269,2087,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11280359,9827,5550811,9010,586931,9116,15264,2320,571667,8922,4963880,10054,363559,10494,4600321,15192,5729548,7991,557378,8152,10662,1768,546716,8434,5172170,7891,401469,10432,4770701,11870,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6109836,7200,2979932,6442,343998,7982,7524,1581,336474,8012,2635934,8119,194343,7226,2441591,10822,3129904,5865,343181,7724,6031,1312,337150,7762,2786723,7626,222048,7095,2564675,9870,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,801975,3569,393209,2532,40848,2253,819,497,40029,2166,352361,2643,21564,2184,330797,3284,408766,1987,40614,2277,607,363,40007,2311,368152,2159,18845,2104,349307,2925,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,930511,2620,468251,2720,54018,2886,1560,576,52458,2815,414233,2713,30667,2661,383566,3551,462260,1999,55685,2104,1109,574,54576,2138,406575,2225,30868,2144,375707,3017,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8341109,6406,4142103,5491,481563,7477,10234,1531,471329,7571,3660540,7227,223454,6587,3437086,9214,4199006,4688,446911,6024,7913,1510,438998,6244,3752095,6115,224119,6268,3527976,8460,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4087653,4336,2032154,4175,237211,4420,5685,1149,231526,4496,1794943,4521,132701,5877,1662242,6940,2055499,4368,225634,4265,5498,1197,220136,4435,1829865,5229,156740,6199,1673125,8041,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1896485,2715,952677,2471,116913,3232,2977,748,113936,3347,835764,3445,54926,3034,780838,4441,943808,2377,105819,2452,2348,575,103471,2431,837989,3007,59395,3727,778594,4471,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1756190,3397,876175,3091,104773,3166,2147,731,102626,3252,771402,4085,51559,2919,719843,4592,880015,2536,96503,2958,2052,670,94451,2898,783512,3296,53017,3514,730495,4794,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2736210,4684,1342646,4173,146415,4288,5834,1231,140581,4356,1196231,4295,154147,6026,1042084,7147,1393564,4024,141879,3893,4481,1021,137398,4062,1251685,4605,170097,5468,1081588,7433,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2732075,5364,1314613,4208,162229,4848,6899,1513,155330,4689,1152384,5179,129239,5529,1023145,7002,1417462,3719,169713,4800,5357,1119,164356,4879,1247749,4660,116199,5705,1131550,7576,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,874798,2300,429435,1843,45597,1801,1277,467,44320,1752,383838,2116,38170,2454,345668,3191,445363,1566,45104,1869,1331,426,43773,1912,400259,1931,43315,2812,356944,3356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
