GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002EA,B16005_002MA,B16005_003EA,B16005_003MA,B16005_004EA,B16005_004MA,B16005_005MA,B16005_005EA,B16005_006MA,B16005_006EA,B16005_007MA,B16005_007EA,B16005_008MA,B16005_008EA,B16005_009MA,B16005_009EA,B16005_010MA,B16005_010EA,B16005_011EA,B16005_011MA,B16005_012MA,B16005_012EA,B16005_013MA,B16005_013EA,B16005_014MA,B16005_014EA,B16005_015EA,B16005_015MA,B16005_016MA,B16005_016EA,B16005_017MA,B16005_017EA,B16005_018MA,B16005_018EA,B16005_019MA,B16005_019EA,B16005_020EA,B16005_020MA,B16005_021MA,B16005_021EA,B16005_022MA,B16005_022EA,B16005_023MA,B16005_023EA,B16005_024MA,B16005_024EA,B16005_025MA,B16005_025EA,B16005_026EA,B16005_026MA,B16005_027MA,B16005_027EA,B16005_028MA,B16005_028EA,B16005_029MA,B16005_029EA,B16005_030MA,B16005_030EA,B16005_031EA,B16005_031MA,B16005_032MA,B16005_032EA,B16005_033MA,B16005_033EA,B16005_034MA,B16005_034EA,B16005_035MA,B16005_035EA,B16005_036MA,B16005_036EA,B16005_037EA,B16005_037MA,B16005_038MA,B16005_038EA,B16005_039MA,B16005_039EA,B16005_040EA,B16005_040MA,B16005_041MA,B16005_041EA,B16005_042EA,B16005_042MA,B16005_043MA,B16005_043EA,B16005_044MA,B16005_044EA,B16005_045MA,B16005_045EA,state
0400000US13,8665006,2726,7813836,15099,7482503,16270,227616,9863,171241,8475,33078,3666,21089,2383,2208,875,57562,4842,47925,4545,5832,1269,3805,1047,0,292,31815,3309,25702,2881,4859,1553,1163,581,91,112,14340,2647,11892,2286,1949,1063,499,284,0,292,851170,15004,151069,8517,382786,8368,93808,7866,81056,6059,127049,7707,80873,6350,139835,9275,91121,5867,30823,4098,15115,3430,2776,981,132122,6110,57314,3879,37871,3221,28311,3556,8626,2171,45358,6189,32251,4285,8460,1942,3727,1706,920,615,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1198319,360,990716,9972,880236,11313,12023,2022,10442,1972,984,418,597,372,0,267,9839,2523,9022,2424,517,484,230,228,70,118,88214,6024,67062,5629,14277,1970,6633,1479,242,234,404,362,341,352,63,84,0,267,0,267,207603,9972,36849,4441,5419,1487,3068,983,1324,649,886,474,141,135,7905,1670,6685,1615,709,383,511,367,0,267,156852,8188,57324,4685,56833,4984,38489,4050,4206,1038,578,430,479,375,99,121,0,267,0,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1354099,1199,1273301,4463,1201858,5399,54977,3733,45956,3518,5147,1073,3720,1033,154,133,9713,1716,8332,1677,1063,415,318,249,0,253,2874,1009,2563,968,34,59,121,127,156,161,3879,1012,3649,1011,124,132,106,96,0,253,80798,4329,15486,2370,48709,3187,13654,1801,13994,2019,13671,1870,7390,1374,8437,1541,4789,1084,1867,865,1646,775,135,176,6912,1229,3392,800,1872,676,1393,568,255,264,1254,856,1038,767,216,185,0,253,0,253,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11942632,1830,10181374,27619,9170987,27400,708757,14244,560855,14691,90772,5800,49825,4839,7305,1582,218098,10628,187218,9597,20668,2524,9862,1781,350,252,51376,4389,41904,4034,6247,1402,3125,912,100,127,32156,4765,30206,4672,1080,476,870,508,0,261,1761258,27503,170077,8852,807803,15099,206805,10444,209188,10076,256827,10652,134983,7522,471667,18683,233657,9765,138248,9526,78272,6054,21490,3726,243529,8312,127224,6811,68432,4521,34120,3425,13753,3284,68182,7872,40609,4991,17519,3831,7524,2029,2530,1083,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5879940,2459,5620846,8590,5387214,12351,135045,6711,102347,6372,18259,2576,13209,2023,1230,569,81068,6228,66383,5725,9651,1964,4399,998,635,382,12424,1770,10333,1667,1188,727,868,474,35,58,5095,1469,4469,1407,506,336,120,143,0,263,259094,8056,47683,3309,119174,5410,30848,3138,29507,2637,41444,4278,17375,2342,38585,4712,22497,2571,10596,2105,4194,1133,1298,1064,41406,2756,21319,2833,11918,2092,6864,1254,1305,661,12246,2865,5850,1684,3511,1114,1399,957,1486,1240,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2790958,1529,2680006,5759,2591622,6843,56998,3680,42795,3490,7829,1123,5560,1070,814,495,24444,2826,18722,2490,3329,962,2120,639,273,236,5263,1174,4292,1156,475,262,496,313,0,221,1679,547,1397,481,71,81,211,170,0,221,110952,5532,21003,2087,40878,2448,8903,1421,12582,1493,11963,1555,7430,1485,19615,3813,10925,2264,5295,1633,2978,1273,417,360,23727,1833,11427,1700,7409,1168,4181,1149,710,401,5729,1768,2562,1088,2030,772,1040,608,97,116,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2569373,1606,2398073,6824,2283299,7251,80227,4040,63937,3935,9404,1325,6358,1542,528,386,21685,2203,17852,2093,2096,633,1685,566,52,85,9729,1685,8401,1584,1087,533,241,192,0,237,3133,940,2882,870,194,149,57,95,0,237,171300,6576,21698,2987,89149,4195,25332,3248,20202,2417,26895,2586,16720,2512,23450,4241,16778,3501,5104,1594,1235,522,333,330,29349,2248,12674,1994,9038,1545,6037,1257,1600,685,7654,2128,4884,1477,1948,1023,700,597,122,142,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3929110,1982,3819304,5965,3742143,6982,44629,3521,27531,2634,7156,1531,9052,1575,890,438,26015,3011,18498,2302,5041,1445,2122,746,354,435,4185,1063,3283,1046,526,275,258,215,118,178,2332,735,1908,742,279,207,145,151,0,267,109806,5621,26954,3566,35821,3201,9918,1768,7322,1310,8999,1520,9582,1823,22656,2805,16195,2295,4355,1035,1947,890,159,165,19384,2086,9166,1753,6092,1430,3420,822,706,499,4991,1532,2956,1025,1694,873,252,216,89,112,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3986570,3386,3862827,6808,3629188,8831,55610,3992,42725,3287,6725,1552,4858,1178,1302,1013,162363,6355,134084,5682,21287,2045,6493,1128,499,446,11551,2223,9631,2078,1133,549,787,376,0,267,4115,1819,3292,1587,750,704,0,267,73,114,123743,5737,20873,3132,51262,4153,18133,2753,12572,2383,13197,2595,7360,1970,18437,2856,12030,2098,5210,1643,1136,629,61,92,27736,2839,11138,2057,9020,1551,5797,1224,1781,978,5435,2389,3503,1557,1414,965,518,464,0,267,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1251347,614,1210206,3765,1136850,5372,10134,1432,7972,1269,1282,409,842,343,38,39,58598,3764,48620,3501,6866,1013,2754,893,358,347,1867,852,1771,849,31,48,65,122,0,223,2757,727,2297,607,166,147,294,452,0,223,41141,3778,17765,1888,2442,861,928,429,333,238,985,743,196,251,12118,2018,8243,1605,2883,966,798,349,194,170,4518,1137,2473,1010,1367,626,570,341,108,89,4298,2017,1817,1069,1427,968,949,777,105,171,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5247226,1448,4571086,14448,4318748,16498,132144,6494,107516,6260,14660,1785,9248,1470,720,399,68908,5000,58582,4558,6272,1091,3650,941,404,352,32387,3204,25422,2619,4065,1101,2626,1144,274,314,18899,4153,16766,3821,1591,816,330,253,212,362,676140,14294,148279,8281,165928,6240,56053,4778,38438,4156,46969,5081,24468,4058,156520,10735,102340,8374,37150,4244,14158,2324,2872,1148,143070,5449,66566,4356,44743,3675,26817,3208,4944,1229,62343,5970,47218,5085,10608,2086,3654,1453,863,650,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6049574,1490,5148301,19036,4646068,20198,253376,10016,174054,8082,43707,3905,24591,3345,11024,2039,190828,8565,161558,7614,17135,1961,11411,2391,724,549,46915,4142,36759,3915,7404,1694,2449,877,303,314,11114,2874,10028,2652,728,476,358,266,0,277,901273,19078,181564,7497,157816,7166,54977,4591,35642,3315,42893,4049,24304,3553,362381,15522,171155,7896,95336,6419,66944,5921,28946,4632,159628,6204,66145,5200,46285,4036,34966,3135,12232,1938,39884,4753,24758,3331,9958,2555,3634,1485,1534,799,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9456404,1641,8864003,14920,8475260,16838,185637,7242,142940,7469,24937,2787,15532,1986,2228,768,126386,6343,102407,5844,14905,1663,8528,1322,546,299,31435,3670,24482,2952,5051,1344,1863,714,39,62,45285,5397,38567,5229,4323,1196,2298,1113,97,159,592401,15029,132074,5173,107359,5738,32868,3061,26395,3206,33350,3207,14746,2200,158523,7951,91852,4973,40529,3392,21659,3244,4483,1508,102796,5032,48775,3702,32170,2681,17617,2643,4234,1220,91649,7505,45085,4354,22608,2840,17246,2510,6710,2259,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4819697,1614,4485513,9828,4285917,12566,90836,4930,66621,4238,12257,1517,11059,1418,899,407,52704,3079,42084,3074,6499,1144,3924,746,197,152,37787,3350,27566,2876,7443,1714,2778,941,0,208,18269,3359,15235,3312,2316,888,661,417,57,93,334184,9277,70648,4177,80206,3661,24779,2667,17513,1609,26783,3044,11131,2033,48794,4837,32213,3496,8991,1601,5828,1579,1762,845,82176,3434,34217,2916,25689,2442,17209,2256,5061,1097,52360,5205,27229,3616,17006,2605,6496,1647,1629,729,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2704451,2517,2653935,4468,2608190,5571,26575,2729,20026,2383,2958,1119,3023,1208,568,474,9683,1529,7117,1403,1165,537,1356,641,45,82,2999,855,2445,917,273,199,281,212,0,283,6488,1272,3252,1416,2594,1088,642,448,0,283,50516,3816,11230,2248,19986,2312,4818,1160,4029,896,6025,1446,5114,1186,4974,1431,4265,1341,500,320,104,168,105,168,10446,1502,5008,1223,3032,845,2155,817,251,259,3880,1370,2751,1151,968,521,161,153,0,283,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
