GEO_ID,C08007_001E,C08007_001M,C08007_002E,C08007_002M,C08007_003E,C08007_003M,C08007_004E,C08007_004M,C08007_005E,C08007_005M,C08007_006E,C08007_006M,C08007_007E,C08007_007M,C08007_008E,C08007_008M,C08007_009E,C08007_009M,NAME,C08007_001EA,C08007_001MA,C08007_002EA,C08007_002MA,C08007_003EA,C08007_003MA,C08007_004MA,C08007_004EA,C08007_005MA,C08007_005EA,C08007_006EA,C08007_006MA,C08007_007EA,C08007_007MA,C08007_008EA,C08007_008MA,C08007_009MA,C08007_009EA,state
0400000US01,1964398,13741,1438820,13846,525578,10627,1059709,8879,739130,9344,320579,7950,904689,9095,699690,8630,204999,6647,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,317371,5843,298195,6203,19176,2477,170638,3779,155910,4156,14728,2154,146733,3962,142285,4095,4448,944,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2731538,15079,2578366,15013,153172,6589,1534501,8769,1434325,9350,100176,4863,1197037,12403,1144041,12318,52996,3800,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1223692,11014,931635,12079,292057,8146,657446,7803,487274,7298,170172,6029,566246,7501,444361,7545,121885,5197,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16335802,38058,13530194,39503,2805608,25661,9151822,25905,7349521,30741,1802301,23103,7183980,27721,6180673,25452,1003307,14274,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2392520,12946,1580933,14490,811587,10872,1321983,9567,837148,10802,484835,8822,1070537,9461,743785,9712,326752,7279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1714985,11199,1267069,11953,447916,9104,906786,7415,639578,9193,267208,6589,808199,8261,627491,8828,180708,5503,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,398315,6047,321354,6448,76961,4421,207409,4015,161447,4243,45962,3054,190906,4681,159907,4597,30999,2526,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,284007,4734,205362,6368,78645,4223,137849,3207,95981,4027,41868,2749,146158,3711,109381,4331,36777,2932,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8143041,27952,6617214,28417,1525827,22059,4419938,18469,3483087,18663,936851,16638,3723103,20249,3134127,18696,588976,11350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4295479,20805,2516054,22527,1779425,16233,2340525,13036,1311456,13689,1029069,13146,1954954,15006,1204598,16419,750356,12631,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,629113,6949,620677,6836,8436,1421,341734,4650,335645,4744,6089,999,287379,4551,285032,4468,2347,776,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,674920,6270,538195,7390,136725,5359,377255,4021,290924,4655,86331,3904,297665,4835,247271,5277,50394,3255,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5990729,17717,4375771,21748,1614958,17767,3223562,12957,2252823,17759,970739,12935,2767167,14719,2122948,14213,644219,10774,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2951039,15265,2031599,15572,919440,13334,1584781,10779,1034468,12211,550313,9494,1366258,11616,997131,10698,369127,8666,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
