GEO_ID,B18046_001E,B18046_001M,B18046_002E,B18046_002M,B18046_003E,B18046_003M,B18046_004E,B18046_004M,B18046_005E,B18046_005M,B18046_006E,B18046_006M,B18046_007E,B18046_007M,NAME,B18046_001EA,B18046_001MA,B18046_002EA,B18046_002MA,B18046_003EA,B18046_003MA,B18046_004MA,B18046_004EA,B18046_005MA,B18046_005EA,B18046_006MA,B18046_006EA,B18046_007EA,B18046_007MA,state
0400000US01,24968,364,11078,1151,14733,2810,8477,1631,25340,278,31373,278,19694,490,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30103,897,10550,2511,10630,2864,10327,7523,30512,551,36937,1101,24714,1117,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,27893,366,14607,1602,16905,1883,11887,1584,28291,367,32187,306,23601,426,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22505,306,10898,804,11904,1067,8860,2597,23087,343,28611,606,18695,403,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30119,103,14742,786,16778,1187,12583,978,30356,105,35273,155,24785,237,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,30187,231,11011,1328,11718,2526,10340,1702,30501,225,35942,360,24479,432,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,35154,409,13100,2949,12449,6308,13652,3302,35530,381,42339,549,28801,807,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31415,512,13982,5892,16997,5869,10691,6656,31758,523,38000,1325,26680,811,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36573,1010,8713,7098,8340,6651,15134,21341,36950,1083,39242,2037,35557,1539,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,27025,146,12418,689,16092,1064,10264,737,27285,152,31659,172,23092,244,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27294,202,11756,972,11872,1359,11585,1579,27621,334,32406,238,22711,385,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30506,506,12486,4971,15649,8816,11984,4402,30743,500,35916,853,26453,635,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24011,486,9390,1824,11163,2746,7176,2335,24485,490,30336,425,18096,583,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,30181,153,14712,1353,17268,1424,11648,1146,30418,149,36752,239,23882,335,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26990,201,11389,702,15056,2188,8694,1205,27357,214,34064,381,21459,238,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,26010,218,8077,1304,9534,1667,6973,1243,26460,218,31828,290,21353,264,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26177,288,9959,1495,11861,1811,7422,2282,26462,287,32064,362,21035,312,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25359,255,10416,972,12300,2295,8277,1255,25810,246,31445,345,20884,294,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23767,386,11056,924,15029,3144,8443,1032,24311,391,31883,292,17738,453,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25770,312,7058,1017,9430,2995,6025,1264,26281,327,31826,461,21282,419,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,36104,295,16457,2656,17344,3950,15256,3929,36427,298,42079,351,31116,302,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,33740,428,10530,1100,12480,2780,9546,1281,34480,434,41817,287,27575,555,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27427,205,10644,733,12298,1356,9202,867,28043,299,35819,329,21639,180,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,30738,140,9243,1258,10473,1326,7724,1272,31132,150,37703,575,25126,282,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22472,314,10903,1931,12209,3117,10137,2020,22893,393,28456,767,18211,506,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25904,201,9637,864,12318,2204,7930,810,26314,200,31734,238,21503,251,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21895,383,7456,1619,8993,3036,6377,1738,22265,389,29480,1257,17231,659,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25678,289,8389,1797,8739,2101,7675,2892,25996,281,31403,360,21046,309,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30571,223,15561,2032,17611,6677,11973,2121,30766,222,35469,586,26188,372,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31547,373,9455,2284,12219,6377,6849,1798,31881,372,40389,540,25572,448,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,36093,268,17289,1535,20107,3339,16135,1347,36391,266,44272,761,29574,532,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22765,606,9932,1738,10757,2562,9029,3078,23178,629,28531,1232,19081,746,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30826,134,12682,977,15126,1658,11331,759,31104,133,36344,230,26427,179,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25680,172,10558,702,11079,1236,10121,1165,26038,174,30847,210,21599,190,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24354,638,12410,3975,16474,1833,9258,2797,24647,638,31452,578,18526,938,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26959,156,11032,578,11675,993,10508,769,27332,157,33865,409,21747,183,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23188,381,10297,926,11536,1170,8538,1373,23751,379,29841,761,18867,465,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25936,305,10540,1092,12070,3165,9702,1285,26382,299,31816,397,21430,294,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,28091,224,10711,599,12593,1547,9193,915,28675,225,35384,183,22548,215,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,28861,1071,13302,2156,15361,3505,11010,2463,29599,1026,35677,1159,23773,924,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,25166,205,10746,939,12781,3047,9151,1404,25512,196,30668,272,20968,257,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24529,562,7565,1718,8924,3712,6713,2898,24991,491,29043,783,20840,490,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25432,188,11464,901,14001,2573,9862,1201,25791,182,31024,240,21153,208,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25354,131,10944,553,13298,1802,8991,957,25654,132,30620,160,20755,146,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23871,423,11161,1452,14746,4709,9500,3388,24248,432,32015,477,16557,393,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,26221,439,8435,1411,10319,1678,5996,2500,26677,431,31417,616,22317,612,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31354,217,13410,2938,17094,2091,11052,1226,31623,216,38037,672,26017,308,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,30174,233,11120,869,12062,1597,10349,1230,30584,232,37312,382,23533,375,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23126,575,11965,1100,14240,1688,10191,2200,23660,574,30290,564,17901,649,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,28096,294,9320,1036,11072,1323,7796,1138,28623,291,35552,288,22404,226,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,25784,730,8995,2543,11002,2128,6096,4733,26290,712,35558,1096,19342,1105,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,14317,206,8660,839,8917,1213,8324,1279,14487,218,14622,269,14331,302,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
