GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001MA,B22007_001EA,B22007_002MA,B22007_002EA,B22007_003EA,B22007_003MA,B22007_004EA,B22007_004MA,B22007_005EA,B22007_005MA,B22007_006MA,B22007_006EA,B22007_007MA,B22007_007EA,B22007_008MA,B22007_008EA,B22007_009EA,B22007_009MA,B22007_010EA,B22007_010MA,B22007_011MA,B22007_011EA,B22007_012MA,B22007_012EA,B22007_013MA,B22007_013EA,B22007_014EA,B22007_014MA,B22007_015EA,B22007_015MA,B22007_016EA,B22007_016MA,B22007_017EA,B22007_017MA,B22007_018MA,B22007_018EA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021EA,B22007_021MA,B22007_022EA,B22007_022MA,B22007_023MA,B22007_023EA,B22007_024MA,B22007_024EA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027EA,B22007_027MA,B22007_028MA,B22007_028EA,B22007_029MA,B22007_029EA,B22007_030MA,B22007_030EA,B22007_031MA,B22007_031EA,B22007_032EA,B22007_032MA,B22007_033MA,B22007_033EA,B22007_034MA,B22007_034EA,B22007_035MA,B22007_035EA,B22007_036MA,B22007_036EA,B22007_037EA,B22007_037MA,B22007_038EA,B22007_038MA,B22007_039MA,B22007_039EA,B22007_040MA,B22007_040EA,B22007_041MA,B22007_041EA,B22007_042EA,B22007_042MA,B22007_043EA,B22007_043MA,state
0400000US13,2296694,17833,206073,7742,56716,4191,9659,1511,17530,2627,22418,2457,18757,2152,3661,932,7109,1424,6040,1334,1069,480,149357,7223,17461,1982,2628,744,10973,1723,2705,921,1155,627,131896,7037,33624,3276,76067,5902,16395,2323,5810,1293,2090621,17632,1582663,18195,171059,4722,394687,8705,829307,13560,778070,12832,51237,3496,187610,6919,172114,6252,15496,2018,507958,11252,147522,5830,14049,1716,72630,4548,45859,3415,14984,2310,360436,9076,36387,2662,210616,7747,89680,4982,23753,3200,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,20444,2560,7982,1352,1465,564,1679,639,3323,997,2632,1001,691,387,1515,520,1007,392,508,314,12462,2084,1398,580,121,117,489,298,448,364,340,351,11064,1957,3048,722,5419,1519,1935,718,662,372,280658,5374,214743,4697,26127,2094,43622,2921,106219,4398,95176,4396,11043,1591,38775,2179,32236,1931,6539,1192,65915,3555,22868,2052,1582,563,10189,1573,8138,1374,2959,900,43047,3075,4593,1078,19627,2370,12428,1667,6399,1218,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,23328,2307,10289,1254,1021,416,3585,925,4728,959,4149,879,579,338,955,352,849,353,106,104,13039,1902,2467,917,349,361,1561,815,484,346,73,88,10572,1726,2577,836,6109,1238,1652,728,234,175,359358,5234,303706,5847,39452,2016,69301,4470,156367,5018,148184,4784,8183,1240,38586,2737,36788,2655,1798,564,55652,3727,19094,2034,1698,644,11048,1528,5331,1135,1017,491,36558,2918,3579,992,21131,2448,9978,1661,1870,724,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,274647,9548,81206,4241,11740,1515,29205,2789,29982,2613,22914,2326,7068,1257,10279,1386,7386,1233,2893,786,193441,7845,28339,3017,4974,1269,15833,2098,5770,1276,1762,746,165102,6951,42713,3033,97063,5065,20735,2804,4591,947,2871695,17042,2274245,16698,254758,5559,517403,10478,1156353,13961,1072972,13382,83381,3901,345731,8728,314121,7698,31610,2748,597450,12199,175183,6262,13494,1728,83672,4812,58489,3936,19528,2516,422267,9947,40070,3258,234146,8080,114768,5213,33283,2619,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,143679,6507,46192,3282,8112,1212,14785,2114,18797,1966,16380,2007,2417,659,4498,969,3690,842,808,402,97487,5431,15370,2319,2844,888,10447,1944,1694,575,385,325,82117,4902,21795,2507,49876,4047,7977,1452,2469,826,1501352,12246,1202433,10964,148223,4159,260779,6810,630450,9847,595925,9410,34525,2138,162981,5225,152424,5096,10557,1325,298919,8527,97182,5690,6237,1032,56459,4706,28389,2345,6097,1418,201737,7021,18432,2320,118629,5688,53607,3494,11069,1357,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,60880,3299,21632,1918,2373,584,6580,1128,9624,1355,8877,1306,747,289,3055,797,2653,792,402,202,39248,2566,6456,1210,668,356,4541,1074,1162,485,85,102,32792,2386,7144,1296,21053,2242,3849,869,746,356,736090,7513,619702,7933,73545,2733,110142,4157,352109,7212,339912,7065,12197,1485,83906,3753,80914,3665,2992,841,116388,4315,38611,2475,1989,546,22487,2105,11671,1473,2464,685,77777,3984,5461,886,45689,3152,22476,2090,4151,851,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,48041,3063,18841,2403,2747,838,5085,1106,9103,1713,8271,1666,832,383,1906,700,1592,608,314,360,29200,2639,4872,989,345,215,3402,929,606,372,519,353,24328,2446,5212,1265,16001,2071,2768,666,347,237,676512,7752,552848,7332,58367,2461,113949,4770,303714,6487,290668,6652,13046,1531,76818,3148,73146,3099,3672,678,123664,4918,36118,2830,1843,525,20427,1905,11412,1766,2436,708,87546,3889,7588,1379,51797,3453,22995,2331,5166,1090,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,145891,6026,59279,3753,14945,1869,22759,2568,17738,2306,15022,2167,2716,772,3837,921,2982,829,855,522,86612,5080,12130,1794,3102,934,6710,1412,2115,873,203,229,74482,4585,22604,2458,40717,3769,9387,1763,1774,832,960513,11304,773225,11181,113970,3664,187888,6752,384680,8527,358733,8345,25947,2329,86687,3797,80735,3541,5952,1215,187288,6161,56230,3497,6936,1384,30493,2637,15154,1993,3647,865,131058,5422,18246,2097,70104,4230,36893,3174,5815,1240,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1072568,11225,283091,7395,146906,5574,15515,1695,36415,2991,69886,4393,62184,4162,7702,1227,25090,2369,21102,2142,3988,882,136185,4998,19393,2242,3224,778,10015,1590,4273,950,1881,914,116792,4895,24303,2288,68019,3730,19170,2495,5300,983,789477,10630,601490,9750,87034,3425,151555,5024,293629,8184,268029,7469,25600,1993,69272,3829,62609,3676,6663,1341,187987,6602,53123,4012,6183,1538,28058,3027,14813,2425,4069,970,134864,6466,20800,2569,73024,4531,31723,2711,9317,1531,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,358314,5380,40512,2810,16366,1850,3095,721,6216,1177,5407,1037,4611,1013,796,343,1648,542,1545,529,103,117,24146,2479,5549,1250,1182,537,3752,1062,524,272,91,99,18597,2129,5747,1371,10505,1503,1840,659,505,418,317802,4868,260606,5114,36716,1844,51541,2406,139233,3917,133096,3801,6137,930,33116,2286,31133,2200,1983,633,57196,3237,18069,1881,1061,476,10429,1328,5449,1180,1130,402,39127,2553,4148,964,21336,1977,11168,1511,2475,676,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1405655,12927,74750,5356,17517,2136,3166,930,4267,1040,6759,1413,5267,1318,1492,640,3325,871,2924,850,401,279,57233,4574,9108,1742,1673,670,4947,1310,2195,723,293,222,48125,4177,10325,1852,29611,3321,6764,1464,1425,613,1330905,12981,1000579,11604,99351,3594,202487,5492,537190,9089,499105,8867,38085,2865,161551,5178,151447,5217,10104,1317,330326,8311,87998,5065,4542,1178,44481,3690,28926,2255,10049,1799,242328,6675,17398,1957,128538,4930,76673,4107,19719,2204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1565973,11720,98989,4789,23451,2583,5720,1220,6602,1449,7749,1563,6395,1343,1354,632,3380,887,3147,874,233,176,75538,4068,8713,1614,1507,681,5207,1163,1520,793,479,370,66825,3649,23636,2606,33808,2898,7240,1583,2141,750,1466984,11276,1152333,11148,127322,3666,236727,7351,603176,10300,566275,10089,36901,2641,185108,5293,171435,5470,13673,1799,314651,8494,91374,4528,6766,1138,42059,3765,31840,3323,10709,1936,223277,7373,20937,2292,113949,5919,68343,4377,20048,2091,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2579201,15447,264908,7729,82570,4684,13410,1494,29171,2858,30625,2789,24991,2654,5634,975,9364,1497,7732,1412,1632,489,182338,5989,27185,2723,6174,1228,15528,1832,4520,1148,963,476,155153,5621,40428,2687,90408,4303,20597,2447,3720,870,2314293,15473,1856118,15838,270631,5241,429493,7870,906004,11321,843679,10732,62325,3494,249990,6874,230284,6581,19706,2200,458175,8520,138293,5369,12334,1541,77096,3963,41181,3227,7682,983,319882,7832,31845,2756,184780,5903,84796,4105,18461,1845,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1330451,9270,66712,3637,19098,2130,2335,670,5759,1124,8663,1470,7704,1299,959,405,2341,694,1966,632,375,192,47614,3398,7989,1568,1438,515,4735,1140,1302,719,514,400,39625,3003,8192,1364,25078,2418,4681,958,1674,698,1263739,9064,1045601,9564,116816,3188,177115,4668,599687,8861,578475,8958,21212,1668,151983,4234,145509,3892,6474,885,218138,6462,72298,3580,3363,800,38754,2307,23229,2353,6952,1291,145840,5332,8590,1356,83386,3773,44578,3149,9286,1368,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741988,10108,142957,6364,56217,3996,7765,1441,18047,2166,22761,2783,19227,2284,3534,1043,7644,1678,6954,1631,690,362,86740,4419,11255,1996,2799,1061,6226,1455,1833,764,397,278,75485,4507,20564,2249,41410,3565,9930,1682,3581,916,599031,9536,441432,7591,63462,3328,110227,4676,218638,6532,202085,6251,16553,1886,49105,3283,44812,3186,4293,1000,157599,7274,40417,3511,4599,1055,22674,2717,10255,1558,2889,1081,117182,5806,18900,2192,61210,4108,30885,2732,6187,1106,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1518860,13297,165871,6811,58444,4243,9444,1434,19220,2350,23003,2670,20098,2662,2905,624,6777,1611,5506,1425,1271,598,107427,5394,15449,1898,3275,738,8443,1657,3022,892,709,386,91978,4703,21173,2230,56117,3876,12047,1616,2641,786,1352989,13006,1095815,12120,148102,4225,237379,5509,569252,9492,536850,9237,32402,2782,141082,4542,132090,4538,8992,1487,257174,7009,75282,4788,4987,1071,41940,3557,23602,2482,4753,1051,181892,6203,14731,1676,101354,5447,54326,3460,11481,1828,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
