GEO_ID,B18020H_001E,B18020H_001M,B18020H_002E,B18020H_002M,B18020H_003E,B18020H_003M,B18020H_004E,B18020H_004M,B18020H_005E,B18020H_005M,B18020H_006E,B18020H_006M,B18020H_007E,B18020H_007M,B18020H_008E,B18020H_008M,B18020H_009E,B18020H_009M,B18020H_010E,B18020H_010M,B18020H_011E,B18020H_011M,B18020H_012E,B18020H_012M,B18020H_013E,B18020H_013M,B18020H_014E,B18020H_014M,B18020H_015E,B18020H_015M,B18020H_016E,B18020H_016M,B18020H_017E,B18020H_017M,B18020H_018E,B18020H_018M,B18020H_019E,B18020H_019M,B18020H_020E,B18020H_020M,B18020H_021E,B18020H_021M,B18020H_022E,B18020H_022M,B18020H_023E,B18020H_023M,B18020H_024E,B18020H_024M,B18020H_025E,B18020H_025M,B18020H_026E,B18020H_026M,B18020H_027E,B18020H_027M,B18020H_028E,B18020H_028M,B18020H_029E,B18020H_029M,B18020H_030E,B18020H_030M,B18020H_031E,B18020H_031M,NAME,B18020H_001EA,B18020H_001MA,B18020H_002EA,B18020H_002MA,B18020H_003EA,B18020H_003MA,B18020H_004MA,B18020H_004EA,B18020H_005MA,B18020H_005EA,B18020H_006EA,B18020H_006MA,B18020H_007EA,B18020H_007MA,B18020H_008EA,B18020H_008MA,B18020H_009MA,B18020H_009EA,B18020H_010MA,B18020H_010EA,B18020H_011EA,B18020H_011MA,B18020H_012EA,B18020H_012MA,B18020H_013EA,B18020H_013MA,B18020H_014MA,B18020H_014EA,B18020H_015MA,B18020H_015EA,B18020H_016MA,B18020H_016EA,B18020H_017EA,B18020H_017MA,B18020H_018EA,B18020H_018MA,B18020H_019MA,B18020H_019EA,B18020H_020MA,B18020H_020EA,B18020H_021MA,B18020H_021EA,B18020H_022EA,B18020H_022MA,B18020H_023EA,B18020H_023MA,B18020H_024MA,B18020H_024EA,B18020H_025MA,B18020H_025EA,B18020H_026MA,B18020H_026EA,B18020H_027MA,B18020H_027EA,B18020H_028EA,B18020H_028MA,B18020H_029MA,B18020H_029EA,B18020H_030MA,B18020H_030EA,B18020H_031MA,B18020H_031EA,state
0400000US13,3622548,5853,445907,10382,220750,7413,44830,3634,21432,2963,23398,2715,175920,6293,73553,3581,102367,4970,225157,7006,40486,3318,14463,2020,26023,2556,184671,6518,54186,3316,130485,5423,3176641,11714,1559519,8372,589987,5535,433765,5830,156222,5443,969532,6504,870343,7086,99189,5617,1617122,8279,613976,4618,390692,7033,223284,6475,1003146,6661,724745,8037,278401,6789,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,204969,2208,20949,2194,11574,1611,1545,684,501,281,1044,623,10029,1448,3885,956,6144,1303,9375,1553,1701,779,583,421,1118,623,7674,1220,3239,782,4435,982,184020,2801,91328,2185,32046,1863,24676,1780,7370,1369,59282,1439,51775,1880,7507,1101,92692,1947,34739,1202,21848,1775,12891,1552,57953,1350,42152,1861,15801,1744,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,809291,2211,103684,4737,54366,3200,13063,1720,6831,1295,6232,1206,41303,2665,17491,1821,23812,2149,49318,2793,12649,1752,5614,1197,7035,1385,36669,2333,13178,1661,23491,1853,705607,5206,350432,3987,151178,2484,120608,2956,30570,2395,199254,2892,175226,3279,24028,2254,355175,2893,146528,2104,99103,3226,47425,2663,208647,2368,150192,3196,58455,2785,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5502301,4949,515359,8873,263492,5640,58440,3598,28248,2709,30192,2255,205052,5201,90498,3975,114554,4375,251867,6624,48653,3539,23029,2684,25624,2522,203214,5758,74486,3833,128728,4755,4986942,9901,2477818,6790,949946,5227,705669,6582,244277,6746,1527872,5586,1357504,8456,170368,5954,2509124,7478,936895,5347,647889,6807,289006,6705,1572229,5770,1178194,8212,394035,8802,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3450490,4265,434305,10693,212137,7881,54477,3738,27863,2682,26614,2532,157660,6174,68247,4075,89413,4491,222168,6257,45558,3406,19723,2334,25835,2793,176610,5689,58915,3088,117695,4751,3016185,11237,1505004,8496,604439,4566,445846,5639,158593,5533,900565,6302,796895,6604,103670,4842,1511181,6602,601062,3972,397202,6204,203860,6153,910119,5708,697362,8001,212757,6497,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1737204,2292,192687,5583,97530,4157,23619,2371,12519,1839,11100,1626,73911,3401,34867,2631,39044,2337,95157,3792,19394,1796,9626,1410,9768,1468,75763,3633,30217,2147,45546,3265,1544517,6138,773484,4264,310164,2836,246361,3834,63803,3454,463320,3397,418199,4343,45121,2813,771033,4147,302392,2286,226796,3988,75596,3575,468641,3719,382743,4950,85898,3130,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1430447,3044,166831,5796,85763,3758,23207,2597,13386,1947,9821,1454,62556,3109,28990,2185,33566,2603,81068,4107,18219,1727,9463,1448,8756,1374,62849,3530,25527,2288,37322,2598,1263616,6729,625019,4315,248787,3428,193638,4216,55149,3259,376232,3368,346122,3894,30110,2321,638597,4475,249048,2357,176953,3397,72095,3027,389549,3719,312063,4405,77486,3496,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2430542,3351,471798,11522,228292,6842,53687,4288,21133,2775,32554,3093,174605,5480,50434,3691,124171,4254,243506,7249,46758,3696,13514,2111,33244,3403,196748,5968,50262,3552,146486,4933,1958744,12094,964127,7659,398303,5048,290925,4935,107378,5262,565824,5686,491813,6433,74011,3799,994617,8022,411847,4744,264303,5321,147544,5397,582770,5988,427928,6262,154842,5034,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1742941,3364,270241,8635,142615,5955,33872,3307,16432,2558,17440,2105,108743,4371,41266,2768,67477,3668,127626,5343,26018,2595,10638,1583,15380,2254,101608,4922,31777,2666,69831,4151,1472700,9843,718350,6279,291266,3547,219834,3813,71432,3737,427084,4753,379622,5056,47462,3237,754350,6121,302732,3036,184576,4224,118156,4179,451618,5345,316163,5499,135455,4618,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,836340,2825,138320,5293,67101,3580,16058,2024,8392,1383,7666,1381,51043,2806,20184,1855,30859,2196,71219,3461,16830,1927,6250,1190,10580,1435,54389,2628,20119,1971,34270,2272,698020,5898,344158,3996,123045,2533,93726,2940,29319,2297,221113,2825,196380,3317,24733,1965,353862,3737,123857,2167,85934,2622,37923,2244,230005,2746,182657,3648,47348,2909,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2158244,3301,213668,7747,109787,5564,26966,2972,13907,2302,13059,1672,82821,4245,40149,3051,42672,2660,103881,4896,20925,2412,9464,1516,11461,1779,82956,3957,34945,3108,48011,2643,1944576,8412,946545,6211,332737,4375,256402,4867,76335,3951,613808,4165,560369,4702,53439,3309,998031,5170,350925,3018,246074,4882,104851,4608,647106,4211,500344,6436,146762,4727,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3381253,5492,353017,9806,184510,7426,45377,4153,20412,2850,24965,2556,139133,6050,57098,4379,82035,4588,168507,6119,35298,2988,15330,1993,19968,2288,133209,5093,49849,3798,83360,4089,3028236,10294,1470651,7721,538072,4784,391598,6042,146474,5385,932579,6339,838963,7592,93616,4695,1557585,7288,554964,4355,393415,6417,161549,5432,1002621,5170,788031,7294,214590,6490,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5162283,4332,648067,11665,327731,7399,78710,4146,35775,3103,42935,2842,249021,6073,91681,3882,157340,5322,320336,7538,63278,3183,22712,2108,40566,2558,257058,5711,81746,3059,175312,4673,4514216,12639,2255723,7903,865114,5076,612223,6664,252891,6350,1390609,6445,1183980,7346,206629,5553,2258493,8505,850734,4601,565274,5820,285460,6944,1407759,5804,1023118,7741,384641,7018,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2955625,3374,287630,7478,151410,5268,37166,2871,19796,2056,17370,1945,114244,4198,59999,3132,54245,2882,136220,5033,29394,2023,14944,1657,14450,1762,106826,4368,47683,2876,59143,3243,2667995,8180,1330696,5557,513158,3792,406859,4428,106299,3409,817538,4136,730707,5520,86831,3498,1337299,5563,507032,2637,385660,4570,121372,4291,830267,4454,670560,5714,159707,4392,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1096404,2958,194857,6612,98826,4342,22725,2828,9569,2095,13156,2302,76101,3810,28514,2662,47587,3000,96031,4261,16162,2043,5302,1095,10860,1891,79869,3814,22585,2012,57284,3499,901547,7044,442905,4610,176673,3254,129669,3179,47004,2974,266232,4137,237903,4904,28329,2802,458642,4550,185061,2962,110442,3734,74619,4277,273581,3992,196466,4502,77115,3170,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3119435,4004,432480,10481,214545,6731,48755,3800,24793,2656,23962,2473,165790,5845,64296,3499,101494,4096,217935,6727,43467,3373,17872,1849,25595,2596,174468,5507,57699,3246,116769,4870,2686955,11419,1329293,7379,539954,4649,415339,5271,124615,4169,789339,5905,705647,6346,83692,3953,1357662,7090,541359,3879,378038,5329,163321,5521,816303,5763,621965,7250,194338,6219,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,549603,1681,76216,4189,43722,3098,9115,1653,5257,1366,3858,963,34607,2434,16864,1851,17743,2183,32494,2443,6461,1405,2771,737,3690,1178,26033,2243,11348,1501,14685,1680,473387,4292,233255,3120,91440,1963,70044,2526,21396,1773,141815,2519,123185,2723,18630,1541,240132,2607,89663,1602,61292,2623,28371,2696,150469,2283,118914,2501,31555,1959,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,963584,2068,99924,4619,53289,3613,12640,2125,7376,1864,5264,897,40649,2716,21465,2138,19184,1812,46635,2726,9651,1587,4380,1034,5271,1151,36984,2312,15751,1528,21233,1939,863660,5006,429119,3857,175887,2598,139984,2687,35903,2234,253232,2815,234791,3058,18441,1657,434541,3022,174445,1871,130545,2658,43900,2879,260096,2486,215561,3312,44535,2536,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,977021,2683,119508,5512,62177,4156,10380,1662,5588,1297,4792,1076,51797,3443,20790,2161,31007,2817,57331,3412,6696,1268,2914,876,3782,988,50635,3063,18224,1792,32411,2645,857513,5766,433180,4374,152894,2952,118658,3714,34236,2841,280286,3874,241575,4465,38711,2908,424333,3738,158012,2076,105746,3261,52266,3394,266321,3153,194339,4739,71982,3625,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,831904,1600,97053,5125,50289,3565,15007,1866,6661,1448,8346,1625,35282,2904,16846,2224,18436,1941,46764,3211,10998,1943,5297,1384,5701,1374,35766,2420,14330,1637,21436,1746,734851,5408,362832,3902,127197,2218,97216,2471,29981,2432,235635,3012,215680,3386,19955,1869,372019,3442,129816,2254,91276,2859,38540,2714,242203,2400,191942,3350,50261,3036,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3505879,4384,314007,9466,160851,5543,31748,3197,14499,1942,17249,2401,129103,4408,51918,3181,77185,3789,153156,5907,26971,2345,11378,1556,15593,1773,126185,5182,45868,3513,80317,4415,3191872,10683,1571885,6935,527081,4922,368828,5597,158253,4795,1044804,4703,935562,5685,109242,3719,1619987,6290,521007,2916,348395,6191,172612,6016,1098980,5214,809734,6948,289246,5957,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,534451,2538,73346,4391,35238,3101,6705,1349,3038,993,3667,1138,28533,2494,12900,1850,15633,1950,38108,3040,7671,1515,3340,1002,4331,1139,30437,2432,11603,1651,18834,1998,461105,4255,225415,3135,78152,2245,56596,2716,21556,2307,147263,2666,128570,3175,18693,2139,235690,3235,80161,1919,52723,2665,27438,2420,155529,2812,115717,3319,39812,2452,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7589354,6664,810150,13357,410184,8719,89225,4222,38030,3113,51195,2944,320959,7870,120591,5365,200368,5867,399966,8479,75478,4295,30512,2709,44966,3129,324488,7151,101780,4484,222708,6123,6779204,13934,3339220,9390,1243586,5637,852930,9034,390656,8570,2095634,7887,1845191,10327,250443,6652,3439984,9445,1261821,5384,822467,9390,439354,9146,2178163,7340,1615888,10284,562275,9730,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3918182,5950,544524,13341,274857,9025,60377,4435,29010,3161,31367,3195,214480,7513,89241,5291,125239,5305,269667,7758,50694,3760,21151,2253,29543,2996,218973,6715,71645,4169,147328,5139,3373658,15158,1644360,10314,612669,5953,456456,7657,156213,6382,1031691,7952,912588,8577,119103,5476,1729298,8551,643391,4550,432927,6191,210464,5777,1085907,6791,809501,8723,276406,6978,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,369699,1417,36231,2859,19181,2039,5258,1132,2790,845,2468,736,13923,1475,7403,989,6520,1122,17050,1725,4028,988,2581,886,1447,464,13022,1344,6355,1063,6667,923,333468,3167,168799,2194,69783,1477,54718,1805,15065,1451,99016,1663,90826,1863,8190,978,164669,1881,67792,1100,52126,1580,15666,1527,96877,1402,79411,1974,17466,1633,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6197381,4533,794015,13282,402459,8482,93710,4430,42397,3198,51313,3278,308749,8063,125817,5747,182932,6133,391556,9319,83335,4795,33395,2931,49940,4089,308221,6890,107452,4369,200769,6581,5403366,14128,2664025,9330,1048288,5325,782090,7810,266198,7238,1615737,8233,1422639,9042,193098,5905,2739341,9239,1056700,4943,718393,8740,338307,8011,1682641,7007,1276917,9230,405724,8540,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
