GEO_ID,B12006_001E,B12006_001M,B12006_002E,B12006_002M,B12006_003E,B12006_003M,B12006_004E,B12006_004M,B12006_005E,B12006_005M,B12006_006E,B12006_006M,B12006_007E,B12006_007M,B12006_008E,B12006_008M,B12006_009E,B12006_009M,B12006_010E,B12006_010M,B12006_011E,B12006_011M,B12006_012E,B12006_012M,B12006_013E,B12006_013M,B12006_014E,B12006_014M,B12006_015E,B12006_015M,B12006_016E,B12006_016M,B12006_017E,B12006_017M,B12006_018E,B12006_018M,B12006_019E,B12006_019M,B12006_020E,B12006_020M,B12006_021E,B12006_021M,B12006_022E,B12006_022M,B12006_023E,B12006_023M,B12006_024E,B12006_024M,B12006_025E,B12006_025M,B12006_026E,B12006_026M,B12006_027E,B12006_027M,B12006_028E,B12006_028M,B12006_029E,B12006_029M,B12006_030E,B12006_030M,B12006_031E,B12006_031M,B12006_032E,B12006_032M,B12006_033E,B12006_033M,B12006_034E,B12006_034M,B12006_035E,B12006_035M,B12006_036E,B12006_036M,B12006_037E,B12006_037M,B12006_038E,B12006_038M,B12006_039E,B12006_039M,B12006_040E,B12006_040M,B12006_041E,B12006_041M,B12006_042E,B12006_042M,B12006_043E,B12006_043M,B12006_044E,B12006_044M,B12006_045E,B12006_045M,B12006_046E,B12006_046M,B12006_047E,B12006_047M,B12006_048E,B12006_048M,B12006_049E,B12006_049M,B12006_050E,B12006_050M,B12006_051E,B12006_051M,B12006_052E,B12006_052M,B12006_053E,B12006_053M,B12006_054E,B12006_054M,B12006_055E,B12006_055M,B12006_056E,B12006_056M,NAME,B12006_001EA,B12006_001MA,B12006_002EA,B12006_002MA,B12006_003EA,B12006_003MA,B12006_004EA,B12006_004MA,B12006_005MA,B12006_005EA,B12006_006MA,B12006_006EA,B12006_007EA,B12006_007MA,B12006_008EA,B12006_008MA,B12006_009EA,B12006_009MA,B12006_010MA,B12006_010EA,B12006_011MA,B12006_011EA,B12006_012EA,B12006_012MA,B12006_013EA,B12006_013MA,B12006_014EA,B12006_014MA,B12006_015MA,B12006_015EA,B12006_016MA,B12006_016EA,B12006_017MA,B12006_017EA,B12006_018EA,B12006_018MA,B12006_019EA,B12006_019MA,B12006_020MA,B12006_020EA,B12006_021MA,B12006_021EA,B12006_022MA,B12006_022EA,B12006_023EA,B12006_023MA,B12006_024EA,B12006_024MA,B12006_025MA,B12006_025EA,B12006_026MA,B12006_026EA,B12006_027MA,B12006_027EA,B12006_028EA,B12006_028MA,B12006_029EA,B12006_029MA,B12006_030MA,B12006_030EA,B12006_031MA,B12006_031EA,B12006_032MA,B12006_032EA,B12006_033EA,B12006_033MA,B12006_034EA,B12006_034MA,B12006_035MA,B12006_035EA,B12006_036MA,B12006_036EA,B12006_037MA,B12006_037EA,B12006_038EA,B12006_038MA,B12006_039EA,B12006_039MA,B12006_040EA,B12006_040MA,B12006_041MA,B12006_041EA,B12006_042MA,B12006_042EA,B12006_043EA,B12006_043MA,B12006_044EA,B12006_044MA,B12006_045EA,B12006_045MA,B12006_046MA,B12006_046EA,B12006_047MA,B12006_047EA,B12006_048EA,B12006_048MA,B12006_049EA,B12006_049MA,B12006_050EA,B12006_050MA,B12006_051EA,B12006_051MA,B12006_052EA,B12006_052MA,B12006_053EA,B12006_053MA,B12006_054MA,B12006_054EA,B12006_055MA,B12006_055EA,B12006_056EA,B12006_056MA,state
0400000US01,3613506,3951,920490,15154,489061,8693,307509,7788,263467,7901,44042,3461,181552,6369,431429,9364,259724,7714,221917,6836,37807,3347,171705,6032,1882496,22292,952174,12726,688298,11438,671300,11508,16998,2314,263876,5947,930322,11878,522880,9035,501549,8532,21331,2307,407442,7692,95520,5412,37106,3094,24366,2604,22572,2506,1794,878,12740,1731,58414,3841,36317,3485,31758,3176,4559,1197,22097,2493,271737,6764,46964,3350,10358,1700,9698,1615,660,414,36606,2718,224773,5559,35933,2740,33399,2717,2534,675,188840,4931,443263,11082,197238,7653,126702,5666,119308,5599,7394,1277,70536,4255,246025,6934,161431,6422,149327,6353,12104,1741,84594,4399,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,512833,1465,160353,4928,94655,3262,68321,3210,55059,3603,13262,1785,26334,2321,65698,2969,46704,3001,40517,2837,6187,1093,18994,2289,266023,6488,133981,3606,108610,2948,103509,3070,5101,1037,25371,1881,132042,3853,87544,3842,83304,4021,4240,1081,44498,2823,8277,1506,3825,952,2951,871,2597,748,354,285,874,366,4452,1194,3446,1102,3026,969,420,362,1006,441,20329,1919,4273,739,1140,400,1029,398,111,82,3133,696,16056,1658,4948,1012,4351,850,597,560,11108,1317,57851,4033,26322,2404,20371,2205,18653,2125,1718,563,5951,1134,31529,2977,23993,2434,22358,2377,1635,802,7536,1573,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4717049,3806,1353018,16045,763883,10769,539065,10144,496401,9471,42664,3473,224818,7861,589135,9089,385748,8693,352999,9114,32749,3444,203387,7308,2421201,22268,1227542,12769,884893,11811,863865,11833,21028,2548,342649,7410,1193659,12797,632118,10643,610319,10126,21799,2406,561541,10648,96570,5277,40683,3598,32665,3664,29940,3693,2725,922,8018,1307,55887,3997,37236,3903,34616,3822,2620,915,18651,2146,277721,7906,61425,4113,12527,1721,11658,1593,869,456,48898,3575,216296,6156,37835,2686,36298,2527,1537,687,178461,5660,568539,12272,251694,8113,174569,7145,167081,6921,7488,1470,77125,3356,316845,8837,217037,7906,207230,8279,9807,1923,99808,5134,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2199028,3350,500842,10650,275679,7156,175769,7174,153290,6826,22479,2271,99910,4617,225163,5980,142235,5181,120309,4430,21926,2501,82928,4453,1200461,16346,611426,9261,440795,9220,425625,9107,15170,1875,170631,4266,589035,8951,342186,7498,327420,7656,14766,1934,246849,6956,53025,3565,21471,1969,13868,1782,12956,1817,912,519,7603,1245,31554,3040,20491,2646,17993,2433,2498,906,11063,1514,166938,5875,28289,2429,5650,1114,5365,1092,285,220,22639,1991,138649,4870,25907,2636,24474,2599,1433,472,112742,4456,277762,8729,126328,5860,82833,5131,74842,4566,7991,1815,43495,3005,151434,5559,102241,4712,96055,4665,6186,1148,49193,3504,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28014513,10333,9181893,37193,5095621,27318,3506440,29888,3143167,28953,363273,10160,1589181,20513,4086272,24734,2637656,22669,2376590,22520,261066,8927,1448616,16695,13840558,50141,7096283,29975,5466267,25855,5279315,25992,186952,8710,1630016,14876,6744275,30788,3826847,26119,3629093,25575,197754,6620,2917428,20990,708579,15225,280201,8994,199749,7614,183818,7682,15931,2115,80452,4221,428378,13057,280060,10007,252624,8707,27436,3565,148318,7212,1549603,19336,307690,8051,68417,4253,63947,3994,4470,1264,239273,6626,1241913,16153,218852,7890,206836,7684,12016,1675,1023061,13248,2733880,22961,1124932,14803,780389,12888,726832,13115,53557,3281,344543,8396,1608948,17723,1079821,16431,1016576,15741,63245,4369,529127,11051,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3712889,4084,1032665,15523,583846,10392,434878,9996,394488,9834,40390,3519,148968,6176,448819,8288,325592,8379,295619,8004,29973,3006,123227,5333,1996997,23096,1021519,13435,815373,12977,792704,13571,22669,2520,206146,5072,975478,12298,613102,10074,587265,9583,25837,2752,362376,8455,67785,4596,25303,2624,18988,2147,17789,2140,1199,590,6315,1341,42482,3670,30325,3086,27188,3006,3137,932,12157,1866,181329,5321,38907,2859,11306,1821,10783,1807,523,431,27601,2408,142422,4353,29526,2474,27831,2460,1695,586,112896,3421,434113,10974,191287,6958,142126,6155,134155,5966,7971,1290,49161,3544,242826,7873,178003,6886,169837,6759,8166,1597,64823,3976,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2786887,3320,828386,11029,439801,7091,311574,6514,274429,6344,37145,3390,128227,4141,388585,6970,267938,6317,242456,6266,25482,2402,120647,4984,1458521,14408,732383,7139,577417,7891,561722,7548,15695,1661,154966,4193,726138,9372,465824,7987,446608,7794,19216,1818,260314,6729,44415,3240,16897,1877,12563,1726,11655,1609,908,503,4334,941,27518,2916,18502,2153,16266,2068,2236,731,9016,1658,181901,5556,37595,2522,8517,1651,7488,1392,1029,625,29078,2176,144306,4370,25887,2292,24462,2285,1425,528,118419,3709,273664,8829,112482,5569,82470,5079,76436,5083,6034,1397,30012,2704,161182,6366,116351,5299,109631,4975,6720,1273,44831,3287,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,672673,1518,202089,6207,104407,3545,73646,3428,63417,3241,10229,2070,30761,2509,97682,3746,66444,3768,60843,3727,5601,1043,31238,2549,334769,9161,169428,4713,123563,4341,121010,4281,2553,611,45865,2560,165341,5362,98817,3433,95080,3187,3737,868,66524,3759,16674,2528,5694,1236,4437,1048,4330,1041,107,121,1257,559,10980,2010,7667,1973,7070,1943,597,355,3313,1087,44298,2348,9957,1235,2133,630,2022,586,111,119,7824,1063,34341,1859,5606,818,5205,796,401,258,28735,1656,74843,4073,31946,2615,22913,2433,21798,2312,1115,520,9033,1395,42897,2806,29726,2629,28665,2606,1061,386,13171,1931,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,479776,1126,256623,6188,124446,3815,88473,3944,78904,3880,9569,1654,35973,2714,132177,3878,91783,3978,82833,3937,8950,1790,40394,3003,130831,6868,66403,3807,51322,3657,48457,3483,2865,923,15081,1720,64428,3771,43155,3062,41346,2965,1809,664,21273,2155,16345,2299,7523,1545,4852,1377,4215,1303,637,366,2671,737,8822,1623,5708,1314,5092,1301,616,332,3114,969,32365,2263,5973,908,1006,478,852,440,154,181,4967,743,26392,1984,5639,1128,5041,1130,598,400,20753,1715,43612,3177,16575,1576,11178,1255,10629,1232,549,303,5397,986,27037,2589,17286,2061,16305,1917,981,579,9751,1486,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14547170,7173,3802103,29094,2108501,18749,1463267,17091,1331139,16728,132128,6048,645234,12786,1693602,16780,1117347,16649,1009586,16282,107761,5613,576255,10720,7502133,37038,3808680,21391,2633113,19461,2561755,19940,71358,4356,1175567,12451,3693453,20535,2011059,20067,1933123,19015,77936,4868,1682394,18458,355307,10784,149736,7775,101404,6046,93139,5601,8265,1704,48332,3860,205571,8355,141364,6670,129851,6306,11513,2582,64207,5132,1109525,15766,222500,7475,45710,3666,43326,3793,2384,725,176790,6495,887025,12611,146806,6521,138400,6434,8406,1589,740219,10102,1778102,23300,777375,14352,533410,12014,506280,11913,27130,2841,243965,7248,1000727,16848,686928,13368,652587,13001,34341,3344,313799,10114,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
