GEO_ID,B23002A_001E,B23002A_001M,B23002A_002E,B23002A_002M,B23002A_003E,B23002A_003M,B23002A_004E,B23002A_004M,B23002A_005E,B23002A_005M,B23002A_006E,B23002A_006M,B23002A_007E,B23002A_007M,B23002A_008E,B23002A_008M,B23002A_009E,B23002A_009M,B23002A_010E,B23002A_010M,B23002A_011E,B23002A_011M,B23002A_012E,B23002A_012M,B23002A_013E,B23002A_013M,B23002A_014E,B23002A_014M,B23002A_015E,B23002A_015M,B23002A_016E,B23002A_016M,B23002A_017E,B23002A_017M,B23002A_018E,B23002A_018M,B23002A_019E,B23002A_019M,B23002A_020E,B23002A_020M,B23002A_021E,B23002A_021M,B23002A_022E,B23002A_022M,B23002A_023E,B23002A_023M,B23002A_024E,B23002A_024M,B23002A_025E,B23002A_025M,B23002A_026E,B23002A_026M,B23002A_027E,B23002A_027M,B23002A_028E,B23002A_028M,B23002A_029E,B23002A_029M,B23002A_030E,B23002A_030M,B23002A_031E,B23002A_031M,B23002A_032E,B23002A_032M,B23002A_033E,B23002A_033M,B23002A_034E,B23002A_034M,B23002A_035E,B23002A_035M,B23002A_036E,B23002A_036M,B23002A_037E,B23002A_037M,B23002A_038E,B23002A_038M,B23002A_039E,B23002A_039M,B23002A_040E,B23002A_040M,B23002A_041E,B23002A_041M,B23002A_042E,B23002A_042M,B23002A_043E,B23002A_043M,B23002A_044E,B23002A_044M,B23002A_045E,B23002A_045M,B23002A_046E,B23002A_046M,B23002A_047E,B23002A_047M,B23002A_048E,B23002A_048M,B23002A_049E,B23002A_049M,B23002A_050E,B23002A_050M,B23002A_051E,B23002A_051M,B23002A_052E,B23002A_052M,B23002A_053E,B23002A_053M,B23002A_054E,B23002A_054M,B23002A_055E,B23002A_055M,B23002A_056E,B23002A_056M,B23002A_057E,B23002A_057M,B23002A_058E,B23002A_058M,B23002A_059E,B23002A_059M,B23002A_060E,B23002A_060M,B23002A_061E,B23002A_061M,B23002A_062E,B23002A_062M,B23002A_063E,B23002A_063M,B23002A_064E,B23002A_064M,B23002A_065E,B23002A_065M,B23002A_066E,B23002A_066M,B23002A_067E,B23002A_067M,B23002A_068E,B23002A_068M,B23002A_069E,B23002A_069M,B23002A_070E,B23002A_070M,B23002A_071E,B23002A_071M,B23002A_072E,B23002A_072M,B23002A_073E,B23002A_073M,B23002A_074E,B23002A_074M,B23002A_075E,B23002A_075M,B23002A_076E,B23002A_076M,B23002A_077E,B23002A_077M,B23002A_078E,B23002A_078M,B23002A_079E,B23002A_079M,NAME,B23002A_001MA,B23002A_001EA,B23002A_002MA,B23002A_002EA,B23002A_003EA,B23002A_003MA,B23002A_004EA,B23002A_004MA,B23002A_005EA,B23002A_005MA,B23002A_006MA,B23002A_006EA,B23002A_007MA,B23002A_007EA,B23002A_008MA,B23002A_008EA,B23002A_009MA,B23002A_009EA,B23002A_010EA,B23002A_010MA,B23002A_011MA,B23002A_011EA,B23002A_012MA,B23002A_012EA,B23002A_013MA,B23002A_013EA,B23002A_014EA,B23002A_014MA,B23002A_015EA,B23002A_015MA,B23002A_016EA,B23002A_016MA,B23002A_017MA,B23002A_017EA,B23002A_018MA,B23002A_018EA,B23002A_019EA,B23002A_019MA,B23002A_020MA,B23002A_020EA,B23002A_021EA,B23002A_021MA,B23002A_022MA,B23002A_022EA,B23002A_023MA,B23002A_023EA,B23002A_024EA,B23002A_024MA,B23002A_025EA,B23002A_025MA,B23002A_026EA,B23002A_026MA,B23002A_027EA,B23002A_027MA,B23002A_028MA,B23002A_028EA,B23002A_029MA,B23002A_029EA,B23002A_030EA,B23002A_030MA,B23002A_031MA,B23002A_031EA,B23002A_032EA,B23002A_032MA,B23002A_033MA,B23002A_033EA,B23002A_034EA,B23002A_034MA,B23002A_035EA,B23002A_035MA,B23002A_036EA,B23002A_036MA,B23002A_037EA,B23002A_037MA,B23002A_038EA,B23002A_038MA,B23002A_039MA,B23002A_039EA,B23002A_040MA,B23002A_040EA,B23002A_041EA,B23002A_041MA,B23002A_042EA,B23002A_042MA,B23002A_043EA,B23002A_043MA,B23002A_044MA,B23002A_044EA,B23002A_045EA,B23002A_045MA,B23002A_046EA,B23002A_046MA,B23002A_047EA,B23002A_047MA,B23002A_048EA,B23002A_048MA,B23002A_049MA,B23002A_049EA,B23002A_050MA,B23002A_050EA,B23002A_051MA,B23002A_051EA,B23002A_052EA,B23002A_052MA,B23002A_053EA,B23002A_053MA,B23002A_054EA,B23002A_054MA,B23002A_055MA,B23002A_055EA,B23002A_056MA,B23002A_056EA,B23002A_057MA,B23002A_057EA,B23002A_058MA,B23002A_058EA,B23002A_059EA,B23002A_059MA,B23002A_060EA,B23002A_060MA,B23002A_061EA,B23002A_061MA,B23002A_062MA,B23002A_062EA,B23002A_063MA,B23002A_063EA,B23002A_064MA,B23002A_064EA,B23002A_065EA,B23002A_065MA,B23002A_066MA,B23002A_066EA,B23002A_067MA,B23002A_067EA,B23002A_068MA,B23002A_068EA,B23002A_069EA,B23002A_069MA,B23002A_070EA,B23002A_070MA,B23002A_071EA,B23002A_071MA,B23002A_072MA,B23002A_072EA,B23002A_073MA,B23002A_073EA,B23002A_074EA,B23002A_074MA,B23002A_075MA,B23002A_075EA,B23002A_076EA,B23002A_076MA,B23002A_077MA,B23002A_077EA,B23002A_078MA,B23002A_078EA,B23002A_079EA,B23002A_079MA,state
0400000US01,2606406,4598,1262385,2802,89338,2841,40287,2843,136,223,40151,2859,31095,2703,9056,1572,49051,3148,106500,2763,87288,3369,989,383,86299,3340,80055,3134,6244,1363,19212,2393,668053,3048,583874,4882,5730,1025,578144,5024,559558,4894,18586,2112,84179,4030,193060,543,123993,3201,197,245,123796,3242,120836,3220,2960,684,69067,3187,67098,2257,22145,1712,21844,1714,301,216,44953,2051,138336,2258,17074,1709,16306,1732,768,353,121262,2768,1344021,2956,81860,2822,34742,2682,0,265,34742,2682,28405,2441,6337,1393,47118,2918,99692,1915,71172,2762,206,212,70966,2777,61676,2576,9290,1955,28520,2543,669280,1687,472752,5360,278,170,472474,5372,451645,5670,20829,2137,196528,5133,206063,496,98079,3103,57,93,98022,3105,96353,3125,1669,529,107984,3115,76206,2362,15830,1553,14995,1558,835,391,60376,2377,210920,2419,12535,1427,11996,1373,539,286,198385,2696,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,365708,2286,191563,1506,13950,1098,8104,1264,740,598,7364,1122,5164,1042,2200,821,5846,1063,19521,1057,17374,1314,2630,891,14744,1170,13122,1345,1622,673,2147,881,113620,1121,102812,1891,5793,1052,97019,2031,90810,2294,6209,1165,10808,1542,28555,350,20117,1120,0,235,20117,1120,19219,1056,898,510,8438,1116,5142,604,1678,518,1660,516,18,29,3464,676,10775,681,1236,390,1215,396,21,36,9539,710,174145,1461,12462,1101,6988,1030,0,235,6988,1030,5439,1074,1549,518,5474,812,14332,818,11012,1266,287,221,10725,1247,9781,1246,944,393,3320,1010,106115,753,82661,2145,888,516,81773,2311,77576,2535,4197,999,23454,1942,24450,355,14558,1208,0,235,14558,1208,13673,1198,885,651,9892,1182,5858,590,2245,647,2124,645,121,113,3613,676,10928,588,933,378,933,378,0,235,9995,677,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3728344,13857,1847938,9081,125485,3424,61756,3482,674,599,61082,3544,51984,3435,9098,1477,63729,3352,161939,3320,133096,4107,4186,1467,128910,4201,121121,4175,7789,1717,28843,2754,988108,6504,881579,8710,8074,1521,873505,9061,847084,9021,26421,3062,106529,5308,255251,1775,164105,4337,150,144,163955,4342,158727,4422,5228,1181,91146,4240,92989,2948,28048,2322,27078,2280,970,392,64941,2942,224166,3110,22114,1891,21425,1909,689,230,202052,3389,1880406,7941,113520,3768,53900,3039,111,136,53789,3017,46673,2773,7116,1488,59620,3951,145850,2980,102093,3733,954,654,101139,3689,94134,3742,7005,1645,43757,3642,953499,5007,695282,8005,859,458,694423,8071,665646,8399,28777,3098,258217,7002,274929,1500,143247,3878,0,291,143247,3878,138859,3990,4388,1051,131682,4006,101373,3164,18922,2030,18581,2013,341,229,82451,3239,291235,3158,16212,1914,15834,1847,378,252,275023,3714,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1770693,4959,861001,3590,62845,2761,30699,2655,196,157,30503,2658,23601,2335,6902,1288,32146,2254,72038,2039,57448,2435,1267,604,56181,2457,51477,2463,4704,924,14590,2215,447553,2497,385303,4243,3995,959,381308,4223,364867,4584,16441,2287,62250,3934,131574,864,84106,2466,124,152,83982,2455,81030,2453,2952,723,47468,2417,45077,1684,14926,1273,14472,1231,454,313,30151,1676,101914,1715,11992,1153,11722,1160,270,189,89922,2056,909692,2651,57639,2554,28492,2289,0,257,28492,2289,24049,2190,4443,970,29147,2288,66715,2118,48735,2348,420,323,48315,2347,44695,2447,3620,879,17980,2091,447543,2144,330810,5044,225,189,330585,5082,313051,4929,17534,2180,116733,5000,139925,630,70026,2462,0,257,70026,2462,67980,2439,2046,621,69899,2462,50485,2125,12418,1285,11791,1277,627,410,38067,2020,147385,2145,9644,1390,9432,1401,212,180,137741,2346,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17271624,41807,8592318,23257,620621,7408,264258,6674,9508,1395,254750,6535,200053,5777,54697,3698,356363,8096,809167,7913,644000,10065,32859,2725,611141,10431,552233,11153,58908,4975,165167,6355,4770448,16930,4225639,20690,42601,2862,4183038,21097,3994988,22586,188050,7431,544809,12069,1153629,4018,811684,8488,239,155,811445,8491,779199,8274,32246,2713,341945,8120,367216,6937,136798,6143,130958,6035,5840,1241,230418,6444,871237,6347,115065,4677,110521,4515,4544,939,756172,7147,8679306,24252,581765,8690,248330,6672,1030,598,247300,6699,201070,6535,46230,3856,333435,8561,723097,7605,518058,9248,5403,1413,512655,9236,468825,9348,43830,3672,205039,7784,4526256,17727,3267498,19474,4304,1223,3263194,19319,3083011,18297,180183,7070,1258758,16287,1203914,4654,686184,7120,176,170,686008,7091,661229,7252,24779,2212,517730,7754,401871,6385,99141,3696,94754,3654,4387,921,302730,6372,1242403,6858,78409,3695,76449,3668,1960,589,1163994,6559,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3131383,10150,1557869,6599,104765,2729,52865,2868,1271,462,51594,2910,42263,2768,9331,1491,51900,2774,139856,3038,115693,3517,6633,1060,109060,3572,99675,3814,9385,1900,24163,2994,907821,5446,823957,6992,9527,1441,814430,7103,785120,7135,29310,2491,83864,4781,216042,1493,161548,2968,99,105,161449,2951,155932,3031,5517,988,54494,2885,63758,2436,24403,1681,23917,1672,486,368,39355,2064,125627,2473,18199,1825,17754,1853,445,301,107428,2371,1573514,5531,100853,2942,52205,2523,587,296,51618,2561,43297,2451,8321,1549,48648,2879,128766,2376,101756,3278,1201,461,100555,3350,92327,3396,8228,1627,27010,2705,876743,4246,677239,6415,988,497,676251,6382,646324,6526,29927,2726,199504,6165,220707,1480,135083,3377,0,271,135083,3377,130318,3403,4765,936,85624,3196,66614,2628,17324,1516,16880,1467,444,280,49290,2560,179831,2779,13329,1455,12978,1422,351,246,166502,2731,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2273924,7919,1089661,5163,76660,1830,37358,2221,234,112,37124,2209,29119,2067,8005,1364,39302,2004,83291,1527,66056,2404,1235,476,64821,2470,59171,2477,5650,1266,17235,2149,586854,3996,535114,5828,4152,829,530962,5993,510002,6029,20960,2225,51740,3927,165806,889,126759,2696,182,215,126577,2652,121740,2635,4837,1041,39047,2547,50250,2122,22084,1711,21122,1772,962,385,28166,2185,126800,2304,18552,1754,17437,1650,1115,442,108248,2081,1184263,4301,74128,2077,38774,1772,25,30,38749,1776,32550,1915,6199,1294,35354,2249,79689,1472,60185,2126,0,269,60185,2126,55330,1944,4855,1049,19504,1825,600427,2778,468394,4511,241,219,468153,4486,447122,4773,21031,2073,132033,4818,178065,804,115993,2889,0,269,115993,2889,111238,2964,4755,1065,62072,2977,57862,2452,17794,1594,17441,1582,353,249,40068,2255,194092,2595,15073,1722,14326,1687,747,352,179019,2857,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,499777,2673,240551,1775,17168,826,8391,1211,84,148,8307,1213,6936,1070,1371,673,8777,1274,19846,562,15661,901,320,226,15341,936,13566,1030,1775,647,4185,866,125232,1285,113919,1790,878,361,113041,1838,108456,2158,4585,1210,11313,1434,36668,289,24970,1275,0,261,24970,1275,24420,1285,550,299,11698,1269,12774,937,3826,686,3675,663,151,125,8948,961,28863,935,3681,765,3501,752,180,164,25182,982,259226,1462,15546,679,8411,889,0,261,8411,889,6870,935,1541,562,7135,908,20203,404,15233,1183,65,106,15168,1192,13985,1289,1183,475,4970,1150,127828,924,97818,3052,55,74,97763,3057,93403,2942,4360,907,30010,2903,39686,380,22875,1381,0,261,22875,1381,22397,1396,478,231,16811,1407,14568,1146,2955,604,2745,585,210,142,11613,1092,41395,1089,2459,763,2355,750,104,125,38936,1191,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,181272,2495,89352,1514,4844,831,2162,703,484,370,1678,547,1370,486,308,219,2682,862,10658,985,7256,1185,1302,969,5954,1277,5773,1257,181,192,3402,1000,53183,1129,49228,1544,1337,611,47891,1627,46544,1698,1347,505,3955,1139,10486,297,9063,588,89,106,8974,597,8932,600,42,71,1423,477,3680,606,2248,485,2158,498,90,152,1432,503,6501,615,2543,717,2543,717,0,292,3958,622,91920,1453,4197,1063,1451,614,0,292,1451,614,1386,620,65,104,2746,757,14487,1138,11814,1590,781,767,11033,1225,10816,1231,217,210,2673,1084,50315,1018,44194,1397,443,271,43751,1432,42752,1468,999,462,6121,1184,11007,303,7649,667,0,292,7649,667,7649,667,0,292,3358,601,3018,491,1395,377,1342,383,53,88,1623,496,8896,643,1513,692,1513,692,0,292,7383,822,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11390279,20220,5534975,12667,325346,5241,153594,5104,3552,819,150042,5155,122969,5053,27073,2131,171752,6048,413670,5542,333526,6576,9976,1395,323550,6769,298544,6783,25006,3501,80144,4326,2785017,9934,2470408,12694,22660,2398,2447748,12859,2369497,12976,78251,4937,314609,9044,820150,2973,537235,6589,493,345,536742,6629,517933,6737,18809,2048,282915,6272,316471,6047,100005,4571,95560,4345,4445,978,216466,5451,874321,6028,98396,4932,94535,4833,3861,793,775925,6525,5855304,12317,305739,5494,138733,5367,526,320,138207,5393,116534,5133,21673,2303,167006,6787,387830,4291,283401,5873,1867,667,281534,5799,259818,6495,21716,2848,104429,5410,2733225,8607,2033118,14460,2757,801,2030361,14518,1942385,14136,87976,5430,700107,13710,892224,2898,479545,8065,0,300,479545,8065,459790,7935,19755,2152,412679,8026,364888,6459,78990,4289,75842,4124,3148,870,285898,6354,1171398,6143,65703,4005,62477,3877,3226,859,1105695,5861,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
