GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,NAME,B15002A_001EA,B15002A_001MA,B15002A_002EA,B15002A_002MA,B15002A_003EA,B15002A_003MA,B15002A_004MA,B15002A_004EA,B15002A_005MA,B15002A_005EA,B15002A_006MA,B15002A_006EA,B15002A_007EA,B15002A_007MA,B15002A_008EA,B15002A_008MA,B15002A_009EA,B15002A_009MA,B15002A_010MA,B15002A_010EA,B15002A_011MA,B15002A_011EA,B15002A_012EA,B15002A_012MA,B15002A_013EA,B15002A_013MA,B15002A_014EA,B15002A_014MA,B15002A_015MA,B15002A_015EA,B15002A_016MA,B15002A_016EA,B15002A_017MA,B15002A_017EA,state
0400000US13,3914811,8435,1902130,5903,108275,5931,204239,7329,541920,10258,348537,9087,112347,6629,372022,7332,214790,6362,2012681,4241,96863,4849,197728,6408,609910,10973,388827,9623,141576,5768,382344,10475,195433,6613,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,244497,1802,126446,1441,1671,606,5476,1106,27827,2411,29647,2310,9729,1368,30561,2055,21535,1832,118051,1131,2883,786,4250,1047,22683,1763,28382,2363,11862,1865,30343,2297,17648,2088,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,860541,3024,426066,1919,17056,1845,34378,2504,128779,4599,101680,4323,35826,2711,72345,3475,36002,2183,434475,1714,14319,1656,34281,2923,133604,4649,119731,4419,37769,3124,69237,3895,25534,2114,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6171024,12158,2978319,8262,135468,5665,208917,6841,855732,12209,602182,9879,208722,7595,600327,10522,366971,8948,3192705,5786,152077,5628,214598,7065,967492,12793,652582,11794,253329,6917,599607,9464,353020,8173,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3620631,5414,1742449,3471,76041,4056,169982,5263,646604,9101,329872,7855,120424,4903,253912,6463,145614,4908,1878182,2821,72880,3996,181107,6466,716705,8769,362831,8121,144936,5383,255103,6385,144620,5308,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1849040,2532,889799,1853,38903,2477,59489,3334,330661,4813,169519,4748,75846,3472,146365,4355,69016,3377,959241,1553,33982,2253,57915,2917,337355,5773,206389,4741,95106,3792,164610,4656,63884,3588,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1552039,4208,748565,2798,29255,2483,45802,2983,228077,6063,166735,5221,45652,2527,153739,5070,79305,3239,803474,2593,26673,2249,54168,2736,242196,5817,194120,4980,62424,3415,148823,4160,75070,3059,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2561369,3163,1224746,2501,115650,5256,152607,5913,431514,7964,210101,5614,63665,4496,153885,5523,97324,3827,1336623,1790,110680,4071,144524,5812,456202,8208,257390,7177,101503,4631,150265,5028,116059,4598,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1870801,4209,901267,2894,59241,3680,96146,4546,310403,6806,184436,5549,34543,2485,141973,5765,74525,3675,969534,2245,53769,2999,100172,4822,348035,7199,192734,5982,50907,3240,151035,5663,72882,3805,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,894575,1947,428040,1319,20026,1770,32836,2803,158651,4108,74631,3154,33045,2358,69624,2986,39227,2328,466535,996,16245,1634,29577,2595,169428,4952,85155,3376,43813,2715,81778,3423,40539,2627,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2379110,6186,1139335,3480,43719,2928,86350,4292,291038,7369,199164,6440,62030,4144,239935,7681,217099,6031,1239775,3873,40665,3078,88930,4961,331654,7586,225544,6648,93325,4857,260144,7068,199513,4883,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3707440,7648,1749684,4450,69209,4286,121751,6118,504088,9392,259210,7817,110841,4688,396808,9097,287777,6017,1957756,4649,70587,4401,120350,5352,557857,8420,300588,8043,180848,5172,425685,7942,301841,6224,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5439701,5003,2639136,3377,90492,4468,222051,5475,836306,10818,610511,9615,187091,5954,429598,8520,263087,6955,2800565,2971,84168,3837,213568,6704,947062,11108,621471,10685,251230,6149,442535,8497,240531,5950,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3065703,4409,1494866,2848,51017,2558,81282,3989,435214,7564,318363,6510,138669,4868,317161,7326,153160,4644,1570837,2372,44971,2203,71015,3326,446427,7074,366044,6504,162906,4396,336574,6998,142900,4554,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1191295,3061,570525,2509,39017,3006,71200,4259,176548,5717,115174,5202,38216,2988,84946,4535,45424,3174,620770,2117,32351,2773,69290,4510,197024,5736,131623,5391,56372,4175,91463,3942,42647,3618,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3315561,3674,1589751,2164,79688,3859,151876,5538,544274,9484,311983,7397,90994,3908,267541,6699,143395,5192,1725810,2330,86553,4649,157524,5266,574930,8635,371885,7755,116151,4547,270917,6450,147850,4825,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,582215,1694,286089,1560,11348,1284,18025,1861,89814,3663,63170,2673,20507,2104,53824,2825,29401,2344,296126,904,8301,1225,16178,1601,95916,3168,67277,3047,25998,2337,61212,3015,21244,1950,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1029916,2866,498873,2016,18692,1826,30004,2520,154764,4033,109030,3949,44408,2689,94930,3371,47045,2480,531043,1559,15126,1773,28642,2171,165020,3969,131076,4253,49292,2838,102166,3809,39721,2591,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1258345,7233,643165,4420,36060,3152,58822,4048,199450,6224,154914,5387,44971,3099,94103,4279,54845,3686,615180,4231,28481,2598,54199,3649,199272,6913,161858,6808,48829,3199,79678,4169,42863,2833,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,859509,1835,415840,989,13936,1780,33544,2871,128365,4370,73796,3485,34269,2717,84183,3795,47747,2994,443669,1320,13063,1801,27099,2259,137044,4927,81113,3475,47627,2938,91895,3207,45828,2775,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4242359,11737,2025218,7219,99901,4131,145389,5458,592564,10710,338492,6659,112743,5598,452962,8438,283167,6400,2217141,6458,103052,5163,152754,5779,725160,9679,361035,8537,153136,5542,468024,8780,253980,5591,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,891291,7091,430013,4501,32837,2566,37677,3287,107224,4647,91989,4236,28522,2368,72654,3627,59110,3084,461278,4066,31833,2762,34549,2804,123112,4480,106318,5007,34557,2848,75574,3775,55335,3386,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8878939,16109,4225330,9742,197486,6705,316922,8761,1217761,15145,673007,12471,320239,8385,851993,13308,647922,10596,4653609,8940,221359,5781,328187,7360,1417720,14375,691344,11209,433142,8653,838405,11614,723452,10826,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4311600,8681,2067723,6043,115157,6101,220024,8262,590575,11622,390315,7782,158886,6856,383750,8519,209016,5856,2243877,4150,107797,5205,211572,7128,650105,9460,459705,9541,213177,6983,411205,8461,190316,5538,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,382576,1127,188851,899,12435,1074,9894,1281,60482,2741,36073,2071,21071,1825,35428,2403,13468,1698,193725,490,11441,1014,10266,1203,55306,2046,44365,2289,21658,1756,39062,1920,11627,1345,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6555620,3952,3136908,2801,108243,4289,296657,7562,1177483,13101,588124,10439,190364,5755,492562,8575,283475,6954,3418712,2497,116556,4820,317328,8116,1297740,14101,647771,10979,277967,6645,502055,9936,259295,7052,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1832979,3643,878212,2258,36641,2488,86852,3960,294775,7709,189899,6437,54470,3429,141814,4414,73761,3562,954767,2330,42021,3076,93830,3632,322317,6468,214731,6502,64208,2955,149870,4964,67790,3067,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2214166,5982,1074046,3930,37082,2971,83894,4558,285792,6848,263892,8195,87247,4761,193152,6797,122987,4168,1140120,2956,35401,2930,78821,5599,314283,6812,317248,8373,89068,4948,203833,6064,101466,3935,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7281099,5214,3463196,3441,122112,4642,309063,8319,1339517,13105,505348,9069,233392,7067,594485,7966,359279,7978,3817903,3014,149309,5238,330423,8159,1531225,11165,554850,10860,299504,6583,598253,7968,354339,7419,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,614631,3305,289006,2334,18221,2126,29284,3186,82950,3748,45158,3192,20457,2302,58713,3696,34223,2494,325625,1672,17486,2421,31289,2424,99408,4257,55118,3450,23127,2147,59906,3682,39291,2768,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2013587,3870,969087,2688,55988,4060,104332,5673,284561,7721,174888,5111,74968,3069,180783,5491,93567,4568,1044500,2539,48724,3467,102518,4881,327196,6324,204575,5747,95810,4900,172290,6150,93387,3545,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,458840,1630,223797,990,13117,1206,11606,1485,79214,2986,44336,2256,18660,1834,37846,2140,19018,1634,235043,1119,11055,994,11642,1422,75621,2830,50051,2473,24101,1676,47397,3092,15176,1593,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3311922,4019,1589963,3170,120908,4818,180152,6442,538812,8942,289069,7359,78151,4425,249383,6951,133488,5162,1721959,2479,126030,4681,181025,6691,594229,8666,338517,8237,111878,5011,242735,6656,127545,5339,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10521520,26488,5128942,15715,465654,13143,494352,13415,1339265,17289,1048041,14407,320906,10561,966760,12926,493964,9882,5392578,14695,463121,11415,518639,13131,1481897,18168,1193356,16191,352485,8619,963326,12037,419754,7240,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1296759,5481,638218,3443,16987,3115,38987,2729,150872,5766,165772,5025,53766,3473,130114,4582,81720,3408,658541,2899,13758,1910,38231,2880,177080,4639,187723,4612,70339,2973,128094,3591,43316,2834,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,414470,642,199347,426,7635,1009,14949,1413,68621,2933,30025,2018,15733,1419,36544,2306,25840,1988,215123,427,6806,925,12002,1399,66403,2731,38670,2411,20091,1510,44447,2550,26704,1731,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3717401,7317,1796860,5007,96655,4777,139876,6554,466293,10434,322675,8601,112043,5845,365181,7988,294137,6925,1920541,3806,88332,4429,144631,5319,514005,10196,375165,8247,143025,5679,415379,9625,240004,6824,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3545165,6426,1733218,4214,45876,3933,111995,4770,448447,9284,401063,7078,157875,6603,364487,7480,203475,5478,1811947,3435,42490,3250,110866,5396,470974,10150,471457,10120,177291,6644,355282,7602,183587,6390,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1202951,1854,574976,1654,44548,3282,69155,3940,247715,5284,88340,4159,27058,2184,59394,3371,38766,2478,627975,1141,41095,2838,74110,4586,269528,6709,103133,4049,41763,3033,61176,3271,37170,2654,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3321082,3483,1620947,2122,55055,2744,121646,4327,569423,8190,313180,6575,143285,4882,274873,6145,143485,4509,1700135,2183,58879,3143,102146,3801,592215,7601,341446,6569,160088,5094,307627,6798,137734,4668,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,315849,1804,157013,1021,4070,862,10271,1577,54000,2857,37682,2254,14561,1960,23798,2156,12631,1234,158836,1475,3790,712,10887,1312,49045,2425,42056,2667,15862,1824,26651,2248,10545,1370,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1889307,11766,864818,7128,200400,6291,102043,4112,230460,7146,102385,5116,65073,3961,119019,4813,45438,3069,1024489,7378,228723,4770,96058,4202,235412,5841,120321,4919,92391,4217,194487,5869,57097,3848,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
