GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,NAME,B13014_001MA,B13014_001EA,B13014_002MA,B13014_002EA,B13014_003MA,B13014_003EA,B13014_004EA,B13014_004MA,B13014_005EA,B13014_005MA,B13014_006MA,B13014_006EA,B13014_007MA,B13014_007EA,B13014_008EA,B13014_008MA,B13014_009MA,B13014_009EA,B13014_010EA,B13014_010MA,B13014_011EA,B13014_011MA,B13014_012MA,B13014_012EA,B13014_013EA,B13014_013MA,B13014_014MA,B13014_014EA,B13014_015EA,B13014_015MA,B13014_016EA,B13014_016MA,B13014_017MA,B13014_017EA,B13014_018MA,B13014_018EA,B13014_019EA,B13014_019MA,B13014_020MA,B13014_020EA,B13014_021EA,B13014_021MA,B13014_022EA,B13014_022MA,B13014_023MA,B13014_023EA,B13014_024MA,B13014_024EA,B13014_025MA,B13014_025EA,B13014_026MA,B13014_026EA,B13014_027EA,B13014_027MA,state
0400000US13,2485441,6518,134675,5898,85019,4392,10801,1813,17366,2340,23209,2510,24225,2219,9418,1658,49656,4374,15022,2117,19339,2672,12234,2015,2672,1069,389,405,2350766,8415,1100200,14763,131624,6224,308619,8112,321231,9065,239191,8634,99535,4210,1250566,15828,337299,7834,334262,10175,355908,9512,160995,6500,62102,4995,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,313915,1832,16882,1967,11139,1624,701,406,1870,677,4376,971,3027,861,1165,582,5743,1318,572,438,3831,1211,927,452,413,271,0,267,297033,2398,145270,3898,8055,1331,38850,2887,51203,3435,35186,2516,11976,1699,151763,3864,29652,1765,39761,3243,49975,3653,22625,2828,9750,1639,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,362241,2245,25264,2333,19440,1924,1664,551,4851,893,8139,1383,3449,866,1337,592,5824,1351,1622,682,2164,868,1712,714,282,279,44,72,336977,2737,185837,4861,18387,1811,53257,3278,72075,3524,32518,2320,9600,1379,151140,4655,46518,2314,41285,3072,45588,2979,13500,1706,4249,1054,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3297509,4834,179123,6189,119118,4569,14215,2074,20727,1988,32979,2818,32418,2436,18779,2015,60005,4120,16305,2288,19681,2151,18196,2872,4338,1000,1485,678,3118386,7623,1474017,12866,149988,6850,366133,8460,457800,9137,332212,8069,167884,5187,1644369,13744,425606,7121,369743,9337,520871,10669,238274,8164,89875,5544,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1588677,3904,87848,4654,56433,3927,6673,1535,13785,2104,16312,1737,14105,1678,5558,1117,31415,2837,9078,1449,10638,1642,9485,1724,1842,685,372,319,1500829,5747,742615,8398,73901,4560,243578,6213,234632,5875,135708,5036,54796,3440,758214,9386,217218,5455,201055,6595,240275,6826,75308,4494,24358,2555,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,727204,2626,44792,2939,30897,2302,2138,733,5901,1166,11019,1366,9275,1341,2564,694,13895,1739,3644,1116,4730,1074,5106,1029,181,142,234,226,682412,4038,353584,5466,22871,2173,92276,3568,131454,4306,78846,3643,28137,2203,328828,6002,86158,2590,73135,3958,116491,4580,43109,3141,9935,1490,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,687724,2758,41133,2932,28789,2486,3713,995,6239,1184,7602,1300,7687,1147,3548,728,12344,1627,2827,853,4745,1304,4046,979,632,429,94,112,646591,4148,336422,5420,29343,2240,84444,4036,114669,4425,75464,3273,32502,2440,310169,5830,83320,2906,69208,4003,106491,4621,39098,3047,12052,1495,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1065238,3959,54451,4156,38431,3456,3631,991,9990,1737,12999,1863,7861,1318,3950,906,16020,1983,5961,1441,5061,1136,4751,1086,132,144,115,138,1010787,5552,512526,8748,54287,3971,168931,6429,165950,5135,76736,4276,46622,3225,498261,9899,142680,4747,131106,5817,158014,6690,45816,3527,20645,1991,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1096620,4675,64480,4088,38760,3088,2977,906,10537,1642,12624,1831,9527,1484,3095,868,25720,2883,10327,1728,8934,2023,5437,1173,932,498,90,105,1032140,6408,463304,8365,53216,3684,161695,6299,135197,5735,80536,3738,32660,3012,568836,8462,178181,5488,152169,6559,166642,6357,55383,4785,16461,2220,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,328930,1759,15543,1626,10232,1362,455,364,1948,652,3509,864,3409,749,911,373,5311,1111,976,501,2189,817,1825,685,162,156,159,140,313387,2423,153141,3200,7788,1296,51480,2686,49426,2551,30923,2435,13524,1472,160246,3750,40435,1992,44303,3051,47528,2672,22051,2308,5929,868,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1494645,3432,88239,4700,58397,4028,3616,1064,9992,1961,13104,1775,19231,1974,12454,1820,29842,3049,6605,1630,12301,2141,8066,1610,1795,688,1075,594,1406406,5691,656469,10687,45012,3495,150887,6668,194736,8330,160289,5214,105545,4476,749937,10546,174848,5224,184075,7131,219515,7807,119064,5412,52435,3385,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1678956,3600,77335,4125,56982,3129,2755,883,9873,1726,11626,1569,18733,1798,13995,1656,20353,2557,3961,1166,8581,1443,6155,1270,1208,546,448,284,1601621,5597,723363,9494,47096,3843,167619,5638,191371,6184,195076,6299,122201,4404,878258,9627,185626,4945,201461,7557,253584,8332,167672,6033,69915,4209,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2552101,4931,135258,6038,88668,4483,7573,1498,17941,2170,29262,2366,23389,1977,10503,1288,46590,4161,14338,2289,17276,2462,12202,1788,2181,746,593,384,2416843,8542,1134246,12343,78662,3807,317828,8111,401203,8370,230058,6375,106495,4358,1282597,11064,333041,6320,321751,8112,440755,9662,142180,5461,44870,3195,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1319404,3035,78025,3929,58561,3279,4649,1066,10173,1544,18059,1917,18839,1708,6841,1109,19464,2069,4528,1017,7440,1283,6138,1223,1111,469,247,171,1241379,5312,619969,8658,27573,2223,126748,3973,236678,5482,167037,5257,61933,3121,621410,8413,151196,3107,135074,5790,220731,5740,89037,4500,25372,2042,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741288,3282,45680,3605,22669,2425,2716,847,4128,1015,8813,1537,3965,1204,3047,909,23011,2619,8078,1419,7888,1736,5940,1450,1019,509,86,170,695608,5061,322100,6369,38766,3715,94481,4752,114197,4920,54271,3610,20385,2160,373508,7384,117545,4492,96819,4562,113424,4993,34922,3257,10798,1832,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1470765,4671,77878,3919,51901,3249,6142,1330,11200,1848,13565,1603,14494,1551,6500,1111,25977,2354,8438,1910,8885,1655,7711,1278,682,386,261,233,1392887,5445,683863,8966,58776,3670,204576,5887,220829,7027,136985,4795,62697,3645,709024,9390,191091,5074,177285,6311,229056,6493,81683,3981,29909,3127,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,228888,1970,10428,1475,7798,1345,294,214,2045,741,2460,630,2387,837,612,306,2630,832,732,370,960,465,902,477,14,24,22,41,218460,2676,110002,3804,7474,1350,31969,2114,37181,2804,26637,2088,6741,1081,108458,4345,30178,1959,25324,2575,36064,3134,13050,1720,3842,1060,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,435907,1863,30588,2513,22947,2173,2763,829,4264,1045,7369,1187,6415,1168,2136,594,7641,1415,2408,833,2497,777,2448,821,288,204,0,213,405319,3294,209199,4325,14183,1631,50359,2688,77371,3383,49148,2407,18138,1722,196120,4298,50721,2021,45475,2785,67265,3128,26779,2632,5880,1082,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,620480,3121,36108,2821,24985,2314,3149,916,7771,1695,7827,1497,4494,1055,1744,685,11123,2049,4389,1258,3986,1359,2347,861,287,273,114,137,584372,3804,292878,6700,46450,3187,89703,5197,95931,4778,42311,3243,18483,1889,291494,6746,83969,3837,78136,4769,89751,4586,29215,2847,10423,1661,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,338367,2247,14208,1714,10086,1296,383,334,1849,744,3059,760,3235,846,1560,522,4122,1128,584,435,1748,784,1519,700,253,296,18,31,324159,2685,165370,4324,6728,1327,45510,3099,53132,3092,40837,2575,19163,2131,158789,4781,36534,1789,41456,3571,46133,3725,27166,2431,7500,1268,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2221847,4478,112592,5420,83976,4185,5717,1211,16983,1935,19233,2033,26948,2232,15095,1881,28616,3212,5956,1298,11053,1680,6753,1675,3998,1106,856,509,2109255,6933,1028405,10744,78143,4593,266831,7557,262681,7247,281417,8370,139333,4646,1080850,10595,267532,6012,267482,7392,304037,8842,182402,6573,59397,3605,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,488878,2297,29640,3185,17370,2063,3521,1058,3337,976,6300,1465,2823,815,1389,558,12270,2475,3530,1119,5365,1645,3038,1054,247,148,90,108,459238,4160,205270,6190,30423,2845,57441,4301,69536,4076,31204,2346,16666,2089,253968,5956,71752,3454,62540,4437,82018,4368,26606,2551,11052,1484,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5019466,6714,248433,8204,170969,7015,18202,2356,35638,3339,39533,3093,41308,2887,36288,2719,77464,4946,21789,2426,27482,3174,20451,2337,5611,1268,2131,604,4771033,10544,2076565,15758,220196,8104,565205,11067,559897,9312,433530,10029,297737,7978,2694468,17924,651920,9875,593931,13470,773800,12503,461440,10025,213377,7354,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2263745,5214,121628,6648,80547,5186,9998,1933,18334,2280,23044,2583,19512,2418,9659,1707,41081,4186,12576,2020,15436,2948,10387,1803,2436,1041,246,288,2142117,7776,1093152,14145,117218,5333,291310,9453,365152,8601,229284,6961,90188,4057,1048965,15055,283671,6546,254063,8745,337787,8391,132834,6244,40610,2675,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,158181,1505,7264,1296,5347,952,157,191,1480,635,2172,636,1211,479,327,177,1917,768,289,244,571,333,821,424,236,261,0,200,150917,1994,74966,2489,2705,831,16758,1427,29763,2023,20378,1742,5362,995,75951,2974,18209,1513,17369,1743,29468,2133,9256,1387,1649,611,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2882990,4820,158445,6480,100445,5152,8209,1263,24032,2413,31187,2991,24895,2393,12122,1346,58000,3761,16495,2029,21665,2732,16344,2131,2719,938,777,454,2724545,7627,1285118,14358,96657,5232,413850,10092,417548,8886,245063,7088,112000,4549,1439427,15076,376203,6551,394930,10415,457578,9383,157277,6734,53439,3273,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,886224,3577,48708,3178,32003,2786,4525,1116,8683,1388,9652,1511,7307,1403,1836,596,16705,2091,5725,1363,5964,1191,4651,963,325,240,40,51,837516,4970,430317,7417,48220,3087,137130,5354,137188,4886,81207,3479,26572,2199,407199,8249,120853,4580,109090,5163,123018,5976,40876,2854,13362,1916,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,917319,3249,52410,3915,36635,3447,5759,1496,9475,2013,9489,1583,8588,1541,3324,1002,15775,2263,4949,1505,5044,1284,4878,1597,761,367,143,139,864909,5003,415343,8267,40097,3281,102344,4996,151855,5807,83634,3919,37413,2307,449566,8327,116122,4245,99534,5466,151415,6103,62777,4463,19718,2352,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3065425,4361,148603,6265,97150,4270,7826,1219,21752,2682,23877,2553,28383,2554,15312,1468,51453,3911,12620,1821,21902,2747,13113,1783,2745,979,1073,519,2916822,7212,1365788,12523,91600,4424,462218,8972,383373,8107,287112,5949,141485,4810,1551034,13253,382905,7546,435647,9439,451350,7841,209004,6798,72128,3888,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,278770,1672,12545,1890,7779,1239,482,340,1253,482,2256,729,2600,769,1188,441,4766,1448,764,436,2309,900,920,555,565,504,208,341,266225,2400,113876,4286,10775,1625,30231,2627,32015,2517,26447,2247,14408,1751,152349,4326,34581,2182,37920,2982,51721,3390,18829,1942,9298,1700,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1096619,3736,57477,3698,32451,2583,3460,1012,7738,1306,10634,1685,7105,1302,3514,770,25026,2785,7162,1454,10482,2029,6459,1365,514,336,409,355,1039142,5364,493630,7408,51187,3952,149749,5693,158655,5621,93338,4224,40701,2326,545512,8542,148033,4524,158693,5763,166394,6449,55178,4112,17214,2017,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187780,1931,11559,1366,7501,1169,632,469,1386,450,2328,593,2394,780,761,374,4058,902,933,418,1674,594,992,424,421,363,38,60,176221,2072,92807,2778,6131,1137,23783,1731,32343,2063,24250,2239,6300,911,83414,3150,23063,1716,19361,2036,29402,2240,9359,1552,2229,649,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1534897,4361,91160,5359,54516,3458,7778,1579,14443,1832,14584,1874,12105,1645,5606,1168,36644,3983,10583,1922,15659,2476,9198,1958,987,510,217,211,1443737,6891,731485,10097,79033,4491,239092,8452,223961,7197,131594,5104,57805,3406,712252,10127,192608,5842,209399,8321,208313,5914,74814,4952,27118,2593,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091625,7299,386167,9245,261523,8048,54940,4445,64209,4526,71632,4903,51925,3363,18817,1781,124644,6292,42140,4153,47010,4316,30082,3520,3926,1008,1486,560,5705458,11678,2901325,19187,559159,11708,760870,12392,830806,13874,551384,11312,199106,5971,2804133,19724,842025,12478,684459,16629,852234,11842,324848,8712,100567,5912,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
