GEO_ID,B17001_001E,B17001_001M,B17001_002E,B17001_002M,B17001_003E,B17001_003M,B17001_004E,B17001_004M,B17001_005E,B17001_005M,B17001_006E,B17001_006M,B17001_007E,B17001_007M,B17001_008E,B17001_008M,B17001_009E,B17001_009M,B17001_010E,B17001_010M,B17001_011E,B17001_011M,B17001_012E,B17001_012M,B17001_013E,B17001_013M,B17001_014E,B17001_014M,B17001_015E,B17001_015M,B17001_016E,B17001_016M,B17001_017E,B17001_017M,B17001_018E,B17001_018M,B17001_019E,B17001_019M,B17001_020E,B17001_020M,B17001_021E,B17001_021M,B17001_022E,B17001_022M,B17001_023E,B17001_023M,B17001_024E,B17001_024M,B17001_025E,B17001_025M,B17001_026E,B17001_026M,B17001_027E,B17001_027M,B17001_028E,B17001_028M,B17001_029E,B17001_029M,B17001_030E,B17001_030M,B17001_031E,B17001_031M,B17001_032E,B17001_032M,B17001_033E,B17001_033M,B17001_034E,B17001_034M,B17001_035E,B17001_035M,B17001_036E,B17001_036M,B17001_037E,B17001_037M,B17001_038E,B17001_038M,B17001_039E,B17001_039M,B17001_040E,B17001_040M,B17001_041E,B17001_041M,B17001_042E,B17001_042M,B17001_043E,B17001_043M,B17001_044E,B17001_044M,B17001_045E,B17001_045M,B17001_046E,B17001_046M,B17001_047E,B17001_047M,B17001_048E,B17001_048M,B17001_049E,B17001_049M,B17001_050E,B17001_050M,B17001_051E,B17001_051M,B17001_052E,B17001_052M,B17001_053E,B17001_053M,B17001_054E,B17001_054M,B17001_055E,B17001_055M,B17001_056E,B17001_056M,B17001_057E,B17001_057M,B17001_058E,B17001_058M,B17001_059E,B17001_059M,NAME,B17001_001MA,B17001_001EA,B17001_002EA,B17001_002MA,B17001_003MA,B17001_003EA,B17001_004MA,B17001_004EA,B17001_005MA,B17001_005EA,B17001_006EA,B17001_006MA,B17001_007EA,B17001_007MA,B17001_008MA,B17001_008EA,B17001_009MA,B17001_009EA,B17001_010MA,B17001_010EA,B17001_011EA,B17001_011MA,B17001_012MA,B17001_012EA,B17001_013MA,B17001_013EA,B17001_014MA,B17001_014EA,B17001_015MA,B17001_015EA,B17001_016EA,B17001_016MA,B17001_017EA,B17001_017MA,B17001_018MA,B17001_018EA,B17001_019MA,B17001_019EA,B17001_020MA,B17001_020EA,B17001_021MA,B17001_021EA,B17001_022EA,B17001_022MA,B17001_023MA,B17001_023EA,B17001_024MA,B17001_024EA,B17001_025MA,B17001_025EA,B17001_026MA,B17001_026EA,B17001_027EA,B17001_027MA,B17001_028EA,B17001_028MA,B17001_029MA,B17001_029EA,B17001_030MA,B17001_030EA,B17001_031EA,B17001_031MA,B17001_032MA,B17001_032EA,B17001_033EA,B17001_033MA,B17001_034MA,B17001_034EA,B17001_035MA,B17001_035EA,B17001_036MA,B17001_036EA,B17001_037MA,B17001_037EA,B17001_038EA,B17001_038MA,B17001_039EA,B17001_039MA,B17001_040EA,B17001_040MA,B17001_041MA,B17001_041EA,B17001_042MA,B17001_042EA,B17001_043EA,B17001_043MA,B17001_044EA,B17001_044MA,B17001_045EA,B17001_045MA,B17001_046MA,B17001_046EA,B17001_047MA,B17001_047EA,B17001_048EA,B17001_048MA,B17001_049EA,B17001_049MA,B17001_050EA,B17001_050MA,B17001_051MA,B17001_051EA,B17001_052MA,B17001_052EA,B17001_053EA,B17001_053MA,B17001_054EA,B17001_054MA,B17001_055EA,B17001_055MA,B17001_056MA,B17001_056EA,B17001_057MA,B17001_057EA,B17001_058MA,B17001_058EA,B17001_059EA,B17001_059MA,state
0400000US01,4482152,2720,742064,20891,310457,11052,39132,3277,6508,1283,43481,3738,20383,2246,6210,1120,12512,1895,43101,3382,32740,2938,30547,3016,31238,2769,23397,2433,11613,1673,9595,1320,431607,12205,36293,3040,7976,1416,40693,3938,20021,2157,7345,1221,12554,1874,62225,3573,65462,4278,48599,3108,43696,3208,34520,2278,20278,1989,31945,2326,3740088,21126,1852452,11367,108226,3399,24339,2252,145093,4712,78034,4108,29396,1999,52659,2618,170529,3799,242385,4796,277008,3509,282503,3600,220485,2621,133342,2309,88453,1790,1887636,12321,105592,3570,19683,2166,135316,4713,70692,3126,26126,2508,50662,3060,146218,4249,229270,4832,280777,3976,298994,3632,235523,2515,156183,2315,132600,3058,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,651997,1058,70919,7094,32825,3330,3684,931,1025,464,5619,1268,1671,633,958,557,728,364,4499,1112,3080,949,4621,1351,4438,876,1987,541,362,193,153,117,38094,4653,4071,971,357,219,3807,1056,2163,704,998,665,1364,485,4721,1153,7225,1612,5041,1264,4668,1038,2364,840,541,313,774,348,581078,7134,299680,3685,19803,1114,4354,865,26537,1773,11710,1356,4620,791,9361,1014,31324,1875,43205,1586,45386,1577,50544,1281,33575,945,12556,549,6705,575,281398,4839,18984,1051,3900,787,22840,1680,11276,1291,4901,816,10222,1086,25751,1697,38187,1918,44724,1611,48799,1343,29830,1309,12521,739,9463,799,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6052150,12167,857349,27234,390746,14831,52015,3795,9391,1693,47357,4013,22300,2566,8541,1577,15319,2157,61042,4590,46367,4245,45085,4660,35367,3614,25659,3018,12144,1802,10159,1596,466603,16733,53499,4751,8884,1633,51121,4370,20388,2665,6578,1561,16470,2460,70194,4519,72066,4860,53608,3591,40949,3310,33201,3144,17792,2003,21853,1970,5194801,25586,2621684,13778,185612,3771,35752,3214,213542,5900,112925,5207,37627,2512,76065,2823,228562,6472,407026,5192,383482,4823,346920,3907,268751,3289,175735,2037,149685,2013,2573117,16050,178070,4709,36408,2934,202983,5742,100951,4254,36064,2704,68805,3342,197930,5306,355052,4912,362711,3813,356925,3347,288342,3145,196691,2128,192185,2509,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2729090,2973,471155,16444,200769,8825,28261,2955,5329,1113,25887,2494,11224,1653,5025,1178,6684,1068,27007,3189,23408,2908,23539,2580,18355,1888,14657,1679,6057,923,5336,945,270386,10036,27622,2557,5035,971,27545,2601,11002,1511,3013,692,7918,1235,38449,3161,42632,3287,28075,2564,26963,2675,18116,1702,13906,1545,20110,1648,2257935,16253,1129975,8767,69079,2940,17208,1772,83227,3393,45348,2974,15513,1419,33786,2291,97850,3414,151276,3532,163185,2870,170845,2933,136634,2318,86476,1318,59548,1089,1127960,10559,65059,2623,14219,1669,83937,3982,39348,2720,14150,1714,31140,2269,82186,3231,140770,3863,163667,3260,170491,3333,144830,1742,93899,1908,84264,2137,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35675356,7967,4690140,69184,2147903,37350,256773,9144,46550,3724,287201,9624,142114,7628,48076,3871,84974,4784,318969,12461,278235,10170,246023,9498,194910,6934,130279,4865,63118,4086,50681,3463,2542237,39082,247141,8838,45383,3908,271478,8930,130117,7009,50181,3596,87036,4868,373217,11590,396472,11875,332334,11078,239999,8166,163108,6576,88842,4757,116929,5191,30985216,70372,15586178,38558,1089486,10120,206103,6399,1255172,13640,681873,12796,231516,6768,469844,8099,1508729,12986,2353822,11131,2501165,10006,2257458,7554,1505005,5711,847274,4384,678731,4253,15399038,38697,1037660,8865,189632,8166,1218745,14727,640343,11259,223755,6132,435478,7569,1349026,12288,2100368,12806,2359211,11487,2277193,8960,1605103,6977,980236,5416,982288,5881,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4653251,2663,556153,17838,255992,9525,32020,3340,6879,1270,29980,2952,12565,1961,3983,1030,7672,1327,45194,4380,36506,3505,27911,2785,24972,2423,16204,1837,6995,1256,5111,955,300161,11594,29199,2918,5456,1288,28684,2913,11814,1915,3926,985,7902,1286,53568,3846,51626,4036,33824,2763,28551,2696,19218,1972,11303,1390,15090,1566,4097098,17959,2075185,10620,139736,3592,27569,2451,160782,4472,82332,4768,28646,2070,56571,2345,177208,4480,325224,4101,332198,3890,329925,2730,224278,2077,112532,1744,78184,1356,2021913,11597,132123,3175,26655,2360,155188,4709,78150,3779,27781,2008,55044,2242,153786,4526,286389,4175,316677,3158,331119,3442,227137,2363,123267,2074,108597,2051,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3393432,2120,280108,12632,118826,6331,12827,1750,3577,1220,14789,2062,6465,1267,2217,675,5725,1154,15795,2116,13183,2176,13531,1807,11295,1764,9548,1398,5425,1076,4449,935,161282,7891,12052,1904,2270,837,13309,1962,8318,1693,2703,864,4330,978,21073,2282,23034,2608,22084,2313,19201,2194,15668,1938,7214,1121,10026,1332,3113324,12738,1530246,6655,89345,1864,22033,2348,120832,3968,65007,3283,23640,1953,45180,2351,124434,2807,184630,2654,248664,2375,254799,2550,175753,1607,96882,1249,79047,1373,1583078,8087,85475,1773,16963,1706,117546,3382,63705,3381,23274,1990,43455,2238,109240,3025,178955,2835,254123,2356,261999,2354,187758,2208,112946,1574,127639,1588,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,828673,1089,91962,8734,39762,4671,4936,1408,1239,606,5705,1647,2436,869,1281,543,1155,614,5991,1360,4991,1298,3726,1120,4415,1178,1822,673,1140,600,925,473,52200,5055,4435,1471,485,343,4763,1473,2551,975,959,488,1620,619,8644,1676,8168,1503,6407,1407,4351,1026,4275,880,2196,687,3346,897,736711,8671,362119,4767,23848,1451,3752,808,26750,2031,15493,1820,4887,796,10261,985,30749,1586,47165,1698,57037,1164,53917,1181,42742,764,25946,656,19572,474,374592,5314,23455,1678,5256,1048,26261,1806,13356,1734,5724,880,9047,1097,27653,1728,47561,1712,56293,1729,58270,1480,44817,944,30806,948,26093,1005,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,551161,908,108100,7848,46883,4071,5159,1359,600,417,6741,1632,3766,1123,1078,478,1713,529,6162,1271,5526,1271,3602,834,5839,1179,3987,969,1521,591,1189,452,61217,5258,4327,1008,1276,697,5687,1144,3160,840,1491,662,1680,650,9729,1783,8933,1439,6023,1123,6133,1162,5130,900,3761,957,3887,864,443061,8109,208743,4413,11690,1486,1934,862,10603,1712,6782,1296,2287,668,4446,730,16085,1495,42625,1468,37511,1126,29472,1239,22172,935,13318,588,9818,555,234318,5806,12776,1154,2158,845,10986,1506,5804,1219,1506,565,4789,857,20101,1932,45268,1538,36168,1287,32314,1192,27688,910,16606,902,18154,1048,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17686295,6001,2226587,41963,965963,22563,119447,7052,20784,2299,106540,6585,57313,4813,19306,2438,34980,3350,128869,7229,100249,7010,96202,5320,98971,4975,82484,4684,49636,3439,51182,3721,1260624,26064,103850,5730,16805,2165,99008,6274,52003,4372,20249,2423,39030,3336,174626,7555,165023,7124,155629,7035,128356,5769,109603,5644,86112,4053,110330,5672,15459708,42816,7658742,22949,445842,6935,81233,5072,533898,9303,289829,8625,101375,4239,208405,5070,638145,8047,1002622,8956,1173235,6778,1116383,6948,877242,5644,609200,3951,581333,3842,7800966,26897,429663,6045,88005,5085,520418,9765,269945,6976,99318,4169,187803,5602,566580,7641,927608,7473,1133186,7870,1158164,6439,956310,6069,693674,4260,770292,6285,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
