GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001EA,B19082_001MA,B19082_002MA,B19082_002EA,B19082_003EA,B19082_003MA,B19082_004EA,B19082_004MA,B19082_005MA,B19082_005EA,B19082_006EA,B19082_006MA,state
0400000US01,3.1,0.2,8.4,0.2,14.7,0.2,23.5,0.3,50.3,0.5,21.7,0.6,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,4.1,0.3,10.1,0.4,16.2,0.4,23.9,0.5,45.7,1.1,18.3,1.2,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3.7,0.2,9.3,0.2,14.9,0.2,22.8,0.2,49.3,0.5,21.8,0.5,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3.5,0.1,8.9,0.2,14.9,0.2,23.1,0.3,49.6,0.7,21.7,0.8,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3.4,0.0,8.8,0.2,14.7,0.1,23.0,0.1,50.1,0.3,22.1,0.2,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3.6,0.1,9.3,0.2,15.1,0.2,23.3,0.2,48.6,0.5,20.8,0.5,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3.3,0.1,8.7,0.2,14.5,0.2,21.9,0.3,51.6,0.6,24.9,0.7,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,4.0,0.2,9.7,0.3,15.5,0.4,23.4,0.4,47.4,0.9,20.2,1.2,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,1.9,0.2,7.0,0.4,12.8,0.4,21.9,0.6,56.3,1.2,25.9,1.4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3.6,0.0,8.9,0.2,14.6,0.2,22.4,0.1,50.5,0.3,23.1,0.4,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3.3,0.1,9.0,0.2,15.0,0.2,23.3,0.3,49.5,0.4,21.3,0.5,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3.6,0.2,9.8,0.3,15.7,0.3,23.4,0.4,47.5,0.9,20.3,1.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4.3,0.2,10.0,0.3,15.8,0.3,23.5,0.4,46.4,0.7,19.4,0.8,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3.4,0.2,9.0,0.1,15.0,0.1,22.9,0.2,49.7,0.4,22.2,0.5,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3.9,0.1,9.8,0.2,15.8,0.2,23.6,0.3,46.9,0.5,20.0,0.7,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,4.1,0.1,10.0,0.1,15.9,0.2,23.5,0.2,46.5,0.4,19.6,0.5,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3.9,0.2,9.5,0.2,15.4,0.2,23.4,0.3,47.9,0.5,20.5,0.7,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3.3,0.1,8.7,0.2,15.1,0.2,23.7,0.3,49.2,0.5,20.8,0.6,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3.0,0.1,8.3,0.2,14.7,0.2,23.6,0.3,50.4,0.5,21.6,0.6,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4.0,0.2,9.6,0.2,15.9,0.3,23.9,0.4,46.6,0.7,19.1,0.9,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3.9,0.0,9.8,0.2,15.6,0.2,23.4,0.2,47.3,0.4,20.1,0.5,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3.1,0.1,8.9,0.2,15.3,0.2,23.5,0.2,49.1,0.4,21.3,0.5,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3.6,0.0,9.4,0.2,15.5,0.2,23.6,0.2,48.0,0.3,20.2,0.4,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3.9,0.1,9.9,0.1,15.8,0.2,23.4,0.2,46.9,0.4,20.1,0.4,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,3.2,0.2,8.3,0.2,14.6,0.3,23.8,0.3,50.1,0.6,21.0,0.8,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3.7,0.2,9.3,0.2,15.2,0.2,23.2,0.2,48.7,0.5,21.1,0.6,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3.9,0.2,9.8,0.3,16.0,0.3,23.8,0.4,46.5,0.8,18.7,0.8,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,4.0,0.2,9.7,0.2,15.8,0.3,23.6,0.3,46.9,0.6,19.9,0.7,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,4.0,0.2,9.9,0.2,15.7,0.3,22.9,0.3,47.5,0.8,21.1,1.0,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,4.1,0.2,10.1,0.3,16.3,0.3,23.7,0.4,45.7,0.8,18.9,0.9,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3.4,0.1,9.1,0.1,15.1,0.1,23.1,0.2,49.3,0.3,21.5,0.4,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,3.4,0.1,8.9,0.3,15.0,0.3,23.5,0.4,49.2,0.8,20.7,1.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
