GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001EA,B19082_001MA,B19082_002MA,B19082_002EA,B19082_003EA,B19082_003MA,B19082_004EA,B19082_004MA,B19082_005MA,B19082_005EA,B19082_006EA,B19082_006MA,state
0400000US36,2.9,0.0,8.1,0.2,14.1,0.1,22.4,0.2,52.6,0.3,24.7,0.4,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3.5,0.1,9.0,0.1,15.0,0.1,23.1,0.2,49.4,0.3,21.6,0.4,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3.8,0.2,9.6,0.3,15.9,0.4,23.7,0.5,47.0,1.1,20.1,1.4,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3.5,0.2,9.3,0.2,15.3,0.2,23.5,0.2,48.4,0.4,20.7,0.4,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3.5,0.2,9.0,0.2,14.8,0.2,23.0,0.3,49.6,0.6,21.9,0.8,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3.8,0.2,9.5,0.2,15.4,0.2,23.2,0.3,48.2,0.5,20.6,0.6,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3.5,0.0,9.0,0.1,15.1,0.2,23.4,0.2,49.0,0.3,21.0,0.4,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,3.5,0.2,9.2,0.3,15.8,0.3,24.1,0.4,47.5,0.9,19.8,1.0,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3.4,0.1,8.9,0.2,14.9,0.3,23.1,0.3,49.6,0.6,22.0,0.8,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3.8,0.2,9.6,0.4,15.7,0.5,23.4,0.7,47.5,1.6,21.0,2.1,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3.3,0.2,8.8,0.2,14.8,0.2,23.0,0.2,50.2,0.4,22.2,0.5,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3.3,0.1,8.6,0.0,14.4,0.2,22.9,0.2,50.8,0.3,22.6,0.3,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4.5,0.2,10.5,0.2,16.1,0.2,23.3,0.3,45.6,0.6,19.1,0.7,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4.2,0.2,9.9,0.3,16.0,0.4,23.8,0.4,46.1,0.8,18.9,1.1,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3.6,0.2,9.2,0.1,14.9,0.2,22.9,0.2,49.4,0.4,21.2,0.4,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3.7,0.1,9.6,0.2,15.4,0.2,23.2,0.2,48.1,0.5,20.9,0.5,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3.7,0.1,9.0,0.2,15.1,0.3,24.0,0.3,48.2,0.6,19.8,0.8,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4.1,0.1,10.0,0.1,16.0,0.2,23.6,0.2,46.3,0.4,19.8,0.5,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4.5,0.3,10.2,0.4,16.0,0.5,23.7,0.6,45.6,1.4,18.8,1.6,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1.8,0.2,6.8,0.2,13.0,0.2,22.7,0.3,55.7,0.6,25.0,0.7,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
