GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001EA,B17020A_001MA,B17020A_002MA,B17020A_002EA,B17020A_003MA,B17020A_003EA,B17020A_004MA,B17020A_004EA,B17020A_005EA,B17020A_005MA,B17020A_006EA,B17020A_006MA,B17020A_007MA,B17020A_007EA,B17020A_008MA,B17020A_008EA,B17020A_009EA,B17020A_009MA,B17020A_010MA,B17020A_010EA,B17020A_011EA,B17020A_011MA,B17020A_012MA,B17020A_012EA,B17020A_013MA,B17020A_013EA,B17020A_014EA,B17020A_014MA,B17020A_015MA,B17020A_015EA,B17020A_016EA,B17020A_016MA,B17020A_017MA,B17020A_017EA,state
0400000US01,3172849,4903,366282,14225,30939,3200,6631,1416,31264,3726,29693,3120,223535,8112,17406,1995,26814,2520,2806567,14172,156660,3225,32520,2453,199237,4637,217113,4685,1773035,8256,241837,2370,186165,2728,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,450008,2956,30610,4374,2506,942,244,217,3385,1161,2946,910,20342,2731,409,233,778,327,419398,5231,25145,997,4838,964,32563,1966,33660,1905,292417,3472,18943,382,11832,418,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4663482,24098,560058,22227,64804,6038,10977,2086,56977,5815,52313,5054,327953,12991,22471,2731,24563,2290,4103424,24898,264635,6297,53117,4046,302844,7469,312305,6932,2519862,13924,330145,3277,320516,3184,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2150902,6314,294323,12700,28955,2929,5527,1171,28815,3208,26687,2936,171254,7351,14944,1680,18141,1767,1856579,13734,105405,2835,24585,2283,129850,4490,136350,3890,1164672,8685,163307,1910,132410,1939,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21379357,61243,2414511,50159,238096,10469,42032,3266,259822,10726,245507,12446,1424451,27446,88709,4968,115894,5361,18964846,69196,1153373,12125,212364,7847,1373373,19053,1528168,18917,12108905,44927,1299578,6910,1289085,7389,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3860945,14838,403948,16956,40002,4312,7680,1668,38337,4077,30396,3485,254608,10050,14631,1935,18294,1748,3456997,20381,215265,4801,42988,2812,252390,5985,265540,5764,2292775,12266,213828,2716,174211,2321,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2719005,9088,165822,9672,10784,1892,2795,1153,13460,2379,14948,2676,101981,5709,9290,1271,12564,1461,2553183,10638,131331,2273,31017,2505,184415,4855,204737,4630,1619471,7821,188414,1590,193798,1728,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,599456,3804,50695,6414,3821,1329,753,438,4379,1563,3730,1300,32760,3937,2257,827,2995,848,548761,7180,30917,1575,5776,1058,37092,2119,42174,2115,344626,4298,47408,984,40768,858,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,183970,3232,16415,2675,320,328,0,292,658,654,240,242,13855,2094,691,425,651,469,167555,3537,7853,475,1300,526,5124,974,4796,1010,128930,2863,10490,496,9062,506,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13508676,25906,1374093,32191,107354,7840,15237,2100,105216,7881,109477,6979,804038,20193,100292,5651,132479,6712,12134583,38692,615947,9377,120617,5907,759451,12471,824354,10934,7390175,23407,1160223,5787,1263816,7485,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5661852,14263,559805,21819,50973,5183,6797,1353,43655,4880,44675,4271,351932,12965,29215,2774,32558,2614,5102047,27101,328172,5923,63876,4027,387138,8516,406508,8271,3306147,15339,347787,3408,262419,2811,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,322803,2711,31222,3931,1136,640,445,354,2349,1042,2657,923,21706,2553,1481,702,1448,490,291581,4650,13666,812,1999,638,17796,1733,16700,1378,203216,3445,19866,790,18338,614,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1326402,5122,160439,8265,17014,2345,2995,870,17026,2453,13914,2231,96759,4833,6241,1189,6490,1138,1165963,8580,82987,2444,14862,1616,96981,3438,104089,3827,724464,4900,78593,1252,63987,1190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8865642,23911,738825,23441,63667,5422,11545,1830,65949,5635,56691,4182,455120,13949,35761,2808,50092,3230,8126817,30430,481620,6584,96252,4152,596438,8365,642285,8489,5192105,18574,572907,3251,545210,3962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5275742,9787,565840,20977,57948,4775,13796,2133,56627,5205,52323,4354,336285,11858,20665,1901,28196,2183,4709902,21484,282120,5332,55478,3083,346154,7244,397208,7554,2994977,11925,338834,2478,295131,2719,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2681933,4405,267302,11104,23882,2486,5108,1167,20377,2241,23950,2905,163153,6672,10181,1491,20651,1738,2414631,11658,141578,2651,27579,2217,177248,4887,203089,4389,1497746,6905,186884,1750,180507,1781,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2294090,7175,248615,10502,27015,2773,4109,994,23086,2860,20084,2587,148364,5939,9463,1370,16494,1520,2045475,10747,125282,2936,28207,2098,154926,4367,171514,4040,1279949,6363,146185,1711,139412,1713,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3667563,4972,570734,17698,53347,4273,10065,1920,53746,3998,52115,3907,339689,11901,29469,2367,32303,2600,3096829,17626,179058,4293,35996,2693,218903,5067,241057,5214,2003535,12166,234603,2330,183677,2502,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2697163,5464,309146,13810,24451,2412,5007,1186,27956,3384,24563,2758,190344,8653,15017,1897,21808,2093,2388017,15346,140243,2525,27926,2757,173919,5696,184128,5555,1522517,9532,186488,2226,152796,2363,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1232916,3672,151635,9072,14613,2256,2711,942,12373,1943,12697,1578,90380,5004,7488,1141,11373,1156,1081281,8734,49251,2212,10021,1134,68474,2672,86019,2696,704332,5172,87932,1129,75252,1190,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3369124,11346,183984,10223,12083,2156,1411,730,12640,2307,11958,2087,115910,6978,12338,1732,17644,1830,3185140,13617,184531,2930,36478,2672,227431,5789,257776,4577,2045494,8021,225573,2148,207857,2319,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5164838,12909,390719,16510,27559,3658,5480,1352,25711,3178,31104,3527,241223,10445,23745,2529,35897,2822,4774119,20209,260538,3643,53831,3708,335044,7343,367899,6432,3072170,12572,343335,3061,341302,3169,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7859846,9359,806907,20989,68866,4639,14871,1640,69318,4595,73010,4617,500333,13777,33170,2682,47339,2931,7052939,23722,394772,5264,79271,3921,511026,7777,584225,7924,4497692,15371,517047,2894,468906,2993,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4429677,7451,339219,10656,28018,2752,4730,970,24494,2705,25169,2379,213487,6350,14868,1477,28453,1929,4090458,11768,244733,3089,51195,2873,297832,5263,335464,4832,2638982,7127,278364,2094,243888,2164,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1701396,3660,210539,11589,17281,2466,2387,764,17182,2970,18122,2493,127438,6731,12185,1420,15944,1669,1490857,11979,88692,2694,17703,2060,108532,4500,116326,4470,933032,7153,126133,1607,100439,2019,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
