GEO_ID,B17020A_001E,B17020A_001M,B17020A_002E,B17020A_002M,B17020A_003E,B17020A_003M,B17020A_004E,B17020A_004M,B17020A_005E,B17020A_005M,B17020A_006E,B17020A_006M,B17020A_007E,B17020A_007M,B17020A_008E,B17020A_008M,B17020A_009E,B17020A_009M,B17020A_010E,B17020A_010M,B17020A_011E,B17020A_011M,B17020A_012E,B17020A_012M,B17020A_013E,B17020A_013M,B17020A_014E,B17020A_014M,B17020A_015E,B17020A_015M,B17020A_016E,B17020A_016M,B17020A_017E,B17020A_017M,NAME,B17020A_001EA,B17020A_001MA,B17020A_002MA,B17020A_002EA,B17020A_003MA,B17020A_003EA,B17020A_004MA,B17020A_004EA,B17020A_005EA,B17020A_005MA,B17020A_006EA,B17020A_006MA,B17020A_007MA,B17020A_007EA,B17020A_008MA,B17020A_008EA,B17020A_009EA,B17020A_009MA,B17020A_010MA,B17020A_010EA,B17020A_011EA,B17020A_011MA,B17020A_012MA,B17020A_012EA,B17020A_013MA,B17020A_013EA,B17020A_014EA,B17020A_014MA,B17020A_015MA,B17020A_015EA,B17020A_016EA,B17020A_016MA,B17020A_017MA,B17020A_017EA,state
0400000US29,4774856,6427,516896,18280,47761,3958,7675,1418,49640,4772,43142,3976,308653,10909,26334,2498,33691,2604,4257960,19292,250883,4167,49203,3215,305270,6554,348147,6275,2694869,11601,324262,2702,285326,3034,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,827566,2288,94880,5916,6690,1442,1624,560,8517,1714,7682,1339,60051,3678,4387,885,5929,987,732686,6261,40882,1634,6951,1202,50504,2362,57877,2291,467980,4065,58103,962,50389,1072,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1520237,4730,149504,8274,14930,2314,1366,505,13581,2168,12916,1648,87620,5156,7229,1191,11862,1182,1370733,9086,89345,2476,17846,1517,103986,3407,113563,2737,857495,5566,97139,1445,91359,1359,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1813959,12509,169046,11385,15578,2817,4325,1114,14912,2552,15054,2583,103580,6141,8340,1408,7257,1416,1644913,15449,102821,3824,19589,2355,118161,5121,126227,4463,1064710,9062,120680,1705,92725,1731,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1214546,3081,94218,6922,8464,1816,1464,552,7029,1646,8548,1961,56855,4281,4627,824,7231,962,1120328,7802,58787,1881,13462,1463,78909,3323,95717,3602,735560,4690,75719,1323,62174,1031,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5963211,17095,363678,15192,28931,3228,6506,1311,28020,3409,34053,3301,201376,8732,28134,2713,36658,3308,5599533,20368,314817,4261,63715,3685,412370,7245,439597,6447,3538575,13729,410705,3531,419754,3833,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1296742,11918,204534,11159,21926,2873,3293,1015,20304,2953,21527,2707,117164,6760,9024,1427,11296,1607,1092208,12486,61121,3255,11310,1578,75294,3830,86155,4050,685130,8282,93545,2266,79653,1873,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12477086,25767,1265223,28320,108219,7017,21308,2446,109208,6239,116533,6173,730191,16140,77983,3903,101781,4624,11211863,35339,601572,6903,115040,4577,755007,9386,851991,10110,7172584,21656,858297,5143,857372,5923,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6065202,13456,630439,19902,55009,4830,10334,1748,55308,4274,49192,4990,389635,11896,31675,2449,39286,2979,5434763,23330,316611,5588,59768,3813,377539,8155,420555,7013,3487654,14842,429592,2975,343044,3313,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,551994,1643,54488,3686,3496,815,818,412,3890,956,3440,849,33625,2712,2946,560,6273,822,497506,4181,29047,988,4935,765,35670,1918,39700,1617,313098,3106,38143,656,36913,908,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9403232,8535,1002129,28387,96696,6038,17457,2362,95977,6534,89656,5472,602227,18429,43456,2558,56660,3010,8401103,30517,469421,6390,95521,4325,601261,9889,688671,9053,5338016,19193,627373,2963,580840,3532,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2619431,7261,362359,13905,36363,2885,6976,1042,36376,3289,34797,3553,212945,7775,14447,1609,20455,2096,2257072,13941,126578,3137,25614,2388,152575,4796,171078,5351,1426114,8233,191725,1813,163388,2446,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3127075,11466,374735,16035,32270,3811,5426,1540,31741,3792,29816,3642,241562,9497,15914,2215,18006,1653,2752340,17109,143761,4286,32823,2809,184051,5638,217394,4781,1770766,10641,207058,2234,196487,2019,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10112732,9046,935550,19702,73078,4674,13452,1925,80965,5806,77770,4905,559795,12544,50655,3486,79835,3931,9177182,22971,467494,4609,98615,3605,612547,8547,718594,9820,5782243,14257,737540,3346,760149,4141,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,848102,5652,71680,7469,4243,1212,1118,519,4270,1273,6073,1592,45815,4462,4472,978,5689,1103,776422,8837,40306,1361,6509,1229,54587,2862,57616,2555,500223,5822,56533,1196,60648,1224,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2828403,5377,282268,14511,23640,3298,5700,1457,22924,3559,23919,2676,174695,9238,14109,1749,17281,1895,2546135,15838,146069,3590,27019,2485,178033,5104,191817,5559,1619310,10532,215689,2070,168198,2196,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,659064,1984,65985,5272,5794,1285,1040,318,5067,1035,4791,1158,37818,3373,3233,703,8242,1069,593079,5121,35803,1359,7245,1068,42051,1930,49059,2168,371186,3329,45976,980,41759,1024,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4667791,7784,622744,18946,57718,4458,9945,1593,54219,4104,52437,3820,370003,11682,38697,3166,39725,2862,4045047,20455,225311,5030,44655,3185,281689,6184,309150,7155,2616712,12439,319178,3503,248352,2954,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16024614,48498,2286500,44283,293432,10533,45281,3495,264146,10812,248503,10187,1252584,27426,86135,4381,96419,4624,13738114,55410,931880,11680,182250,6193,1076757,14372,1136417,13828,8768505,37011,899460,5776,742845,5521,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2238585,8402,212274,12395,25966,3663,4286,1229,20440,2859,19556,2772,128786,7443,5417,1277,7823,1451,2026311,15262,187494,3888,33017,2363,199479,4801,195044,4469,1216507,9259,105636,1381,89134,1475,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,581920,1173,57589,4199,5345,1257,469,295,4888,1139,4760,975,34922,2516,3863,777,3342,638,524331,4446,25469,1278,5477,1027,34761,1643,43988,1585,344290,2577,37197,827,33149,789,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5265853,11647,393170,14521,32531,3700,4069,946,26410,3012,31584,3442,248344,10043,21204,2509,29028,2377,4872683,17925,289061,4746,56213,3505,348093,7389,379524,5739,3164364,11819,350588,2604,284840,2882,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5045665,12799,509923,17287,35918,3698,7689,1591,43515,3996,48436,4782,321740,10703,22677,2405,29948,2911,4535742,18992,247233,4026,49820,3481,314451,7040,367128,6286,2961890,12508,311445,2595,283775,3255,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1683183,2402,283950,12969,28066,2630,4022,955,28030,2697,27461,3249,170097,8318,12747,1826,13527,1480,1399233,12532,68827,2669,12240,1752,87637,3615,101500,3565,896485,8212,125371,1990,107173,1579,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4739177,6865,402292,13155,32573,2534,5511,1020,32931,2916,32509,2871,247034,8227,18351,1679,33383,2021,4336885,14870,243453,2850,48681,2573,304283,5528,346795,5137,2789237,9886,316111,1794,288325,1961,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,459841,2310,39675,4464,4703,1314,683,428,2753,1012,3160,1029,25177,2682,1125,446,2074,679,420166,4881,24510,1539,5438,933,30272,1764,34234,1912,271783,3049,30231,810,23698,923,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2924472,17935,1297207,26989,108974,4275,22037,2263,132580,5665,148001,6124,715521,17002,91417,3960,78677,3133,1627265,27505,86403,4436,19674,2153,111800,5560,120367,6262,1060476,18020,133740,3865,94805,3081,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
