GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001MA,B20017F_001EA,B20017F_002MA,B20017F_002EA,B20017F_003MA,B20017F_003EA,B20017F_004EA,B20017F_004MA,B20017F_005EA,B20017F_005MA,B20017F_006EA,B20017F_006MA,B20017F_007MA,B20017F_007EA,state
0400000US01,16297,1610,16511,1455,17728,1689,10583,3176,15483,3752,21206,3511,7372,1961,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,21212,2934,22347,8847,29248,7672,15727,25176,17448,6257,20202,11334,13712,10609,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,21809,625,25492,984,31284,956,11552,1139,16890,564,25469,1250,9129,996,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,17151,1146,18277,1108,20345,1525,10661,1447,13611,1647,21322,882,7474,2108,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,20971,179,23618,328,28846,674,12580,424,16682,230,24296,464,9361,250,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,21962,706,25335,1093,31061,1241,11981,1107,16913,1093,26106,1161,9403,1384,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,20729,892,22371,2504,28834,2370,11342,1349,17766,1588,27285,3631,10511,1275,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,21819,6467,28185,6424,30408,9017,23722,8826,15831,2590,22792,14544,5485,2681,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,26291,1510,26805,1659,29755,5748,10482,6242,23474,6344,29102,15222,11190,12090,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,21638,411,23984,743,26961,647,13456,1612,17763,936,25409,949,9507,742,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,19875,827,20982,575,23271,1407,13620,2246,15520,1094,21407,1843,9280,1647,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30331,4794,32877,7941,40679,4155,18193,11869,24500,6155,30883,1337,11296,7072,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20446,1685,25279,1633,26987,2170,15020,3664,13642,1908,20496,4671,9040,1053,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21206,394,23788,779,27280,854,13575,1117,16916,547,23444,1411,8546,682,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,19380,1195,21796,1359,26885,1310,11715,1229,14767,2148,22855,1467,6688,853,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18254,1757,21045,1281,26432,732,11636,1851,14776,2224,21981,3325,7312,2628,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20608,1010,23132,2023,25667,1632,12171,2982,14788,1741,24816,2235,6952,1341,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15312,2374,17645,1821,22932,4033,8724,2649,10128,3287,25207,5905,5603,1913,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,17308,2992,21121,2173,26128,2081,9994,2972,14810,3052,23582,5749,7938,3560,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20661,12644,18844,14202,28164,21142,11264,15498,24524,13855,41531,43189,20057,15870,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,25231,1550,27773,1743,31666,1639,16900,1814,17693,2069,26032,2565,11320,1328,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20965,766,25353,2086,33382,3635,10645,754,17477,1085,25762,795,10503,1178,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20196,1151,21543,1108,28349,1920,14623,1662,15508,2258,28065,3066,8163,1234,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18494,1351,19037,1755,23877,3091,11597,1107,17341,1705,24155,1222,9557,2152,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22817,2583,25317,2754,26596,1543,17364,3896,20270,6413,21686,1497,6576,3156,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20176,1683,21370,2057,26636,1906,8469,2441,16218,3282,26432,5745,7740,2494,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22493,3829,25504,2805,26697,5187,23031,12509,11648,6435,24955,6556,10709,1438,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,21732,1423,23395,1039,28762,3146,10529,1767,18999,2878,25128,2004,7248,2006,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23762,1018,26276,847,30055,2198,16233,2185,21042,771,24010,886,10744,1237,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,22334,16460,22099,18873,36361,2649,7280,16733,22434,20495,35164,1948,11433,11808,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,21178,383,22831,1088,26888,836,13804,1351,18107,815,25139,1126,10214,679,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18709,775,22875,2199,32538,1217,9201,847,15174,903,22056,1418,7442,796,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,21290,336,23164,881,27364,934,11468,459,18714,720,26069,700,9903,534,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,16899,477,18821,659,21409,681,12041,873,12164,868,17145,1031,6208,922,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18802,14161,32245,12607,40756,20380,29003,11679,10418,5787,11900,17038,3906,2984,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20754,1677,23969,2156,30648,1834,12111,2369,16045,1407,28430,2294,8566,2090,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17464,919,20402,1231,23587,1856,9486,1533,12611,1474,17552,1520,7620,2242,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,17438,1374,20597,1534,25791,1424,12466,2068,12103,1006,22003,2840,8358,885,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,19137,1353,21840,1098,26494,988,8655,2132,15355,1381,23452,2043,6895,852,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17456,1758,20636,1556,24860,2498,11235,1265,15470,1643,22406,2819,10073,2212,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18740,1395,20890,1412,22314,1991,10316,3639,15403,2076,18824,1813,7126,3125,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22651,5926,21860,9659,26796,3772,7221,4811,22960,4281,24287,1405,9186,4457,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16893,1224,19091,1723,21325,966,11096,2216,11751,1678,20096,4713,6361,2175,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18915,339,21718,262,25830,348,10649,360,14166,422,21928,451,6922,259,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,19073,1398,23663,3800,27364,2592,14423,3789,14318,1652,20460,2071,8606,2028,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22522,1707,22330,1548,22116,872,22769,15214,24129,14095,28990,24871,21094,19567,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,23020,937,24839,1240,28128,2196,15725,3592,17881,2024,27316,2058,10551,819,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,18547,957,21629,721,25775,994,14261,1737,13677,1038,22322,1693,9144,1069,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15826,9205,21884,16179,30770,5513,8935,12718,11429,2645,37216,35152,10176,15740,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,18633,1166,20555,1912,23153,1847,13942,2500,14631,1732,22246,1362,6732,1734,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22229,4150,26604,10276,31834,11630,9614,6788,21000,7065,22981,3324,10598,3376,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,13199,524,13495,610,18199,780,6140,596,12845,733,18038,1101,5924,486,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
