GEO_ID,B13004H_001E,B13004H_001M,B13004H_002E,B13004H_002M,B13004H_003E,B13004H_003M,B13004H_004E,B13004H_004M,B13004H_005E,B13004H_005M,B13004H_006E,B13004H_006M,B13004H_007E,B13004H_007M,NAME,B13004H_001MA,B13004H_001EA,B13004H_002EA,B13004H_002MA,B13004H_003EA,B13004H_003MA,B13004H_004EA,B13004H_004MA,B13004H_005EA,B13004H_005MA,B13004H_006MA,B13004H_006EA,B13004H_007MA,B13004H_007EA,state
0400000US34,1291626,3452,59046,3293,50093,2883,8953,1504,1232580,4710,632022,7189,600558,7359,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,188367,1806,8883,1570,7010,1390,1873,686,179484,2508,86566,3044,92918,3247,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2829537,4689,130585,6033,105799,5195,24786,2761,2698952,7786,1272695,10927,1426257,12363,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1479553,3454,70939,4519,56085,4036,14854,2576,1408614,5123,796097,9249,612517,9175,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,139173,817,5937,1014,4517,882,1420,571,133236,1249,68730,2291,64506,2418,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2348949,3355,118995,5545,85952,4456,33043,2774,2229954,6259,1122131,12039,1107823,12185,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,620165,2083,30383,2362,21860,2226,8523,1426,589782,3373,320939,6023,268843,6205,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,727916,2015,36314,3183,26134,2928,10180,1967,691602,3938,334385,7525,357217,7781,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2452491,3452,111773,4802,81911,3763,29862,2909,2340718,5986,1168889,10271,1171829,10761,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,213722,1208,9022,1539,5803,999,3219,1170,204700,1687,91578,3594,113122,3827,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,683459,2390,34599,2965,25593,2529,9006,1650,648860,3877,355890,5408,292970,5893,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,161175,1125,8901,1162,6960,1105,1941,628,152274,1360,84509,2592,67765,2530,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1157030,2723,63083,3837,44538,3181,18545,2607,1093947,4888,603783,8562,490164,8885,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2798863,4880,147722,6383,114358,5241,33364,3340,2651141,7573,1399689,12996,1251452,13190,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,547078,1616,44211,3508,37527,3151,6684,1387,502867,3700,276541,6401,226326,6325,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,150132,844,6021,1077,4500,942,1521,567,144111,1450,68012,2688,76099,2688,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1295353,3136,59143,3546,48617,3234,10526,1867,1236210,4560,668894,8198,567316,8150,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1221461,2671,60268,3847,45054,2884,15214,2402,1161193,4591,578273,9762,582920,8928,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,411524,1590,20476,2063,13332,1661,7144,1376,391048,2658,208195,4544,182853,4736,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1178611,2230,59073,3211,44373,2599,14700,1769,1119538,3913,579379,7202,540159,7159,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,109821,1020,6167,1261,4737,1166,1430,559,103654,1509,54710,2309,48944,2638,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8782,1562,219,230,219,230,0,275,8563,1522,5052,1143,3511,967,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
