GEO_ID,B18002_001E,B18002_001M,B18002_002E,B18002_002M,B18002_003E,B18002_003M,B18002_004E,B18002_004M,B18002_005E,B18002_005M,B18002_006E,B18002_006M,B18002_007E,B18002_007M,B18002_008E,B18002_008M,B18002_009E,B18002_009M,B18002_010E,B18002_010M,B18002_011E,B18002_011M,B18002_012E,B18002_012M,B18002_013E,B18002_013M,B18002_014E,B18002_014M,B18002_015E,B18002_015M,B18002_016E,B18002_016M,B18002_017E,B18002_017M,B18002_018E,B18002_018M,B18002_019E,B18002_019M,B18002_020E,B18002_020M,B18002_021E,B18002_021M,B18002_022E,B18002_022M,B18002_023E,B18002_023M,B18002_024E,B18002_024M,B18002_025E,B18002_025M,B18002_026E,B18002_026M,B18002_027E,B18002_027M,B18002_028E,B18002_028M,B18002_029E,B18002_029M,B18002_030E,B18002_030M,B18002_031E,B18002_031M,B18002_032E,B18002_032M,B18002_033E,B18002_033M,NAME,B18002_001MA,B18002_001EA,B18002_002EA,B18002_002MA,B18002_003EA,B18002_003MA,B18002_004MA,B18002_004EA,B18002_005EA,B18002_005MA,B18002_006MA,B18002_006EA,B18002_007EA,B18002_007MA,B18002_008EA,B18002_008MA,B18002_009MA,B18002_009EA,B18002_010MA,B18002_010EA,B18002_011MA,B18002_011EA,B18002_012MA,B18002_012EA,B18002_013EA,B18002_013MA,B18002_014MA,B18002_014EA,B18002_015MA,B18002_015EA,B18002_016MA,B18002_016EA,B18002_017MA,B18002_017EA,B18002_018EA,B18002_018MA,B18002_019MA,B18002_019EA,B18002_020MA,B18002_020EA,B18002_021EA,B18002_021MA,B18002_022MA,B18002_022EA,B18002_023MA,B18002_023EA,B18002_024MA,B18002_024EA,B18002_025MA,B18002_025EA,B18002_026MA,B18002_026EA,B18002_027EA,B18002_027MA,B18002_028MA,B18002_028EA,B18002_029EA,B18002_029MA,B18002_030EA,B18002_030MA,B18002_031MA,B18002_031EA,B18002_032MA,B18002_032EA,B18002_033EA,B18002_033MA,state
0400000US01,4227433,3183,2028809,4847,358364,3715,35242,2626,323122,4052,175078,4913,17114,2219,157964,5337,1252364,5177,231299,6267,1021065,8321,144955,1791,54663,2922,90292,2383,98048,1466,54903,2345,43145,2373,2198624,3769,333072,3204,16957,2126,316115,3701,166515,5464,12650,1915,153865,5114,1358031,4644,254586,7516,1103445,8726,176461,1798,68002,2828,108459,2801,164545,1951,104951,3054,59594,2841,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,605065,1896,305857,2086,57595,1407,3737,874,53858,1557,28227,2183,2554,804,25673,2172,200259,2423,30725,2393,169534,3648,12918,506,5595,845,7323,883,6858,571,3674,527,3184,560,299208,1647,51951,1390,2679,908,49272,1517,25907,1993,1340,473,24567,1909,198051,1885,28959,2720,169092,3030,13062,662,4698,891,8364,930,10237,779,6666,976,3571,863,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5605494,3897,2781906,4003,497229,2896,38447,3485,458782,3941,221313,5255,14347,2177,206966,5700,1715641,5067,194680,6555,1520961,7688,187879,1216,55271,2840,132608,2802,159844,1194,75359,3120,84485,3347,2823588,2265,471787,3040,18296,2453,453491,3411,202117,4793,9958,1633,192159,4841,1721163,3993,218311,7395,1502852,7889,214483,1263,61668,3449,152815,3542,214038,1461,110045,3677,103993,3586,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2561959,2402,1243349,3866,213590,2917,26080,2216,187510,2999,102494,3945,8803,1317,93691,4027,769848,4568,155802,5486,614046,7002,92533,1121,37448,2143,55085,2098,64884,907,38926,1992,25958,1838,1318610,2596,201611,2673,12751,1450,188860,2899,95431,3864,7248,1205,88183,3913,809389,3640,159957,5919,649432,6718,107805,1082,42867,2044,64938,2178,104374,1462,67352,1991,37022,1970,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33211121,5156,16434773,7277,2948558,8130,177082,6924,2771476,8563,1376487,11063,85045,4069,1291442,11456,10469924,10407,1110252,18267,9359672,20296,910392,2743,253704,6407,656688,6610,729412,2709,356369,6306,373043,6358,16776348,6260,2817252,6773,97840,5090,2719412,9044,1321474,10900,65520,4596,1255954,12599,10469327,10073,1182646,17049,9286681,18819,1069078,2312,333040,6571,736038,6843,1099217,3237,621970,7185,477247,6837,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4336687,2598,2162121,3075,357005,2675,22309,2430,334696,3328,163254,5042,13054,1636,150200,4959,1439040,4781,157640,6770,1281400,8226,119527,1445,34371,2091,85156,2323,83295,1282,39284,1673,44011,1738,2174566,2883,342671,2884,13858,1793,328813,3087,154746,4545,7888,1404,146858,4588,1418892,4209,155000,5982,1263892,7227,134570,1458,37340,2450,97230,2671,123687,1638,65486,2963,58201,2639,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3241592,1339,1565837,2306,262789,2267,17676,1813,245113,2747,123996,3134,8023,1419,115973,3357,993249,2668,102378,5028,890871,4702,102307,847,25509,1812,76798,2079,83496,987,37647,2112,45849,2015,1675755,1996,252320,2225,10042,1659,242278,2679,118748,3359,5104,1118,113644,3229,1046862,2872,113350,4348,933512,5038,120160,1009,29055,2381,91105,2577,137665,1291,68841,2524,68824,2417,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,781963,827,376537,1194,63025,916,5708,1382,57317,1625,31207,1703,2092,673,29115,1931,234722,1697,32220,2723,202502,3057,27086,586,7680,1027,19406,1156,20497,497,10212,1023,10285,1041,405426,1210,60642,1223,2565,804,58077,1259,30532,1888,1939,756,28593,1911,251811,1662,32605,2770,219206,3257,33002,620,9885,1164,23117,1151,29439,565,14946,1407,14493,1355,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,531139,4160,243614,3505,34089,934,2988,881,31101,1238,18224,1933,1526,546,16698,1935,165455,2582,18944,2205,146511,3650,14839,526,3511,884,11328,754,11007,468,4699,771,6308,812,287525,1221,32685,876,2269,923,30416,1143,21730,2034,1953,715,19777,1848,190702,1469,21427,2365,169275,2947,20367,524,6403,1008,13964,1134,22041,602,11075,1265,10966,1366,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16653760,4594,8077414,7593,1235252,5666,97577,5839,1137675,7706,586931,9116,46542,3867,540389,8722,4963880,10054,637562,15087,4326318,18358,658836,2522,178930,5515,479906,5262,632515,2557,291117,4690,341398,5544,8576346,6918,1186390,4852,50653,4141,1135737,6761,557378,8152,32310,3302,525068,8639,5172170,7891,683380,13857,4488790,14287,779786,2714,215009,6715,564777,7419,880622,2883,446988,7935,433634,8193,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
