GEO_ID,B14001H_001E,B14001H_001M,B14001H_002E,B14001H_002M,B14001H_003E,B14001H_003M,B14001H_004E,B14001H_004M,B14001H_005E,B14001H_005M,B14001H_006E,B14001H_006M,B14001H_007E,B14001H_007M,NAME,B14001H_001EA,B14001H_001MA,B14001H_002EA,B14001H_002MA,B14001H_003MA,B14001H_003EA,B14001H_004EA,B14001H_004MA,B14001H_005MA,B14001H_005EA,B14001H_006EA,B14001H_006MA,B14001H_007EA,B14001H_007MA,state
0400000US17,8080709,6440,2080970,11584,238714,6471,786106,5652,444376,6149,611774,10008,5999739,12011,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5097880,5567,1312561,9049,143663,4738,551622,5017,283289,4938,333987,6913,3785319,8617,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2621588,3172,687729,6623,77091,3437,265609,3186,156195,3352,188834,5531,1933859,6137,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2154226,2830,581251,5929,66839,3091,220072,3101,125482,2807,168858,5065,1572975,6767,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3576845,3953,885683,7760,94156,3894,372428,4366,199338,4039,219761,6845,2691162,7645,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2592963,3114,634386,7431,78127,4888,264007,3697,133811,3832,158441,6290,1958577,7328,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1221018,2975,283750,3964,26899,2302,114386,2266,70091,1968,72374,3388,937268,4036,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3167980,3458,794934,7966,84873,4167,304942,4331,177316,3278,227803,6569,2373046,7366,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4941081,7269,1252135,10669,143580,6376,465247,4927,258831,3517,384477,8026,3688946,9370,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7578888,4513,1997835,12124,202887,5711,779831,5498,450529,5644,564588,9271,5581053,11377,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4281059,3836,1086270,7075,116862,3538,428228,4160,248350,3277,292830,6542,3194789,7308,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1662899,3074,399508,4848,43981,3777,170298,3656,87366,2910,97863,4454,1263391,5276,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4651096,4764,1165270,8921,130182,4405,476341,5491,261257,4295,297490,6989,3485826,8596,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,808031,1773,192469,3581,18175,1787,77243,2082,45143,2018,51908,3365,615562,4042,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1441840,2236,383222,5153,39338,2426,149276,2230,86132,2274,108476,4531,1058618,4979,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1415390,2309,310139,6043,29920,2622,125226,2864,72505,3126,82488,5244,1105251,6169,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1190748,2390,305375,5303,32259,2804,120650,2503,70702,2019,81764,4184,885373,5359,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5264688,5705,1316608,8496,162647,5478,523253,5283,295135,4449,335573,7435,3948080,8727,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,804544,2940,182946,4477,16661,1794,68635,2285,34318,2311,63332,3716,621598,4259,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11263197,8590,2815147,15966,289817,7412,1069959,6655,605620,5684,849751,13744,8448050,17285,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5796061,5497,1416086,11339,158034,6103,563302,6475,307008,5565,387742,9257,4379975,11293,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,555330,1286,144804,2682,11221,1214,52797,1265,31548,1409,49238,2372,410526,2552,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9177017,5754,2336060,12814,250719,6066,946728,6952,517883,5451,620730,10128,6840957,13466,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2487117,2754,610668,6797,70418,4038,243308,4050,134018,3573,162924,6068,1876449,6986,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2895409,4190,676374,7938,67837,3427,263759,3413,155755,3878,189023,7941,2219035,8413,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9896242,5607,2371797,10692,247860,5234,933013,6461,531143,6101,659781,8813,7524445,11816,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,819005,2495,208673,4075,17921,1879,73149,1804,42900,1827,74703,3523,610332,4009,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2728045,3093,644930,6958,71964,3885,262116,4094,142105,4109,168745,5510,2083115,6743,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,652282,1275,163785,3480,18046,1727,65142,1655,35972,1429,44625,2766,488497,3318,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4516255,4268,1057887,9174,112071,4865,444519,4997,237265,4299,264032,7476,3458368,9723,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10914371,7487,2723301,14956,302967,7746,1066933,7159,610406,6869,742995,11805,8191070,15868,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1994841,3245,667376,6787,73532,3140,259838,3131,135254,3227,198752,5836,1327465,7368,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,579216,1331,144607,2957,14323,1491,54980,1408,34188,1375,41116,2538,434609,2979,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4997240,4312,1247952,10901,137909,5243,483247,5475,261530,4586,365266,9192,3749288,10279,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4734270,4684,1148745,9480,114200,4910,457915,5402,265051,5478,311579,8776,3585525,9390,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1655704,2766,376568,5989,37981,3093,158352,3078,86004,2604,94231,5059,1279136,5738,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4598755,3344,1142376,8811,117173,4027,441353,4370,259825,3557,324025,7445,3456379,8989,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,436125,1378,111019,2831,12075,1292,43183,1498,24841,1311,30920,2480,325106,2988,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,35248,3328,7359,1818,1189,549,2761,968,1753,720,1656,595,27889,2759,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
