GEO_ID,B15004_001E,B15004_001M,B15004_002E,B15004_002M,B15004_003E,B15004_003M,B15004_004E,B15004_004M,B15004_005E,B15004_005M,B15004_006E,B15004_006M,B15004_007E,B15004_007M,B15004_008E,B15004_008M,B15004_009E,B15004_009M,B15004_010E,B15004_010M,B15004_011E,B15004_011M,B15004_012E,B15004_012M,B15004_013E,B15004_013M,B15004_014E,B15004_014M,B15004_015E,B15004_015M,B15004_016E,B15004_016M,B15004_017E,B15004_017M,B15004_018E,B15004_018M,B15004_019E,B15004_019M,B15004_020E,B15004_020M,B15004_021E,B15004_021M,B15004_022E,B15004_022M,B15004_023E,B15004_023M,B15004_024E,B15004_024M,B15004_025E,B15004_025M,B15004_026E,B15004_026M,B15004_027E,B15004_027M,B15004_028E,B15004_028M,B15004_029E,B15004_029M,B15004_030E,B15004_030M,B15004_031E,B15004_031M,B15004_032E,B15004_032M,B15004_033E,B15004_033M,B15004_034E,B15004_034M,B15004_035E,B15004_035M,B15004_036E,B15004_036M,B15004_037E,B15004_037M,B15004_038E,B15004_038M,B15004_039E,B15004_039M,NAME,B15004_001EA,B15004_001MA,B15004_002MA,B15004_002EA,B15004_003MA,B15004_003EA,B15004_004EA,B15004_004MA,B15004_005EA,B15004_005MA,B15004_006EA,B15004_006MA,B15004_007EA,B15004_007MA,B15004_008MA,B15004_008EA,B15004_009MA,B15004_009EA,B15004_010MA,B15004_010EA,B15004_011EA,B15004_011MA,B15004_012EA,B15004_012MA,B15004_013MA,B15004_013EA,B15004_014MA,B15004_014EA,B15004_015MA,B15004_015EA,B15004_016MA,B15004_016EA,B15004_017EA,B15004_017MA,B15004_018MA,B15004_018EA,B15004_019EA,B15004_019MA,B15004_020EA,B15004_020MA,B15004_021MA,B15004_021EA,B15004_022EA,B15004_022MA,B15004_023EA,B15004_023MA,B15004_024MA,B15004_024EA,B15004_025MA,B15004_025EA,B15004_026MA,B15004_026EA,B15004_027MA,B15004_027EA,B15004_028EA,B15004_028MA,B15004_029MA,B15004_029EA,B15004_030EA,B15004_030MA,B15004_031MA,B15004_031EA,B15004_032MA,B15004_032EA,B15004_033EA,B15004_033MA,B15004_034EA,B15004_034MA,B15004_035MA,B15004_035EA,B15004_036MA,B15004_036EA,B15004_037MA,B15004_037EA,B15004_038EA,B15004_038MA,B15004_039EA,B15004_039MA,state
0400000US01,2961153,4903,383630,12063,163645,7972,131748,6695,66241,3946,15432,2049,6564,1414,2577523,13615,404978,11421,834074,13545,725100,13714,386791,9999,226580,7084,1383306,3852,139130,5952,62118,4190,47932,4122,19690,2214,6271,1270,3119,891,1244176,7307,210270,7294,405239,7423,328697,8731,189303,5935,110667,4302,1577847,3376,244500,7800,101527,5476,83816,4262,46551,3110,9161,1511,3445,1012,1333347,8268,194708,6282,428835,9325,396403,9040,197488,6225,115913,4904,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,410749,2214,35254,3393,8516,1800,14210,2416,8731,1503,2923,893,874,425,375495,3969,33374,2561,103047,4627,131462,5062,69227,3843,38385,2960,206612,1823,14641,1870,2844,665,6271,1568,4121,1059,991,436,414,258,191971,2419,18402,2199,56569,2974,65038,3130,31740,2356,20222,2116,204137,1249,20613,2563,5672,1566,7939,1630,4610,1041,1932,826,460,357,183524,2876,14972,1687,46478,3116,66424,3339,37487,2736,18163,1794,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3897755,4159,414250,13416,143428,7159,131295,8056,99962,5382,26067,3037,13498,1949,3483505,13647,478711,12063,903600,18742,1137806,17268,614682,13982,348706,10112,1906380,2857,174781,7843,60594,4559,56219,4897,40324,3559,11597,1921,6047,1388,1731599,8002,254596,8455,441323,12130,541200,12297,308139,9069,186341,6151,1991375,2549,239469,8528,82834,4737,75076,5141,59638,4236,14470,2024,7451,1391,1751906,8908,224115,7479,462277,10860,596606,9586,306543,8651,162365,5976,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1807039,4231,241154,8094,91313,4653,92074,4278,45258,3963,9039,1488,3470,844,1565885,9560,250571,6379,564344,10597,428482,8853,211152,6518,111336,5767,859316,3514,91352,4520,37851,2755,32711,2740,14643,1952,4276,993,1871,660,767964,5558,133080,4917,275977,6644,201841,6553,103218,4366,53848,3436,947723,2840,149802,5998,53462,3132,59363,3821,30615,3176,4763,929,1599,691,797921,6973,117491,4389,288367,7303,226641,6043,107934,4267,57488,3597,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22748784,6544,2300930,33770,917884,20345,615449,18598,489047,11132,196051,7200,82499,5125,20447854,34282,3541532,32110,4620935,37746,5888207,35736,4093539,32034,2303641,22676,11106701,6302,963246,18829,382387,11701,261445,10716,190850,7822,86899,4712,41665,4049,10143455,18702,1808939,20945,2290730,26511,2785528,23608,2000173,20290,1258085,13923,11642083,5284,1337684,21542,535497,13095,354004,11240,298197,8904,109152,5187,40834,2936,10304399,21971,1732593,18312,2330205,21233,3102679,20801,2093366,20345,1045556,14414,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3072838,4197,277311,8820,84091,6334,81340,5501,73540,4029,25881,2928,12459,1802,2795527,9184,274242,8926,667600,12596,825784,13155,656182,10874,371719,8593,1520040,3212,117699,4996,36684,4100,35381,3253,28650,2591,11836,1704,5148,1399,1402341,5615,149732,6592,329925,8701,394719,8415,327756,7504,200209,5344,1552798,2572,159612,6501,47407,4232,45959,3610,44890,3183,14045,2140,7311,1264,1393186,6264,124510,5464,337675,7275,431065,7627,328426,5924,171510,5630,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2317853,2196,154658,6908,48291,3353,53044,4377,34566,3670,11784,1603,6973,1195,2163195,7157,216908,6908,631641,12509,540819,9392,441687,10799,332140,8415,1097206,2173,57431,4003,19620,2182,19049,2354,11454,2133,4524,966,2784,678,1039775,4417,106001,4366,306232,8407,242734,6695,217761,7032,167047,5306,1220647,1870,97227,4582,28671,2452,33995,3080,23112,2461,7260,1579,4189,854,1123420,4682,110907,4767,325409,7518,298085,6494,223926,5957,165093,5442,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,555981,1108,45762,4121,14031,2027,19593,2946,8685,1354,2354,850,1099,508,510219,4238,63740,4298,168904,6332,129225,5432,90381,4789,57969,3331,263398,892,17019,2497,6126,1310,6735,1636,2793,936,1044,526,321,230,246379,2432,33870,2653,80783,4018,58862,3382,43836,3033,29028,2399,292583,998,28743,2937,7905,1332,12858,2217,5892,1036,1310,593,778,436,263840,3045,29870,2541,88121,4231,70363,3982,46545,3145,28941,1780,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,386645,882,55531,4406,19966,2477,16583,2456,9616,1788,5701,1181,3665,1126,331114,4411,39024,3194,63274,4256,58679,4022,73981,4858,96156,4014,176580,1196,21664,2292,6880,1317,6081,1536,3653,1221,3757,913,1293,596,154916,2366,19950,2140,30378,3108,23250,2320,35855,2964,45483,3225,210065,699,33867,3176,13086,1818,10502,1692,5963,1452,1944,700,2372,941,176198,3316,19074,2138,32896,2797,35429,2894,38126,3001,50673,2633,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12233026,7338,1233777,22414,409875,13985,427328,13032,251910,10124,101442,5532,43222,3695,10999249,23603,1422377,21632,3367669,29612,3214174,28148,1933273,23010,1061756,18080,5838739,7237,478724,11596,168327,6889,155687,7168,93502,5381,43032,3533,18176,2429,5360015,12636,742618,15688,1576959,18684,1496538,18333,974445,14525,569455,11647,6394287,4966,755053,16530,241548,10823,271641,10137,158408,7376,58410,3523,25046,2381,5639234,17009,679759,11368,1790710,19383,1717636,17863,958828,15449,492301,10539,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
