GEO_ID,C17015_001E,C17015_001M,C17015_002E,C17015_002M,C17015_003E,C17015_003M,C17015_004E,C17015_004M,C17015_005E,C17015_005M,C17015_006E,C17015_006M,C17015_007E,C17015_007M,C17015_008E,C17015_008M,C17015_009E,C17015_009M,C17015_010E,C17015_010M,C17015_011E,C17015_011M,C17015_012E,C17015_012M,C17015_013E,C17015_013M,C17015_014E,C17015_014M,C17015_015E,C17015_015M,NAME,C17015_001EA,C17015_001MA,C17015_002MA,C17015_002EA,C17015_003MA,C17015_003EA,C17015_004MA,C17015_004EA,C17015_005MA,C17015_005EA,C17015_006EA,C17015_006MA,C17015_007MA,C17015_007EA,C17015_008MA,C17015_008EA,C17015_009EA,C17015_009MA,C17015_010MA,C17015_010EA,C17015_011EA,C17015_011MA,C17015_012EA,C17015_012MA,C17015_013MA,C17015_013EA,C17015_014EA,C17015_014MA,C17015_015MA,C17015_015EA,state
0400000US01,1222858,13632,153968,6153,32320,2905,8263,1229,24057,2517,121648,5669,21517,2302,100131,5585,1068890,11900,309566,5850,24771,2092,284795,5997,759324,10151,25505,2639,733819,10245,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,1029,389,183,149,846,358,11863,1634,2968,805,8895,1360,145047,3941,23156,1532,2585,502,20571,1408,121891,3760,4351,860,117540,3723,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,23994,2778,5394,1221,18600,2292,124385,6039,17765,2250,106620,5970,1327890,11552,364459,6130,19628,1992,344831,6056,963431,10488,26213,2542,937218,10127,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,19835,1945,4042,825,15793,1853,79159,5181,12225,1793,66934,4802,659201,9520,195809,4532,15960,2025,179849,4256,463392,8496,17474,2110,445918,7997,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,92211,4914,21269,2314,70942,4314,716511,14903,171817,7160,544694,12648,7495071,27100,1608621,12286,173650,6126,1434971,11572,5886450,26178,283115,7862,5603335,25941,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,11339,1708,1772,599,9567,1531,89513,5293,11010,1799,78503,5085,1095371,10184,212436,4805,12123,1409,200313,4779,882935,9840,18560,2308,864375,9862,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,8330,1490,2001,789,6329,1414,44048,2909,11124,1779,32924,2550,841970,8324,202865,5018,10418,1492,192447,4993,639105,7618,16195,1657,622910,7691,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,1906,673,693,475,1213,458,14348,2373,2418,901,11930,2120,197311,4638,53921,2729,3146,853,50775,2730,143390,4271,4868,1119,138522,4199,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,4068,911,825,459,3243,811,13622,1743,5144,1098,8478,1474,91069,3784,21962,1421,2244,656,19718,1477,69107,3605,3893,902,65214,3835,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,85800,5247,15909,1997,69891,4952,331306,10083,37695,3358,293611,9714,4215868,21877,1306491,13064,77032,4121,1229459,12238,2909377,21352,86178,5160,2823199,21492,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
