GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002EA,B20017D_002MA,B20017D_003EA,B20017D_003MA,B20017D_004MA,B20017D_004EA,B20017D_005MA,B20017D_005EA,B20017D_006MA,B20017D_006EA,B20017D_007EA,B20017D_007MA,state
0400000US01,22188,3890,32123,6267,41762,9813,17985,2724,13997,2571,29713,4979,6997,1987,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24319,1686,26622,2056,35713,6798,20608,2896,22226,2401,25889,1452,16195,1713,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,30085,2892,35476,2890,44047,7550,16053,2535,23828,2230,35537,2903,14668,2656,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24505,4569,31449,5705,45536,6938,20123,6698,19785,3205,26297,5321,14495,6859,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35405,359,40725,353,51488,433,16799,633,30438,391,41962,415,14495,785,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31297,1367,36119,2926,50193,3333,16385,4743,24501,2704,34788,5798,14886,2135,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38434,3451,42097,5380,61495,4705,16008,1360,30653,3398,50867,2143,11724,1276,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39963,7478,42363,7054,50279,13915,20382,14480,32212,5878,60114,8902,15193,6770,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,37264,5154,39519,9485,42004,15313,26500,21878,31936,13495,65792,24346,10957,1976,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26763,1001,32097,2669,42245,4595,15855,1619,21979,1084,30804,1103,11620,841,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28107,2277,35584,2365,45037,4034,17623,2874,21835,1477,30360,4173,12326,1605,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,30949,699,36553,1223,42293,1736,17631,2307,26855,694,32328,1208,13105,1886,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30490,5930,36313,10165,53438,19542,12318,15761,25177,11055,34365,5842,11886,3802,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,34851,1718,41114,1104,52183,2736,15631,1859,29034,2393,40905,1204,13457,2364,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,26313,3482,32120,5347,52160,9530,13464,2773,19696,2989,32481,6109,8091,2271,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,24553,2575,27945,1706,37465,7337,9581,4901,19999,2176,29583,4935,9191,1839,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25303,1848,30088,3527,41749,5107,11994,4000,20787,2110,30761,2188,8905,1755,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,28016,4746,37312,7270,48346,7268,13901,7984,21272,2374,30412,4777,16091,2860,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21531,1947,25325,3660,41124,7898,18147,3140,17267,3815,30197,6245,9951,2263,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20458,6439,27257,13368,31912,9331,13734,2263,16448,7542,26181,6289,9503,5083,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,40746,1227,47112,2861,60606,3248,19157,3228,32568,1720,46368,1312,12048,1081,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,34657,1976,42146,3707,56269,2877,15444,1871,28648,2527,39793,3618,10999,1125,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,34004,3047,43770,4011,63239,4682,16864,3924,22481,2536,41713,2530,10583,1152,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28968,1614,36444,2128,45353,3739,11826,1268,23839,1992,31928,1429,10617,1368,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22407,12697,25588,10926,46870,10042,12436,8237,21399,16455,35141,5257,9851,3996,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,24120,2031,31257,5715,45810,8750,12839,2530,21545,1779,29760,7097,12733,3082,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21739,11504,42634,29357,44622,9783,6484,11028,16352,9440,28838,4244,7170,5024,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25515,1851,28647,3465,37340,4035,12122,8217,20761,2965,27265,3282,11543,7808,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,29417,1926,30400,1810,33818,2929,20894,2970,28247,2116,32167,2122,16895,2213,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,36347,4728,45143,8881,47763,11865,14889,12676,24908,9562,37296,8117,15401,2268,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,45724,1032,51235,1060,61949,1778,20667,2457,38947,2317,51749,1122,17078,2262,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24241,4590,32379,7404,46019,12346,13868,2618,18401,4393,23356,9520,8867,9918,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
