GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,NAME,B17014_001EA,B17014_001MA,B17014_002EA,B17014_002MA,B17014_003EA,B17014_003MA,B17014_004MA,B17014_004EA,B17014_005MA,B17014_005EA,B17014_006EA,B17014_006MA,B17014_007EA,B17014_007MA,B17014_008EA,B17014_008MA,B17014_009MA,B17014_009EA,B17014_010MA,B17014_010EA,B17014_011MA,B17014_011EA,B17014_012EA,B17014_012MA,B17014_013EA,B17014_013MA,B17014_014EA,B17014_014MA,B17014_015MA,B17014_015EA,B17014_016MA,B17014_016EA,B17014_017MA,B17014_017EA,B17014_018MA,B17014_018EA,B17014_019MA,B17014_019EA,B17014_020EA,B17014_020MA,B17014_021EA,B17014_021MA,B17014_022EA,B17014_022MA,B17014_023MA,B17014_023EA,B17014_024MA,B17014_024EA,B17014_025EA,B17014_025MA,B17014_026EA,B17014_026MA,B17014_027EA,B17014_027MA,B17014_028MA,B17014_028EA,B17014_029MA,B17014_029EA,B17014_030EA,B17014_030MA,B17014_031EA,B17014_031MA,B17014_032EA,B17014_032MA,B17014_033MA,B17014_033EA,B17014_034MA,B17014_034EA,B17014_035EA,B17014_035MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,16975,1772,19814,2533,10096,1821,1003,355,106080,5137,12032,2086,3472,763,7207,1616,1193,603,160,161,94048,4885,35652,3612,50554,3700,7126,1309,716,397,1068890,11900,840721,11014,120009,3998,209689,6066,416109,8472,94914,4777,228169,7381,62735,4137,5287,1078,33049,3035,20096,2416,4303,1191,165434,5957,17998,2217,91281,5135,45628,3399,10527,1473,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,699,446,1592,587,1378,544,640,418,8583,1667,1581,520,307,170,1128,521,133,101,13,22,7002,1605,2387,842,3990,1220,293,214,332,268,145047,3941,113020,3529,7770,1008,23511,1899,64058,3182,17681,2002,32027,2440,10967,1304,269,179,5578,978,3656,843,1464,593,21060,2155,910,346,12092,1541,6590,1326,1468,387,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,18458,2027,31082,2719,14871,2174,1464,625,82504,4471,13633,1977,3888,1019,7919,1566,1826,888,0,291,68871,4418,22288,2147,38624,3498,6239,1234,1720,732,1327890,11552,1038933,11051,176975,5730,244345,6465,491047,9247,126566,5536,288957,7380,101444,4667,3909,1164,53632,3802,32695,3076,11208,1862,187513,6137,11532,1704,103036,5397,56454,4357,16491,2472,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,10475,1465,13033,1752,10562,1815,989,454,63935,4413,9348,1651,2442,753,6159,1503,707,441,40,70,54587,4208,15550,1926,35031,3291,3722,1020,284,208,659201,9520,532170,8393,79414,3122,121008,5007,272668,7930,59080,3168,127031,5447,39473,3476,2110,668,22277,2485,12354,1749,2732,826,87558,4328,7965,1200,46061,3313,27427,2673,6105,1297,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,75935,3924,177320,7568,84105,5708,16647,1982,454715,11295,81530,5386,23119,2530,48211,4118,7866,1722,2334,820,373185,9741,136316,6033,197959,7848,31531,2991,7379,1606,7495071,27100,5697694,26800,590595,8735,1401723,16198,2811935,21824,893441,14583,1797377,19504,616902,13764,27437,2667,303405,8945,199347,8522,86713,4593,1180475,13628,89741,4860,603808,9613,353446,9552,133480,6137,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,9033,1316,17812,2265,12493,1912,1015,461,60499,4498,10096,1962,2017,791,6086,1465,1923,891,70,117,50403,3914,16661,2455,30717,3130,2684,729,341,305,1095371,10184,893795,11607,88156,3142,192497,7801,500968,8959,112174,3874,201576,6652,70333,4269,3199,880,36041,3612,24072,2666,7021,1514,131243,5243,5697,1052,74955,4784,41070,2807,9521,1508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,5490,1241,6143,1330,2758,764,457,304,37530,2746,4106,938,1319,544,2097,727,521,322,169,183,33424,2619,13152,1722,18849,1871,1276,597,147,173,841970,8324,665808,7636,66589,2728,147326,5263,352147,7339,99746,4100,176162,5527,49082,3648,3267,824,24894,2764,16257,2145,4664,938,127080,5207,8546,1425,66599,3915,40658,3001,11277,1810,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,862,415,2293,740,968,559,232,371,11899,2094,1737,894,251,329,1373,773,113,140,0,261,10162,1883,2417,819,6312,1558,1266,608,167,215,197311,4638,152854,4240,23418,1614,33047,2330,76404,3626,19985,1750,44457,3088,13472,1884,924,521,7343,1373,4180,1176,1025,491,30985,2492,776,334,16804,2038,11228,1786,2177,672,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1191,506,1156,598,836,507,0,292,14507,1841,1066,499,312,202,666,462,88,101,0,292,13441,1743,6567,1412,5937,1136,937,459,0,292,91069,3784,52688,3527,5123,1051,11044,1370,33063,2791,3458,788,38381,2511,8335,1429,581,336,3597,869,3539,886,618,405,30046,2249,2058,654,15384,1930,9833,1541,2771,663,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,65677,4031,60511,4004,28588,2731,3793,1009,258537,9427,40871,3866,13093,2131,21876,3025,5255,1296,647,405,217666,8310,68878,4890,124299,5874,21663,2934,2826,898,4215868,21877,3293558,19523,616923,8474,754845,11333,1543740,19006,378050,8533,922310,15734,278739,8719,15974,1668,141110,6213,94510,5863,27145,2808,643571,12902,42433,2949,354747,10818,193457,7035,52934,3643,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
