GEO_ID,B07009_001E,B07009_001M,B07009_002E,B07009_002M,B07009_003E,B07009_003M,B07009_004E,B07009_004M,B07009_005E,B07009_005M,B07009_006E,B07009_006M,B07009_007E,B07009_007M,B07009_008E,B07009_008M,B07009_009E,B07009_009M,B07009_010E,B07009_010M,B07009_011E,B07009_011M,B07009_012E,B07009_012M,B07009_013E,B07009_013M,B07009_014E,B07009_014M,B07009_015E,B07009_015M,B07009_016E,B07009_016M,B07009_017E,B07009_017M,B07009_018E,B07009_018M,B07009_019E,B07009_019M,B07009_020E,B07009_020M,B07009_021E,B07009_021M,B07009_022E,B07009_022M,B07009_023E,B07009_023M,B07009_024E,B07009_024M,B07009_025E,B07009_025M,B07009_026E,B07009_026M,B07009_027E,B07009_027M,B07009_028E,B07009_028M,B07009_029E,B07009_029M,B07009_030E,B07009_030M,B07009_031E,B07009_031M,B07009_032E,B07009_032M,B07009_033E,B07009_033M,B07009_034E,B07009_034M,B07009_035E,B07009_035M,B07009_036E,B07009_036M,NAME,B07009_001EA,B07009_001MA,B07009_002EA,B07009_002MA,B07009_003EA,B07009_003MA,B07009_004MA,B07009_004EA,B07009_005EA,B07009_005MA,B07009_006EA,B07009_006MA,B07009_007MA,B07009_007EA,B07009_008EA,B07009_008MA,B07009_009MA,B07009_009EA,B07009_010EA,B07009_010MA,B07009_011EA,B07009_011MA,B07009_012MA,B07009_012EA,B07009_013EA,B07009_013MA,B07009_014EA,B07009_014MA,B07009_015MA,B07009_015EA,B07009_016EA,B07009_016MA,B07009_017EA,B07009_017MA,B07009_018MA,B07009_018EA,B07009_019EA,B07009_019MA,B07009_020EA,B07009_020MA,B07009_021EA,B07009_021MA,B07009_022MA,B07009_022EA,B07009_023MA,B07009_023EA,B07009_024MA,B07009_024EA,B07009_025MA,B07009_025EA,B07009_026MA,B07009_026EA,B07009_027MA,B07009_027EA,B07009_028MA,B07009_028EA,B07009_029EA,B07009_029MA,B07009_030MA,B07009_030EA,B07009_031MA,B07009_031EA,B07009_032EA,B07009_032MA,B07009_033MA,B07009_033EA,B07009_034EA,B07009_034MA,B07009_035MA,B07009_035EA,B07009_036MA,B07009_036EA,state
0400000US01,3022878,4858,600750,12723,986222,14892,799090,13200,403122,9750,233694,7077,2613170,13284,513190,11913,861998,13292,685585,13146,347044,9754,205353,6318,236759,9690,54676,3865,73574,5913,65924,4748,30215,2865,12370,2236,82537,5791,18666,2416,26277,3117,22539,2702,9752,1700,5303,1166,80792,7099,12407,2282,22493,3876,22352,2448,13873,2060,9667,1942,9620,1818,1811,759,1880,573,2690,923,2238,911,1001,461,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,415630,2155,42738,3153,119251,5012,142040,4932,72258,4020,39343,2992,336663,4367,34718,2716,96107,4544,113848,4510,59491,3772,32499,2538,43071,3903,3955,1155,13648,1878,15576,2216,6013,1495,3879,1247,12054,2113,624,272,3967,933,4610,1430,1876,799,977,639,21547,3400,2834,912,5151,1611,7387,1644,4355,1431,1820,663,2295,889,607,666,378,352,619,387,523,355,168,141,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3953375,3751,641803,12611,1056153,20808,1248730,17434,643182,14398,363507,10472,3212082,17424,513126,12504,852283,18681,1019559,16278,522427,12603,304687,9531,457939,14319,88872,6290,128587,8561,141425,7130,68681,5632,30374,3154,67278,4658,10280,1649,18720,2256,23175,2794,10674,1970,4429,1222,183200,8709,19545,2472,47755,4472,58769,4394,36289,3508,20842,2764,32876,4507,9980,3236,8808,2082,5802,1403,5111,1363,3175,969,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1847325,3757,360049,7350,671500,11262,479153,9210,221233,6781,115390,5674,1569549,10883,301959,7083,570417,10077,408057,8572,190472,6130,98644,4439,155730,9006,36120,3665,57339,4987,40516,3732,14637,2372,7118,1512,58198,4370,11169,1853,24098,2667,12792,1642,6508,1376,3631,1013,59242,4494,9703,1728,18590,2839,17255,2685,8388,1528,5306,1505,4606,1259,1098,496,1056,503,533,322,1228,696,691,477,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23133174,5870,4605354,32902,5368962,38936,6452560,37448,4311428,32369,2394870,23306,19696083,36459,3881605,34301,4550291,39595,5534624,34416,3666462,30299,2063101,22176,2238740,31037,506710,15320,554497,16461,613925,14423,385282,12574,178326,6368,712397,17988,135182,7271,173032,8612,197210,8574,135543,7544,71430,4560,297170,11091,27771,3438,62071,5811,73990,3889,76849,5402,56489,5552,188784,8906,54086,5000,29071,3731,32811,3620,47292,4100,25524,3367,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3118500,4313,372810,9878,765604,13517,908906,13968,685736,10742,385444,9053,2572511,16031,296439,8953,630419,12395,751741,11147,566046,10883,327866,8549,272019,11900,44966,4964,70072,5083,79716,5616,54403,4239,22862,2369,135866,8110,18167,3109,35158,3531,38652,3689,31989,3336,11900,2081,116040,6277,8616,2009,25401,2965,34238,3871,28796,3125,18989,2631,22064,3592,4622,1870,4554,1310,4559,1319,4502,1677,3827,1195,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2367511,2027,283402,7602,704762,12786,581936,9711,456201,10648,341210,8622,2086060,9475,247051,7601,619840,12088,513302,9339,401675,9603,304192,8101,184884,7893,25861,2838,60851,4356,46969,3851,31724,3896,19479,2122,39336,3268,5831,969,13274,1963,9423,1552,6155,1368,4653,1128,46948,4960,3031,1002,8536,1624,9922,2105,14488,2151,10971,2002,10283,2074,1628,703,2261,929,2320,1022,2159,734,1915,761,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,566312,1040,81946,4479,192075,6282,139463,5754,93121,4919,59707,3292,500025,4961,71694,4616,171037,5747,122526,5841,82190,4551,52578,3198,41065,3570,7082,1318,14040,2544,9701,1595,6215,1283,4027,957,3676,958,537,328,1344,453,1037,421,638,555,120,142,20090,2874,2431,882,5312,1442,6083,1451,3751,838,2513,919,1456,799,202,234,342,252,116,146,327,216,469,577,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,395630,634,62168,3957,81738,4534,70135,4177,80945,4970,100644,4085,333133,4521,54236,3974,71399,4046,60945,3681,66870,4664,79683,3917,31487,3197,6173,1630,6724,1601,5312,1327,6239,1273,7039,1316,0,292,0,292,0,292,0,292,0,292,0,292,25784,2744,1382,446,3289,1053,3408,951,6290,1254,11415,1843,5226,1348,377,281,326,356,470,498,1546,595,2507,873,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12460438,7314,1925363,25589,3880665,32827,3499960,29305,2044646,24057,1109804,17884,10471154,33691,1588897,20367,3270443,31635,2947662,23709,1717459,23541,946693,15970,1111033,24543,203532,11455,352334,11135,306321,11132,173191,7445,75655,4455,378361,13565,61779,4266,114589,7567,111297,6969,61732,4822,28964,3455,393953,13679,46873,4653,110662,7229,117087,6995,72319,5184,47012,3955,105937,6815,24282,3799,32637,4154,17593,2370,19945,2762,11480,2010,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
