GEO_ID,C19001A_001E,C19001A_001M,C19001A_002E,C19001A_002M,C19001A_003E,C19001A_003M,C19001A_004E,C19001A_004M,C19001A_005E,C19001A_005M,C19001A_006E,C19001A_006M,C19001A_007E,C19001A_007M,C19001A_008E,C19001A_008M,C19001A_009E,C19001A_009M,C19001A_010E,C19001A_010M,C19001A_011E,C19001A_011M,NAME,C19001A_001MA,C19001A_001EA,C19001A_002EA,C19001A_002MA,C19001A_003MA,C19001A_003EA,C19001A_004EA,C19001A_004MA,C19001A_005EA,C19001A_005MA,C19001A_006MA,C19001A_006EA,C19001A_007EA,C19001A_007MA,C19001A_008MA,C19001A_008EA,C19001A_009EA,C19001A_009MA,C19001A_010EA,C19001A_010MA,C19001A_011EA,C19001A_011MA,state
0400000US40,1091196,7056,92076,4605,76632,3714,150324,4917,142696,5486,175021,5652,209629,6061,111960,4315,85269,3761,23334,1995,24255,1926,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1300635,7643,94078,5196,82686,3865,148713,5396,154564,6145,205670,6324,261521,6882,153978,6116,128579,5416,35741,2599,35105,2661,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4181129,12264,279803,7531,259721,6128,490419,8746,473349,9242,630340,9917,830055,11317,509516,9717,447371,8421,135706,4761,124849,5195,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,349958,3511,23485,2625,20611,2208,34496,2902,33527,2791,46333,2757,66938,3579,51639,3587,48284,3135,13166,1447,11479,1567,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1162049,7807,79711,4355,66308,3363,129474,5737,136753,5673,190777,6477,236972,6616,146180,5833,112310,4877,31186,2295,32378,2480,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,286759,2639,22565,1985,18285,1635,34572,2325,37044,2869,46679,2717,62073,2883,33814,2123,21481,2093,4581,844,5665,1130,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1931649,9060,179418,7512,131446,5582,240400,6888,241531,6906,304588,7831,371181,9783,200763,5727,160820,6167,50565,3051,50937,2946,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5939747,20798,450369,11689,340917,10174,671941,12417,664160,12149,881282,14514,1093180,14408,706213,12510,675855,12306,222999,6550,232831,6737,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,743229,5418,37458,2900,30543,2599,75861,3892,82414,4152,125292,5542,170802,5187,99124,4580,80878,3312,23095,2199,17762,1467,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,246251,2492,15459,1559,15467,1862,28316,2047,26805,2065,41576,2693,50976,2484,30779,1857,26004,1804,5973,962,4896,843,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2149196,9494,110172,5360,92172,4623,181868,5634,196786,7220,287909,8498,420971,8976,291872,7982,311372,7821,127888,4431,128186,4717,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2093066,8381,134751,5382,100484,4811,198179,6276,211183,6777,317547,8113,427970,8500,283966,8115,264183,7194,82120,3960,72683,3789,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,707231,5691,77497,3870,61048,3241,113791,4685,97160,4586,112668,4680,121814,4049,64993,4143,42313,3002,8169,1391,7778,1253,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2011192,8267,109939,4445,111066,3696,217523,5654,227288,5204,320530,7336,447810,8820,272900,5159,209451,5002,49810,2588,44875,2704,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,193792,2606,11218,1701,8706,1344,24016,2222,24406,2364,30845,2376,41026,2557,25176,2125,20093,1786,4768,1029,3538,981,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,929820,8622,293308,7321,117170,4250,165429,5997,108847,4423,101409,4528,80329,3013,29341,2250,21635,2057,6166,1127,6186,1084,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
