GEO_ID,B05003_001E,B05003_001M,B05003_002E,B05003_002M,B05003_003E,B05003_003M,B05003_004E,B05003_004M,B05003_005E,B05003_005M,B05003_006E,B05003_006M,B05003_007E,B05003_007M,B05003_008E,B05003_008M,B05003_009E,B05003_009M,B05003_010E,B05003_010M,B05003_011E,B05003_011M,B05003_012E,B05003_012M,B05003_013E,B05003_013M,B05003_014E,B05003_014M,B05003_015E,B05003_015M,B05003_016E,B05003_016M,B05003_017E,B05003_017M,B05003_018E,B05003_018M,B05003_019E,B05003_019M,B05003_020E,B05003_020M,B05003_021E,B05003_021M,B05003_022E,B05003_022M,B05003_023E,B05003_023M,NAME,B05003_001MA,B05003_001EA,B05003_002MA,B05003_002EA,B05003_003MA,B05003_003EA,B05003_004EA,B05003_004MA,B05003_005MA,B05003_005EA,B05003_006EA,B05003_006MA,B05003_007MA,B05003_007EA,B05003_008MA,B05003_008EA,B05003_009EA,B05003_009MA,B05003_010EA,B05003_010MA,B05003_011MA,B05003_011EA,B05003_012EA,B05003_012MA,B05003_013MA,B05003_013EA,B05003_014MA,B05003_014EA,B05003_015EA,B05003_015MA,B05003_016MA,B05003_016EA,B05003_017EA,B05003_017MA,B05003_018MA,B05003_018EA,B05003_019MA,B05003_019EA,B05003_020MA,B05003_020EA,B05003_021EA,B05003_021MA,B05003_022MA,B05003_022EA,B05003_023MA,B05003_023EA,state
0400000US01,4599030,0,2230594,3956,574427,3415,566278,3374,8149,1569,1420,640,6729,1538,1656167,2265,1595882,3167,60285,3199,16658,2095,43627,2816,2368436,3956,541241,3386,534685,3349,6556,1077,1517,539,5039,1049,1827195,2144,1772136,3470,55059,2876,20988,1907,34071,2490,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,670053,0,344757,1779,92230,1399,90113,1511,2117,866,405,273,1712,841,252527,1244,231200,2712,21327,2440,10146,1916,11181,1712,325296,1779,87457,1490,85776,1528,1681,615,876,403,805,489,237839,1053,215898,2156,21941,1893,10987,1143,10954,1809,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6166318,0,3085331,2212,831839,2088,779453,4701,52386,4600,5882,1421,46504,4577,2253492,1386,1822904,8709,430588,8556,118280,6157,312308,8450,3080987,2212,795016,2329,745399,5562,49617,4729,6289,1440,43328,4315,2285971,1428,1889479,9454,396492,9723,143249,5633,253243,7998,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2810872,0,1377539,3500,355821,3511,350827,3410,4994,1161,445,264,4549,1150,1021718,2372,968711,3050,53007,2822,14056,1669,38951,2569,1433333,3500,337215,3246,331947,3327,5268,1146,956,502,4312,941,1096118,2000,1052041,2768,44077,2213,15095,1588,28982,1856,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36457549,0,18225275,5662,4882199,4365,4543878,12723,338321,12740,49507,4830,288814,10812,13343076,3677,8725854,26309,4617222,25919,1964120,20980,2653102,23240,18232274,5662,4648847,4145,4328205,11250,320642,10682,52015,4125,268627,10332,13583427,3025,8957545,26694,4625882,26239,2199164,20932,2426718,24694,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4753377,0,2393355,2622,597999,2288,570797,3521,27202,3008,4434,1081,22768,2560,1795356,2002,1570068,6668,225288,7230,65101,4463,160187,7396,2360022,2622,571644,2385,542561,3419,29083,2736,4583,1136,24500,2595,1788378,1835,1580455,6073,207923,5740,76932,4731,130991,5513,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3504809,0,1705842,1761,418524,1341,399911,2525,18613,2394,4714,1306,13899,2059,1287318,1285,1082513,7058,204805,7178,93726,5176,111079,5823,1798967,1761,399342,1339,379334,3066,20008,2585,6307,1430,13701,2172,1399625,1189,1190693,6728,208932,6459,107085,4767,101847,5866,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,853476,0,413560,1013,104059,1015,101348,1798,2711,1338,319,252,2392,1317,309501,587,277298,2387,32203,2352,13222,2337,18981,2103,439916,1013,99677,869,96788,1260,2889,1082,986,715,1903,805,340239,524,309320,2661,30919,2551,14460,2000,16459,1829,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,581530,0,272604,785,58042,608,55001,1176,3041,1225,548,529,2493,1148,214562,475,180566,2551,33996,2472,9757,1901,24239,2213,308926,785,56788,668,54873,825,1915,912,434,423,1481,834,252138,419,217270,2563,34868,2565,13480,1587,21388,2096,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18089889,0,8878166,6724,2058354,4577,1922817,8612,135537,7117,20737,2225,114800,6701,6819812,5207,5266701,16570,1553111,16021,682691,11570,870420,16058,9211723,6724,1960290,4155,1836425,7302,123865,6656,23606,3276,100259,5814,7251433,4669,5638312,15422,1613121,15257,822751,11759,790370,13894,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
