GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001MA,C15002A_001EA,C15002A_002EA,C15002A_002MA,C15002A_003EA,C15002A_003MA,C15002A_004EA,C15002A_004MA,C15002A_005EA,C15002A_005MA,C15002A_006MA,C15002A_006EA,C15002A_007EA,C15002A_007MA,C15002A_008EA,C15002A_008MA,C15002A_009EA,C15002A_009MA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US01,2229016,3845,1066547,3107,194366,6092,333579,6782,274053,7334,264549,6010,1162469,1857,201825,6249,382096,8304,329231,7317,249317,6181,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,305443,1547,158092,1163,12011,1842,43080,2421,55687,2711,47314,2686,147351,844,9023,1885,36017,2672,53301,2832,49010,3150,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3181550,10602,1560514,6886,224564,8380,400543,12051,485305,10888,450102,10461,1621036,5906,213743,7623,433299,10434,548750,9360,425244,9365,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1511456,4283,726118,2819,135654,5186,258562,5999,183425,5184,148477,4692,785338,2307,134319,5523,291215,6793,214285,5704,145519,5278,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14536974,31048,7162530,16765,1173938,16377,1601775,17679,2033772,19617,2353045,17792,7374444,18314,1156958,16962,1725246,18261,2314372,20675,2177868,18427,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2657143,9431,1313248,5838,138389,6378,308213,9310,370745,7911,495901,7513,1343895,4748,123831,5456,325767,6401,418260,7451,476037,6263,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1960156,6358,929710,4147,94567,4592,271990,7987,214081,6234,349072,8095,1030446,3254,104794,4669,306192,6888,265778,5546,353682,6079,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,427014,2137,203537,1356,27406,2326,67795,3548,49376,3160,58960,2811,223477,1059,27243,2575,77030,3582,58779,3650,60425,2888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,147086,1986,73850,1170,3271,978,3196,988,6248,1371,61135,1666,73236,1153,2957,933,3032,777,7394,1183,59853,1207,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9957694,17523,4795959,11406,681143,15228,1394702,15652,1330472,16274,1389642,16129,5161735,9655,665661,12430,1681030,16878,1540211,17088,1274833,14107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3914811,8435,1902130,5903,312514,8975,541920,10258,460884,9997,586812,8738,2012681,4241,294591,6755,609910,10973,530403,9707,577777,10686,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,244497,1802,126446,1441,7147,1145,27827,2411,39376,2331,52096,2532,118051,1131,7133,1302,22683,1763,40244,2698,47991,2954,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,860541,3024,426066,1919,51434,3143,128779,4599,137506,4694,108347,3668,434475,1714,48600,3165,133604,4649,157500,4829,94771,4366,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6171024,12158,2978319,8262,344385,9420,855732,12209,810904,11841,967298,12236,3192705,5786,366675,9313,967492,12793,905911,12354,952627,11434,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3620631,5414,1742449,3471,246023,6657,646604,9101,450296,9069,399526,7466,1878182,2821,253987,7230,716705,8769,507767,9560,399723,8039,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1849040,2532,889799,1853,98392,3866,330661,4813,245365,5490,215381,5212,959241,1553,91897,3368,337355,5773,301495,5692,228494,5534,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1552039,4208,748565,2798,75057,4132,228077,6063,212387,5802,233044,5187,803474,2593,80841,3013,242196,5817,256544,5925,223893,4533,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2561369,3163,1224746,2501,268257,7696,431514,7964,273766,6428,251209,6240,1336623,1790,255204,7026,456202,8208,358893,7521,266324,6482,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1870801,4209,901267,2894,155387,5642,310403,6806,218979,5883,216498,6251,969534,2245,153941,5589,348035,7199,243641,6450,223917,6762,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,894575,1947,428040,1319,52862,3333,158651,4108,107676,3805,108851,3792,466535,996,45822,2950,169428,4952,128968,4197,122317,3670,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2379110,6186,1139335,3480,130069,5031,291038,7369,261194,7508,457034,7360,1239775,3873,129595,5632,331654,7586,318869,7609,459657,7666,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3707440,7648,1749684,4450,190960,6897,504088,9392,370051,9041,684585,9643,1957756,4649,190937,6590,557857,8420,481436,9161,727526,9190,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5439701,5003,2639136,3377,312543,6905,836306,10818,797602,10028,692685,10492,2800565,2971,297736,7396,947062,11108,872701,11719,683066,9174,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3065703,4409,1494866,2848,132299,4942,435214,7564,457032,7474,470321,7131,1570837,2372,115986,3792,446427,7074,528950,6790,479474,8067,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1191295,3061,570525,2509,110217,4756,176548,5717,153390,5558,130370,5271,620770,2117,101641,5063,197024,5736,187995,5897,134110,5388,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3315561,3674,1589751,2164,231564,6950,544274,9484,402977,8145,410936,7184,1725810,2330,244077,6850,574930,8635,488036,8846,418767,8184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,582215,1694,286089,1560,29373,2125,89814,3663,83677,2799,83225,3449,296126,904,24479,1867,95916,3168,93275,3700,82456,3281,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1029916,2866,498873,2016,48696,2802,154764,4033,153438,4032,141975,3930,531043,1559,43768,2895,165020,3969,180368,4362,141887,3894,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1258345,7233,643165,4420,94882,4989,199450,6224,199885,6263,148948,5811,615180,4231,82680,4580,199272,6913,210687,7202,122541,5059,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,859509,1835,415840,989,47480,3321,128365,4370,108065,4295,131930,4041,443669,1320,40162,2505,137044,4927,128740,4570,137723,4333,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4242359,11737,2025218,7219,245290,7084,592564,10710,451235,8251,736129,8747,2217141,6458,255806,7092,725160,9679,514171,9156,722004,9874,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,891291,7091,430013,4501,70514,3872,107224,4647,120511,4705,131764,4225,461278,4066,66382,3978,123112,4480,140875,5703,130909,4295,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8878939,16109,4225330,9742,514408,11276,1217761,15145,993246,12578,1499915,15582,4653609,8940,549546,9546,1417720,14375,1124486,12097,1561857,13389,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4311600,8681,2067723,6043,335181,10246,590575,11622,549201,10372,592766,10227,2243877,4150,319369,8388,650105,9460,672882,11038,601521,10957,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,382576,1127,188851,899,22329,1522,60482,2741,57144,2649,48896,2710,193725,490,21707,1410,55306,2046,66023,2280,50689,2019,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6555620,3952,3136908,2801,404900,7634,1177483,13101,778488,11665,776037,10720,3418712,2497,433884,9231,1297740,14101,925738,12007,761350,11638,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1832979,3643,878212,2258,123493,3919,294775,7709,244369,6733,215575,5499,954767,2330,135851,4714,322317,6468,278939,6876,217660,5958,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2214166,5982,1074046,3930,120976,5709,285792,6848,351139,8457,316139,7466,1140120,2956,114222,6080,314283,6812,406316,9129,305299,7234,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
