GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001MA,C15002A_001EA,C15002A_002EA,C15002A_002MA,C15002A_003EA,C15002A_003MA,C15002A_004EA,C15002A_004MA,C15002A_005EA,C15002A_005MA,C15002A_006MA,C15002A_006EA,C15002A_007EA,C15002A_007MA,C15002A_008EA,C15002A_008MA,C15002A_009EA,C15002A_009MA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US42,7281099,5214,3463196,3441,431175,9436,1339517,13105,738740,10360,953764,10035,3817903,3014,479732,9983,1531225,11165,854354,10772,952592,9448,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,614631,3305,289006,2334,47505,3854,82950,3748,65615,3342,92936,3839,325625,1672,48775,3414,99408,4257,78245,3978,99197,4662,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2013587,3870,969087,2688,160320,6207,284561,7721,249856,5754,274350,6208,1044500,2539,151242,5202,327196,6324,300385,6182,265677,6587,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,458840,1630,223797,990,24723,2035,79214,2986,62996,2725,56864,2312,235043,1119,22697,1816,75621,2830,74152,2991,62573,3378,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3311922,4019,1589963,3170,301060,7771,538812,8942,367220,7472,382871,7188,1721959,2479,307055,7137,594229,8666,450395,9235,370280,8633,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10521520,26488,5128942,15715,960006,17253,1339265,17289,1368947,16099,1460724,15249,5392578,14695,981760,16206,1481897,18168,1545841,16685,1383080,12568,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1296759,5481,638218,3443,55974,4533,150872,5766,219538,5494,211834,5263,658541,2899,51989,3672,177080,4639,258062,4426,171410,3773,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,414470,642,199347,426,22584,1730,68621,2933,45758,2401,62384,2786,215123,427,18808,1585,66403,2731,58761,2624,71151,3104,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3717401,7317,1796860,5007,236531,7967,466293,10434,434718,9704,659318,8243,1920541,3806,232963,6706,514005,10196,518190,10344,655383,10173,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3545165,6426,1733218,4214,157871,5464,448447,9284,558938,9328,567962,8627,1811947,3435,153356,6091,470974,10150,648748,11216,538869,8932,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1202951,1854,574976,1654,113703,4740,247715,5284,115398,4303,98160,4135,627975,1141,115205,5028,269528,6709,144896,4757,98346,4350,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3321082,3483,1620947,2122,176701,4952,569423,8190,456465,7156,418358,6798,1700135,2183,161025,4499,592215,7601,501534,7412,445361,7048,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,315849,1804,157013,1021,14341,1779,54000,2857,52243,2602,36429,2327,158836,1475,14677,1528,49045,2425,57918,2552,37196,2521,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1889307,11766,864818,7128,302443,6781,230460,7146,167458,6242,164457,6000,1024489,7378,324781,6227,235412,5841,212712,5707,251584,7245,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
