GEO_ID,B01002C_001E,B01002C_001M,B01002C_002E,B01002C_002M,B01002C_003E,B01002C_003M,NAME,B01002C_001EA,B01002C_001MA,B01002C_002EA,B01002C_002MA,B01002C_003EA,B01002C_003MA,state
0400000US01,36.0,3.1,34.9,4.4,39.2,6.8,Alabama,null,null,null,null,null,null,01
0400000US02,29.4,1.3,28.0,2.2,31.0,1.9,Alaska,null,null,null,null,null,null,02
0400000US04,26.3,0.5,25.1,0.9,27.3,0.6,Arizona,null,null,null,null,null,null,04
0400000US05,32.0,1.8,31.4,4.2,32.4,1.7,Arkansas,null,null,null,null,null,null,05
0400000US06,34.6,1.2,33.8,1.4,35.4,1.3,California,null,null,null,null,null,null,06
0400000US08,34.2,3.6,32.5,3.1,37.1,3.3,Colorado,null,null,null,null,null,null,08
0400000US09,44.0,8.2,40.6,10.6,48.0,13.9,Connecticut,null,null,null,null,null,null,09
0400000US10,33.5,18.1,26.5,24.8,33.7,26.4,Delaware,null,null,null,null,null,null,10
0400000US11,51.2,2.4,51.2,1.3,33.8,53.1,District of Columbia,null,null,null,null,null,null,11
0400000US12,41.0,3.3,42.2,3.9,39.8,3.8,Florida,null,null,null,null,null,null,12
0400000US13,38.8,6.2,37.2,8.5,40.7,6.3,Georgia,null,null,null,null,null,null,13
0400000US15,43.5,4.2,42.9,14.3,43.5,6.1,Hawaii,null,null,null,null,null,null,15
0400000US16,31.3,3.6,28.9,7.7,32.7,4.9,Idaho,null,null,null,null,null,null,16
0400000US17,34.7,2.3,32.2,4.2,37.3,4.8,Illinois,null,null,null,null,null,null,17
0400000US18,42.0,2.4,39.7,4.7,42.5,1.8,Indiana,null,null,null,null,null,null,18
0400000US19,33.1,6.0,30.5,7.7,33.8,9.3,Iowa,null,null,null,null,null,null,19
0400000US20,35.4,4.5,36.0,9.7,35.0,5.6,Kansas,null,null,null,null,null,null,20
0400000US21,39.7,10.4,32.9,18.5,42.4,11.1,Kentucky,null,null,null,null,null,null,21
0400000US22,27.8,5.2,28.4,6.8,27.0,8.7,Louisiana,null,null,null,null,null,null,22
0400000US23,33.0,4.3,35.7,5.6,31.7,2.1,Maine,null,null,null,null,null,null,23
0400000US24,38.6,3.0,38.5,3.4,38.7,7.5,Maryland,null,null,null,null,null,null,24
0400000US25,33.6,5.9,36.2,10.0,32.2,7.5,Massachusetts,null,null,null,null,null,null,25
0400000US26,35.3,1.5,34.1,3.0,36.2,2.2,Michigan,null,null,null,null,null,null,26
0400000US27,30.5,1.0,28.5,2.0,33.0,1.9,Minnesota,null,null,null,null,null,null,27
0400000US28,26.7,4.2,24.8,4.2,29.5,14.8,Mississippi,null,null,null,null,null,null,28
0400000US29,36.4,3.3,35.5,2.9,38.0,5.7,Missouri,null,null,null,null,null,null,29
0400000US30,25.9,1.4,25.8,1.7,26.1,2.2,Montana,null,null,null,null,null,null,30
0400000US31,22.2,2.1,20.3,2.7,25.5,5.3,Nebraska,null,null,null,null,null,null,31
0400000US32,34.5,3.9,35.6,4.5,32.6,5.1,Nevada,null,null,null,null,null,null,32
0400000US33,45.0,6.8,57.3,39.4,43.7,5.0,New Hampshire,null,null,null,null,null,null,33
0400000US34,31.2,5.8,29.0,6.0,34.1,8.9,New Jersey,null,null,null,null,null,null,34
0400000US35,26.8,0.6,25.7,0.8,27.6,1.0,New Mexico,null,null,null,null,null,null,35
0400000US36,35.7,1.7,35.1,2.0,36.7,2.4,New York,null,null,null,null,null,null,36
0400000US37,33.2,1.1,32.2,2.4,33.6,1.5,North Carolina,null,null,null,null,null,null,37
0400000US38,25.5,1.8,22.4,4.2,28.4,5.0,North Dakota,null,null,null,null,null,null,38
0400000US39,40.0,2.9,35.8,5.2,42.3,2.2,Ohio,null,null,null,null,null,null,39
0400000US40,29.5,0.7,28.3,1.1,30.6,1.4,Oklahoma,null,null,null,null,null,null,40
0400000US41,29.3,1.6,29.6,1.5,28.0,3.8,Oregon,null,null,null,null,null,null,41
0400000US42,36.6,5.5,29.9,5.9,40.8,6.6,Pennsylvania,null,null,null,null,null,null,42
0400000US44,28.6,15.2,40.3,20.3,28.1,6.4,Rhode Island,null,null,null,null,null,null,44
0400000US45,44.2,6.8,38.8,5.6,47.4,4.5,South Carolina,null,null,null,null,null,null,45
0400000US46,21.8,1.2,20.4,1.3,23.4,1.4,South Dakota,null,null,null,null,null,null,46
0400000US47,37.7,3.6,41.1,3.7,36.2,5.1,Tennessee,null,null,null,null,null,null,47
0400000US48,35.2,1.9,33.5,1.8,36.9,1.6,Texas,null,null,null,null,null,null,48
0400000US49,27.0,3.3,26.4,4.6,28.1,4.6,Utah,null,null,null,null,null,null,49
0400000US50,40.1,18.0,48.9,11.2,28.1,15.9,Vermont,null,null,null,null,null,null,50
0400000US51,37.0,4.8,32.9,5.5,41.1,6.2,Virginia,null,null,null,null,null,null,51
0400000US53,30.0,1.3,30.2,1.3,29.6,2.5,Washington,null,null,null,null,null,null,53
0400000US54,42.5,4.7,35.2,14.2,48.4,5.2,West Virginia,null,null,null,null,null,null,54
0400000US55,30.0,2.4,27.1,2.3,34.0,2.4,Wisconsin,null,null,null,null,null,null,55
0400000US56,27.3,3.6,25.6,4.2,29.4,4.9,Wyoming,null,null,null,null,null,null,56
0400000US72,35.9,2.4,35.2,6.0,37.3,4.0,Puerto Rico,null,null,null,null,null,null,72
