GEO_ID,B17017_001E,B17017_001M,B17017_002E,B17017_002M,B17017_003E,B17017_003M,B17017_004E,B17017_004M,B17017_005E,B17017_005M,B17017_006E,B17017_006M,B17017_007E,B17017_007M,B17017_008E,B17017_008M,B17017_009E,B17017_009M,B17017_010E,B17017_010M,B17017_011E,B17017_011M,B17017_012E,B17017_012M,B17017_013E,B17017_013M,B17017_014E,B17017_014M,B17017_015E,B17017_015M,B17017_016E,B17017_016M,B17017_017E,B17017_017M,B17017_018E,B17017_018M,B17017_019E,B17017_019M,B17017_020E,B17017_020M,B17017_021E,B17017_021M,B17017_022E,B17017_022M,B17017_023E,B17017_023M,B17017_024E,B17017_024M,B17017_025E,B17017_025M,B17017_026E,B17017_026M,B17017_027E,B17017_027M,B17017_028E,B17017_028M,B17017_029E,B17017_029M,B17017_030E,B17017_030M,B17017_031E,B17017_031M,B17017_032E,B17017_032M,B17017_033E,B17017_033M,B17017_034E,B17017_034M,B17017_035E,B17017_035M,B17017_036E,B17017_036M,B17017_037E,B17017_037M,B17017_038E,B17017_038M,B17017_039E,B17017_039M,B17017_040E,B17017_040M,B17017_041E,B17017_041M,B17017_042E,B17017_042M,B17017_043E,B17017_043M,B17017_044E,B17017_044M,B17017_045E,B17017_045M,B17017_046E,B17017_046M,B17017_047E,B17017_047M,B17017_048E,B17017_048M,B17017_049E,B17017_049M,B17017_050E,B17017_050M,B17017_051E,B17017_051M,B17017_052E,B17017_052M,B17017_053E,B17017_053M,B17017_054E,B17017_054M,B17017_055E,B17017_055M,B17017_056E,B17017_056M,B17017_057E,B17017_057M,B17017_058E,B17017_058M,B17017_059E,B17017_059M,NAME,B17017_001EA,B17017_001MA,B17017_002EA,B17017_002MA,B17017_003EA,B17017_003MA,B17017_004MA,B17017_004EA,B17017_005MA,B17017_005EA,B17017_006MA,B17017_006EA,B17017_007EA,B17017_007MA,B17017_008EA,B17017_008MA,B17017_009MA,B17017_009EA,B17017_010MA,B17017_010EA,B17017_011MA,B17017_011EA,B17017_012EA,B17017_012MA,B17017_013EA,B17017_013MA,B17017_014MA,B17017_014EA,B17017_015MA,B17017_015EA,B17017_016EA,B17017_016MA,B17017_017MA,B17017_017EA,B17017_018EA,B17017_018MA,B17017_019MA,B17017_019EA,B17017_020MA,B17017_020EA,B17017_021EA,B17017_021MA,B17017_022MA,B17017_022EA,B17017_023EA,B17017_023MA,B17017_024MA,B17017_024EA,B17017_025MA,B17017_025EA,B17017_026EA,B17017_026MA,B17017_027EA,B17017_027MA,B17017_028MA,B17017_028EA,B17017_029EA,B17017_029MA,B17017_030MA,B17017_030EA,B17017_031EA,B17017_031MA,B17017_032EA,B17017_032MA,B17017_033MA,B17017_033EA,B17017_034EA,B17017_034MA,B17017_035MA,B17017_035EA,B17017_036MA,B17017_036EA,B17017_037MA,B17017_037EA,B17017_038MA,B17017_038EA,B17017_039MA,B17017_039EA,B17017_040EA,B17017_040MA,B17017_041EA,B17017_041MA,B17017_042EA,B17017_042MA,B17017_043MA,B17017_043EA,B17017_044MA,B17017_044EA,B17017_045EA,B17017_045MA,B17017_046EA,B17017_046MA,B17017_047EA,B17017_047MA,B17017_048MA,B17017_048EA,B17017_049MA,B17017_049EA,B17017_050MA,B17017_050EA,B17017_051EA,B17017_051MA,B17017_052EA,B17017_052MA,B17017_053EA,B17017_053MA,B17017_054MA,B17017_054EA,B17017_055MA,B17017_055EA,B17017_056EA,B17017_056MA,B17017_057EA,B17017_057MA,B17017_058EA,B17017_058MA,B17017_059MA,B17017_059EA,state
0400000US01,1796058,10547,308060,9522,153968,6153,47888,3128,2057,687,22097,2675,16704,1751,7030,1219,106080,5137,12032,2086,2200,1118,5581,1400,3424,836,827,482,94048,4885,14599,1886,55311,3891,18606,2220,5532,1271,154092,7063,58648,3986,10455,1554,15370,2134,22593,2631,10230,1579,95444,4794,13284,1799,13226,1782,30751,2417,38183,2623,1487998,11726,1068890,11900,840721,11014,16868,2362,306911,6457,358357,6097,158585,3161,228169,7381,62735,4137,3646,985,28677,2992,22049,2287,8363,1246,165434,5957,4035,1015,66964,4081,63296,3598,31139,2180,419108,8973,195385,6171,14419,2449,72882,4679,71951,3780,36133,2456,223723,6864,10606,1764,39412,3150,76444,3804,97261,3604,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,229878,2779,21184,2104,12892,1711,4309,864,8,14,2349,824,1763,592,189,128,8583,1667,1581,520,74,73,710,379,631,330,166,144,7002,1605,1094,548,4198,1043,1406,666,304,237,8292,1261,4761,899,739,404,1253,508,2619,717,150,109,3531,869,405,260,1010,606,1807,564,309,179,208694,3445,145047,3941,113020,3529,3523,764,45157,2850,52653,2044,11687,1073,32027,2440,10967,1304,924,523,5290,1027,4245,822,508,205,21060,2155,865,410,10323,1505,7591,1465,2281,562,63647,3669,36024,2660,3014,874,14123,1878,15425,1551,3462,720,27623,2248,1668,613,7525,1111,12370,1496,6060,942,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2224992,11475,272164,8396,148379,6609,65875,4341,3484,1181,33700,3123,19707,2362,8984,1586,82504,4471,13633,1977,2208,710,7740,1544,3008,1026,677,420,68871,4418,9202,1787,42915,3649,14065,1945,2689,749,123785,5657,54484,3837,11793,1553,14713,2717,19171,2096,8807,1420,69301,4503,11494,1678,9645,1774,24327,2987,23835,2391,1952828,11946,1327890,11552,1038933,11051,22186,2499,389609,7964,403961,6421,223177,4439,288957,7380,101444,4667,8147,1593,54969,3558,29804,2829,8524,1369,187513,6137,8185,1581,85920,5183,65870,3788,27538,2427,624938,10506,314541,8192,22966,2268,129449,5919,105994,5361,56132,3069,310397,7224,16792,2184,73235,4657,102164,4962,118206,3529,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1103428,7576,190028,6808,98994,5334,35059,2914,2573,743,16966,2305,10751,1405,4769,820,63935,4413,9348,1651,1659,999,4487,1003,2693,726,509,312,54587,4208,10558,2054,30216,3182,10340,1615,3473,848,91034,4649,35728,3009,6775,1394,9626,1697,14219,1777,5108,903,55306,3470,7597,1755,6311,1173,17230,1973,24168,2037,913400,7843,659201,9520,532170,8393,17289,1968,193447,5395,215094,4226,106340,2612,127031,5447,39473,3476,2659,848,18227,2282,15284,2001,3303,744,87558,4328,3822,1247,39435,2877,28618,2564,15683,1718,254199,6952,115404,4265,8507,1529,38244,3312,44389,2820,24264,1774,138795,5315,5816,1297,23178,2414,49342,3152,60459,2807,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12151227,18090,1393969,19334,808722,15542,354007,9617,15582,2163,196107,7723,104809,5102,37509,2918,454715,11295,81530,5386,11913,1882,43917,4718,21032,2313,4668,1113,373185,9741,33968,2695,233314,8608,88215,5265,17688,1922,585247,12986,245664,8043,51116,3675,69688,4496,88308,4632,36552,3356,339583,10009,55059,3317,65064,4446,115900,5486,103560,5668,10757258,27109,7495071,27100,5697694,26800,90910,5446,2310408,16883,2391729,15968,904647,9198,1797377,19504,616902,13764,44560,3638,314982,11383,206954,6990,50406,3329,1180475,13628,48415,3960,489401,10831,469015,10701,173644,5906,3262187,24950,1583104,18530,97801,5401,660074,13932,546686,11653,278543,5956,1679083,17624,78999,4638,413302,10945,554203,10424,632579,9789,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1846988,9333,210981,7162,100852,5718,40353,3230,2514,795,21599,2585,11953,1350,4287,835,60499,4498,10096,1962,2100,928,5147,1340,2547,843,302,220,50403,3914,8182,1438,32561,3008,7384,1119,2276,745,110129,5762,47577,3582,11839,1886,14552,2332,16336,1730,4850,1272,62552,4025,12798,1953,11440,1924,20937,2232,17377,1647,1636007,8720,1095371,10184,893795,11607,17148,2139,364552,8395,380434,6437,131661,2947,201576,6652,70333,4269,5669,1219,33949,3190,25559,2447,5156,961,131243,5243,4519,1001,60423,4211,51715,2878,14586,1804,540636,9380,270027,7019,24297,2741,118814,4662,93385,4506,33531,2360,270609,5751,16861,1888,73062,3749,99001,3764,81685,3159,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1325443,5814,114011,4832,52378,3369,14848,1731,695,434,6242,1186,5435,1171,2476,700,37530,2746,4106,938,840,470,2172,770,801,353,293,213,33424,2619,4775,1080,21343,2012,6174,1363,1132,448,61633,3929,22782,2741,2470,902,6767,1444,8129,1441,5416,1147,38851,2597,3447,958,5591,1139,17123,2095,12690,1523,1211432,7123,841970,8324,665808,7636,4999,1176,245878,5747,301106,5108,113825,2704,176162,5527,49082,3648,2281,791,22520,2862,18857,2208,5424,880,127080,5207,4533,1088,53874,3639,49008,3301,19665,1876,369462,8306,167964,5537,8652,1777,64365,3889,62139,3812,32808,2178,201498,5850,8753,1547,40867,2891,65455,3468,86423,3132,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,320110,3955,32399,3026,16254,2392,4355,1108,93,150,2473,951,1239,418,550,437,11899,2094,1737,894,0,261,1069,760,631,373,37,60,10162,1883,1551,732,6978,1525,1405,547,228,204,16145,2265,6200,1288,1082,423,2099,953,2054,722,965,544,9945,1723,1585,618,924,585,3134,823,4302,1097,287711,4158,197311,4638,152854,4240,2101,633,57488,2744,61204,2153,32061,1340,44457,3088,13472,1884,1203,568,6514,1600,4679,1035,1076,442,30985,2492,1701,656,12964,1738,12668,1462,3652,721,90400,3992,42385,2416,1913,645,17433,1965,15243,1744,7796,996,48015,3074,1692,654,9709,1419,17734,1720,18880,1623,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250456,3518,42499,3603,17690,2103,3183,1018,117,183,927,555,1391,757,748,413,14507,1841,1066,499,43,69,283,293,598,423,142,141,13441,1743,1601,689,6688,1215,3573,904,1579,593,24809,2652,10324,1677,1353,685,3272,965,4339,1082,1360,500,14485,1803,2215,775,2816,872,4530,1085,4924,1126,207957,4051,91069,3784,52688,3527,592,412,22830,2440,17711,1579,11555,1268,38381,2511,8335,1429,594,370,2725,963,3139,722,1877,601,30046,2249,760,454,10608,1393,12424,1587,6254,1009,116888,4597,53802,3416,2832,998,25317,2173,18365,1844,7288,983,63086,3026,4145,951,25804,2209,19122,1608,14015,1359,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7106042,22495,864264,14597,417106,11793,158569,6618,6330,1357,57982,3585,53880,3525,40377,3127,258537,9427,40871,3866,6317,1809,19228,2778,12117,1888,3209,895,217666,8310,29165,3357,128487,6691,46988,3976,13026,1831,447158,11332,173458,7334,31574,3132,41756,3874,62688,4548,37440,3303,273700,8892,30731,2744,36300,3019,85107,4223,121562,5995,6241778,22544,4215868,21877,3293558,19523,50959,3785,1112430,14866,1312696,12941,817473,8013,922310,15734,278739,8719,25874,3145,131824,6393,92570,4544,28471,2488,643571,12902,28892,3251,269364,8411,241956,7987,103359,4497,2025910,19566,982480,15564,58903,4597,372422,10739,338096,8252,213059,6664,1043430,12804,53731,4047,203087,6884,324517,7619,462095,9558,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
