GEO_ID,B17021_001E,B17021_001M,B17021_002E,B17021_002M,B17021_003E,B17021_003M,B17021_004E,B17021_004M,B17021_005E,B17021_005M,B17021_006E,B17021_006M,B17021_007E,B17021_007M,B17021_008E,B17021_008M,B17021_009E,B17021_009M,B17021_010E,B17021_010M,B17021_011E,B17021_011M,B17021_012E,B17021_012M,B17021_013E,B17021_013M,B17021_014E,B17021_014M,B17021_015E,B17021_015M,B17021_016E,B17021_016M,B17021_017E,B17021_017M,B17021_018E,B17021_018M,B17021_019E,B17021_019M,B17021_020E,B17021_020M,B17021_021E,B17021_021M,B17021_022E,B17021_022M,B17021_023E,B17021_023M,B17021_024E,B17021_024M,B17021_025E,B17021_025M,B17021_026E,B17021_026M,B17021_027E,B17021_027M,B17021_028E,B17021_028M,B17021_029E,B17021_029M,B17021_030E,B17021_030M,B17021_031E,B17021_031M,B17021_032E,B17021_032M,B17021_033E,B17021_033M,B17021_034E,B17021_034M,B17021_035E,B17021_035M,NAME,B17021_001MA,B17021_001EA,B17021_002EA,B17021_002MA,B17021_003EA,B17021_003MA,B17021_004MA,B17021_004EA,B17021_005MA,B17021_005EA,B17021_006EA,B17021_006MA,B17021_007EA,B17021_007MA,B17021_008EA,B17021_008MA,B17021_009EA,B17021_009MA,B17021_010MA,B17021_010EA,B17021_011MA,B17021_011EA,B17021_012MA,B17021_012EA,B17021_013EA,B17021_013MA,B17021_014EA,B17021_014MA,B17021_015MA,B17021_015EA,B17021_016MA,B17021_016EA,B17021_017EA,B17021_017MA,B17021_018EA,B17021_018MA,B17021_019MA,B17021_019EA,B17021_020MA,B17021_020EA,B17021_021EA,B17021_021MA,B17021_022MA,B17021_022EA,B17021_023MA,B17021_023EA,B17021_024EA,B17021_024MA,B17021_025MA,B17021_025EA,B17021_026EA,B17021_026MA,B17021_027MA,B17021_027EA,B17021_028MA,B17021_028EA,B17021_029EA,B17021_029MA,B17021_030MA,B17021_030EA,B17021_031EA,B17021_031MA,B17021_032EA,B17021_032MA,B17021_033MA,B17021_033EA,B17021_034EA,B17021_034MA,B17021_035EA,B17021_035MA,state
0400000US01,4482152,2720,742064,20891,533456,18613,170578,11559,164543,11425,6035,1554,362878,16256,47189,7036,35790,6222,11399,2086,315689,16167,307278,15862,8411,1536,208608,9560,154092,7063,128284,6468,25808,2541,54516,4076,3740088,21126,3264928,21154,2576201,26343,2573623,26307,2578,832,688727,20267,180129,11546,170423,11128,9706,1816,508598,18340,491952,18195,16646,2539,475160,11467,419108,8973,368566,8126,50542,3895,56052,4770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,651997,1058,70919,7094,53777,6683,22126,4494,20410,4577,1716,615,31651,5809,6607,1464,4106,1122,2501,1042,25044,5420,23049,5395,1995,626,17142,2143,8292,1261,6722,1136,1570,557,8850,1569,581078,7134,493132,8523,383587,10187,382034,10199,1553,719,109545,7546,38886,4764,35268,4492,3618,961,70659,6458,65856,5935,4803,1216,87946,5863,63647,3669,50411,3218,13236,1906,24299,3455,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6052150,12167,857349,27234,641395,26609,293504,20889,280857,21234,12647,2235,347891,17498,68809,9162,48230,8431,20579,2697,279082,17380,263022,17001,16060,2728,215954,11529,123785,5657,94352,4841,29433,3396,92169,9908,5194801,25586,4399884,27645,3384077,33047,3370579,33199,13498,2300,1015807,25972,356038,15879,330598,14863,25440,3460,659769,24114,617773,23265,41996,4000,794917,16572,624938,10506,502498,8847,122440,6029,169979,9355,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2729090,2973,471155,16444,349516,15935,132128,11013,127566,11185,4562,1045,217388,13626,37368,5270,28127,4479,9241,1747,180020,13268,170767,12836,9253,1802,121639,5761,91034,4649,76594,4201,14440,2162,30605,3211,2257935,16253,1965564,18954,1586916,20524,1583863,20439,3053,847,378648,15046,115937,9991,108320,9288,7617,1567,262711,12874,250489,12317,12222,1749,292371,7863,254199,6952,219631,6334,34568,2759,38172,3026,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35675356,7967,4690140,69184,3590904,62437,1662727,48169,1571084,47116,91643,6370,1928177,39809,432980,23301,287206,20255,145774,8734,1495197,37619,1382588,36526,112609,6067,1099236,21952,585247,12986,434068,11213,151179,6313,513989,15345,30985216,70372,26693980,77264,20274671,97090,20137445,98487,137226,8788,6419309,76493,2214277,53094,2046801,47654,167476,10745,4205032,60175,3945526,57527,259506,10116,4291236,34878,3262187,24950,2560304,22638,701883,11761,1029049,18203,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4653251,2663,556153,17838,378737,18293,165021,13353,155913,12975,9108,1897,213716,14458,40569,6579,28875,5498,11694,2184,173147,12907,163524,12356,9623,1636,177416,8097,110129,5762,83500,4884,26629,2766,67287,4902,4097098,17959,3417213,23308,2798791,32466,2790011,32354,8780,1760,618422,21384,212782,14002,197280,13071,15502,2466,405640,17648,379509,16408,26131,3397,679885,14279,540636,9380,437877,7784,102759,5078,139249,7664,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3393432,2120,280108,12632,188940,12377,58592,6803,53164,6789,5428,1311,130348,9772,18430,3025,11567,2742,6863,1295,111918,9226,105413,8900,6505,1647,91168,5238,61633,3929,51158,3578,10475,1883,29535,3123,3113324,12738,2664606,17068,2125046,21366,2118813,21356,6233,1470,539560,16575,148429,10712,136614,10188,11815,2051,391131,15909,369685,15456,21446,2600,448718,11061,369462,8306,308161,7836,61301,3419,79256,5499,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,828673,1089,91962,8734,63318,8741,18034,4622,16532,4502,1502,612,45284,7305,7488,3048,5237,2631,2251,856,37796,6646,35661,6461,2135,947,28644,3198,16145,2265,12792,2143,3353,893,12499,1939,736711,8671,626793,9443,479663,12626,477857,12580,1806,777,147130,9916,46068,6893,41606,6346,4462,1332,101062,8292,95262,7943,5800,1430,109918,5551,90400,3992,74175,3485,16225,1946,19518,2336,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,551161,908,108100,7848,69296,6822,12200,3778,11469,3767,731,390,57096,6496,3474,1631,2964,1560,510,378,53622,6286,52146,6168,1476,599,38804,3468,24809,2652,21245,2480,3564,943,13995,1949,443061,8109,292726,8830,157931,10369,156295,10355,1636,757,134795,8021,29048,5689,27444,5236,1604,893,105747,7984,102496,7846,3251,1251,150335,5833,116888,4597,96905,4183,19983,2029,33447,2776,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17686295,6001,2226587,41963,1544556,41010,567714,25177,542466,25023,25248,3323,976842,33139,183325,13964,127814,11980,55511,4891,793517,28575,752465,27672,41052,3431,682031,13275,447158,11332,359018,10715,88140,4677,234873,8171,15459708,42816,12959458,50922,10016703,58032,9982526,58294,34177,4335,2942755,50290,866504,28464,796332,26793,70172,6421,2076251,42006,1951000,41315,125251,6556,2500250,24612,2025910,19566,1632885,18018,393025,10585,474340,12973,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
