GEO_ID,B24080_001E,B24080_001M,B24080_002E,B24080_002M,B24080_003E,B24080_003M,B24080_004E,B24080_004M,B24080_005E,B24080_005M,B24080_006E,B24080_006M,B24080_007E,B24080_007M,B24080_008E,B24080_008M,B24080_009E,B24080_009M,B24080_010E,B24080_010M,B24080_011E,B24080_011M,B24080_012E,B24080_012M,B24080_013E,B24080_013M,B24080_014E,B24080_014M,B24080_015E,B24080_015M,B24080_016E,B24080_016M,B24080_017E,B24080_017M,B24080_018E,B24080_018M,B24080_019E,B24080_019M,B24080_020E,B24080_020M,B24080_021E,B24080_021M,NAME,B24080_001EA,B24080_001MA,B24080_002EA,B24080_002MA,B24080_003MA,B24080_003EA,B24080_004MA,B24080_004EA,B24080_005MA,B24080_005EA,B24080_006EA,B24080_006MA,B24080_007EA,B24080_007MA,B24080_008MA,B24080_008EA,B24080_009MA,B24080_009EA,B24080_010MA,B24080_010EA,B24080_011EA,B24080_011MA,B24080_012EA,B24080_012MA,B24080_013EA,B24080_013MA,B24080_014MA,B24080_014EA,B24080_015MA,B24080_015EA,B24080_016MA,B24080_016EA,B24080_017EA,B24080_017MA,B24080_018EA,B24080_018MA,B24080_019MA,B24080_019EA,B24080_020MA,B24080_020EA,B24080_021MA,B24080_021EA,state
0400000US01,2014473,14052,1077742,8372,817774,9523,767993,9126,49781,3455,35992,2925,60009,4061,36754,3013,38895,3473,85933,4420,2385,823,936731,8758,636536,7047,620326,6887,16210,2010,74900,4456,90949,4479,60631,3820,28248,3209,42029,2506,3438,990,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,322618,6281,170381,4093,105418,4155,99231,4129,6187,1218,9484,1515,15249,1631,12567,1776,14164,1821,13042,1532,457,334,152237,4138,79071,4381,76658,4324,2413,623,20783,2079,17312,1556,15404,1725,8723,1548,10498,1392,446,210,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2792806,16291,1553892,9042,1220354,11052,1144499,10641,75855,4159,48964,4129,86675,4180,45843,3481,41616,3250,107572,5721,2868,881,1238914,12923,862154,11886,828344,11389,33810,2899,88686,4486,119522,5450,69937,4101,26325,2350,70251,4176,2039,736,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1251076,10826,665707,7765,496507,7459,465143,7483,31364,2298,26772,2585,31372,2481,32507,2588,15518,1816,61480,3776,1551,534,585369,7753,377095,8058,366784,7936,10311,1414,54495,3671,53848,3454,52922,3608,12941,1858,32200,2927,1868,647,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16740938,37666,9277767,24960,6970390,28162,6582486,26677,387904,10111,369297,9724,538403,10391,264090,8649,213498,7571,903831,13041,18258,2995,7463171,28468,4931772,32681,4773033,31650,158739,7106,603308,12054,823209,14416,354791,8721,130516,6145,594625,11175,24950,2782,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2432651,13514,1328540,8982,1014004,11133,924082,10553,89922,4636,58308,4605,71536,3633,42567,2599,37658,2940,102428,5328,2039,584,1104111,9743,726814,11135,685575,11214,41239,3208,103619,5015,114119,5525,48693,3478,28650,2725,77282,3587,4934,1528,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1764288,10606,925131,7321,698495,8482,652529,8629,45966,3282,51336,3472,47596,3824,34709,3007,15234,1872,76034,3819,1727,566,839157,7811,563728,9089,549297,9027,14431,1840,95387,4579,85601,4173,38790,2976,9618,1676,44638,3248,1395,417,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,406864,6153,210706,3892,162150,4168,151222,4335,10928,1692,10295,1679,7622,1339,12435,1741,5817,1218,12212,1712,175,178,196158,4646,133968,5052,129352,5027,4616,795,21237,2035,11202,1370,18405,2057,2819,811,8095,1351,432,298,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,288360,4466,139357,3062,79521,3488,74960,3542,4561,1244,18259,2148,7760,1227,2743,834,21902,1976,9008,1530,164,201,149003,3836,71104,3526,68283,3414,2821,784,28567,2639,9844,1621,4751,1013,28108,2608,6513,1177,116,140,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8344108,29633,4488438,18631,3534000,23185,3142264,22260,391736,9789,158543,6823,273632,10877,101295,4597,105758,6454,306449,9765,8761,1538,3855670,20720,2757400,21442,2610302,21622,147098,6181,300997,8089,373589,8865,144115,6301,69328,4140,199245,6511,10996,1582,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4366243,20547,2342945,13603,1823977,17166,1691966,17915,132011,6686,83118,4624,118700,6184,69589,4354,71312,3679,171361,6910,4888,1340,2023298,14611,1392154,15216,1342778,15620,49376,3779,144684,5803,210437,7864,111076,5493,64568,4469,94387,4509,5992,1144,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,610394,7146,317405,4709,209561,4700,194525,4907,15036,1834,17027,1755,13545,1538,22041,2089,26139,2624,28553,2618,539,273,292989,4748,184979,5225,177323,5186,7656,1354,28122,2441,9229,1597,36862,2236,14910,1982,18491,1904,396,225,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,690638,6231,382066,4493,277945,5239,256230,5456,21715,2143,13670,1737,20389,2073,14451,1852,12636,1687,41969,2790,1006,437,308572,4719,200933,5042,193254,5164,7679,1450,24067,2347,31803,2447,18275,2095,7576,1070,24108,2288,1810,513,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6155858,18784,3289255,13582,2568376,15511,2401752,16296,166624,6583,174020,6425,190982,7242,89240,4366,59211,3681,202065,6912,5361,1085,2866603,15170,1956881,15872,1895127,16241,61754,3572,335293,8378,263042,8617,119300,4789,52481,3177,131768,4590,7838,1430,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3030454,14749,1616815,10401,1290920,11648,1219891,12228,71029,4138,77228,3753,71897,4395,43108,2808,27375,2082,103417,5191,2870,660,1413639,11537,983878,9310,957632,9819,26246,2175,170083,5303,118211,5077,54796,3336,22445,2027,59791,3401,4435,917,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1545059,9541,813802,5503,599670,6256,558304,6531,41366,2836,44664,3058,39913,2253,33698,2399,15158,1807,78365,3354,2334,471,731257,7112,474918,6555,461633,6388,13285,1222,92055,3703,63140,3087,47287,2746,10755,1286,40871,2264,2231,610,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1393597,9489,744663,5906,546994,7350,515171,7565,31823,2209,33514,2498,46992,3327,30499,2611,18084,1808,66749,3845,1831,493,648934,6716,411214,6965,399169,7156,12045,1458,70272,3604,69454,3337,41322,2939,16693,1644,37575,2713,2404,635,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
