GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001EA,B17015_001MA,B17015_002EA,B17015_002MA,B17015_003MA,B17015_003EA,B17015_004MA,B17015_004EA,B17015_005EA,B17015_005MA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010EA,B17015_010MA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013MA,B17015_013EA,B17015_014MA,B17015_014EA,B17015_015EA,B17015_015MA,B17015_016EA,B17015_016MA,B17015_017EA,B17015_017MA,B17015_018MA,B17015_018EA,B17015_019MA,B17015_019EA,B17015_020MA,B17015_020EA,B17015_021EA,B17015_021MA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026EA,B17015_026MA,B17015_027EA,B17015_027MA,B17015_028EA,B17015_028MA,B17015_029MA,B17015_029EA,B17015_030MA,B17015_030EA,B17015_031MA,B17015_031EA,B17015_032MA,B17015_032EA,B17015_033MA,B17015_033EA,B17015_034MA,B17015_034EA,B17015_035EA,B17015_035MA,B17015_036EA,B17015_036MA,B17015_037EA,B17015_037MA,B17015_038MA,B17015_038EA,B17015_039MA,B17015_039EA,B17015_040EA,B17015_040MA,B17015_041EA,B17015_041MA,B17015_042EA,B17015_042MA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045MA,B17015_045EA,B17015_046EA,B17015_046MA,B17015_047EA,B17015_047MA,state
0400000US01,1222858,13632,153968,6153,47888,3128,13879,1578,2375,569,11504,1548,34009,2958,4153,1042,29856,2855,106080,5137,12032,2086,2430,885,872,482,1558,619,9602,1945,696,430,8906,1862,94048,4885,16011,2229,5016,996,10995,1860,78037,4707,16668,1891,61369,4318,1068890,11900,840721,11014,238910,4669,12858,1582,226052,4844,601811,9523,15038,1916,586773,9281,228169,7381,62735,4137,17162,1764,1799,574,15363,1665,45573,3561,2437,954,43136,3585,165434,5957,53494,3212,10114,1527,43380,2838,111940,5185,8030,1476,103910,5206,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157939,4094,12892,1711,4309,864,332,192,25,40,307,178,3977,887,577,278,3400,851,8583,1667,1581,520,214,162,0,235,214,162,1367,508,268,134,1099,518,7002,1605,483,298,158,128,325,277,6519,1527,2123,735,4396,1259,145047,3941,113020,3529,18371,1261,1463,435,16908,1225,94649,3381,3203,705,91446,3359,32027,2440,10967,1304,1568,533,323,164,1245,502,9399,1179,237,128,9162,1185,21060,2155,3217,658,799,342,2418,610,17843,2157,911,328,16932,2120,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1476269,13649,148379,6609,65875,4341,12173,1839,2315,701,9858,1649,53702,3977,4626,1037,49076,3963,82504,4471,13633,1977,2632,850,627,410,2005,666,11001,1732,1106,554,9895,1734,68871,4418,9189,1646,2452,806,6737,1342,59682,4192,12033,1954,47649,4041,1327890,11552,1038933,11051,301702,6065,11601,1660,290101,5873,737231,9536,16628,2099,720603,9552,288957,7380,101444,4667,17861,1971,1652,631,16209,1970,83583,4843,2121,684,81462,4744,187513,6137,44896,3564,6375,1051,38521,3427,142617,5654,7464,1349,135153,5653,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,758195,10004,98994,5334,35059,2914,9372,1333,1372,467,8000,1274,25687,2564,3417,855,22270,2540,63935,4413,9348,1651,1943,660,324,275,1619,605,7405,1570,623,333,6782,1539,54587,4208,8520,1407,2346,710,6174,1221,46067,4158,8185,1606,37882,3560,659201,9520,532170,8393,160802,3679,9597,1515,151205,3756,371368,7774,10534,1613,360834,7501,127031,5447,39473,3476,8890,1388,1233,532,7657,1335,30583,2970,2293,984,28290,2925,87558,4328,26117,2290,5130,1103,20987,2253,61441,3801,4647,1113,56794,3637,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8303793,26257,808722,15542,354007,9617,46985,3412,7947,1349,39038,2894,307022,9426,47754,3890,259268,8818,454715,11295,81530,5386,10126,1818,2186,834,7940,1577,71404,5209,11007,1801,60397,4628,373185,9741,35100,3343,11136,1769,23964,2942,338085,9340,113056,5585,225029,7600,7495071,27100,5697694,26800,1220473,11599,96342,4001,1124131,11070,4477221,25224,160595,5555,4316626,24471,1797377,19504,616902,13764,108928,5119,20818,2081,88110,4382,507974,12344,26986,2705,480988,12131,1180475,13628,279220,7673,56490,3488,222730,7036,901255,12309,95534,5144,805721,11278,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1196223,10837,100852,5718,40353,3230,5806,1017,1012,417,4794,941,34547,3053,2097,672,32450,2911,60499,4498,10096,1962,653,410,86,110,567,387,9443,1951,729,565,8714,1955,50403,3914,4880,1189,674,321,4206,1121,45523,3612,8184,1502,37339,3396,1095371,10184,893795,11607,175968,4306,6914,1110,169054,4182,717827,10509,12792,1751,705035,10356,201576,6652,70333,4269,10737,1522,1141,375,9596,1502,59596,3744,2318,882,57278,3687,131243,5243,25731,2163,4068,952,21663,2080,105512,4786,3450,919,102062,4820,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,894348,7766,52378,3369,14848,1731,4035,1026,726,441,3309,896,10813,1350,2724,771,8089,1180,37530,2746,4106,938,759,382,149,128,610,365,3347,886,558,309,2789,834,33424,2619,3536,1025,1126,546,2410,877,29888,2463,7842,1547,22046,2220,841970,8324,665808,7636,159896,4292,6088,1259,153808,4176,505912,7176,10150,1326,495762,7043,176162,5527,49082,3648,11155,1357,1018,571,10137,1248,37927,3322,1073,505,36854,3244,127080,5207,31814,2672,3312,829,28502,2488,95266,4795,4972,1168,90294,4414,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,213565,5010,16254,2392,4355,1108,510,238,104,113,406,210,3845,1112,630,413,3215,1053,11899,2094,1737,894,0,261,0,261,0,261,1737,894,421,516,1316,779,10162,1883,1396,628,589,458,807,411,8766,1826,1367,623,7399,1629,197311,4638,152854,4240,43955,2229,1853,607,42102,2259,108899,3961,2036,582,106863,3904,44457,3088,13472,1884,2269,659,257,200,2012,614,11203,1779,595,478,10608,1772,30985,2492,7697,1300,1036,529,6661,1240,23288,2279,2237,707,21051,2122,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108759,4148,17690,2103,3183,1018,1099,505,274,257,825,436,2084,836,180,173,1904,819,14507,1841,1066,499,433,259,0,292,433,259,633,481,0,292,633,481,13441,1743,2536,721,551,374,1985,650,10905,1516,4964,1092,5941,1218,91069,3784,52688,3527,12083,1457,611,341,11472,1410,40605,3313,1344,534,39261,3294,38381,2511,8335,1429,2763,778,258,189,2505,767,5572,1213,535,369,5037,1243,30046,2249,7116,941,1375,501,5741,923,22930,1957,2014,592,20916,2037,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4632974,21331,417106,11793,158569,6618,47272,3310,6508,1373,40764,3246,111297,5441,8816,1804,102481,5079,258537,9427,40871,3866,8605,1546,1813,781,6792,1403,32266,3550,3619,1025,28647,3554,217666,8310,29923,3130,7588,1318,22335,2843,187743,7436,25260,2583,162483,7297,4215868,21877,3293558,19523,1080183,11461,46056,2839,1034127,10844,2213375,19283,52987,4134,2160388,19136,922310,15734,278739,8719,60116,3970,7265,1497,52851,3845,218623,8384,8278,1496,210345,8371,643571,12902,166192,6215,23711,2567,142481,5968,477379,12592,24913,2711,452466,11944,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2296694,17833,254447,8999,77579,5080,19450,2197,3351,993,16099,1982,58129,4795,4787,1215,53342,4650,176868,7016,24868,2993,5855,1336,764,386,5091,1226,19013,2878,1710,698,17303,2803,152000,6255,24532,2552,6532,1099,18000,2279,127468,6135,17290,2181,110178,5339,2042247,16550,1561800,17647,343108,6293,16811,1790,326297,6544,1218692,16198,24298,2305,1194394,16001,480447,11130,140115,5580,27058,2760,3496,979,23562,2668,113057,5392,4108,941,108949,5310,340332,8360,74807,4367,14280,2074,60527,3658,265525,7719,14961,2052,250564,7167,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,301102,5471,21376,2564,8593,1588,2100,706,535,423,1565,606,6493,1422,1398,676,5095,1237,12783,1967,1588,644,305,286,0,267,305,286,1283,560,248,331,1035,515,11195,1834,1422,581,172,224,1250,534,9773,1613,2847,929,6926,1398,279726,5264,214132,4338,61633,2415,3355,815,58278,2499,152499,4279,5332,1107,147167,4146,65594,3376,22678,2130,6243,1066,820,535,5423,875,16435,1768,975,469,15460,1771,42916,2891,17583,1694,2120,701,15463,1639,25333,2427,2289,803,23044,2180,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,382686,5514,35602,2629,18299,2010,3152,726,397,267,2755,695,15147,2045,1461,570,13686,1863,17303,1875,3887,1059,269,220,0,253,269,220,3618,1040,344,313,3274,1051,13416,1742,1648,624,474,304,1174,555,11768,1733,1317,482,10451,1752,347084,5517,295696,5972,71547,2620,3358,695,68189,2492,224149,5558,4793,798,219356,5678,51388,3713,17674,1916,3785,849,938,451,2847,761,13889,1774,686,452,13203,1642,33714,3100,9515,1520,1579,652,7936,1390,24199,2587,1340,467,22859,2599,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3146342,17216,285732,8528,92059,5082,18281,2009,1994,700,16287,1839,73778,4623,6749,1211,67029,4717,193673,6502,27116,2645,3064,807,464,241,2600,765,24052,2490,2704,741,21348,2398,166557,5649,17748,2175,4622,844,13126,1842,148809,5672,23252,2524,125557,5676,2860610,18614,2263392,16515,507339,7558,20897,1798,486442,7855,1756053,14874,35942,2970,1720111,15190,597218,13032,176406,6155,35952,2666,4926,989,31026,2425,140454,5732,4674,1289,135780,5737,420812,10658,103212,4631,15701,1621,87511,4188,317600,9476,18657,2155,298943,8955,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1645031,12308,148710,6770,46577,3366,8614,1542,1582,603,7032,1263,37963,2844,5229,914,32734,2729,102133,6312,15712,1975,2436,769,511,332,1925,640,13276,1912,1888,691,11388,1760,86421,5756,10322,1783,3632,962,6690,1458,76099,5453,23131,2909,52968,4244,1496321,12215,1202048,11005,295831,4599,13472,1246,282359,4640,906217,10443,18380,1936,887837,10613,294273,8588,96840,6228,19568,1868,1995,742,17573,1793,77272,5647,3542,1073,73730,5531,197433,6555,48683,3056,7122,1050,41561,2890,148750,6019,9572,1365,139178,5889,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796970,7397,58184,3653,19896,2154,4952,955,748,352,4204,829,14944,1852,2339,721,12605,1663,38288,3104,6116,1085,1206,508,460,361,746,344,4910,1083,645,339,4265,1027,32172,2844,2979,831,969,524,2010,640,29193,2684,10141,1523,19052,2242,738786,7218,621438,7583,159987,3327,6218,1008,153769,3476,461451,7324,10927,1432,450524,7418,117348,4319,38951,2643,6211,1074,505,329,5706,1061,32740,2526,1740,631,31000,2483,78397,3809,19039,1786,2360,570,16679,1731,59358,3457,3909,1081,55449,3356,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,724553,7620,62329,3366,22713,2277,5648,1192,744,504,4904,1025,17065,1943,2225,720,14840,1840,39616,2585,4622,954,433,299,63,105,370,256,4189,915,566,404,3623,811,34994,2924,3615,844,1481,600,2134,648,31379,2837,7891,1563,23488,2522,662224,8195,548976,7458,127502,3262,4206,714,123296,3151,421474,6770,7969,1130,413505,6820,113248,4750,36368,2695,5153,768,749,357,4404,777,31215,2746,1278,499,29937,2701,76880,3582,17656,1564,2590,734,15066,1486,59224,3576,3539,856,55685,3507,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1106404,10897,144528,5686,59915,3679,19209,1873,5796,1154,13413,1619,40706,3139,10569,1612,30137,2950,84613,5107,12872,1909,2768,1049,876,574,1892,805,10104,1776,1633,665,8471,1700,71741,4537,12512,1920,3745,1025,8767,1429,59229,3996,15469,2147,43760,3243,961876,11068,772589,11194,213109,5030,14523,1656,198586,4592,559480,10525,15988,1915,543492,10506,189287,6054,55488,3433,14985,1744,2389,710,12596,1588,40503,3089,1795,727,38708,3053,133799,5154,41100,2462,8102,1427,32998,2287,92699,4691,7617,1420,85082,4442,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
