GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002MA,B14001_002EA,B14001_003EA,B14001_003MA,B14001_004EA,B14001_004MA,B14001_005MA,B14001_005EA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008EA,B14001_008MA,B14001_009EA,B14001_009MA,B14001_010EA,B14001_010MA,state
0400000US01,4429245,4698,1179725,9765,70754,3865,61562,4194,247049,6270,258854,7121,256891,5619,241652,7891,42963,3014,3249520,10070,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641857,1719,189863,4020,9914,1328,10536,1588,38651,2389,38683,2528,46491,2537,37867,2770,7721,1383,451994,4213,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5880670,5482,1625354,13382,84481,4121,88135,5048,346497,7729,351003,8459,351197,5964,334034,12712,70007,5416,4255316,14204,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2695855,3244,701027,8651,53077,3711,40905,2451,149130,4356,145021,4451,151205,3621,142684,5588,19005,2207,1994828,8238,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,34864598,13099,10385391,31813,605484,12202,501274,10650,2022401,16859,2156719,17975,2313813,15819,2360076,24344,425624,9886,24479207,31422,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4557347,4491,1233278,9867,80357,3984,66689,3284,249169,5523,247250,6180,257537,5217,271058,8089,61218,3766,3324069,11199,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3387593,3016,933817,6857,59849,3009,45312,3223,178901,5004,193124,5195,207214,4164,200664,5707,48753,3619,2453776,7207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,817955,2015,219609,4657,12650,1705,11631,1536,43266,2552,44595,2757,45147,1857,52474,2981,9846,1390,598346,4876,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,558758,1584,150402,4775,9390,1704,6583,1449,22499,2585,26459,2917,27037,2100,39173,3979,19261,2585,408356,4732,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17425514,8797,4269632,25028,291080,9377,215022,7308,865536,12963,890154,12156,937703,11966,906904,16815,163233,6167,13155882,24833,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8947122,6919,2543457,13557,186004,7462,137017,4890,539284,9956,540282,10287,548733,9517,493074,11176,99063,4952,6403665,14511,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1234547,2185,315873,5090,21380,2188,15451,1995,59125,2842,68109,3052,70901,2819,67164,3648,13743,2037,918674,5110,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1398816,1987,394245,5824,19766,1755,21251,1996,82732,3568,82713,3541,92822,2880,83198,4314,11763,1544,1004571,5984,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12304374,8115,3527824,13955,245053,6951,176037,6172,695388,9119,718554,9022,753462,7717,757110,12637,182220,7467,8776550,14613,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6057201,5574,1655250,10937,101694,4640,87553,3203,338116,6255,357336,6936,356346,5928,353588,8587,60617,3857,4401951,10604,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2872047,2902,791161,7816,52691,2683,37412,2789,149351,4244,161790,4251,178091,4001,180533,5956,31293,2492,2080886,7394,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2646680,3135,756539,7278,47575,2675,40661,2880,145873,3758,150163,3686,164914,3935,171413,5156,35940,2632,1890141,7908,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4038447,4172,1042264,9002,59745,3728,54463,3579,214116,5374,222991,5309,233867,4956,215294,7003,41788,3242,2996183,8891,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4112243,5251,1132749,9844,80184,4548,63657,4035,241317,6264,245446,6798,245861,6537,220665,6181,35619,3122,2979494,9785,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1280425,1519,306812,4243,14339,1654,14841,1440,56966,2683,66646,2835,76377,2207,63700,3093,13943,1712,973613,4361,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5396955,4338,1521002,10357,91403,4439,70006,3588,281469,7116,311021,6898,333857,5608,337969,7813,95277,5113,3875953,10088,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6203500,5649,1703439,10865,119456,5380,75014,3751,310051,7160,327959,7174,354589,5212,403098,8550,113272,5776,4500061,10223,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9723405,4541,2750796,13439,155623,5444,129287,4824,528503,7066,566012,7757,634227,7316,621649,9175,115495,5654,6972609,13093,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4960437,3513,1349143,8947,86670,3557,63528,3106,263349,5390,277036,6263,308288,3832,290001,6131,60271,3715,3611294,9393,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2785553,4367,787356,7415,47893,4059,43559,3324,165391,5559,177770,5025,174201,4719,155639,5598,22903,2806,1998197,8295,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5614673,4921,1494744,9935,97411,4889,76454,3629,303737,6606,313644,6890,335539,4737,302437,7003,65522,3540,4119929,9870,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,909386,1655,231772,4582,11685,1330,10845,1541,47033,2535,47342,2749,53756,2726,52007,3640,9104,1567,677614,4547,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1689127,2406,474282,6099,26255,2243,23558,2011,95937,2925,95218,2597,106466,2877,104562,4348,22286,2150,1214845,6048,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2386521,3770,594092,7948,25290,2785,38062,2867,129819,4797,139396,5359,138400,4163,100143,6062,22982,2383,1792429,8484,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1270763,2138,333298,5821,19377,2153,17155,1771,60326,2798,71063,3045,76426,2294,74045,3929,14906,2192,937465,5914,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8397612,5813,2276881,13060,180319,5643,111377,5436,454338,6143,470087,7518,506271,5561,450004,9592,104485,5385,6120731,12654,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1872396,3246,540961,8528,29447,2573,28189,2682,107751,4067,113130,4270,118707,4350,122056,6161,21681,2369,1331435,8572,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
