GEO_ID,B07008_001E,B07008_001M,B07008_002E,B07008_002M,B07008_003E,B07008_003M,B07008_004E,B07008_004M,B07008_005E,B07008_005M,B07008_006E,B07008_006M,B07008_007E,B07008_007M,B07008_008E,B07008_008M,B07008_009E,B07008_009M,B07008_010E,B07008_010M,B07008_011E,B07008_011M,B07008_012E,B07008_012M,B07008_013E,B07008_013M,B07008_014E,B07008_014M,B07008_015E,B07008_015M,B07008_016E,B07008_016M,B07008_017E,B07008_017M,B07008_018E,B07008_018M,B07008_019E,B07008_019M,B07008_020E,B07008_020M,B07008_021E,B07008_021M,B07008_022E,B07008_022M,B07008_023E,B07008_023M,B07008_024E,B07008_024M,B07008_025E,B07008_025M,B07008_026E,B07008_026M,B07008_027E,B07008_027M,B07008_028E,B07008_028M,B07008_029E,B07008_029M,B07008_030E,B07008_030M,B07008_031E,B07008_031M,B07008_032E,B07008_032M,B07008_033E,B07008_033M,B07008_034E,B07008_034M,B07008_035E,B07008_035M,B07008_036E,B07008_036M,NAME,B07008_001EA,B07008_001MA,B07008_002EA,B07008_002MA,B07008_003MA,B07008_003EA,B07008_004EA,B07008_004MA,B07008_005EA,B07008_005MA,B07008_006EA,B07008_006MA,B07008_007EA,B07008_007MA,B07008_008MA,B07008_008EA,B07008_009EA,B07008_009MA,B07008_010EA,B07008_010MA,B07008_011EA,B07008_011MA,B07008_012EA,B07008_012MA,B07008_013EA,B07008_013MA,B07008_014EA,B07008_014MA,B07008_015EA,B07008_015MA,B07008_016EA,B07008_016MA,B07008_017EA,B07008_017MA,B07008_018EA,B07008_018MA,B07008_019EA,B07008_019MA,B07008_020EA,B07008_020MA,B07008_021MA,B07008_021EA,B07008_022EA,B07008_022MA,B07008_023EA,B07008_023MA,B07008_024MA,B07008_024EA,B07008_025EA,B07008_025MA,B07008_026MA,B07008_026EA,B07008_027EA,B07008_027MA,B07008_028EA,B07008_028MA,B07008_029MA,B07008_029EA,B07008_030EA,B07008_030MA,B07008_031EA,B07008_031MA,B07008_032MA,B07008_032EA,B07008_033EA,B07008_033MA,B07008_034EA,B07008_034MA,B07008_035MA,B07008_035EA,B07008_036EA,B07008_036MA,state
0400000US01,3682816,2732,988715,14550,1883086,22282,443297,11086,95558,5406,272160,6823,3093799,15566,756593,13981,1671485,20803,350984,9772,66656,4300,248081,6721,338388,12681,127608,6384,125086,8527,52556,4219,17542,2552,15596,1503,124124,7088,54281,3613,36992,4794,23105,2751,5860,1279,3886,956,112546,8350,44554,4195,43640,4903,15358,2456,4940,1318,4054,862,13959,2287,5679,1585,5883,1475,1294,526,560,439,543,293,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,524378,1179,171898,4835,266023,6488,57851,4033,8277,1506,20329,1919,408245,5738,120321,4292,220029,6324,45387,3762,5529,1115,16979,1606,61474,4917,27573,2998,23580,3111,7139,1542,1836,758,1346,641,19133,2584,9513,1734,6754,1625,2080,960,447,304,339,314,31349,3872,12855,2102,13349,3019,3131,848,391,329,1623,729,4177,1408,1636,997,2311,977,114,140,74,98,42,71,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4806252,1626,1441518,15766,2421756,22317,568659,12285,96570,5277,277749,7906,3796611,21265,1017850,16070,2039257,19960,439151,11782,61145,4104,239208,7002,630390,17607,269721,11316,225170,10179,85249,6850,25209,3033,25041,3108,95137,5787,44120,3983,33587,3944,11505,2018,3151,1085,2774,904,236457,10960,88674,6144,102257,6778,31144,3826,5121,1278,9261,1874,47657,5199,21153,3365,21485,3812,1610,880,1944,803,1465,622,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2237108,2323,538460,10263,1200636,16393,277865,8707,53052,3567,167095,5876,1828649,13533,387216,9012,1042512,17029,215979,6616,33224,2685,149718,5353,228166,11466,80890,5726,88137,7126,36592,3806,13359,2027,9188,1492,90916,5458,40246,3448,30198,2987,13767,2034,2876,937,3829,956,81462,5175,26384,2754,36598,3747,11168,1932,3299,945,4013,1046,7915,1669,3724,1020,3191,1040,359,306,294,261,347,295,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28569779,3305,9732918,34879,13843433,50055,2733959,22950,709120,15276,1550349,19318,23771373,47827,7533289,39343,12073923,45180,2246474,21101,524560,12079,1393127,17826,3065050,42470,1375565,30646,1134278,24258,327534,10416,128173,7472,99500,5236,1025678,22873,502839,13173,341095,16083,109948,6307,38315,4349,33481,3186,438589,12312,207124,9175,164492,8266,39945,3583,11951,2104,15077,2096,269089,12441,114101,6984,129645,8201,10058,1834,6121,1689,9164,1907,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3778016,2360,1096726,14912,1997304,23105,434334,11001,67812,4595,181840,5374,3005753,20500,761892,15616,1708907,23504,333881,10058,41965,4009,159108,4808,384508,16874,167032,10007,138543,9229,55497,4742,11791,1836,11645,1838,195653,9906,89457,5495,68732,6691,24740,3069,7948,1584,4776,1008,160648,7721,65780,5078,64992,4962,18800,2220,4931,1505,6145,1203,31454,4249,12565,2649,16130,3373,1416,682,1177,710,166,217,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2839111,909,879704,10375,1459339,14436,273664,8829,44462,3254,181942,5555,2451565,11310,694287,11622,1326967,13439,229981,7660,33903,3072,166427,5317,242640,9767,107570,6892,85927,6806,31034,3185,6780,1358,11329,1615,58039,4706,33086,3198,13890,2590,6977,1112,1899,831,2187,687,71555,6374,37124,4227,26670,4139,4816,1510,1392,634,1553,546,15312,2865,7637,2101,5885,1585,856,481,488,355,446,352,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,685569,860,214894,6071,334769,9161,74843,4073,16713,2523,44350,2350,590367,6133,170359,6022,302426,8527,63965,4089,12773,2191,40844,2452,59204,4765,28227,2811,19254,2627,6895,1443,2785,951,2043,658,6770,1604,3688,1183,1961,800,540,268,342,235,239,173,27103,2870,11870,1653,10053,2229,3290,937,757,460,1133,502,2125,945,750,392,1075,703,153,219,56,102,91,107,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,486138,487,262607,6399,131025,6928,43612,3177,16392,2280,32502,2254,387557,5984,194307,6146,111344,5862,38177,2999,13291,2062,30438,2334,45773,4147,30337,3534,9143,2205,2957,899,1847,663,1489,711,0,292,0,292,0,292,0,292,0,292,0,292,45572,3563,33387,2814,8436,1972,2002,688,1172,578,575,343,7236,1729,4576,1479,2102,905,476,303,82,132,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14789121,3369,4040890,28510,7504140,37126,1778170,23302,355551,10776,1110370,15876,12140042,38411,2989456,26706,6498731,37744,1416749,21025,247528,9135,987578,15055,1481570,31837,602295,17336,528980,16971,211543,7994,66875,5159,71877,4774,523948,14972,224559,9726,176125,10098,81520,5642,21827,3155,19917,2430,504319,16774,171052,8351,235333,10252,56380,4661,15003,2467,26551,3021,139242,8310,53528,4984,64971,5622,11978,2272,4318,1333,4447,1212,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7325075,3740,2308808,20183,3573402,32089,841494,16872,183167,8681,418204,8894,5916052,25207,1670684,21470,3095144,29312,654413,14566,128297,7018,367514,8630,656561,19460,293774,13458,220326,10574,89750,6208,28438,3314,24273,3021,398247,12636,190321,8092,119008,8776,61629,4566,15368,2171,11921,1524,298947,10000,131435,5726,114300,7574,31468,3333,8959,1685,12785,1522,55268,6307,22594,3363,24624,3894,4234,1264,2105,987,1711,865,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1039527,595,332193,6653,531806,8444,97828,5065,12620,1745,65080,3262,877798,7556,261806,7171,464558,8364,81478,4431,9605,1480,60351,3419,91917,6371,38520,4150,37204,3853,10694,1964,1762,639,3737,921,4680,1356,2061,775,2135,1167,380,253,17,29,87,81,51257,4423,24007,2853,21353,3170,4152,1207,944,562,801,516,13875,2322,5799,1465,6556,1432,1124,580,292,282,104,129,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
